# _root_ Pro investora se připravují informace o podnicích v odvětví , o situaci na trhu , představuje se lokalita a infrastruktura a poskytují se i další nezbytná data .
#goldHeads=4,1,4,21,4,10,6,7,8,5,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
#predictedHeads=4,1,4,0,4,5,6,7,8,21,10,11,12,13,21,21,16,19,16,19,0,21,22,27,27,27,22,0,
(16,19),(19,10),-0.972038 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.393337 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.144 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.13696 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.546238 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.71909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.133515 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.340043 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.297415 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.382175 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.543133 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.442291 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.773867 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.576016 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.0595701 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.411643 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.66242 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),0.02559 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-0.688829 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.03506 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.11651 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-1.13863 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-0.914171 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-1.20176 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.958375 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-1.1919 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.972038 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.393337 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.144 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.703654 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-1.13696 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.546238 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.71909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.133515 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.340043 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.0314212 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.110529 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.543133 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.422119 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.442291 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.773867 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.576016 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.0595701 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.662898 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),0.131241 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.631732 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.285681 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.252693 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.0242778 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.453014 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.406242 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-1.0291 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.790442 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.277173 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-1.0417 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.433191 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.333096 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.625615 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.396282 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.310786 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.394172 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.792023 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.578932 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),0.0681809 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.0690843 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.300747 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.211015 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.795192 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.21712 # DEPENDENCYPART_GRANDPAR
(16,27),(27,17),0.429321 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.297947 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.0858112 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.662132 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.483636 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.54331 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.654075 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.20817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,27),-1.26301 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.265856 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.340529 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),0.0601627 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.726635 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.203848 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.210338 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),0.209507 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.229813 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.238221 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.577891 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.35854 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.0844654 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.102003 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.217338 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.316444 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.151717 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.206536 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.355718 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.240769 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),0.077926 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.0763646 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.0149448 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.299978 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.58943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.60481 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-0.456252 # DEPENDENCYPART_GRANDPAR
(19,4),(4,24),-1.17157 # DEPENDENCYPART_GRANDPAR
(19,4),(4,27),-1.00151 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.722957 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.324347 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.192204 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.498847 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.207248 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.221388 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.21896 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.23068 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.0466519 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.142891 # DEPENDENCYPART_GRANDPAR
(19,5),(5,22),-0.576502 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.731628 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.00981039 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.362524 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.242009 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.100845 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.15189 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.257032 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.0743784 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),0.146591 # DEPENDENCYPART_GRANDPAR
(19,7),(7,21),-0.414792 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),-0.576248 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.373296 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.34024 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.147524 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.00765156 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.160989 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.362482 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.429847 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.43593 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.25509 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.19155 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.0724295 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.145449 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.54797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,21),-0.414792 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.746094 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.429488 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.392842 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.0981279 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.460151 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.526346 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.362557 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.430376 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.588397 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.233361 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.385569 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.333242 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.146955 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.0682325 # DEPENDENCYPART_GRANDPAR
(19,10),(10,21),-0.408187 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.622967 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.37493 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.0419383 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.107916 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.0968652 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.49041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,21),-0.357233 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.07154 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.0958906 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.114423 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.128903 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.2318 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.54801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,21),-0.41483 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.576382 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.891873 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),-1.10111 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.226672 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.141294 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.239554 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.54792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.414742 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.891318 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.746094 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-0.429488 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.392842 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.0981279 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.460151 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.526346 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.362557 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.430376 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.48411 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.483583 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.130411 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.195177 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.226285 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0682325 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.167467 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.672114 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.622967 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.578523 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.319561 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.0842521 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.284586 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.0394838 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.296869 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.419745 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.228741 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.326869 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.439258 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.320301 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.00316473 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0517079 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.134845 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.383519 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.152992 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.168139 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.59799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.62829 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.464808 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.810265 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-1.18013 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-1.0946 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-1.025 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.245253 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.543638 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.913458 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.905384 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.0302626 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.2655 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.05668 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.996507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.722977 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.998592 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.14843 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-1.062 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.04457 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.601112 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.02202 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.770977 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.915592 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.855489 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.545373 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.641133 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.749053 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.691361 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.957955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.38062 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.229128 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0860511 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.557688 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.272787 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.416095 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.0309956 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.398204 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.925086 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.2407 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.97811 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.966632 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.551366 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0116812 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.378426 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.241511 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.353543 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.0629312 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.906675 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.540648 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.811365 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.742544 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.375376 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.00867051 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.368325 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.485027 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.623548 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.0537875 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.406004 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.0936297 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.0296734 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.451813 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),0.0131723 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.0800044 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.00793114 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.0966396 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),0.0187711 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.913458 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.13639 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.131104 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.0801779 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.230925 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.324399 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.923187 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.83363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,17),-1.52678 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.679979 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.396063 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.976638 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-1.30921 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.867344 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.270067 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.200066 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),0.166494 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.545429 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.0389095 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.0698753 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),0.315837 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.06494 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.102289 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.396685 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.362751 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),0.0804733 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),0.208334 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.0524641 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.272737 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.0157843 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.388267 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.34173 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.0359084 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),0.162728 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),0.0802987 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),-0.189367 # DEPENDENCYPART_GRANDPAR
(21,4),(4,15),-0.19821 # DEPENDENCYPART_GRANDPAR
(21,4),(4,19),0.104615 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),0.0603415 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.48806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,24),-1.03981 # DEPENDENCYPART_GRANDPAR
(21,4),(4,27),-0.864458 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.541751 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.328558 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.027265 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.358384 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.0423745 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.177681 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.0830274 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.0258188 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),0.110011 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),0.258885 # DEPENDENCYPART_GRANDPAR
(21,5),(5,22),-0.0917992 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.370423 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.363891 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.463638 # DEPENDENCYPART_GRANDPAR
(21,6),(6,19),0.0771438 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.550422 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),0.116141 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.19765 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.106076 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.282576 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.137902 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.0521713 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),0.0822848 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),0.262585 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-1.4466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,22),-0.0915451 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.208422 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.296533 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.329255 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),0.00633595 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),0.245791 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.197608 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.38614 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.299997 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.0502293 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),0.276352 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),0.0842338 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),0.261443 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),0.203093 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.4466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,1),-0.564888 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.433699 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.252379 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),0.00820294 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.295278 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.482639 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.226625 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.612107 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.383537 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.148559 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.228906 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.507664 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.0451874 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),0.0477617 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.43999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
