# _root_ Dochovala se v podobě překrásného iluminovaného rukopisu , v němž jsou nejen popsány , ale i vyobrazeny scény ze středověkého městského dění .
#goldHeads=0,1,1,3,7,7,4,11,11,9,7,13,15,15,11,17,15,11,18,22,22,19,0,
#predictedHeads=0,1,1,3,7,7,4,15,13,9,13,13,15,15,7,17,15,17,18,22,22,19,0,
(14,13),(13,9),-0.173177 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0717666 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0325562 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.20448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.863022 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.02969 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.36322 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.30754 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-1.48311 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.823784 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.979918 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.645805 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.558945 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.649238 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.39283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0115962 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0742561 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.36769 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.441635 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.459057 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.484635 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.462753 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.901446 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-1.35913 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.24916 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.15183 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.964604 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.20718 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.73456 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.67709 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.56003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.00776776 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.210315 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.339785 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.439217 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.448393 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.465794 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.494015 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0531031 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.108695 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.421629 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.506464 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.578456 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.524056 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.521937 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.442108 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.465201 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.532787 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.529261 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.533226 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.362018 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.350755 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.111239 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.0256083 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.0649595 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.0889339 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.155519 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.154505 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),0.436842 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),0.643634 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),0.198769 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.14787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),0.382561 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),0.0180194 # DEPENDENCYPART_GRANDPAR
(15,1),(1,19),-0.380881 # DEPENDENCYPART_GRANDPAR
(15,1),(1,22),-0.203682 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.0215334 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.0229876 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.0800176 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.0615309 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.468539 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.526237 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.0342226 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.0735737 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.070037 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.145322 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.143509 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),0.294634 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.295387 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),0.549803 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.39154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,17),-0.246263 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.491879 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.500516 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.180332 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0775763 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.144642 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.00673696 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.135759 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.25425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,22),-0.457041 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.491879 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.150337 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.0513854 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.467745 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.515881 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.105076 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.00948614 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.029865 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.143292 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.19968 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.296253 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.296519 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.551422 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-1.39505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),0.273357 # DEPENDENCYPART_GRANDPAR
(15,7),(7,17),-0.246263 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.183738 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.452428 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.266353 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.144412 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.105061 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.245405 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.382199 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.165751 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.270752 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.393936 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.307194 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.40633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),0.124244 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.271576 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0928767 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.250529 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.328218 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.192271 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.211487 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),0.0856193 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),0.142998 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.182349 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.100638 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),0.028169 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0152373 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.241828 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.672898 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.327369 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.14462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.381672 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.0453334 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),0.0556839 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.375755 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.249001 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.166018 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.520137 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.439883 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.201083 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.557291 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.345129 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.14638 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.164443 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.391537 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0395752 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.0259378 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.0134134 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0245562 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0958666 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.195287 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.26601 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.789041 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.193913 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.14787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.382561 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),0.0180194 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.380881 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.203682 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.183738 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.74338 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.545625 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),0.124244 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.271576 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.528787 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.608246 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.43804 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.06119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.303408 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),0.0247359 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.0761374 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.127387 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.826197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.16088 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.215213 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.181757 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.207862 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.000888909 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.451326 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.271084 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.992281 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.436126 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.416415 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.286224 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.796031 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.158967 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),0.198153 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.0680639 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.664126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.842357 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.409183 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0666011 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0804969 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.18773 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.310038 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),1.08047 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.405268 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0393226 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0867856 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.0923343 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.104191 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.287089 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.358638 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.0734741 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0810814 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.189875 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.291513 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.290912 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.264221 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0376796 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.0546371 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.315976 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.143317 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),0.0342324 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),1.08459 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.372066 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.215868 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.134755 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.14303 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.278623 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.929142 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.72549 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.87002 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.853946 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.811801 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-1.08174 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.960488 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.883727 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.840886 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.780614 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.742431 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.408121 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.71738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,18),-0.620636 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),-0.959917 # DEPENDENCYPART_GRANDPAR
(16,1),(1,22),-0.886435 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.981196 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.86763 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.600295 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.848994 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.776785 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.73464 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-1.06803 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-1.02786 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.758532 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.796845 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.758734 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.613208 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.364573 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.72224 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.197983 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.595465 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.960235 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.939102 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.861264 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.744426 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.937269 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.891121 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.65178 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.446752 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.1879 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-1.08587 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.714942 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.897203 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.899134 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.85699 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-1.11624 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-1.08908 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.873179 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.99945 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.516774 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.747287 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.4102 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.71738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.620636 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.959917 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.886435 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-1.05736 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.484941 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.845089 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.87952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.308383 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.02707 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-1.06929 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.937888 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.852589 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.735962 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.79894 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.771412 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.729268 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-1.01241 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.885676 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.894199 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.866434 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.452054 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.726288 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.667619 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.72414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.269243 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.739586 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.956521 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.06852 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.04636 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.00375 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.793868 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.43542 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-1.28024 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-1.27668 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.49099 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-1.14662 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.43848 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-1.33654 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.88898 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.928567 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.832109 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.35128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.24616 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.5263 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.614565 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.512128 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.618862 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.998914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.453961 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.38661 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.404489 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.38464 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.440453 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.41894 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0543954 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.434475 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.412567 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.361185 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.442684 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.112402 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.221665 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.54178 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.462408 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.480471 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.944367 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.994252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,18),0.152104 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.118782 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.286613 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.264038 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.410479 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-1.23851 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.873086 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.939042 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-2.03623 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-1.9586 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-1.1834 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.456694 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.832093 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-1.13518 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-1.44544 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),-0.231482 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.395827 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),0.0734925 # DEPENDENCYPART_GRANDPAR
(17,1),(1,18),-0.205208 # DEPENDENCYPART_GRANDPAR
(17,1),(1,19),-0.120016 # DEPENDENCYPART_GRANDPAR
(17,1),(1,22),-0.774397 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.356443 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-1.49159 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.568193 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.533831 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-1.05202 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.627854 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-1.50588 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-1.42825 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.748494 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.722348 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.377964 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.609742 # DEPENDENCYPART_GRANDPAR
