# _root_ Podle Janouška již skončilo období kontroly formálních náležitostí přiznání a druhá fáze , tedy podrobná kontrola věcné správnosti , se právě rozbíhá .
#goldHeads=4,1,4,10,4,5,8,6,8,0,12,14,14,22,16,14,18,16,14,22,22,10,0,
#predictedHeads=4,1,4,0,4,5,8,6,10,8,12,10,14,10,16,22,18,16,22,22,22,14,0,
(15,14),(14,18),-0.897807 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.532002 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.586593 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.961704 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.687074 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.32338 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.45757 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.16302 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.567359 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.36085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.361775 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.232701 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0703594 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.123384 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.477216 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.214294 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.144255 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.211387 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-1.68188 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.358158 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.992917 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-1.33834 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.554962 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-1.37989 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-1.97758 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.911331 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.689869 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-1.42572 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-1.08143 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-1.41904 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.241821 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.337328 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.64594 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.500067 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.682759 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.32299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.295597 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.696045 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.669213 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.543236 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-1.21966 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-1.562 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.36131 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-1.31192 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.404566 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.847031 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.621618 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-1.01345 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-1.34992 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.284373 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.173042 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.577426 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.482385 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.436523 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.97551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.159805 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.348564 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.508236 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.511987 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-1.07474 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.42085 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.509021 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.383219 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.0309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,14),-0.825326 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.24154 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.957468 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0947681 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.700215 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.451 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.660249 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.327095 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.593969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.753009 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.19315 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.168941 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.409916 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.50553 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-2.59645 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.52042 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.916847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.739174 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.710114 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.172755 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.591755 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.699064 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.246103 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.530173 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-0.932569 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-2.38117 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.758318 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-2.52335 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.93075 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.69993 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-2.08271 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-2.42504 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.858682 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.636763 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.64634 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-1.41299 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.860671 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.935386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.372146 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.688105 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.616931 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.0236495 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.146779 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.541161 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.338586 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-1.64509 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.451234 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-1.97641 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.939736 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.879907 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-1.01439 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.118848 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-1.41589 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-1.56385 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.279916 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-1.39432 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.921212 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.06111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.560047 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.49642 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.536049 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.8259 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.685543 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.306397 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.194261 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.914197 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.99515 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.865442 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.591399 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.9698 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.70376 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.36279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0347778 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0714941 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.344972 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.212764 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.198855 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.155458 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-1.28642 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-2.08257 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-1.58999 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.607832 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-1.1644 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.744149 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-1.22748 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.263488 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.70367 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-1.40393 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.563277 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.539058 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.722191 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.352345 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.15207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.262765 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.411799 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.587476 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-1.41982 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.615939 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-1.21845 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.404116 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-1.52569 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.539581 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.676175 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-1.15836 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.30604 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.867956 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-1.33541 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.491855 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.785871 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.791067 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.105565 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.80459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.101788 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.380549 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.442557 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-1.27867 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.51439 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.431664 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.718187 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-1.24727 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.800496 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.671227 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.55261 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.597133 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.369333 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.89654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.193353 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.113279 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.495026 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-1.35883 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.428731 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.75288 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.85981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,21),-0.378139 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-2.69651 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.53182 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-2.13022 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.683269 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.744023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,21),-0.0372158 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0354868 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.555923 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.648125 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.387031 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-1.18903 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-2.28734 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.761766 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-2.6232 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-2.60905 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.61754 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-1.74507 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-2.23312 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.88018 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-1.67745 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-2.40397 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-1.42419 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.921217 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-1.8082 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.591225 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.767917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),1.01186 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.122459 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0240683 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.393708 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.131701 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.412497 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.0611039 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.393205 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.255092 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.400158 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.136748 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.353523 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.240213 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.243161 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.342503 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.246033 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),0.0835673 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),-0.101331 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-2.1584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,21),-0.629496 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.679477 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.507395 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.584726 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.463815 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.463422 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.343919 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.569323 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.447529 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.477828 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.451496 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.470787 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.596049 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.259888 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.611951 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.441098 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.24958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.555253 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.570001 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.807956 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.334924 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.367385 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.395226 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.270798 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.221244 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.214376 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0397565 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.28856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.530124 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.613599 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.869441 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.394863 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.475895 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0884091 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.508208 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.365763 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.395225 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.269449 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.219622 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0975438 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.236425 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.28855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.530125 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.61359 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.869436 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.59235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,23),-0.050555 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.00156 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.41677 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.60007 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.18386 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-1.34513 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.19937 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.0812 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.30155 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.13497 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-1.17368 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.18711 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.952666 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.802383 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.864645 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.07218 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.04316 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.51395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.17089 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.134584 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.240764 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.48862 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.580368 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.230813 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.345983 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.107179 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.85951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.570823 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.901507 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),0.0878085 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.140562 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),0.24533 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),0.0830397 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.719486 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.195998 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),0.616655 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),0.0965625 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.0495695 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.641885 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),0.137562 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.767274 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.355393 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),0.313432 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.723589 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.427536 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.322573 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.324749 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.488097 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-1.16848 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.435764 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.567564 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.130595 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),-0.467482 # DEPENDENCYPART_GRANDPAR
(22,4),(4,13),0.362295 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.283282 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),0.000221503 # DEPENDENCYPART_GRANDPAR
(22,4),(4,18),-0.600933 # DEPENDENCYPART_GRANDPAR
(22,4),(4,19),0.284 # DEPENDENCYPART_GRANDPAR
(22,4),(4,21),0.134342 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.686341 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.170343 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),0.282353 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.0322135 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.613641 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),0.0190416 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.11689 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),0.147557 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),0.401625 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.0141156 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),0.0853989 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-2.00585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,1),-0.722912 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.180269 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.18878 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),0.274774 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.0451627 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.641695 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),0.000957056 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.135023 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),0.137525 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),0.373571 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.0322001 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),0.0573451 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),0.433803 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),-0.265997 # DEPENDENCYPART_GRANDPAR
(22,6),(6,18),-0.163912 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.738831 # DEPENDENCYPART_GRANDPAR
