# _root_ Program třítýdenní přehlídky , jejíž hlavní část začne v úterý vypuštěním balónu České spořitelny , je zaměřen především na hudbu a výtvarné umění .
#goldHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
#predictedHeads=16,3,1,8,7,7,8,3,8,9,8,11,14,12,8,0,16,21,17,21,19,23,21,0,
(16,23),(23,24),-0.705229 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.368524 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.409857 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.552403 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.168241 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.526137 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),0.505999 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.208512 # DEPENDENCYPART_GRANDPAR
(17,1),(1,21),-0.383454 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.246343 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.466896 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.544588 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.168331 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.541494 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),0.508355 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.268823 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-2.11836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,1),-0.42449 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.731643 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.754733 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.331445 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.870893 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.133543 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.0366564 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),-0.481646 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-2.47521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.443251 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.238498 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.445983 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.559988 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.546628 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.0227521 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.111948 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),0.503508 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.514468 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.708183 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.819936 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.553177 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.174164 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.925193 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.63054 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.662129 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.581852 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.456744 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.821315 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.713458 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),0.0542081 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.424483 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-2.21363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,18),-0.286756 # DEPENDENCYPART_GRANDPAR
(17,8),(8,19),0.00285124 # DEPENDENCYPART_GRANDPAR
(17,8),(8,20),-0.791864 # DEPENDENCYPART_GRANDPAR
(17,8),(8,21),-0.351693 # DEPENDENCYPART_GRANDPAR
(17,8),(8,22),-1.4558 # DEPENDENCYPART_GRANDPAR
(17,8),(8,23),-0.658072 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0658572 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),0.0258399 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),0.150947 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.111242 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0367506 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),0.078486 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.421453 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.151618 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.0265102 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.272848 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.290992 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.106397 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.381 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.0293273 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.376928 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.358017 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.02228 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.268784 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.286762 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.19879 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.110479 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-2.11836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,21),-0.380933 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-1.48015 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.0293273 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.685768 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.376928 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.358017 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.297062 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.268784 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.286762 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.19879 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.110479 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.11836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.112304 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),0.208885 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.537061 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.380933 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-1.48015 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),-0.4022 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.562544 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.529566 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.468636 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.343528 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.655443 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),0.122628 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.551002 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.35828 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.297325 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.172218 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.422046 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.110479 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.11836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,1),-0.42449 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.754733 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.684066 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.830489 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.643937 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.409027 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.542635 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.481692 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.356585 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.651125 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.617869 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.481646 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.47521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.443251 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.238978 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.24299 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.590678 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.538292 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.840558 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.519561 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.941781 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.233074 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.550852 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.635054 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.567486 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.442378 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.551971 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.703663 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.173791 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.37891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.426584 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.188921 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.02672 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.515524 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.54916 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.892925 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-1.17604 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.893757 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.180242 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.383678 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-1.14084 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.229466 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.533197 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.902314 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.138977 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.110028 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0925698 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.785311 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.0503102 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.522787 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.375096 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.420755 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.862843 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0356078 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.27629 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-1.49953 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-1.6215 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-1.56225 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-1.7327 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.16988 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-1.1884 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.41036 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-1.34372 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-1.21861 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-1.41797 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.47709 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.21648 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.44221 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.5591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.219152 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.301039 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.361336 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.845139 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.013823 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.565602 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.374438 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.428181 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.017399 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.746741 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.594313 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.535983 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.472869 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.412481 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.338043 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.285151 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.177255 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.844982 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.4095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0093889 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.146555 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.115846 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.277833 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.176176 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.30591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.299002 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.11382 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.541566 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.485778 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.30992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.298975 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.104664 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.107235 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.188361 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.921681 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-1.03284 # DEPENDENCYPART_GRANDPAR
(19,15),(15,4),-0.667197 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.962922 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.411553 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.146218 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.711352 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.730519 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.889812 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.713252 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.900078 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.157829 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.359163 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.216304 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.7113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),0.106575 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),0.0089844 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.856078 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.54731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.587925 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.02523 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),0.0646567 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.679122 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.570059 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.0859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),-0.163133 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.836515 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.93873 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.62798 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-2.04765 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.02299 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.99556 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.807831 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.561084 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.73037 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-1.74745 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-1.90674 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.36555 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.91702 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.02137 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.616328 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.845024 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),0.481293 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.42194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.12598 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.290194 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),1.4384 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.407778 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.915525 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),0.569996 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.08568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),1.82165 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.45968 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.279714 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.79772 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.219346 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.61513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-1.12091 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-1.28723 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.44954 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.658119 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.243944 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.93234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.554711 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-1.25758 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-1.60445 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.57008 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0160754 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.306935 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.825502 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.23574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),-0.20858 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.561909 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.035451 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),0.0451405 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.26386 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),0.11274 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.157034 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.0858445 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.27584 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-1.52967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,1),0.229741 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.204389 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.403007 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.225074 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.164654 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.29049 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),0.0738842 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.213456 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.115873 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),-0.0546421 # DEPENDENCYPART_GRANDPAR
(21,3),(3,17),0.154293 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),0.128699 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.439714 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.326994 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.447769 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.632829 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.324506 # DEPENDENCYPART_GRANDPAR
(21,4),(4,15),-0.0638631 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),0.0157467 # DEPENDENCYPART_GRANDPAR
(21,4),(4,17),-0.0456396 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),-0.454547 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),0.190934 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.182295 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.262944 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.528504 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.323956 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),0.00342121 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.102214 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),0.197069 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.245181 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.24804 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.562057 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.0756786 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.48045 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.18253 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),0.504716 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),0.02931 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.0137685 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.112336 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),0.108275 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),-0.181074 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),0.357179 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),0.280315 # DEPENDENCYPART_GRANDPAR
(21,8),(8,18),-0.105141 # DEPENDENCYPART_GRANDPAR
(21,8),(8,19),0.308124 # DEPENDENCYPART_GRANDPAR
(21,8),(8,20),0.24346 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-1.57121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,22),0.21937 # DEPENDENCYPART_GRANDPAR
(21,8),(8,23),-0.406923 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),0.522742 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.00688105 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.0499595 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),0.13118 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.303084 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),0.0160355 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.536804 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),0.0311215 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.011957 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.0644703 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),0.104199 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),0.222546 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.52958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,5),-0.302942 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.506047 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),0.289247 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.00203483 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.0546318 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),0.114121 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.0120585 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),0.232386 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.154293 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.52955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),0.208775 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.302942 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.444018 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.506047 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.289247 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.174007 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0546318 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),0.114121 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.0120585 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),0.232386 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.154293 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.0769322 # DEPENDENCYPART_GRANDPAR
