# _root_ " Kondiční příprava je pochopitelně náročná a stereotypní , takže zápasy jsem zařazoval především pro odreagování , " tvrdí chebský kormidelník .
#goldHeads=4,3,4,19,4,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
#predictedHeads=4,3,4,19,6,7,4,7,10,4,13,13,10,16,13,15,4,4,0,21,19,0,
(13,19),(19,3),-0.902785 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-1.11005 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-1.42584 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.743359 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.996076 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.708382 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.582895 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.79336 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-1.28358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.200991 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.173268 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.189134 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.341653 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.244964 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.655744 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.106104 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.162722 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.277931 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.033456 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.341532 # DEPENDENCYPART_GRANDPAR
(13,21),(21,14),0.547121 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.635575 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0472001 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.332176 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.167342 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.442593 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.459401 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.36868 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.535169 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.314177 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.359992 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.68403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.230216 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.820844 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.796044 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.591926 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.621667 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.331484 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.499438 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.387914 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.52509 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.449682 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.447329 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.413379 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.237954 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.113763 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.523976 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.78345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.21569 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.687182 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.515482 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.756335 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.753828 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.848999 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.912468 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.612734 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.44488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.278135 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.329523 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.529111 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.38339 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.394382 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.503421 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.3725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.221618 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.4264 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.318139 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.360756 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.605283 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.00644 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.01059 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.790053 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.992858 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.02883 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.872726 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.56039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0482631 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.447413 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.608507 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.667352 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.642723 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.79497 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.498079 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.97318 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.751387 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.790719 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.936654 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.795421 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.862765 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.650106 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.562209 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.84713 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.691011 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-1.33562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.177044 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.259318 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0393658 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.351723 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.434531 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.483091 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.277885 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-1.3725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,16),-0.237596 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.42121 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.350167 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.284974 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.574237 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0640485 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.57017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.886868 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.363672 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.549781 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.73191 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.546686 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.688233 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.06426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.0552236 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.102877 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.965371 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.955137 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.730287 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.03594 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.835254 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.93874 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.646808 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.766119 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.272993 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.28777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.72553 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.182305 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.301706 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-1.19582 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.796532 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.252241 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.545964 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.668641 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),1.47397 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.30575 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.239581 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-1.35873 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-1.0077 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.06384 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-1.72791 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.503511 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-1.19645 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.877466 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-1.14029 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.636608 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.41442 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.453814 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.573029 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),0.360001 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.14844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),1.74096 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.553597 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.200919 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-1.20288 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.834396 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.100061 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.21064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,21),-0.982799 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.27935 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),0.688233 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),2.08568 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.226977 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-1.19078 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0775058 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.173553 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-1.83356 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.285146 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.62401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.444458 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.812529 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.51475 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-1.10872 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.162456 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.91303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.573402 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.697065 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.883023 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.55922 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.80377 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.41702 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-2.48377 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.925453 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.82032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.402782 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.500656 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.939152 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.830409 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.53251 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-3.12385 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-2.07565 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-2.58863 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.521297 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-2.3336 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.451119 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.13827 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.42959 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-2.49287 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.569043 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.929114 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.63629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.671917 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0425922 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.538818 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.189051 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.222853 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.83562 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.211129 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.303577 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.284159 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.24883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,18),0.487415 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.511999 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.186461 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.388601 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.347983 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.280653 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.380801 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.483881 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.291559 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.500318 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.186256 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.128029 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.134465 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.00225997 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.151118 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.9919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.168066 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.422992 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.64217 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.457948 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.52142 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.693129 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.555825 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.686472 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.533882 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.350249 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.336819 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.399534 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.500133 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.569911 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.346959 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.332489 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.232468 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.19582 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.215908 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.186196 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.263113 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.90403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.104803 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.644434 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.899168 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.628935 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.51441 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.344826 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.507681 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.27829 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.309977 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.170451 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0905028 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.101512 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.0668258 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.720228 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.31246 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.302024 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.35333 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.333381 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.32574 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.417706 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.274866 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.199592 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.120321 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.196035 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.281636 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0214243 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.120274 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.97175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.169075 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-1.03926 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.378546 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.45352 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.28839 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.344319 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.320021 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.50837 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.326528 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.497821 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.325476 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.201952 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.106687 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.296029 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.270584 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.0411504 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.118821 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.96913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.166775 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.7209 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.940241 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-1.03592 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.730686 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.453182 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.425616 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.158372 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.398756 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.91117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.537927 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.822242 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.642609 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.329918 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0768434 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.89176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.114953 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.497707 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.793863 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.915017 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.27307 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0811906 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.403054 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.72022 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.07291 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.08571 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.898578 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.934215 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.801101 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.05718 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.41411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0644589 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.342982 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.262478 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.740306 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.31486 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-1.07861 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.39907 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.24693 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.39248 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.13804 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.16555 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-1.0162 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-1.04838 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.857188 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.949461 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.08997 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.32585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.140081 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0549367 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0176561 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.198783 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.707104 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.310078 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.313145 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.755076 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.13314 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.429918 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0810877 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.228052 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.492899 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-0.641 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),-0.425531 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.51524 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.554287 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.705294 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.630912 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.410179 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.466233 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.281427 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.42357 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.207086 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.554819 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0675257 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-2.13908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,21),-1.23105 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.546296 # DEPENDENCYPART_GRANDPAR
