# _root_ Přesný počet osob zadržených při raziích , které policisté provádějí denně od 25 . srpna , nebyl sdělen .
#goldHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
#predictedHeads=2,18,2,3,4,5,10,10,10,6,10,10,15,13,12,10,18,0,0,
(17,16),(16,11),-0.734074 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.129984 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.313972 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.441514 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.271984 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.96909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-1.2388 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.48611 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.604887 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.14512 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.963724 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.34327 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.21861 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.626908 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.985713 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.242776 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.0094 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.447093 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.558939 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.805292 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.748043 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.32997 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-2.11731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.860214 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.216487 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.189239 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.217744 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.396685 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.449236 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.428336 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.3079 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.528301 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),0.176648 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-2.09537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),0.201909 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.69313 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.238977 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.368375 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.497839 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.356504 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),0.523366 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-2.09701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,4),-0.138861 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.384875 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.341348 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.243933 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),0.213807 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.687053 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.376526 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.333759 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.579395 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.453473 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.277032 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.349881 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),0.528997 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.423777 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.262053 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.0141158 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.19329 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.145646 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),0.0197632 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.17821 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-2.09683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,2),-0.91873 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.58777 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.620397 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.610784 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.833799 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.697151 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.119201 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.493325 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.235092 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.24322 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-2.45367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,9),-0.641373 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.344141 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.63587 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.423469 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),0.529819 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.249397 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0101709 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.0294854 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.979587 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.625347 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.569474 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.549749 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.875303 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.457034 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.625289 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.74975 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.567292 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.565357 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.181855 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.00175674 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.56964 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.292086 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.391332 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-2.18886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.494439 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.507716 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0502228 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.265664 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0956298 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.380356 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.44494 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.477963 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.291531 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0782446 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.196345 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.155219 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.126433 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.106378 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.577906 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.26353 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.252248 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.380791 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0122459 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.20688 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.0411514 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.120878 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.367948 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.563427 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.253959 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.487793 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.443007 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.28728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,2),-0.678408 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.405027 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.451773 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.42517 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0119108 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.256862 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.021037 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.189252 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.09797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.475982 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.91873 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.58777 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.620397 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.610784 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.625299 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.636044 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.617525 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.553435 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.472893 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.249322 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.393197 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.51908 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.466745 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.45367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.691968 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-1.02835 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.671704 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.605659 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.580907 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.92166 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.477041 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.647185 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.796107 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.227214 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.504946 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.57832 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.310265 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.303858 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.575311 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.00380498 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.19589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.501151 # DEPENDENCYPART_GRANDPAR
