# _root_ Toman žádal později v dopise ministra vnitra Noska , s kterým se dobře znal , o vydání svého syna a stejně učinili i příbuzní ze Slovenska a dokonce až z Austrálie .
#goldHeads=2,20,2,2,4,8,6,2,14,14,10,14,14,8,14,2,16,19,17,0,22,20,24,22,27,25,24,31,31,27,30,0,
#predictedHeads=2,0,2,2,4,8,6,2,20,14,10,14,14,20,20,14,16,19,17,8,22,20,24,22,24,25,22,27,31,27,30,0,
(20,24),(24,23),0.215052 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.0382338 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.233758 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.0366745 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.610613 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.409928 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.174471 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.0938448 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.0663524 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.168008 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.0624124 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.532071 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.0287909 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),0.305998 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.214319 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.26897 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.330596 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.0370032 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.17667 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),-0.0952106 # DEPENDENCYPART_GRANDPAR
(20,27),(27,1),-0.906211 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-0.857451 # DEPENDENCYPART_GRANDPAR
(20,27),(27,7),-0.908502 # DEPENDENCYPART_GRANDPAR
(20,27),(27,8),-0.910779 # DEPENDENCYPART_GRANDPAR
(20,27),(27,9),-0.525105 # DEPENDENCYPART_GRANDPAR
(20,27),(27,11),-0.463146 # DEPENDENCYPART_GRANDPAR
(20,27),(27,12),-0.549412 # DEPENDENCYPART_GRANDPAR
(20,27),(27,13),-0.387882 # DEPENDENCYPART_GRANDPAR
(20,27),(27,14),-0.535841 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-0.356276 # DEPENDENCYPART_GRANDPAR
(20,27),(27,16),-0.68327 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-0.674926 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.430406 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-0.942729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),0.321745 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.390591 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.0285578 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.0386539 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.170693 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.2546 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.496617 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.495347 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.238345 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.0705511 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.602538 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),0.0808593 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.379084 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.475248 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.349145 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.263571 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),-0.11461 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),0.0502173 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),-0.410403 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.525488 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.415822 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),-0.153636 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),-0.667741 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.0797227 # DEPENDENCYPART_GRANDPAR
(20,30),(30,32),-0.530333 # DEPENDENCYPART_GRANDPAR
(20,31),(31,23),0.215915 # DEPENDENCYPART_GRANDPAR
(20,31),(31,28),-0.365569 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),-0.192445 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),0.063286 # DEPENDENCYPART_GRANDPAR
(20,31),(31,32),-0.535578 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.956978 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-1.16266 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-1.04849 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-1.22456 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.900898 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-1.50087 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-1.5754 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.5775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.104231 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0874663 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.165541 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.195818 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.301968 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.421502 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.372656 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.424916 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.682012 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.866836 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.55544 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.61123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),-0.146082 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.180921 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.45907 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.282885 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.518572 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.350999 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.444525 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.948293 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-1.61132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,23),-0.146618 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.289135 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.193262 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.282927 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.446191 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.949368 # DEPENDENCYPART_GRANDPAR
(21,29),(29,24),-0.434525 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),-0.260986 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.540242 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.517191 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.362114 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.565904 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-0.278751 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.234664 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.14955 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.515533 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.695688 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.845133 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-1.04323 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.878804 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-0.69438 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),-0.347456 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.400261 # DEPENDENCYPART_GRANDPAR
(22,2),(2,13),-0.760184 # DEPENDENCYPART_GRANDPAR
(22,2),(2,14),-0.468489 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),-0.160256 # DEPENDENCYPART_GRANDPAR
(22,2),(2,16),-0.0758772 # DEPENDENCYPART_GRANDPAR
(22,2),(2,17),-0.27374 # DEPENDENCYPART_GRANDPAR
(22,2),(2,19),-0.759766 # DEPENDENCYPART_GRANDPAR
(22,2),(2,20),-0.225272 # DEPENDENCYPART_GRANDPAR
(22,2),(2,21),-0.00548926 # DEPENDENCYPART_GRANDPAR
(22,2),(2,27),-0.317315 # DEPENDENCYPART_GRANDPAR
(22,2),(2,28),-0.427391 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.0543407 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.797826 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.387333 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.649514 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.847492 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.337563 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.22632 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.437401 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.475536 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.447966 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.598735 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.450015 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.26333 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),0.0845392 # DEPENDENCYPART_GRANDPAR
(22,5),(5,20),0.0402077 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-1.63975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,3),-0.476421 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.452124 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.515052 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.451666 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.263579 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.623648 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.180942 # DEPENDENCYPART_GRANDPAR
(22,6),(6,14),0.0820967 # DEPENDENCYPART_GRANDPAR
(22,6),(6,20),0.031881 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.63992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,2),-0.576137 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.472784 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.553446 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.725493 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.262163 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.17429 # DEPENDENCYPART_GRANDPAR
(22,7),(7,14),0.0870334 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),0.0998364 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.472632 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.543289 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.715333 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.573608 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.614326 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.173801 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.218088 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),0.087516 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),0.0431851 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.63974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,1),-0.10833 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-1.37922 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.522598 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.751449 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.929864 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.791226 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.602469 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.27672 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.749645 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.550179 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.203985 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.621383 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),0.178654 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.615128 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),0.20079 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.455208 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.460952 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.10833 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-1.37922 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-0.522598 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.791226 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.774213 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.409952 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.562505 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.551553 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.847874 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-1.05831 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.053255 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.183003 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.663615 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),0.000836749 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.99656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,28),-0.602566 # DEPENDENCYPART_GRANDPAR
(22,15),(15,29),-0.697233 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.521486 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.0784805 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.398182 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.0447511 # DEPENDENCYPART_GRANDPAR
(22,16),(16,23),-0.0991587 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.28264 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.267306 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.741232 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.425723 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.0271907 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.294836 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.30689 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.0497211 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.0576983 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.63982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),0.157606 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),0.263143 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),0.121574 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.876953 # DEPENDENCYPART_GRANDPAR
(22,17),(17,27),-0.35124 # DEPENDENCYPART_GRANDPAR
(22,17),(17,30),-0.0854302 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.0101317 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.0280704 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.152578 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),0.107067 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.923498 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),-0.234837 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-0.421993 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.536052 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.721178 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.575869 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.387072 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.613436 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.242041 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.297203 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.393025 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.551039 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.589608 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.426236 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),0.0734698 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),0.03555 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.162652 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.446396 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.027137 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.21851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.198333 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.427469 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.352733 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.56756 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.599517 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.630159 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-0.739895 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.5842 # DEPENDENCYPART_GRANDPAR
(22,20),(20,31),-1.79245 # DEPENDENCYPART_GRANDPAR
(22,20),(20,32),-1.31993 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),0.152968 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),0.149774 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.992361 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.361035 # DEPENDENCYPART_GRANDPAR
(22,23),(23,11),-0.67873 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-0.658937 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.22015 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.33488 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-0.384525 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.929292 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.41858 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.462475 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.995188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.759453 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.391029 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.374368 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.0900409 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.0503006 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.0860596 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),0.272309 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.612859 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),0.0953932 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.823212 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.169767 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.748999 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.308545 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.488067 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.0884622 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.115682 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.0516357 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),0.170797 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.730166 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.700224 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.365539 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.000251466 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.0252823 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.593639 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.169767 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.748541 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.763089 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.497208 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.0873103 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),0.168021 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.732667 # DEPENDENCYPART_GRANDPAR
(22,27),(27,1),-0.957223 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-1.8941 # DEPENDENCYPART_GRANDPAR
(22,27),(27,7),-1.63728 # DEPENDENCYPART_GRANDPAR
(22,27),(27,8),-1.45136 # DEPENDENCYPART_GRANDPAR
(22,27),(27,9),-1.63512 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-0.699852 # DEPENDENCYPART_GRANDPAR
(22,27),(27,12),-0.676007 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-1.24686 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-1.56975 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-1.44792 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-0.452787 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-1.02454 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-1.51383 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.924055 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.488849 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-1.08508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.461927 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.44271 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.323781 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.693517 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.0172242 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.216805 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),0.192318 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.730437 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.512244 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.475 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.611569 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.100785 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.000376245 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.910012 # DEPENDENCYPART_GRANDPAR
(22,29),(29,24),0.479096 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),0.387438 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),-0.659673 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.00738623 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),0.0922795 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.772843 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),-0.508428 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.655756 # DEPENDENCYPART_GRANDPAR
(22,30),(30,32),-0.464722 # DEPENDENCYPART_GRANDPAR
(22,31),(31,23),0.760519 # DEPENDENCYPART_GRANDPAR
(22,31),(31,28),0.0523752 # DEPENDENCYPART_GRANDPAR
(22,31),(31,29),0.0837517 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),0.280603 # DEPENDENCYPART_GRANDPAR
(22,31),(31,32),-0.498102 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.620421 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.361358 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),-0.867526 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.922811 # DEPENDENCYPART_GRANDPAR
(23,15),(15,4),-0.382707 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),-0.895675 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.785849 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.617819 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.294147 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.425185 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.519846 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.472127 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.607155 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.510959 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.544609 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),-0.509445 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),0.0236337 # DEPENDENCYPART_GRANDPAR
(23,15),(15,28),-0.87658 # DEPENDENCYPART_GRANDPAR
(23,15),(15,29),-0.913382 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.497258 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),0.0244357 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.00880574 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.0825609 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.75774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,11),-0.197084 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.328277 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.410227 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.489052 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.343844 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.333088 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),0.0303627 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.237989 # DEPENDENCYPART_GRANDPAR
