# _root_ V kvalifikaci stíhacího závodu družstev na 4 km zajelo čs . kvarteto Kadlec , Krejčí , Hudínek a Kábale čs . dorostenecký rekord časem 4 : 30.32 ( dosud 4 : 35.66 ) .
#goldHeads=9,1,4,2,4,4,8,6,0,12,10,9,18,18,18,18,18,12,18,23,20,23,9,9,26,24,26,24,24,31,24,31,24,0,
#predictedHeads=9,1,4,2,4,5,8,6,0,12,10,9,12,18,18,18,18,9,18,23,20,23,18,23,26,24,26,31,31,31,24,31,31,0,
(20,24),(24,20),-2.1035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,22),-0.355493 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.628899 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.222024 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.386559 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.198232 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.364486 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.486549 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.208467 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.492291 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.142128 # DEPENDENCYPART_GRANDPAR
(20,24),(24,33),-0.504313 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.580042 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.490974 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.378661 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.206875 # DEPENDENCYPART_GRANDPAR
(20,26),(26,1),-1.01462 # DEPENDENCYPART_GRANDPAR
(20,26),(26,9),-2.01299 # DEPENDENCYPART_GRANDPAR
(20,26),(26,13),-2.71208 # DEPENDENCYPART_GRANDPAR
(20,26),(26,15),-2.54163 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-2.35246 # DEPENDENCYPART_GRANDPAR
(20,26),(26,19),-1.81483 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-2.37293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),0.0220619 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),-0.623954 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-1.0162 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.688315 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.0498552 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.244114 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.549371 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.534241 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.248659 # DEPENDENCYPART_GRANDPAR
(20,26),(26,31),-0.519758 # DEPENDENCYPART_GRANDPAR
(20,26),(26,32),-0.188009 # DEPENDENCYPART_GRANDPAR
(20,26),(26,33),-0.487674 # DEPENDENCYPART_GRANDPAR
(20,26),(26,34),-0.656123 # DEPENDENCYPART_GRANDPAR
(20,31),(31,9),-2.01299 # DEPENDENCYPART_GRANDPAR
(20,31),(31,17),-2.35246 # DEPENDENCYPART_GRANDPAR
(20,31),(31,21),0.0220619 # DEPENDENCYPART_GRANDPAR
(20,31),(31,22),-0.623954 # DEPENDENCYPART_GRANDPAR
(20,31),(31,23),-1.0162 # DEPENDENCYPART_GRANDPAR
(20,31),(31,24),-0.688315 # DEPENDENCYPART_GRANDPAR
(20,31),(31,25),-0.0498552 # DEPENDENCYPART_GRANDPAR
(20,31),(31,26),-0.232023 # DEPENDENCYPART_GRANDPAR
(20,31),(31,27),-0.0850778 # DEPENDENCYPART_GRANDPAR
(20,31),(31,28),-0.0968689 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),-0.460345 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),-0.0362992 # DEPENDENCYPART_GRANDPAR
(20,31),(31,32),-0.188009 # DEPENDENCYPART_GRANDPAR
(20,31),(31,33),-0.487674 # DEPENDENCYPART_GRANDPAR
(20,31),(31,34),-0.656123 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.292738 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.380163 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.389715 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.405915 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.138358 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.213831 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.224074 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.182497 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.426818 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.388359 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.417367 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.191614 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.427609 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.83485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.494583 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.621277 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.839994 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.62612 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.732735 # DEPENDENCYPART_GRANDPAR
(21,20),(20,31),-0.837029 # DEPENDENCYPART_GRANDPAR
(21,20),(20,34),-1.01608 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.92595 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.532342 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.28685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.121753 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.329897 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.740511 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.34006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.228584 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.302696 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0990811 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.409885 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.0909034 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.402115 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.121849 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.192058 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.514179 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.175853 # DEPENDENCYPART_GRANDPAR
(21,23),(23,33),-0.50606 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.927753 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.300072 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-2.26061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-1.02048 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.843791 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.900307 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.796523 # DEPENDENCYPART_GRANDPAR
(22,19),(19,28),-0.848127 # DEPENDENCYPART_GRANDPAR
(22,19),(19,32),-0.723874 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-2.02784 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.327799 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-1.79856 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.114358 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-1.54542 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.391729 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.12506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.910778 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.734106 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.705024 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.798128 # DEPENDENCYPART_GRANDPAR
(22,20),(20,31),-0.770363 # DEPENDENCYPART_GRANDPAR
(22,20),(20,34),-0.942641 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-2.24139 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-1.31472 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.18726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-1.06853 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.77461 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.429568 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.41122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.0483069 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.260937 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.377618 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.221851 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.281553 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.486448 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.255152 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.349853 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.149202 # DEPENDENCYPART_GRANDPAR
(22,23),(23,33),-0.464921 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-2.31847 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.77448 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.41297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.0342056 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.261387 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.371865 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.222284 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.28031 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.486449 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.255601 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.3441 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.149635 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),-0.463678 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-1.38504 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.656202 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-1.37162 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.000799043 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.856648 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),1.00273 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.548822 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-2.33191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.875014 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.684322 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.71834 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-0.925436 # DEPENDENCYPART_GRANDPAR
(23,20),(20,34),-1.22654 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-1.88755 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.303315 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.372526 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-2.4569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,19),-0.838213 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.237045 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.795608 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.33016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.873263 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-2.24352 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.04 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.381939 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.881887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.143743 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.107489 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.00468848 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.299831 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.0506759 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.344526 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.314585 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.107481 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),-0.228011 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.290957 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.147903 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.176116 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.0786858 # DEPENDENCYPART_GRANDPAR
(23,26),(26,1),-1.03278 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-2.82825 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-3.02209 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-2.85188 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-2.83872 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-2.32375 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.993935 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.112093 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.335645 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.35183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.102041 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.0110182 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.0321206 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.519136 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.117155 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.401429 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.371818 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.14429 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.204872 # DEPENDENCYPART_GRANDPAR
(23,26),(26,34),-0.628379 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.0556023 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.250281 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.368283 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.121824 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.37299 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.350227 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.154698 # DEPENDENCYPART_GRANDPAR
(23,27),(27,34),-0.473101 # DEPENDENCYPART_GRANDPAR
(23,28),(28,24),0.224432 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.163289 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.0186873 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.117067 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.496305 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.32327 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.220302 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.18509 # DEPENDENCYPART_GRANDPAR
(23,28),(28,34),-0.56459 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),-0.272221 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.13592 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.344137 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.376416 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.255523 # DEPENDENCYPART_GRANDPAR
(23,29),(29,33),-0.182122 # DEPENDENCYPART_GRANDPAR
(23,29),(29,34),-0.308129 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),-0.199 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.137574 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.383212 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),-0.190855 # DEPENDENCYPART_GRANDPAR
(23,30),(30,33),-0.1819 # DEPENDENCYPART_GRANDPAR
(23,30),(30,34),-0.513902 # DEPENDENCYPART_GRANDPAR
(23,31),(31,9),-2.82825 # DEPENDENCYPART_GRANDPAR
(23,31),(31,17),-2.83872 # DEPENDENCYPART_GRANDPAR
(23,31),(31,21),-0.112093 # DEPENDENCYPART_GRANDPAR
(23,31),(31,22),-0.335645 # DEPENDENCYPART_GRANDPAR
(23,31),(31,23),-1.35183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,31),(31,24),0.102041 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),0.0110182 # DEPENDENCYPART_GRANDPAR
(23,31),(31,26),0.13717 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),0.111595 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),0.0746667 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.105138 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.189764 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-0.14429 # DEPENDENCYPART_GRANDPAR
(23,31),(31,33),-0.204872 # DEPENDENCYPART_GRANDPAR
(23,31),(31,34),-0.628379 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.0930183 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.256385 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),0.0431843 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.154698 # DEPENDENCYPART_GRANDPAR
(23,32),(32,34),-0.473101 # DEPENDENCYPART_GRANDPAR
(23,33),(33,32),-0.228917 # DEPENDENCYPART_GRANDPAR
(23,33),(33,34),-0.579591 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.850714 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.410597 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.516874 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.240405 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-2.56638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,26),-0.784968 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),-0.395186 # DEPENDENCYPART_GRANDPAR
(24,19),(19,28),-1.00915 # DEPENDENCYPART_GRANDPAR
(24,19),(19,32),-0.490086 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-1.45028 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.629274 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-1.23523 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.556097 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.745398 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.320016 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.596224 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.0713102 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-2.53126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.0895944 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.741491 # DEPENDENCYPART_GRANDPAR
(24,20),(20,31),-0.854403 # DEPENDENCYPART_GRANDPAR
(24,20),(20,34),-1.09603 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.726963 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-1.0532 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),0.122484 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.0665585 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-2.52951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,20),-0.912075 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),0.229484 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.574974 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-2.56665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.143403 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.785475 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.395215 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-1.00942 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.314593 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-0.636475 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-0.898387 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-0.490115 # DEPENDENCYPART_GRANDPAR
(24,23),(23,33),-1.12045 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.42767 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.51258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.180783 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.156537 # DEPENDENCYPART_GRANDPAR
(24,26),(26,1),-1.36311 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-2.86536 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-3.13666 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-2.91237 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-2.69758 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-2.20775 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-1.8105 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.791508 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-1.47238 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-1.30665 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.54541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.63987 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.223187 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.525509 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.129872 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.0505481 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-0.274278 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),0.128287 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.246154 # DEPENDENCYPART_GRANDPAR
(24,26),(26,34),-0.471375 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.546821 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.221773 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.382678 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.146917 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.0421945 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.26071 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.204002 # DEPENDENCYPART_GRANDPAR
(24,27),(27,34),-0.323886 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-1.43102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),0.450877 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.203795 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.141918 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.164527 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.237864 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),0.0331727 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.238505 # DEPENDENCYPART_GRANDPAR
(24,28),(28,34),-0.419719 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.330344 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.0768771 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.381935 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.0586096 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.179429 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.24485 # DEPENDENCYPART_GRANDPAR
(24,29),(29,34),-0.172571 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.236925 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.171019 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.293695 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),0.0616365 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.231204 # DEPENDENCYPART_GRANDPAR
(24,30),(30,34),-0.364688 # DEPENDENCYPART_GRANDPAR
(24,31),(31,9),-2.86536 # DEPENDENCYPART_GRANDPAR
(24,31),(31,17),-2.69758 # DEPENDENCYPART_GRANDPAR
(24,31),(31,21),-0.791508 # DEPENDENCYPART_GRANDPAR
(24,31),(31,22),-1.47238 # DEPENDENCYPART_GRANDPAR
(24,31),(31,23),-1.30665 # DEPENDENCYPART_GRANDPAR
(24,31),(31,24),-1.54541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,31),(31,25),0.63987 # DEPENDENCYPART_GRANDPAR
(24,31),(31,26),0.12191 # DEPENDENCYPART_GRANDPAR
(24,31),(31,27),0.348764 # DEPENDENCYPART_GRANDPAR
(24,31),(31,28),0.0499837 # DEPENDENCYPART_GRANDPAR
(24,31),(31,29),-0.125838 # DEPENDENCYPART_GRANDPAR
(24,31),(31,30),0.146798 # DEPENDENCYPART_GRANDPAR
(24,31),(31,32),0.128287 # DEPENDENCYPART_GRANDPAR
(24,31),(31,33),-0.246154 # DEPENDENCYPART_GRANDPAR
(24,31),(31,34),-0.471375 # DEPENDENCYPART_GRANDPAR
(24,32),(32,29),-0.126464 # DEPENDENCYPART_GRANDPAR
(24,32),(32,30),0.0537488 # DEPENDENCYPART_GRANDPAR
(24,32),(32,31),0.10886 # DEPENDENCYPART_GRANDPAR
(24,32),(32,33),-0.204002 # DEPENDENCYPART_GRANDPAR
(24,32),(32,34),-0.323886 # DEPENDENCYPART_GRANDPAR
(24,33),(33,32),0.0108342 # DEPENDENCYPART_GRANDPAR
(24,33),(33,34),-0.43472 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.276415 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.565393 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.170489 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.313704 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.144582 # DEPENDENCYPART_GRANDPAR
