# _root_ Cigarety Camel , které se v pátek pokusila z Turecka do ČSFR propašovat skupina patnácti osob , byly podle našich informací určeny k prodeji v Praze .
#goldHeads=18,1,8,13,8,8,6,1,13,9,13,11,8,8,16,14,8,0,18,21,19,18,22,23,24,25,0,
#predictedHeads=0,1,8,8,8,8,6,1,8,9,8,11,8,13,16,14,8,22,22,21,19,0,22,23,24,25,0,
(17,21),(21,19),0.049364 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0570381 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.132408 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.251008 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-1.23986 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-1.49511 # DEPENDENCYPART_GRANDPAR
(17,22),(22,3),-1.01199 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-1.24792 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-1.42342 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.79801 # DEPENDENCYPART_GRANDPAR
(17,22),(22,9),-1.15357 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-1.25653 # DEPENDENCYPART_GRANDPAR
(17,22),(22,11),-1.171 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-1.32945 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.777843 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-1.09636 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-1.02365 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.24737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.406898 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.230228 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.106108 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.0436123 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.325631 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.179736 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.193409 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.104046 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.390944 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.247583 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.279479 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.285559 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.242423 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.488809 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.362941 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.651755 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.104279 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.226311 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),0.594925 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.343927 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.333412 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),0.558314 # DEPENDENCYPART_GRANDPAR
(18,1),(1,22),-0.98463 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.562993 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.364396 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.65321 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.105734 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.227766 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),0.593471 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),0.556859 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-2.46356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,22),-0.98463 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),0.370789 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.81874 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.327103 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.0064616 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.0430751 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),0.387649 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-2.80521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,3),-0.310783 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.51279 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),0.428261 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.742653 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),0.806865 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.382648 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.314827 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.0434276 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.31325 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),0.56454 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.625007 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.77368 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.000935184 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.316178 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),0.578338 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),0.287844 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.903449 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.367678 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.9783 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.18366 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.482882 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.661559 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.657952 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.923156 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.677465 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-1.05833 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.00161073 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.0320908 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.200112 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.754077 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),0.390679 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-2.54131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.0987749 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-1.28196 # DEPENDENCYPART_GRANDPAR
(18,8),(8,22),-1.07028 # DEPENDENCYPART_GRANDPAR
(18,8),(8,23),-0.279871 # DEPENDENCYPART_GRANDPAR
(18,8),(8,25),-0.753325 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.57723 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.712578 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.273976 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.484658 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.334866 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.595851 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),0.556859 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),0.442016 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.98463 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-0.481081 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.137841 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.324148 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.323496 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.614354 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.418355 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.314955 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.485064 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.609022 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.556809 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.441609 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.0304225 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.284588 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.98463 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),0.289163 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.902129 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.367678 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.978647 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.184353 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.482882 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.660239 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.0674614 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.631796 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.871666 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.640896 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-1.01025 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.030603 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.199171 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.752589 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.389939 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.54131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.0987749 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-1.28187 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.279871 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.753325 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.475488 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.632156 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.0573987 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.262619 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.116889 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.4655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),0.0353202 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-1.04694 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.986564 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.166328 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.485886 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.426315 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.275696 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.206387 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.38846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,11),-0.643207 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.741941 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.283219 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0320941 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.112193 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.46375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.0396044 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-1.04345 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.984812 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),0.370789 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.81874 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.49401 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.481694 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.662536 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.788281 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.609598 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.51778 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.122129 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.120532 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.62872 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.80521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.343585 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.72613 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.32611 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.551584 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.838007 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.572066 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.386826 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.400196 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.199701 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.763758 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.813587 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.183828 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.556525 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.0837447 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.175512 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.0736393 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-1.26319 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-0.927631 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-0.853438 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.995843 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.551327 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-0.932586 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-1.22897 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.943883 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-1.3611 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.587982 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.344056 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-1.05433 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.44448 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.92904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.0483375 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.980102 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.145662 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.720782 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.363573 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-1.29599 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.559287 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.323633 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.886515 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.175311 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.567685 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.541316 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0740201 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.166128 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-1.03155 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.587288 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.0130486 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.145148 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.754163 # DEPENDENCYPART_GRANDPAR
(18,26),(26,19),0.177901 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.0766121 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.315918 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.0153365 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.597825 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-1.21561 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-1.18657 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.445959 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.737395 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.220314 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-1.20214 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.159791 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.435715 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-1.07625 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.514792 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-1.07677 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.465658 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.11814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.70151 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.671823 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-1.13763 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-1.08157 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.96435 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.52128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.11073 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.539078 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.413934 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-1.51901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),1.10958 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),1.15705 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.481414 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.391604 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.882521 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.437719 # DEPENDENCYPART_GRANDPAR
(19,26),(26,19),-1.5218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,26),(26,23),-0.484207 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.191348 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.392238 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.45629 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.63769 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.800898 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-1.4043 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.20626 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.472135 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.641021 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.196976 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-2.20027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.509452 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.899309 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.677637 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-2.38296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,24),-2.32824 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-2.29356 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.916911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-0.716163 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.638033 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.710939 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.920943 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.589214 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-1.3681 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-1.00931 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.806426 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.409213 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.704934 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.11343 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.938755 # DEPENDENCYPART_GRANDPAR
(22,1),(1,11),-0.885019 # DEPENDENCYPART_GRANDPAR
(22,1),(1,13),-0.846455 # DEPENDENCYPART_GRANDPAR
(22,1),(1,22),-2.24781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,1),-0.45263 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-1.01077 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.80788 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.410668 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.706389 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-0.114885 # DEPENDENCYPART_GRANDPAR
(22,2),(2,13),-0.847909 # DEPENDENCYPART_GRANDPAR
(22,2),(2,18),-0.498763 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-2.24781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,1),-0.653791 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-1.6979 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.651575 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.749831 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-1.48286 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),-0.27186 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),-1.14261 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.202182 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-1.24627 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-1.00033 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.474827 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.304746 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),-0.451083 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-1.49521 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.95804 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-1.06042 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.593091 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.130017 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.696339 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-1.74221 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-1.01171 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-1.14809 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-1.23045 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.727666 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-1.09965 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-1.22272 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.919135 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-1.20201 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-1.24836 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-1.39178 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.981579 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.499602 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),-1.18757 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.227413 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),-0.966299 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),-1.13367 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),-0.489573 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-2.33985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,23),0.315073 # DEPENDENCYPART_GRANDPAR
(22,8),(8,25),-0.442584 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.573072 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.902478 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.55089 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-1.04728 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.886474 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.828628 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.847909 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.550212 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-2.24781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,25),-0.164013 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.628506 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.902678 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.374257 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.805993 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.532735 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.750052 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-1.04769 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.638647 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.847959 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.550619 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.282249 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.760824 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-2.24781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,1),-0.69502 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-1.74089 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-1.01171 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-1.14844 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-1.23114 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.727666 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-1.09833 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.821515 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-1.15968 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.869852 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-1.13634 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-1.20249 # DEPENDENCYPART_GRANDPAR
