# _root_ Na posezení a debatu s Leonhardem býval čas večer , když se vrátil z mnichovského rozhlasu , děti se odebraly k spánku a v domě byl klid .
#goldHeads=8,3,1,3,3,5,0,7,7,11,7,13,23,13,16,14,23,20,20,23,20,21,11,26,24,23,26,0,
#predictedHeads=7,3,1,3,4,5,0,7,7,11,7,13,11,13,16,14,11,20,20,23,20,21,17,26,24,23,26,0,
(20,8),(8,6),-0.743573 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.362511 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.231916 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.0293236 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),0.579585 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),-0.112457 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-2.22292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,1),-0.00654418 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.592872 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.19762 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.375392 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.428401 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.884911 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.065107 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.0145433 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),0.0369857 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.996592 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.483017 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.0550093 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.862174 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.154822 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),0.0824486 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.217843 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.24158 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.487114 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.354166 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-1.26652 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.510079 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.782539 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.269717 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-2.65913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,23),-0.407353 # DEPENDENCYPART_GRANDPAR
(20,11),(11,24),-0.413517 # DEPENDENCYPART_GRANDPAR
(20,11),(11,26),-1.89915 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),0.0223529 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.712941 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.198661 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.499122 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.358468 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-1.00498 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.573757 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.049489 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.375216 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.225521 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.218669 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.0829518 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.536925 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-1.35952 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.519301 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.420952 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.238249 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-2.30933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),0.484724 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.651977 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.171327 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.29815 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-1.5482 # DEPENDENCYPART_GRANDPAR
(20,13),(13,27),-0.758123 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.989844 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.18267 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.202296 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.606197 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.130093 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.501785 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.332848 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),0.267315 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.339931 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.918565 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.709297 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.21671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),0.610695 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.202544 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-1.45417 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.0112491 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.311802 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.996592 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.0105925 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.483017 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.38733 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.374443 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.531764 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.52734 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-1.20973 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.434219 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.356248 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.57355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),0.205085 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-1.10419 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.412288 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-0.390755 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-1.81321 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-1.20902 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.360511 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.92395 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.252014 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.16798 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.347682 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.21814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),0.608439 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.400062 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.20679 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.0205319 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.4556 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.23076 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.074768 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.198932 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.456965 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.0187245 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),0.308013 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.842693 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.301884 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.148199 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-0.550589 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.815149 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.841223 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-1.51645 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-0.889985 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-1.24531 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.779081 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.146384 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-1.06095 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-1.09272 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-1.96092 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.28673 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.868729 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.471125 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.0203303 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.65712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.744497 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.213943 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.331243 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.565174 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-1.07169 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.123087 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.438745 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.324443 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.744465 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.109792 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.841799 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.102444 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.43973 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.754297 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.148065 # DEPENDENCYPART_GRANDPAR
(20,26),(26,4),-0.955184 # DEPENDENCYPART_GRANDPAR
(20,26),(26,8),-0.503786 # DEPENDENCYPART_GRANDPAR
(20,26),(26,11),-0.648189 # DEPENDENCYPART_GRANDPAR
(20,26),(26,12),0.330028 # DEPENDENCYPART_GRANDPAR
(20,26),(26,13),-0.617687 # DEPENDENCYPART_GRANDPAR
(20,26),(26,14),-0.863917 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.94789 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.445665 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.126564 # DEPENDENCYPART_GRANDPAR
(20,26),(26,19),0.456082 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-1.75218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),0.386175 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),-0.384015 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.176783 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0737927 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.930076 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.521411 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.524706 # DEPENDENCYPART_GRANDPAR
(20,27),(27,21),0.837561 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.0990127 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.436734 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.447071 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.442016 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.364462 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.00408522 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.546043 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.944722 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.53246 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.463583 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.167484 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.34016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),0.923144 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.00707535 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.228683 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.697752 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.758178 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.11678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,24),0.384814 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-1.35483 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-0.997003 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-1.36019 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-0.817773 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-1.38399 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.945477 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-1.21238 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.8903 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.986911 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-1.27188 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.785915 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-1.52431 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.78479 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-1.15553 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.64396 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.877249 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.91281 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.30344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),1.60436 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.0870684 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.687683 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.426297 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.710284 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.397129 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.11681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),2.08927 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.043019 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.0491893 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-1.33657 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-1.1182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),2.08927 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.0422521 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.476176 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.168151 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.880407 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-3.01388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.554631 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.55298 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-1.93353 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.142862 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.781069 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.269508 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.946951 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-1.35615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,24),0.137769 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.104729 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.722791 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.260657 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.33506 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.204174 # DEPENDENCYPART_GRANDPAR
(23,1),(1,6),-0.309703 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.228917 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.305121 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.289794 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.229711 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.395324 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.161316 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),0.231335 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.604979 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),-0.20924 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.106659 # DEPENDENCYPART_GRANDPAR
(23,3),(3,13),-0.0494225 # DEPENDENCYPART_GRANDPAR
(23,3),(3,17),0.0742156 # DEPENDENCYPART_GRANDPAR
(23,3),(3,20),0.130967 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.204816 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.319455 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.148333 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.37161 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),0.253461 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),-0.0163409 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.318716 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.19876 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.265892 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.143702 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.367762 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),0.36143 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),-0.444841 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.308992 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),0.246876 # DEPENDENCYPART_GRANDPAR
(23,7),(7,13),-0.0175549 # DEPENDENCYPART_GRANDPAR
(23,7),(7,14),0.17704 # DEPENDENCYPART_GRANDPAR
(23,7),(7,16),0.0261738 # DEPENDENCYPART_GRANDPAR
(23,7),(7,17),-0.0255361 # DEPENDENCYPART_GRANDPAR
(23,7),(7,23),-1.63518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,9),(9,1),-0.31709 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.470646 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.402342 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.414162 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.366026 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.519692 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),0.0957441 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.181478 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.0645884 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.304516 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.676764 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.241469 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.481662 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),-0.261064 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),0.129325 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.553623 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.422727 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),0.0325121 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.0477351 # DEPENDENCYPART_GRANDPAR
(23,11),(11,15),-0.30021 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),-0.313249 # DEPENDENCYPART_GRANDPAR
(23,11),(11,17),0.323708 # DEPENDENCYPART_GRANDPAR
(23,11),(11,18),-0.338619 # DEPENDENCYPART_GRANDPAR
(23,11),(11,20),0.225764 # DEPENDENCYPART_GRANDPAR
(23,11),(11,23),-1.45675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,11),(11,24),-0.145256 # DEPENDENCYPART_GRANDPAR
(23,11),(11,26),-0.23923 # DEPENDENCYPART_GRANDPAR
(23,13),(13,1),0.0369004 # DEPENDENCYPART_GRANDPAR
(23,13),(13,2),-0.312986 # DEPENDENCYPART_GRANDPAR
(23,13),(13,3),-0.207401 # DEPENDENCYPART_GRANDPAR
(23,13),(13,4),-0.260162 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.0944651 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.362032 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.163027 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),0.276173 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.472349 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.359747 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),0.0806635 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.019405 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),0.189381 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),0.0441385 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),0.109191 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),0.0131241 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),0.00226247 # DEPENDENCYPART_GRANDPAR
(23,13),(13,20),0.209946 # DEPENDENCYPART_GRANDPAR
(23,13),(13,21),0.478864 # DEPENDENCYPART_GRANDPAR
(23,13),(13,22),0.642905 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.63965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,24),-0.52158 # DEPENDENCYPART_GRANDPAR
(23,13),(13,26),-0.456521 # DEPENDENCYPART_GRANDPAR
(23,13),(13,27),-0.637054 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.230412 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.132979 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),0.274022 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),-0.167536 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.21574 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),0.0839498 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.10406 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.179845 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),0.107007 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.0142231 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.0945519 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.171752 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),0.545179 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.59372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,26),-0.229992 # DEPENDENCYPART_GRANDPAR
(23,17),(17,1),-0.185321 # DEPENDENCYPART_GRANDPAR
(23,17),(17,3),-0.407901 # DEPENDENCYPART_GRANDPAR
(23,17),(17,7),-0.304516 # DEPENDENCYPART_GRANDPAR
(23,17),(17,8),0.135504 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.676764 # DEPENDENCYPART_GRANDPAR
(23,17),(17,10),-0.453992 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),-0.175593 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.201903 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.0155934 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.291306 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.207819 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.323454 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.033168 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.222902 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),0.230866 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.58711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.286295 # DEPENDENCYPART_GRANDPAR
(23,17),(17,26),-0.279327 # DEPENDENCYPART_GRANDPAR
(23,17),(17,27),-0.694732 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),0.11034 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),0.00514316 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.0937317 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.022229 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.0609073 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.161388 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.51785 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.636164 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.59901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.22346 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.232457 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),-0.00980354 # DEPENDENCYPART_GRANDPAR
(23,20),(20,3),-0.204732 # DEPENDENCYPART_GRANDPAR
(23,20),(20,4),-0.261346 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.177155 # DEPENDENCYPART_GRANDPAR
(23,20),(20,8),0.274989 # DEPENDENCYPART_GRANDPAR
(23,20),(20,9),-0.47761 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-0.372469 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),0.0811322 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),-0.0423565 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.0856304 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),0.272121 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.0816155 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.0923043 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.0890133 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.046879 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.220355 # DEPENDENCYPART_GRANDPAR
