# _root_ Že Perry svojí pozorností k severokorejským jaderným choutkám píchl do vosího hnízda , ukazuje způsob , jakým na jeho cestu zareagovala oficiální pchjongjangská agentura KCNA .
#goldHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
#predictedHeads=14,9,4,9,4,8,8,5,1,9,12,10,1,0,14,21,21,21,20,18,15,24,24,21,24,0,
(14,8),(8,9),0.855591 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.125938 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0611908 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.0318654 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.299295 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.448506 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.155107 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-1.04972 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-1.08185 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.462835 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.181778 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.912829 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.347295 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),0.681088 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.18662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.511853 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.596251 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.150798 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.922933 # DEPENDENCYPART_GRANDPAR
(14,9),(9,21),-0.767535 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-1.00918 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-0.797036 # DEPENDENCYPART_GRANDPAR
(14,9),(9,25),-1.13033 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.495746 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0688208 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.393566 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.20875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.311885 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.734465 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),0.610891 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.824483 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.856625 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.233356 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.156836 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.485657 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.378705 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.0893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),0.763981 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.670217 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.154168 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.25289 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.399844 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.143356 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-1.10341 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.414172 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.263103 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.130886 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.764587 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.256744 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.45068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),0.0535197 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.827687 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-1.03159 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.24752 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.095 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.418258 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.176713 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.0370376 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.229407 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.142998 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.354148 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.10862 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.409124 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.448141 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.202096 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.539879 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.599207 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.12492 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.574127 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.12827 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.404264 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.67112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.911101 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0387162 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.530401 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.72057 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.69301 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.371817 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0101155 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.771997 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.251129 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.325643 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.35983 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.100502 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.439134 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),1.27509 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.204885 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.282289 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.632614 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.393835 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.432852 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.185293 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.523075 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.410499 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.669813 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.816265 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.319864 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-1.41595 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.830594 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.310068 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.475638 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.673166 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.172828 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-1.55591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.821052 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.257665 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.371604 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.00530076 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.879134 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.638107 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.641875 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.673285 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.426704 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.761437 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.467005 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.117679 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.585443 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.65852 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.345048 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.690369 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.628726 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.247243 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),0.214767 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.675877 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.228248 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.349342 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.397625 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.511273 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.449243 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),-0.232925 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.660654 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.227469 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.330405 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.378689 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.0771695 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.453699 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-1.21721 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.370738 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.529627 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.658348 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.11729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.0734677 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.88873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,6),-1.65966 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-1.82346 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.830297 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.0353482 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.823868 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.147927 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.295338 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.92546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,21),0.0847235 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.0749618 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.902023 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.733612 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.406264 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-1.58492 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.646969 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-2.16349 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.037849 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.749136 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.536638 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.380715 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.18099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0968777 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.00773342 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.42973 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-2.24145 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-2.78676 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.87812 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.32221 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.47527 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.776876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),0.305329 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.268626 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.615538 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.130593 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.136597 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.762285 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.244974 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.198035 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.752037 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.209529 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.127239 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.757628 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.374376 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.684621 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.184313 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.377795 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.276438 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),0.359436 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.460257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),0.460888 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.67048 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0431206 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.208673 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.402675 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.326619 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.242378 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.407176 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-1.91881 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-1.75245 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.988893 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-2.55142 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-1.66581 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-2.71346 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.616206 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-1.55548 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-1.21459 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-1.40198 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.761014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),1.2018 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.519734 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.369213 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0954248 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.345969 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.137826 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.328518 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.267901 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.353171 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.422438 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.516584 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.337091 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.560996 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.19788 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),0.277547 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.53153 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.517133 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.219232 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),0.283022 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.454274 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.656061 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.0506388 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.648707 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.145044 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.343562 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.228 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.41438 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),0.459934 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.0440744 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),0.64484 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.135551 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.334069 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.229385 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.412059 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.388732 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.289637 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.43351 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.296058 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.0627463 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.0155444 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.0747026 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-2.11375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,21),-0.579989 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.500965 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.468514 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.12362 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.29343 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.280833 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.36773 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.129504 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.103944 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.171081 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.201113 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.105605 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.657621 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.418654 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.198205 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.0975357 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.356488 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.244929 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.33183 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.10342 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.113909 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.30144 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.234632 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.242051 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.0949427 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.0133937 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.17504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-1.03765 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.964486 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.65754 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-1.044 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),-1.17039 # DEPENDENCYPART_GRANDPAR
(16,9),(9,25),-1.22169 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.302173 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.38908 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.165894 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.305642 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.24733 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.234329 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.10217 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0287886 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.65725 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.654964 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.485866 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.384375 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.585084 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.433579 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.390259 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.269088 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.426796 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.378736 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.461867 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.267228 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.365107 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.26622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,21),-0.613661 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.428475 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.203632 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.102963 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.352696 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.24955 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.336452 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.108846 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.197557 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.187382 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.194707 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.180455 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.34298 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.024518 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.17664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,18),-1.03939 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.962993 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.65814 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-1.04452 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-1.1689 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-1.22019 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.311359 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.262668 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.255994 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.336997 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.30563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.50331 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.95475 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.02411 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.657696 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.17712 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.28867 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.22149 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.27259 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.55692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.420182 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.102715 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.1753 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.282062 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.311573 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.356473 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.02098 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.203728 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0382732 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.284592 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.227966 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.330608 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.226049 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.26911 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-1.30823 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-1.22116 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-1.12166 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-1.23982 # DEPENDENCYPART_GRANDPAR
(16,21),(21,6),-1.1358 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.12755 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.95459 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.12704 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.19916 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.886501 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.953929 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.966452 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.53059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.251573 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.121935 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.299684 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0110482 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.160718 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.264682 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.161804 # DEPENDENCYPART_GRANDPAR
