# _root_ Přestože soupeř v závěru již nehrál v nejsilnější sestavě , považuji výhru za náš úspěch , " konstatoval olomoucký trenér Jiří Teplý .
#goldHeads=11,6,6,3,6,1,6,9,7,1,18,11,11,15,13,11,11,0,20,22,22,18,0,
#predictedHeads=18,6,6,3,6,1,6,9,7,1,18,11,12,15,13,11,11,0,20,18,22,18,0,
(13,10),(10,11),-0.450322 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.966135 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.89108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.13721 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.713196 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.804442 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.223483 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.61511 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-1.41712 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.628879 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.52671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),0.350026 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.47167 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.70874 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.671788 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.70754 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.95824 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-1.71207 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.67753 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.34053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.56359 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.156398 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.889108 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-1.31947 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.896563 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.40872 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-2.53828 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-1.16736 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-1.08193 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-2.51666 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.30266 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.929409 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-2.16275 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.52043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),1.33314 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),1.05473 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.221043 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.500924 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-1.11728 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-1.00188 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-1.11379 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-1.1218 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.713306 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-1.07067 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.832711 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-1.9489 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.52589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),1.36069 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.878059 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.073516 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.433739 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-1.26627 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-1.21673 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-1.28298 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-1.2708 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-1.22255 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-2.01786 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.01348 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-2.07113 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.963464 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.975427 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.940771 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-1.99624 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.07834 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.737472 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-1.64233 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.34118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,15),1.11925 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.304313 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.043856 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-1.15217 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-1.15481 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-1.15648 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-1.15702 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.607843 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-1.23356 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-1.26121 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-1.30175 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.753649 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),1.56458 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0431708 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-1.22397 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-1.28802 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.891781 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.556686 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),1.44793 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-1.23235 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.828734 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.894918 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.549401 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.656897 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-1.73262 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.60337 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-1.01049 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.321676 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.49293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.612171 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.829277 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-1.0621 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.72264 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.95621 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-1.58202 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-1.08601 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0346988 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.414331 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.68239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.659335 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.775156 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-1.0764 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.73963 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-2.01932 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-2.14593 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.750636 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-2.69786 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.47808 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-2.32555 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.03677 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-3.02563 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.27003 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-2.41202 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.76438 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-2.12691 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.4177 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.26388 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.38705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.622367 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.00278076 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.716266 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.435295 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.514588 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.575654 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.482683 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.429975 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.542488 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.783258 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.571711 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.354267 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.405353 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.67393 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-1.02539 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.632647 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.474937 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-2.44191 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-1.44759 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-1.18546 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-1.34086 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.578648 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.120446 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.787246 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.670284 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.807502 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.57171 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.381552 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.489085 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.451127 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.12873 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.0749141 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.377565 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),0.228036 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.0741711 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.94942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-0.151064 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.686696 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.631801 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.166108 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.244652 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.274986 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.103023 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.142476 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.133132 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.0227605 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.00635044 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.0687117 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.187098 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.296934 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.248101 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.217375 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.155636 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0721505 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.272642 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.0584538 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.0105608 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.0165973 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.114402 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.0274779 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-2.01848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.216125 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.764306 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-1.0791 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-1.27968 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-1.03649 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.150726 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.182073 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.0719909 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.116232 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.0778281 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.169421 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.373987 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.310107 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.214425 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.262968 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.262467 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.00504345 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.0507324 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.00652038 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.116722 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.764027 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.318847 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.475503 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.507474 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.538381 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.300648 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.310885 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.395955 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.142354 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.499195 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.141508 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.377184 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.435993 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.36302 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.10966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.291993 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.0691103 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.175504 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.29301 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.236506 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.217918 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.246581 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.18149 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0648814 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.200762 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.162398 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.00927336 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.101382 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.0207461 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.01848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.216125 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.764307 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.989593 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-1.0791 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-1.27968 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-1.03649 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.736125 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.250023 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),0.00454183 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.275069 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.144031 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.116753 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0387025 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.14863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.452404 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.764074 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-1.12226 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-1.32947 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-1.16916 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.332319 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.0828068 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0415266 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0284936 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.93951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.164071 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.541312 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.842773 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.959903 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-1.16199 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0163753 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.233907 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.127265 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.764028 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.12226 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.12808 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.16916 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.886114 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.736429 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.953984 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.912477 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.706865 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.931471 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.46346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0998606 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.392332 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.142006 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.453046 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.439229 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.979291 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.21691 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.33685 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.27815 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.784654 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.998988 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.22533 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.24103 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.706238 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.849306 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.984692 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.09161 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.954742 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.38595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0910264 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.11295 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0277486 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.221881 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.160174 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.21243 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.277879 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.498802 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.45603 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.318584 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.833689 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.344153 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.14736 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0333253 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.152417 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.196568 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.00773 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.133521 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.122267 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.206187 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.235219 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-1.05844 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.802104 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.848704 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.779591 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.27238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.330078 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.100867 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.156392 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.321492 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.318584 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.463318 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.608513 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.722822 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.591517 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.606862 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.436028 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.621212 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.61098 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.381356 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.157034 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.356548 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.399875 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.478298 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.10311 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-2.07268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.663893 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-1.16837 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-1.40686 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-1.19735 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.4652 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.598224 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.722597 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.581227 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.608911 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.463511 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.405302 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.520681 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.537498 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.556161 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.352861 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.390253 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.475203 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.0906393 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-2.07268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.663893 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-1.17231 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-1.16837 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-1.40687 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-1.19735 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-1.04635 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.57345 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.57454 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.775735 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.657106 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.327603 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.366277 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.19285 # DEPENDENCYPART_GRANDPAR
