# _root_ Protože na výslechu svědka trvá státní zástupce i obhájce Lukáše Kužely , který měl Vopálenskou na objednávku zastřelit , musel předseda senátu projednávání nájemné vraždy znovu odročit .
#goldHeads=20,5,2,3,1,7,8,5,8,11,8,14,14,11,18,18,16,14,1,0,20,21,27,25,23,27,20,0,
#predictedHeads=20,5,2,3,1,7,8,5,8,11,9,14,14,11,14,18,16,14,1,0,20,21,27,25,23,27,20,0,
(19,20),(20,27),-0.354678 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.618024 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.286287 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.343676 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.325161 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.381703 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.365524 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.384545 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.846917 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.181455 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.213278 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.33558 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.384709 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.377114 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.393193 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.637155 # DEPENDENCYPART_GRANDPAR
(19,27),(27,1),-1.34733 # DEPENDENCYPART_GRANDPAR
(19,27),(27,2),-1.22364 # DEPENDENCYPART_GRANDPAR
(19,27),(27,4),-1.22458 # DEPENDENCYPART_GRANDPAR
(19,27),(27,7),-1.45072 # DEPENDENCYPART_GRANDPAR
(19,27),(27,9),-1.20076 # DEPENDENCYPART_GRANDPAR
(19,27),(27,10),-1.12727 # DEPENDENCYPART_GRANDPAR
(19,27),(27,11),-1.1971 # DEPENDENCYPART_GRANDPAR
(19,27),(27,12),-0.834207 # DEPENDENCYPART_GRANDPAR
(19,27),(27,13),-0.914133 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-0.963496 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-0.930645 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-1.09837 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-0.63428 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-1.55785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),0.255214 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),-0.228713 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),-0.26665 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.343964 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.393203 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.382525 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.304764 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.609563 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),0.103004 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.541561 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.654617 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),0.603251 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),0.209036 # DEPENDENCYPART_GRANDPAR
(20,1),(1,12),0.44848 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),1.01827 # DEPENDENCYPART_GRANDPAR
(20,1),(1,18),0.596075 # DEPENDENCYPART_GRANDPAR
(20,1),(1,19),1.17505 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-2.38186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,3),-0.130676 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.237099 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.0400696 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.230742 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),0.0540498 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.301081 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),0.853681 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),0.0246042 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.00216004 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),0.341974 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),0.231583 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),0.0612882 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.344174 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.853705 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),0.0246783 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.00213297 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),0.354794 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),0.0507406 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.529127 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.66249 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.438035 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.386246 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.19092 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.237154 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.313909 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.542681 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),0.0447104 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.0477103 # DEPENDENCYPART_GRANDPAR
(20,5),(5,16),0.0440927 # DEPENDENCYPART_GRANDPAR
(20,5),(5,19),0.77128 # DEPENDENCYPART_GRANDPAR
(20,5),(5,25),-0.457176 # DEPENDENCYPART_GRANDPAR
(20,5),(5,26),-0.0797377 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.387058 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),0.213035 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.359832 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.0506039 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),0.142517 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.0625493 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.166224 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),0.327922 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),0.19667 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.190847 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.322708 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),0.279333 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.0361242 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.0471476 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.119165 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.0404694 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.188303 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.607012 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.0499891 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.0228206 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.0592606 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.169512 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),1.2692 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),0.23548 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.0491734 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.0239568 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.0618853 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.184477 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.527663 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),1.26704 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),0.236156 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.344391 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.473222 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.0491734 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.191497 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),0.0239568 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.0618853 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.13884 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.2895 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.527663 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),1.26704 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.310495 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),0.819543 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.94502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,5),-0.34978 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.248138 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.323964 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.552737 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.611052 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.16272 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.653991 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-2.30351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,12),-0.292888 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),1.07421 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.00366365 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),0.357379 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),0.0561454 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.468585 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.601948 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),0.183313 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.319931 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),0.0283203 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.186865 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.262915 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.491687 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.318645 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.77834 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0261532 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.042476 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.125677 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.33965 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.849317 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-2.03479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),0.46652 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.22117 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),0.231522 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.952803 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.48899 # DEPENDENCYPART_GRANDPAR
(20,14),(14,26),-0.0887308 # DEPENDENCYPART_GRANDPAR
(20,14),(14,27),0.0494328 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.592188 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.236156 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.214877 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.819543 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.94502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,24),-0.985125 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.24254 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.271721 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.477976 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.589893 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.132108 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.819767 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.94505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),0.0266476 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),0.358444 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),0.0519934 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.517415 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.650778 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),0.121307 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.368761 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),0.0334567 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.235694 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.311745 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.540517 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.300042 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.756853 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.532148 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0455463 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0843942 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.137179 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.787573 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.01419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),0.496328 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.191363 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),0.26133 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.935846 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.459182 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.075472 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),0.0700347 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),0.125541 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.34978 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.489951 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.820884 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),0.0816969 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.057766 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.0190611 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.151837 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.362929 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.30351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.0074408 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.227418 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.219263 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.257442 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.738273 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.407362 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0167704 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),0.168571 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.823278 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),1.26667 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.797386 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.383375 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.0758833 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.187996 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.845837 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),0.0494677 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),1.26641 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.549623 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.388154 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.0756317 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.186911 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.844824 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.398726 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.875795 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.171667 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.622143 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0699216 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.193346 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.679747 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),1.26869 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.551904 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.984371 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.262547 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.188239 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.844681 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.397398 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),1.02622 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.323281 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.773756 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.583621 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.051245 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.321013 # DEPENDENCYPART_GRANDPAR
(20,27),(27,1),-0.00181091 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-0.16063 # DEPENDENCYPART_GRANDPAR
(20,27),(27,4),-1.01696 # DEPENDENCYPART_GRANDPAR
(20,27),(27,7),-0.750222 # DEPENDENCYPART_GRANDPAR
(20,27),(27,9),-0.598694 # DEPENDENCYPART_GRANDPAR
(20,27),(27,10),-0.676825 # DEPENDENCYPART_GRANDPAR
(20,27),(27,11),-0.905598 # DEPENDENCYPART_GRANDPAR
(20,27),(27,12),-0.818587 # DEPENDENCYPART_GRANDPAR
(20,27),(27,13),-0.441074 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-0.410626 # DEPENDENCYPART_GRANDPAR
(20,27),(27,16),-0.128229 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-0.504526 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-0.344144 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.092017 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-1.35074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),0.879436 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.175336 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.628456 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.725388 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.0949268 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),0.230557 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.370972 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.03152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.342046 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.388717 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.0375932 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.137496 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.199956 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.917769 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.02009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.915583 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.386447 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.0436718 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.131574 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.193968 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.664571 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.34116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.596159 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0672658 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.569722 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.0422037 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.0955591 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.01862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.917055 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.244169 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.308808 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.134627 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.200195 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.667624 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-1.51564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.42212 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.241309 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.653538 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.137222 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.672368 # DEPENDENCYPART_GRANDPAR
(21,27),(27,1),-0.476591 # DEPENDENCYPART_GRANDPAR
(21,27),(27,2),-0.959389 # DEPENDENCYPART_GRANDPAR
(21,27),(27,4),-1.68483 # DEPENDENCYPART_GRANDPAR
(21,27),(27,7),-1.7635 # DEPENDENCYPART_GRANDPAR
(21,27),(27,9),-1.42441 # DEPENDENCYPART_GRANDPAR
(21,27),(27,10),-2.16646 # DEPENDENCYPART_GRANDPAR
(21,27),(27,11),-2.26057 # DEPENDENCYPART_GRANDPAR
(21,27),(27,12),-1.8323 # DEPENDENCYPART_GRANDPAR
(21,27),(27,13),-1.23859 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-2.26822 # DEPENDENCYPART_GRANDPAR
(21,27),(27,16),-0.97061 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-1.4948 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-1.038 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-1.23895 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-2.17722 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-1.3648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),0.573758 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.0869962 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.678751 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.290616 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),0.0366069 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.684622 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.16614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.957906 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.996545 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.94084 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.199349 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.875408 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.1297 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-2.21533 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.686806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.0423149 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.0683944 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.0312752 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.148829 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.48512 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-2.17849 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.01451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.195359 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.455933 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.137595 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.0526343 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-2.21533 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.685334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.515072 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0376888 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.0343283 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.155056 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.488173 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-2.11423 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-1.18349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.0263696 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.314955 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.0382299 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.510673 # DEPENDENCYPART_GRANDPAR
(22,27),(27,1),-0.63541 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-1.16512 # DEPENDENCYPART_GRANDPAR
(22,27),(27,4),-2.06212 # DEPENDENCYPART_GRANDPAR
(22,27),(27,7),-2.64056 # DEPENDENCYPART_GRANDPAR
(22,27),(27,9),-2.3484 # DEPENDENCYPART_GRANDPAR
(22,27),(27,10),-2.49661 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-2.46352 # DEPENDENCYPART_GRANDPAR
(22,27),(27,12),-1.75813 # DEPENDENCYPART_GRANDPAR
(22,27),(27,13),-1.51404 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-2.19535 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-1.1828 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-1.76615 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-1.14548 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-1.28375 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-2.61413 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-2.14784 # DEPENDENCYPART_GRANDPAR
