# _root_ " Chtěl jsem víc , ale v posledních třech závodech ME se mi motor Porsche rozsypával , " říká Bartoš .
#goldHeads=6,6,2,2,6,19,16,10,10,7,10,16,16,16,14,6,6,6,0,19,0,
#predictedHeads=2,19,2,2,6,2,16,10,10,7,10,16,16,16,14,6,2,2,0,19,0,
(16,19),(19,17),0.958209 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.583667 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0648254 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0327335 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.330605 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0171106 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.422719 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.631191 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.147542 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.259108 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.369733 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.126238 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.20344 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.0659846 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.269734 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.0480426 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.16347 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.160381 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.0205926 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.155006 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),-0.00669254 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-2.02366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.32544 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),-0.657115 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-1.04394 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.759747 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.123631 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.315283 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.355754 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.0744469 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.149259 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.0736912 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.271844 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.0345594 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.134724 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.131636 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),0.008153 # DEPENDENCYPART_GRANDPAR
(17,3),(3,15),-0.12626 # DEPENDENCYPART_GRANDPAR
(17,3),(3,16),-0.021714 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-2.02122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,18),-0.325209 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.234164 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.359438 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.503946 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.447115 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.401853 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.605494 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.35359 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.162499 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-2.10978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.398777 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.106762 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.252635 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.485361 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.33606 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.148649 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.214585 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.392408 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.186698 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.223798 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.223751 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.0400278 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.94601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.259456 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.569666 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.909822 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.653283 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.203824 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.303353 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0792331 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.0765253 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.398998 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.212747 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.225295 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.175243 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.130024 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.101247 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.0507267 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.102219 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.0260185 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-2.14875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.55919 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.652481 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-1.09092 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.00502661 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.300358 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0922887 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.14875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.559189 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.652481 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-1.09089 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.144073 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.14591 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.00888231 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.296503 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0066454 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.652481 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.09089 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.189717 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.306648 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.529586 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.2434 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.233336 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.172478 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.0682699 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.17644 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0829517 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0823702 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.068621 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.0966466 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.321382 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0647756 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0653311 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.0186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.32291 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.658213 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.0411 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.757217 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.937864 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.927951 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.06073 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.759895 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.46357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.00684299 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.267661 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.381294 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.553245 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.04832 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.24677 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.95466 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.768829 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.06302 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.10637 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.06569 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.887723 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.10635 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.09711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.621049 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.877086 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.954625 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.0874 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.871068 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.36983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0416328 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.115056 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.266243 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.273783 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.254583 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.680245 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.442053 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.655638 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.558953 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.561099 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.66601 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.947708 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.660118 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.677117 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.655564 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.526943 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.633039 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.410802 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),-0.237763 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-2.1281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.706237 # DEPENDENCYPART_GRANDPAR
(18,2),(2,20),-1.21957 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.949898 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.50963 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.677606 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.527059 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.327938 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.28243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.690152 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-1.25994 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.820047 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.814364 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.505774 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.67375 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.665876 # DEPENDENCYPART_GRANDPAR
(18,15),(15,19),-0.690152 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-1.25994 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.712566 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.655753 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.704209 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.594877 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.738564 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.619159 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.611568 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.873636 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.603764 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.593013 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.571702 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.363548 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.597019 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.441922 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.544453 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.238215 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.12557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.707336 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.21674 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.947367 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.65076 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.62341 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.60278 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.82568 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.640171 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.646419 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.676553 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.553334 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.661204 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.504093 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.16182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.692909 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.38439 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.16327 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-1.27555 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.29293 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.18781 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.25273 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-1.30455 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-1.44305 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.56827 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.2815 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.37681 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.35651 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.885846 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.04082 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.22182 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.32683 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.15041 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.931544 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.66559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.492867 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.464409 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.52733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.535673 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.56449 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),0.124217 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.267449 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.487638 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.0424438 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),0.685172 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.265727 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.000414617 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.711997 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.33476 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.431424 # DEPENDENCYPART_GRANDPAR
(19,2),(2,11),-0.367342 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),0.0896756 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),-0.363533 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),0.812959 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),1.35515 # DEPENDENCYPART_GRANDPAR
(19,2),(2,18),1.56958 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-2.21399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,20),0.412807 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.81879 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.0984924 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.255733 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.102345 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.607123 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),0.222913 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.0904464 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.770437 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.396293 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.468303 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.404221 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),0.0527965 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.400412 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),0.701088 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),1.2771 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),1.52194 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.0157936 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.578673 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.201216 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.159693 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),0.149414 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),0.137446 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),0.126209 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.128531 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.215808 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.15213 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.11027 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.776022 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.429911 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.68324 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),1.16928 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),0.964642 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),0.179158 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),0.52344 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),0.0759138 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.0338966 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),0.171052 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),0.165623 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.883736 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.536177 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.513079 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.448283 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),0.650659 # DEPENDENCYPART_GRANDPAR
(19,6),(6,17),0.903196 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.848014 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-2.55499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),0.0576242 # DEPENDENCYPART_GRANDPAR
(19,6),(6,21),-1.08661 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.0558129 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.405924 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.19145 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.0236966 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),0.0290794 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.148779 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.0657493 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.110974 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),-0.535296 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.0558484 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.493245 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.223726 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.159106 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),0.119832 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.164297 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.0515799 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.00268773 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),0.0708959 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.532432 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.435501 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.091217 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.374091 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.0980113 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),1.13182 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-2.13821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,4),-0.161615 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),0.00439933 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.530376 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.435725 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.338417 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.293561 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.370982 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.10112 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),1.13055 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.722573 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.949376 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-2.13821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),0.633196 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.0744534 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.379482 # DEPENDENCYPART_GRANDPAR
(19,13),(13,20),0.661462 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.285363 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.384549 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.106112 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.721815 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.948378 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.13831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),0.633131 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.345806 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.290869 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.279886 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.379072 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.174191 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.13821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),0.633222 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),0.215636 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),0.507851 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),0.113533 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.0184787 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.000361709 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),0.0617867 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.0502803 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.681537 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.557708 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.474112 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.404739 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.371197 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.542883 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.0408859 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.40383 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),1.28254 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),1.49821 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.2134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),0.417792 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.814017 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),0.126209 # DEPENDENCYPART_GRANDPAR
