# _root_ Na jídelním lístku je stále nejméně 20 hotových jídel , dále několik jídel z ryb , ale i jídla bezmasá a na objednávku .
#goldHeads=4,3,1,0,4,7,17,9,7,17,17,17,12,13,14,17,4,19,17,21,19,21,22,0,
#predictedHeads=4,3,1,10,4,7,4,9,7,17,12,17,12,13,14,17,0,19,17,21,19,21,22,0,
(18,7),(7,1),-0.747397 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.70564 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.88885 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.82841 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.471637 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.463764 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.488735 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.366712 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.163689 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.185757 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.368942 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.420081 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.288669 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.596831 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.473502 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.396855 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.425618 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.284327 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.383071 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.462159 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.525524 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0145841 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.0360828 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.0357008 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.983717 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.648091 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.927493 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.830069 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.497833 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.545766 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.463756 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.627367 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.726337 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.772902 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.595321 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.455189 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.569814 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.31379 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.341298 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.98202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.89655 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.594823 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-1.05197 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-1.14547 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.701951 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.941 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.786936 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.739916 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.836019 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.369295 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.274906 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.342002 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.325546 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.182711 # DEPENDENCYPART_GRANDPAR
(18,11),(11,19),-0.306978 # DEPENDENCYPART_GRANDPAR
(18,11),(11,24),-0.815961 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.6531 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.763536 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.513621 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.158001 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.130706 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.81594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,21),-0.429939 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.396855 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.425618 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.284327 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.383071 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.53777 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.685155 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.472471 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.30619 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.0360828 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0142375 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.277117 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0357008 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.469952 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.983717 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.61166 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.958475 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-1.00218 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.472475 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.306194 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.121547 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0357109 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.8279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.469952 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.983717 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.958475 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.830069 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.463756 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.523314 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.497319 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.613239 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.695492 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.567742 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.70927 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.672747 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.31349 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.342554 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.276558 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.477311 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.508186 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.632918 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.351558 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.306202 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.305163 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.276691 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.27975 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.447876 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.82664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.325764 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.812679 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.479828 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.934943 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.857986 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.776611 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.790696 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.793792 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.10039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.125432 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0594426 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.316371 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.282855 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.390415 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.804629 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.10047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.292629 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0869872 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.357018 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.316074 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.15354 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-1.17386 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.668027 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.700923 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.739379 # DEPENDENCYPART_GRANDPAR
(18,21),(21,8),-1.03694 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.994684 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.710855 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.788397 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.851266 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.711274 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.823854 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.809641 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.615887 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.4673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.203141 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.361473 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.38493 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.297531 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.540108 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.211644 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.444596 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.09663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,20),-0.0267525 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.33139 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.157229 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.398012 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.363442 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-1.49733 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.993449 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.716288 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.34547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,1),-0.733792 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-1.86735 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-1.44298 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.925299 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.40706 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.449705 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.739719 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.959991 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-1.26694 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.679412 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.334142 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.746284 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.09503 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.533668 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-1.47269 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.606614 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.53559 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.18057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),0.133948 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.151557 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.336798 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-1.26441 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.979274 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.829625 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-1.12712 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-1.33713 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.906279 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.417656 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.83507 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-1.16523 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-1.54288 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.833481 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.790115 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.23999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.0705795 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.189113 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.386417 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.32383 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.03113 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.71868 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.827044 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.972961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.549589 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.487862 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.1974 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.46616 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.91934 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.951838 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.958596 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.57169 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-2.40243 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-2.03446 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.862699 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-1.61578 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-2.47088 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.39428 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-2.85286 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.96166 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.11736 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.955776 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.15926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.95004 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.270418 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0364316 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.162561 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.297381 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.119145 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.772288 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),1.15817 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.895895 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.640221 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.0178015 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.177592 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-1.08366 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.381001 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.904784 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.89358 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.457273 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.163681 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.523858 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.690349 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.534059 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.438396 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.047601 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.51909 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.507664 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.418495 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.224686 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.27543 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.40729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.428253 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.737218 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-1.17779 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.07369 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.108081 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.199962 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.300915 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.45501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.516851 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.691551 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-1.17281 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.12182 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.845995 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.42336 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.788245 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-0.938521 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.722801 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.23513 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.13939 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.962938 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.62127 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.46761 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.68303 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.4553 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.02383 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.547197 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.626044 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.12733 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.93374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.214501 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.236703 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.616044 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.212789 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.554415 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.592761 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.60798 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.378918 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0297328 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.543526 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.318857 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.191272 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.211011 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.457435 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.0840059 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.0297974 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.225677 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),0.111913 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.28458 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),0.0285979 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),0.0472479 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.179191 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.324565 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.10321 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),-0.0808836 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),0.0614995 # DEPENDENCYPART_GRANDPAR
(21,4),(4,15),-0.125888 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.29612 # DEPENDENCYPART_GRANDPAR
(21,4),(4,17),0.0206502 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),0.0702423 # DEPENDENCYPART_GRANDPAR
(21,4),(4,19),0.223523 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),0.4463 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.66736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,22),-0.314244 # DEPENDENCYPART_GRANDPAR
(21,4),(4,23),-0.637452 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.368758 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.143114 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.335575 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.320467 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.419366 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.37919 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.423544 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.142791 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.149877 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.313304 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.415499 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),-0.195215 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),-0.307964 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.188659 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.236051 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.130693 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.0378838 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.145132 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-0.125736 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.112815 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),-0.0145071 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),0.069088 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.0639214 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.240887 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.107273 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.243486 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.36036 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.173916 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.144766 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.320157 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.295854 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.307561 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.387447 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.401476 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.391744 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.174108 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.439428 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.137064 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.288107 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.147403 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),-0.0837277 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.67202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-0.187303 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),-0.713304 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.33612 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.409301 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.132305 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.43646 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.400271 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.273875 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.0282833 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.319774 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.140841 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.180477 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.030863 # DEPENDENCYPART_GRANDPAR
(21,11),(11,24),-0.726024 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.192833 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.264952 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.126837 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0123195 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.0582156 # DEPENDENCYPART_GRANDPAR
