# _root_ Nyní věnujme pozornost oblasti , která sice není středem pozornosti širší veřejnosti , přesto může podstatnou měrou ovlivnit rozvoj budoucích generací - mimoškolní činnosti dětí a žáků .
#goldHeads=2,0,2,22,14,14,14,14,8,9,12,10,14,4,14,17,18,15,18,21,19,2,24,22,26,24,26,0,
#predictedHeads=2,0,2,2,8,8,8,4,8,9,12,10,14,15,0,17,15,15,18,21,19,15,22,23,26,24,26,0,
(22,12),(12,15),-0.209819 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),0.0649353 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.128094 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),0.0618651 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.137609 # DEPENDENCYPART_GRANDPAR
(22,12),(12,23),-0.604578 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.395539 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.289328 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.1689 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.299469 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.429659 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),0.0929267 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.0440791 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.257964 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.0756419 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.188428 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.172278 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.17804 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.14045 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.243963 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.102405 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),0.0122583 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.0360117 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),-0.0261932 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.8237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,1),-0.43108 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.0375304 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-0.14917 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.395004 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),0.0583678 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.0982366 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.169466 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),0.0525199 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.064468 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.181248 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.0543367 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.258024 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.0271672 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.0191481 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.0772193 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),0.0513972 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.028601 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.0574136 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),0.0990004 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.7879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.469121 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.503976 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-0.951835 # DEPENDENCYPART_GRANDPAR
(22,15),(15,26),-0.565099 # DEPENDENCYPART_GRANDPAR
(22,15),(15,27),-0.722964 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.255864 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.168241 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.145926 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.133693 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.0620875 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0262976 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.143284 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.154262 # DEPENDENCYPART_GRANDPAR
(22,17),(17,23),-0.604578 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.126353 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.439787 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),0.0475918 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.119397 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.298367 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.0362982 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.153291 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.302806 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.0483279 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.283472 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.111026 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.0840902 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.000357873 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.0761534 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.127244 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.80365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.470977 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.509781 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.957641 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.556964 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.72877 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),0.13846 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.142746 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.157032 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.84399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.604582 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.564337 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-1.01113 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.594096 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.783014 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.246996 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.113684 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.382717 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),0.116162 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.247942 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.200048 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.84399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.604578 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.564331 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.01112 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.594415 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.783008 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.60378 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.09162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.0947919 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.358095 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.00102588 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.124201 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.220785 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.761318 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.786328 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.13238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.321304 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.365253 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.139857 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.118563 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.167327 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.902694 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.785312 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.304368 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.377685 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.123974 # DEPENDENCYPART_GRANDPAR
(22,26),(26,1),-0.851697 # DEPENDENCYPART_GRANDPAR
(22,26),(26,3),-0.88662 # DEPENDENCYPART_GRANDPAR
(22,26),(26,4),-1.0101 # DEPENDENCYPART_GRANDPAR
(22,26),(26,5),-0.955329 # DEPENDENCYPART_GRANDPAR
(22,26),(26,6),-0.342512 # DEPENDENCYPART_GRANDPAR
(22,26),(26,7),-0.484419 # DEPENDENCYPART_GRANDPAR
(22,26),(26,8),-0.978662 # DEPENDENCYPART_GRANDPAR
(22,26),(26,9),-0.794908 # DEPENDENCYPART_GRANDPAR
(22,26),(26,10),-0.907764 # DEPENDENCYPART_GRANDPAR
(22,26),(26,12),-0.901221 # DEPENDENCYPART_GRANDPAR
(22,26),(26,13),-0.818349 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-0.483335 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-0.929432 # DEPENDENCYPART_GRANDPAR
(22,26),(26,16),-0.650428 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-0.669747 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-0.675 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.770465 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.572436 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.653171 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-1.22446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.182622 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.34938 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.0806301 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.0836957 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.137929 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.0882618 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.166225 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.508696 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.272034 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.464691 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),0.11926 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-2.17556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.0875934 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-1.13615 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.398949 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-1.02394 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.964626 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.679271 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-1.14008 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.870812 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.960405 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.636069 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.855014 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.748792 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.560449 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.490446 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.420357 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.710601 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.845377 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.13011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.157578 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-1.20621 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.367291 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-1.09324 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.82695 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.19111 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.49575 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.705864 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.30694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.359376 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.0952724 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.222151 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.266974 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-1.06104 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-1.49565 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.32438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.995639 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.220633 # DEPENDENCYPART_GRANDPAR
(23,26),(26,1),-1.3441 # DEPENDENCYPART_GRANDPAR
(23,26),(26,3),-1.81632 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-1.65381 # DEPENDENCYPART_GRANDPAR
(23,26),(26,5),-1.24947 # DEPENDENCYPART_GRANDPAR
(23,26),(26,6),-1.53485 # DEPENDENCYPART_GRANDPAR
(23,26),(26,7),-1.23649 # DEPENDENCYPART_GRANDPAR
(23,26),(26,8),-1.61555 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-1.43766 # DEPENDENCYPART_GRANDPAR
(23,26),(26,10),-1.54408 # DEPENDENCYPART_GRANDPAR
(23,26),(26,12),-1.63131 # DEPENDENCYPART_GRANDPAR
(23,26),(26,13),-1.20627 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-0.717213 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-1.36948 # DEPENDENCYPART_GRANDPAR
(23,26),(26,16),-1.2272 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-1.23214 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.97754 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-1.09374 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.18895 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-1.52844 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.720907 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.65429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.682272 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.354901 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.0887679 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.33023 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.0847872 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.258885 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.267721 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.471278 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-2.5347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,16),-0.403763 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.276148 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.750262 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.162855 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.413471 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-2.57064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.297964 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.403002 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.727016 # DEPENDENCYPART_GRANDPAR
(24,22),(22,1),-0.310062 # DEPENDENCYPART_GRANDPAR
(24,22),(22,5),-1.2884 # DEPENDENCYPART_GRANDPAR
(24,22),(22,8),-1.38559 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.884101 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),-0.780487 # DEPENDENCYPART_GRANDPAR
(24,22),(22,13),-1.02867 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-1.13974 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),-0.504115 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),-0.410532 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.651387 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.112313 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.862366 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.583873 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.482705 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-2.70975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.437141 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.463748 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.865442 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-1.36259 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.221779 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.200628 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-2.53469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.262081 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.321098 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.690386 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-1.23904 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.13665 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-1.62761 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-1.4519 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.07785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,27),0.12865 # DEPENDENCYPART_GRANDPAR
(24,26),(26,1),-0.730043 # DEPENDENCYPART_GRANDPAR
(24,26),(26,3),-2.10779 # DEPENDENCYPART_GRANDPAR
(24,26),(26,4),-2.20555 # DEPENDENCYPART_GRANDPAR
(24,26),(26,5),-2.239 # DEPENDENCYPART_GRANDPAR
(24,26),(26,6),-1.57551 # DEPENDENCYPART_GRANDPAR
(24,26),(26,7),-0.7122 # DEPENDENCYPART_GRANDPAR
(24,26),(26,8),-2.10834 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-1.89052 # DEPENDENCYPART_GRANDPAR
(24,26),(26,10),-1.77205 # DEPENDENCYPART_GRANDPAR
(24,26),(26,12),-1.99518 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-1.97926 # DEPENDENCYPART_GRANDPAR
(24,26),(26,14),-0.960806 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-1.91326 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-1.53221 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-1.62407 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-1.39254 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-1.3294 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-1.89659 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-1.82054 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-1.19857 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-1.64598 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.63102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.683141 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.524882 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.462915 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),1.18866 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.295618 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-1.24305 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.141424 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),-0.0261719 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),0.37171 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),-0.47155 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),0.0800907 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-2.33567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,26),-0.488284 # DEPENDENCYPART_GRANDPAR
(25,19),(19,27),-0.976653 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),-1.25839 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.796868 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.197444 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.358948 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.459053 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.0815736 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-2.33567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.488618 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),-0.976646 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.0872017 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),0.00795621 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.245068 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-2.29889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.405826 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.939117 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-1.35481 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.204947 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.634201 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.172428 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.55194 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-2.33592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.489631 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.976896 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-1.40603 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.854124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,28),-0.410371 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),-0.440878 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),-0.576143 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-0.357151 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),-0.76754 # DEPENDENCYPART_GRANDPAR
(26,3),(3,4),-0.247324 # DEPENDENCYPART_GRANDPAR
(26,3),(3,6),-0.779869 # DEPENDENCYPART_GRANDPAR
(26,3),(3,8),-0.319001 # DEPENDENCYPART_GRANDPAR
(26,3),(3,11),-0.555684 # DEPENDENCYPART_GRANDPAR
(26,4),(4,1),-0.359051 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),-0.769584 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),-0.29032 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),-0.419787 # DEPENDENCYPART_GRANDPAR
(26,4),(4,6),-0.797634 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-0.462001 # DEPENDENCYPART_GRANDPAR
(26,4),(4,8),-0.339439 # DEPENDENCYPART_GRANDPAR
(26,4),(4,11),-0.585628 # DEPENDENCYPART_GRANDPAR
(26,4),(4,15),-0.329365 # DEPENDENCYPART_GRANDPAR
(26,5),(5,1),-0.331666 # DEPENDENCYPART_GRANDPAR
(26,5),(5,2),-0.655481 # DEPENDENCYPART_GRANDPAR
(26,5),(5,3),-0.394404 # DEPENDENCYPART_GRANDPAR
(26,5),(5,4),-0.527084 # DEPENDENCYPART_GRANDPAR
(26,5),(5,8),-0.470848 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),-0.554588 # DEPENDENCYPART_GRANDPAR
(26,6),(6,7),-0.367443 # DEPENDENCYPART_GRANDPAR
(26,6),(6,9),-0.394413 # DEPENDENCYPART_GRANDPAR
(26,7),(7,6),-0.855369 # DEPENDENCYPART_GRANDPAR
(26,7),(7,8),-0.379728 # DEPENDENCYPART_GRANDPAR
(26,8),(8,1),-0.178044 # DEPENDENCYPART_GRANDPAR
(26,8),(8,2),-0.536213 # DEPENDENCYPART_GRANDPAR
(26,8),(8,3),-0.257414 # DEPENDENCYPART_GRANDPAR
(26,8),(8,4),-0.390825 # DEPENDENCYPART_GRANDPAR
(26,8),(8,5),-0.672669 # DEPENDENCYPART_GRANDPAR
(26,8),(8,6),-0.727771 # DEPENDENCYPART_GRANDPAR
(26,8),(8,7),-0.381054 # DEPENDENCYPART_GRANDPAR
(26,8),(8,9),-0.287316 # DEPENDENCYPART_GRANDPAR
(26,8),(8,10),-0.317709 # DEPENDENCYPART_GRANDPAR
(26,8),(8,11),-0.549062 # DEPENDENCYPART_GRANDPAR
(26,8),(8,12),-0.529758 # DEPENDENCYPART_GRANDPAR
(26,8),(8,13),-0.360932 # DEPENDENCYPART_GRANDPAR
(26,8),(8,14),-0.102105 # DEPENDENCYPART_GRANDPAR
(26,8),(8,15),-0.338901 # DEPENDENCYPART_GRANDPAR
(26,8),(8,17),-0.238005 # DEPENDENCYPART_GRANDPAR
(26,8),(8,18),-0.230782 # DEPENDENCYPART_GRANDPAR
(26,8),(8,19),-0.146712 # DEPENDENCYPART_GRANDPAR
(26,8),(8,22),-0.343376 # DEPENDENCYPART_GRANDPAR
(26,8),(8,25),0.057921 # DEPENDENCYPART_GRANDPAR
(26,8),(8,26),-1.43656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,9),(9,2),-0.770191 # DEPENDENCYPART_GRANDPAR
(26,9),(9,6),-0.806861 # DEPENDENCYPART_GRANDPAR
(26,9),(9,7),-0.501016 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),-0.170025 # DEPENDENCYPART_GRANDPAR
(26,9),(9,11),-0.561336 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),-0.374898 # DEPENDENCYPART_GRANDPAR
