# _root_ S obsahem dopisu , ale zejména s obsahem odpovědi M . Kováče na něj , vyjádřila koalice ostrý nesouhlas na lednovém zasedání parlamentu .
#goldHeads=5,1,2,5,19,8,5,7,8,12,10,9,9,13,5,0,16,19,16,16,22,20,22,0,
#predictedHeads=5,1,2,5,0,8,5,7,8,12,10,9,16,13,16,5,16,19,16,19,22,20,22,0,
(12,15),(15,19),-1.10427 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-1.10576 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.02353 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.7962 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-1.77337 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-1.5842 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.594055 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.75724 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.927328 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.4222 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.998582 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.46433 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.126713 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.90705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0225143 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.210016 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.365609 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-1.57144 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.725845 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.313635 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-2.22426 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.802944 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.733979 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.651376 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.359365 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.133667 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.63656 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-1.2939 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.573374 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-2.29148 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-1.38488 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-1.3014 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.621546 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.198159 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.176534 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.659107 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.757805 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.200562 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.851484 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.76124 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.736217 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.34117 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-1.55386 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.558864 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-2.27565 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-1.38769 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-1.30421 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.6198 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.433281 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.776621 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-2.25183 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.804969 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.658658 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.766303 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-1.15361 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-1.18643 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.98595 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.867394 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.117518 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-1.30869 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-1.26805 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.690584 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.883094 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.4868 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.078216 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-1.21121 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-1.24363 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.997118 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.553859 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.60226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.56337 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.784766 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-2.02285 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-1.04605 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.69282 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.496634 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.829881 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-2.573 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.30223 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.34216 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-2.47553 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-2.5083 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-2.33764 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.14746 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-2.16152 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.50964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,16),-0.582811 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-1.06515 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.479836 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.256145 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-1.15007 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.32788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,15),0.117394 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.217082 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),0.128184 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.115824 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.720352 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.627827 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-1.27831 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.540118 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.754926 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.498904 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.101074 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.705169 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.626767 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-1.27725 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.537409 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.190442 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.372288 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.0137496 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.0397751 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.379441 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.0298611 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.027016 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.136783 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0451328 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.058034 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.018065 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.122395 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),0.12023 # DEPENDENCYPART_GRANDPAR
(15,2),(2,16),-0.471488 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.964399 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.272837 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.419919 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.081901 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.457951 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.331812 # DEPENDENCYPART_GRANDPAR
(15,4),(4,16),-0.427898 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.0849847 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.222911 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.279625 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.00287783 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.214811 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.103562 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.192708 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.113709 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.252372 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.181368 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),0.0455339 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.0676078 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.94644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.38328 # DEPENDENCYPART_GRANDPAR
(15,5),(5,17),-0.807817 # DEPENDENCYPART_GRANDPAR
(15,5),(5,18),-0.867526 # DEPENDENCYPART_GRANDPAR
(15,5),(5,23),-0.958594 # DEPENDENCYPART_GRANDPAR
(15,5),(5,24),-0.759474 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.0397751 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0989526 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.29681 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.0459415 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.018065 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.122395 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.182019 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.175609 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.12023 # DEPENDENCYPART_GRANDPAR
(15,8),(8,16),-0.471488 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.964399 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.297494 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.057159 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.104093 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.123338 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.181052 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.174666 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.133549 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-2.14918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.471493 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-1.10393 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.963999 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.178385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.324038 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.126938 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.312335 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.0345282 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0861241 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0130353 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.180138 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.148419 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.100415 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.14919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.471511 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-1.10395 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.964006 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.226843 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.15412 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.291036 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0626441 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),0.0390147 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.195639 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),0.306785 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.062339 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.0986468 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.297468 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),0.0451811 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.103378 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0302891 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.102255 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.056253 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.119945 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.14918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.471487 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.986806 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-1.10393 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.05765 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.963997 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.03795 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0382069 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.330834 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.94697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,17),-0.829533 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.900393 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.8897 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.15247 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.651997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.62226 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.91454 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.827189 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.883533 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.06021 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.98654 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.11261 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.44886 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.827673 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.879896 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.37741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.145632 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0488521 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0594292 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0895673 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.291682 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.0597039 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.029223 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.30184 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.796229 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.36714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.164046 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0566812 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.168062 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.40898 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.180948 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.145908 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.371342 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.649572 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.27293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),0.0157054 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.280887 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.298523 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.406898 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.364864 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.445867 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0615088 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.114714 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.157412 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.38173 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.17653 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.14149 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.365785 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.0589471 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.117253 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.00108194 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.358782 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.127219 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.370915 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.204396 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.283123 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.201544 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),0.220668 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.339993 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.237627 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.221249 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.01006 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.0753924 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.134601 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.063202 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.421323 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.0884839 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-2.22846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,20),-0.127865 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.219682 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.380603 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.238184 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.220802 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.0748396 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-2.22808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,1),0.119085 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.596701 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.67323 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.194128 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0269408 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-2.5849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,1),0.288495 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.392825 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.468531 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.149261 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.146737 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.0725417 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.433006 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.357419 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.69876 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.293282 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.0352377 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.0468439 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.484708 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-2.64135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.211546 # DEPENDENCYPART_GRANDPAR
(16,5),(5,18),-0.909801 # DEPENDENCYPART_GRANDPAR
(16,5),(5,23),-1.01297 # DEPENDENCYPART_GRANDPAR
(16,5),(5,24),-1.17492 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.0930047 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.619317 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.426113 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.115049 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.144892 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.348784 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.277511 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.333783 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.395225 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.249461 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),0.157193 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.0125701 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0813381 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.0230449 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.375327 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.349616 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.304823 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.330267 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),0.220668 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),0.161454 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.190773 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0599246 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.063202 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.421323 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.250931 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.258091 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.0884839 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-2.22846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,20),-0.127865 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.188923 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.0453676 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.264812 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.412324 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.241515 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),0.267089 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.128594 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.303593 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.22807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.617371 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.126668 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.358397 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.430666 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.145706 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.196091 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0579305 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.23534 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.159228 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.21477 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.251008 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.0953084 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.313373 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.22812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-0.617442 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.126708 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.555234 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.47985 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.815769 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.109176 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.220667 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.388243 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.460512 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.249573 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),0.162538 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.190694 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0599251 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.265186 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.189074 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.490815 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.31676 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0880882 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.293617 # DEPENDENCYPART_GRANDPAR
