# _root_ Psaní je pro mne paralelní život - i když hlubší než můj život veřejný , a navíc si myslím , že být spisovatelem z povolání je nebezpečné . . .
#goldHeads=2,16,2,3,6,2,9,9,5,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
#predictedHeads=2,16,2,3,6,2,9,9,2,9,10,13,11,13,16,0,19,19,16,21,19,26,22,23,24,21,26,0,0,0,
(16,13),(13,17),-0.310222 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.494139 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.55666 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.519459 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.949659 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-1.07997 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.0519825 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.19286 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.0161803 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0430568 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0177755 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.188371 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.419408 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.30167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.324459 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.416858 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.358458 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.835615 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),0.00255445 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0742948 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.119336 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0826905 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.541098 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0403702 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.18869 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.754673 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.969286 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.548368 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.694903 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.767549 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.710441 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.844269 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.729863 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.268529 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.678305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.299284 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.266613 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.174801 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.239894 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.186652 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.11448 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.0270663 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),0.0695753 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.19537 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.0944439 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.219059 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.579973 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.17379 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.311126 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.100594 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.0242925 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.326659 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0753813 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.0678747 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.314539 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.395198 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.21899 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.162945 # DEPENDENCYPART_GRANDPAR
(16,21),(21,29),-0.28756 # DEPENDENCYPART_GRANDPAR
(16,21),(21,30),-0.467757 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.304536 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.192029 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.163272 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.0862364 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.579712 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),0.0777356 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.0757342 # DEPENDENCYPART_GRANDPAR
(16,22),(22,28),-0.118854 # DEPENDENCYPART_GRANDPAR
(16,22),(22,29),-0.243469 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.107741 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.191634 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.192532 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.57461 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.168175 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.138412 # DEPENDENCYPART_GRANDPAR
(16,23),(23,28),-0.0651438 # DEPENDENCYPART_GRANDPAR
(16,23),(23,29),-0.189759 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.171702 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.537442 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.243071 # DEPENDENCYPART_GRANDPAR
(16,26),(26,1),-1.17246 # DEPENDENCYPART_GRANDPAR
(16,26),(26,9),-0.620151 # DEPENDENCYPART_GRANDPAR
(16,26),(26,11),-0.636098 # DEPENDENCYPART_GRANDPAR
(16,26),(26,13),-0.828096 # DEPENDENCYPART_GRANDPAR
(16,26),(26,14),-0.581286 # DEPENDENCYPART_GRANDPAR
(16,26),(26,17),0.246181 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.180408 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.146194 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.242482 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.138706 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.0314392 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.196704 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.424029 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.0924048 # DEPENDENCYPART_GRANDPAR
(16,26),(26,28),-0.194512 # DEPENDENCYPART_GRANDPAR
(16,26),(26,29),-0.319127 # DEPENDENCYPART_GRANDPAR
(16,26),(26,30),-0.499324 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),-0.133745 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.0038064 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),-0.528077 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.0589752 # DEPENDENCYPART_GRANDPAR
(16,27),(27,29),-0.18359 # DEPENDENCYPART_GRANDPAR
(16,27),(27,30),-0.363788 # DEPENDENCYPART_GRANDPAR
(16,28),(28,26),-0.060121 # DEPENDENCYPART_GRANDPAR
(16,28),(28,27),-0.438049 # DEPENDENCYPART_GRANDPAR
(16,28),(28,29),-0.200629 # DEPENDENCYPART_GRANDPAR
(16,29),(29,21),0.0104759 # DEPENDENCYPART_GRANDPAR
(16,29),(29,23),-0.181635 # DEPENDENCYPART_GRANDPAR
(16,29),(29,24),-0.31071 # DEPENDENCYPART_GRANDPAR
(16,29),(29,26),-0.060121 # DEPENDENCYPART_GRANDPAR
(16,29),(29,27),-0.438049 # DEPENDENCYPART_GRANDPAR
(16,29),(29,28),0.168527 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.27679 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.48737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,19),-0.410066 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.105816 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.391432 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.498075 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.575142 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.383755 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.413422 # DEPENDENCYPART_GRANDPAR
(17,21),(21,29),-0.347054 # DEPENDENCYPART_GRANDPAR
(17,21),(21,30),-0.392208 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.377281 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.052988 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.793788 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.678507 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.918387 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.78433 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.39432 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.90354 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-1.05951 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-1.35866 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),0.331733 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.230449 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.0350512 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-1.15824 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),-0.697207 # DEPENDENCYPART_GRANDPAR
(19,2),(2,14),-0.931319 # DEPENDENCYPART_GRANDPAR
(19,2),(2,15),0.259592 # DEPENDENCYPART_GRANDPAR
(19,2),(2,16),-0.28686 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),-0.0887385 # DEPENDENCYPART_GRANDPAR
(19,2),(2,20),-0.0945576 # DEPENDENCYPART_GRANDPAR
(19,2),(2,21),-0.38782 # DEPENDENCYPART_GRANDPAR
(19,2),(2,27),-1.46271 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.587931 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.536554 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.777201 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.835673 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.0888034 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.274252 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.214072 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.715416 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-1.25961 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.236604 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-1.06544 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-1.08378 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-1.23334 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.223876 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.252681 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-1.18593 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.42039 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.95888 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.21723 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.527045 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-1.13434 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.157561 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.261044 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-1.21378 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.368638 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.681591 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),0.488686 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.202603 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.0105947 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-2.24066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.266955 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-0.421697 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.28165 # DEPENDENCYPART_GRANDPAR
(19,9),(9,26),-1.16592 # DEPENDENCYPART_GRANDPAR
(19,9),(9,29),-0.93629 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.911051 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.468742 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.469466 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.346485 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.622963 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.768835 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.217274 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-1.04788 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.821653 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-1.22964 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.143679 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.372382 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.173045 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-2.23594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.253736 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.417125 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.276772 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.880707 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.420315 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.927638 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.555333 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.741485 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.524215 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.157035 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.0327268 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.0207068 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.79911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),0.064882 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.231018 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),0.157968 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.903526 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.246135 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.988847 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-1.08592 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.350749 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.771052 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.533033 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.321225 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.283214 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.00329131 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.80375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,21),-0.110346 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.636204 # DEPENDENCYPART_GRANDPAR
(19,15),(15,2),-1.46858 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.980539 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.563568 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.93537 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.15479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,1),-0.476132 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.981864 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.0890631 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.837729 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.748496 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-1.01326 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.109391 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.407466 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.466729 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.837026 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.425565 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.692932 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.351806 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.615875 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.1629 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.072903 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0411296 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.37706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.396709 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.472775 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.420499 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-1.59267 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-1.07399 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-1.29049 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-1.81858 # DEPENDENCYPART_GRANDPAR
(19,16),(16,28),-1.22555 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-1.03679 # DEPENDENCYPART_GRANDPAR
(19,16),(16,30),-1.23605 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.0916018 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.7313 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.0337359 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.0871785 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.09016 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.456202 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.34966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.16689 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.9764 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.817222 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.409449 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.183028 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.276579 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.0878265 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.287078 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.165701 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),0.534995 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.686077 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.411254 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-1.41527 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.217557 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.626774 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.308631 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.119878 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),0.310428 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),1.31269 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.325824 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-1.28669 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.00715763 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.799523 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.412082 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.22333 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.493691 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-1.18841 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.73683 # DEPENDENCYPART_GRANDPAR
(19,26),(26,1),-1.35792 # DEPENDENCYPART_GRANDPAR
(19,26),(26,9),-0.938942 # DEPENDENCYPART_GRANDPAR
(19,26),(26,11),-0.968835 # DEPENDENCYPART_GRANDPAR
(19,26),(26,13),-1.22762 # DEPENDENCYPART_GRANDPAR
(19,26),(26,14),-1.33968 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-0.381143 # DEPENDENCYPART_GRANDPAR
(19,26),(26,18),0.355656 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),1.07089 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.407998 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),1.08649 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.849738 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.570647 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-1.57551 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.982013 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.440101 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.251348 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.4506 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.774159 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.244299 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-1.50168 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.581562 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.392809 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.592061 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.361543 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-1.18565 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.215338 # DEPENDENCYPART_GRANDPAR
(19,29),(29,21),0.25068 # DEPENDENCYPART_GRANDPAR
(19,29),(29,23),-0.787207 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),-0.503953 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.361543 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-1.18565 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.309961 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.386675 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.352851 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.429679 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.508264 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.184415 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.527852 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.270256 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.134827 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.451291 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.111863 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.362148 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.11593 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.118689 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.275294 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-2.21738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.868194 # DEPENDENCYPART_GRANDPAR
(20,2),(2,27),-1.30947 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.951555 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.8465 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.383604 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.448134 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.489226 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.304195 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.329865 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.54558 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),-0.653757 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.991119 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.688723 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.712748 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.714515 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.676362 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.08104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,1),-0.645448 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.829074 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.202343 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),-0.695145 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.433466 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.294304 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.468181 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.330153 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.483085 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.694197 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.454533 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.295741 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.378329 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.45639 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.00307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.408817 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),0.0728911 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.370662 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.203039 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.337692 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.19034 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.35849 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.991119 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.547191 # DEPENDENCYPART_GRANDPAR
