# _root_ Stál na břehu řeky s hořícím stromem v ruce a svítil té , která přeplouvala řeku , držíc se za chvost koně . . .
#goldHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,18,14,18,18,20,21,0,0,0,
#predictedHeads=10,1,2,3,1,7,5,7,8,0,10,11,15,15,12,15,15,15,18,18,20,21,0,0,0,
(11,15),(15,23),0.0496004 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),0.193806 # DEPENDENCYPART_GRANDPAR
(11,15),(15,25),0.124807 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.797789 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.296797 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.0476602 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),0.903755 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0187265 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.174675 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.521736 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.51936 # DEPENDENCYPART_GRANDPAR
(11,17),(17,2),-1.18689 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-1.93749 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.963852 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-1.29741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.579221 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.355859 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.492818 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.00613366 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),0.224399 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),0.101039 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.0530291 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.382063 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.732432 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.0609898 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),0.0832153 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.937946 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.663277 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),0.399599 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),0.135834 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),0.333959 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),0.0815825 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.101598 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.42521 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.775774 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),0.0496004 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),0.193806 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),0.124807 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),0.129143 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.121491 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.470216 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),0.0639132 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),0.208118 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),0.13912 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.231981 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.133543 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.521736 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),0.0676082 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),0.211813 # DEPENDENCYPART_GRANDPAR
(11,21),(21,25),0.142815 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),0.567242 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),0.228942 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.12578 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.042725 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),0.0674935 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),0.211699 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),0.1427 # DEPENDENCYPART_GRANDPAR
(11,23),(23,12),0.639579 # DEPENDENCYPART_GRANDPAR
(11,23),(23,14),-0.432185 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),0.0697993 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.408808 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.755724 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.122528 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.408808 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.755724 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),0.148376 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.384191 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.673681 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.314309 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.38796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,18),-0.129808 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.929415 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.255355 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.661564 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.589077 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0974849 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.361637 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.604267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.337193 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.716271 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.920646 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.47432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.0909667 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),0.414034 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.432374 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.439689 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.763114 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-1.12097 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-1.17078 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-1.2459 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),-1.65481 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-1.52847 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.92079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,15),0.239606 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.20064 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.163449 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.61803 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.689302 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.25989 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-1.18743 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.496936 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.2027 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.866716 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.31303 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.49184 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.724218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.56361 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),1.27428 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.354019 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.383512 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.387285 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.196298 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.0740147 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.00586963 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.357564 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.407379 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.482495 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.852616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,14),1.01828 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.284758 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.481352 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.147985 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.000458916 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.0641833 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-1.65481 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.746941 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-1.5204 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.867988 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-1.52847 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.92079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),1.46771 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.954461 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.454389 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.319974 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.286659 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.248225 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.0793641 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.147309 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.461669 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.511484 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.208363 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.153322 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.0870154 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.412891 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.462706 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.537822 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.933269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,14),0.947276 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.264873 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.00133804 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.0649712 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.15995 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.00133804 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.0649712 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.502379 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.458245 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.510076 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.376182 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.477954 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.187652 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.394374 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.488996 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.277588 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),-0.354413 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-2.50783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,15),-1.01307 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),-1.19128 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),-1.17348 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-1.15946 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),-1.50683 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.467906 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.513444 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.480659 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.335707 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.495504 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.155431 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.480055 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.454599 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.298535 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.259945 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.50783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,15),-1.01307 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-1.19128 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-1.17348 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-1.15946 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-1.50683 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.66232 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-1.62232 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-1.23056 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-1.33585 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-1.38725 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.674985 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.321038 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.41127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,15),-0.819553 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.90263 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.07693 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.25222 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-1.11937 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-1.22466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-1.27606 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.2217 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.42576 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.50139 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.35801 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.39828 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-1.17956 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.5174 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.48026 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-1.25951 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.897972 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.86338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.13556 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.167151 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.63879 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.404866 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.552469 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.638189 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.606251 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.700338 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.805624 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.857028 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.01034 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),-0.256773 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.616043 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.426014 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.656665 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.700664 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.663635 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-1.17797 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-1.34579 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.62235 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.13137 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.21563 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.91889 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.87309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.38895 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.305404 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.587127 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.473956 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.8256 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.925028 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.89457 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.931364 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-1.03665 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.816263 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.747835 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.41106 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-1.3455 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.783291 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.843672 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.805345 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.733167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),0.046157 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.168724 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.353506 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.331465 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.244016 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.335685 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.216783 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.244016 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.527692 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.57437 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.709937 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.260802 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.335358 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.219043 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.0590327 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.527692 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.57437 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.709937 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.889379 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-1.3162 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-1.12335 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-1.01093 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-1.0292 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-1.05701 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-1.23282 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.68959 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.568771 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.200493 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-2.17277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),0.347775 # DEPENDENCYPART_GRANDPAR
(15,1),(1,17),-0.522266 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.0855546 # DEPENDENCYPART_GRANDPAR
(15,1),(1,20),-0.374107 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.842274 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.655972 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.576643 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.756002 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.686813 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.799722 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.721437 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.587535 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.684844 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.420616 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.0195899 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-2.08073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,18),0.00648142 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.752394 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-1.00517 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.799272 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.716854 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.591363 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.684596 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.797935 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.420138 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.0191408 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-2.08073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,18),0.00648211 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.956418 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.738307 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.770986 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.549394 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.776192 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.49543 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-1.0118 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.804188 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.929749 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.809561 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.684014 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.797648 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.420071 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0190711 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.629573 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.08073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,18),0.00648244 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.63831 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.462363 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.81241 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.729625 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.855629 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.63072 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),0.00648136 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.951756 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.830148 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-1.26302 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-1.0633 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-1.02432 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.976806 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-1.00839 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-1.20166 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.756002 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.798984 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.227617 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.17277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.347777 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.522264 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.0855521 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.374106 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.732332 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-1.17756 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.597504 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.534436 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-0.588079 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-1.16808 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.704525 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.54972 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.06034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.617703 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.490956 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.212094 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.52325 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.460181 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-0.513825 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-1.39089 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-1.15881 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.954608 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.43757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.108105 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.754496 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.47885 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),0.627092 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.453018 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.898017 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.770511 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.451096 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.0170505 # DEPENDENCYPART_GRANDPAR
