# _root_ Cigarety v nákupní hodnotě asi 6 miliónů korun budou pravděpodobně dodatečně procleny , čímž se jejich prodejní cena zvýší asi o jeden milión korun , a prodány v Praze a Bratislavě .
#goldHeads=26,1,4,2,6,4,6,7,26,26,12,26,19,19,19,18,18,19,12,23,19,23,21,23,19,0,26,27,30,28,30,0,
#predictedHeads=12,1,4,2,6,4,6,7,12,12,12,13,26,19,19,18,18,19,26,23,19,23,21,23,26,0,26,27,30,28,30,0,
(25,12),(12,9),0.0625376 # DEPENDENCYPART_GRANDPAR
(25,12),(12,10),0.135232 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),0.00300871 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),-0.133326 # DEPENDENCYPART_GRANDPAR
(25,12),(12,18),0.224902 # DEPENDENCYPART_GRANDPAR
(25,12),(12,19),0.186463 # DEPENDENCYPART_GRANDPAR
(25,12),(12,21),0.210838 # DEPENDENCYPART_GRANDPAR
(25,12),(12,23),0.116918 # DEPENDENCYPART_GRANDPAR
(25,12),(12,24),0.00153885 # DEPENDENCYPART_GRANDPAR
(25,12),(12,26),-0.711679 # DEPENDENCYPART_GRANDPAR
(25,12),(12,30),-1.04022 # DEPENDENCYPART_GRANDPAR
(25,13),(13,2),-0.173702 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),-0.148496 # DEPENDENCYPART_GRANDPAR
(25,13),(13,6),-0.582177 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),-0.02099 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.108125 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-0.182851 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.149701 # DEPENDENCYPART_GRANDPAR
(25,13),(13,17),-0.601219 # DEPENDENCYPART_GRANDPAR
(25,13),(13,18),-0.138051 # DEPENDENCYPART_GRANDPAR
(25,13),(13,19),0.0343439 # DEPENDENCYPART_GRANDPAR
(25,13),(13,25),-2.35657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,13),(13,27),-0.806442 # DEPENDENCYPART_GRANDPAR
(25,19),(19,1),-0.171049 # DEPENDENCYPART_GRANDPAR
(25,19),(19,2),0.0406935 # DEPENDENCYPART_GRANDPAR
(25,19),(19,4),-0.207157 # DEPENDENCYPART_GRANDPAR
(25,19),(19,5),0.0178969 # DEPENDENCYPART_GRANDPAR
(25,19),(19,6),-0.410624 # DEPENDENCYPART_GRANDPAR
(25,19),(19,7),-0.230526 # DEPENDENCYPART_GRANDPAR
(25,19),(19,8),-0.396373 # DEPENDENCYPART_GRANDPAR
(25,19),(19,9),0.0584524 # DEPENDENCYPART_GRANDPAR
(25,19),(19,10),0.130107 # DEPENDENCYPART_GRANDPAR
(25,19),(19,11),-0.00211629 # DEPENDENCYPART_GRANDPAR
(25,19),(19,12),-0.0846964 # DEPENDENCYPART_GRANDPAR
(25,19),(19,13),-0.252198 # DEPENDENCYPART_GRANDPAR
(25,19),(19,14),-0.0651111 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),0.00278889 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.196808 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),0.212873 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.0819067 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),0.230851 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),0.379075 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),0.114289 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),-0.00109024 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-2.26539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,26),-0.711679 # DEPENDENCYPART_GRANDPAR
(25,19),(19,27),-0.850404 # DEPENDENCYPART_GRANDPAR
(25,19),(19,28),-1.30485 # DEPENDENCYPART_GRANDPAR
(25,19),(19,29),-1.52678 # DEPENDENCYPART_GRANDPAR
(25,19),(19,30),-1.04022 # DEPENDENCYPART_GRANDPAR
(25,19),(19,31),-1.40749 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),0.0433459 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.133194 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.268187 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.158149 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.0390631 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-2.19284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.540695 # DEPENDENCYPART_GRANDPAR
(25,21),(21,30),-0.869239 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.00597608 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.157718 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),0.176269 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.0444179 # DEPENDENCYPART_GRANDPAR
(25,22),(22,28),-0.929915 # DEPENDENCYPART_GRANDPAR
(25,23),(23,15),-0.0914003 # DEPENDENCYPART_GRANDPAR
(25,23),(23,16),-0.228328 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.255876 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),0.153125 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.0232154 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),0.0635475 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),0.201463 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),0.0129279 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-2.39554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.737496 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.850031 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-1.18301 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),-1.06604 # DEPENDENCYPART_GRANDPAR
(25,23),(23,31),-1.45727 # DEPENDENCYPART_GRANDPAR
(25,24),(24,16),-0.22334 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.0242432 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),0.196603 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),0.0805482 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-2.39555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.737512 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.85007 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-1.18211 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-1.06606 # DEPENDENCYPART_GRANDPAR
(25,27),(27,1),-1.19369 # DEPENDENCYPART_GRANDPAR
(25,27),(27,13),-0.777776 # DEPENDENCYPART_GRANDPAR
(25,27),(27,18),-0.78621 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-0.669157 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.681706 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.643237 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.517204 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.866927 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.927887 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.62268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.200665 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.267564 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.501476 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.123537 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.383035 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.552047 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.220182 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.454196 # DEPENDENCYPART_GRANDPAR
(26,1),(1,2),-0.21656 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),-0.174838 # DEPENDENCYPART_GRANDPAR
(26,1),(1,4),-0.259009 # DEPENDENCYPART_GRANDPAR
(26,1),(1,5),-0.594831 # DEPENDENCYPART_GRANDPAR
(26,1),(1,6),-0.597543 # DEPENDENCYPART_GRANDPAR
(26,1),(1,7),-0.308917 # DEPENDENCYPART_GRANDPAR
(26,1),(1,8),-0.456466 # DEPENDENCYPART_GRANDPAR
(26,2),(2,1),-0.198647 # DEPENDENCYPART_GRANDPAR
(26,2),(2,3),-0.389494 # DEPENDENCYPART_GRANDPAR
(26,2),(2,4),-0.308226 # DEPENDENCYPART_GRANDPAR
(26,2),(2,7),-0.348584 # DEPENDENCYPART_GRANDPAR
(26,5),(5,1),-0.465603 # DEPENDENCYPART_GRANDPAR
(26,5),(5,2),-0.48035 # DEPENDENCYPART_GRANDPAR
(26,5),(5,3),-0.505946 # DEPENDENCYPART_GRANDPAR
(26,5),(5,4),-0.664344 # DEPENDENCYPART_GRANDPAR
(26,5),(5,7),-0.539882 # DEPENDENCYPART_GRANDPAR
(26,5),(5,8),-0.677433 # DEPENDENCYPART_GRANDPAR
(26,5),(5,9),-0.0379836 # DEPENDENCYPART_GRANDPAR
(26,5),(5,10),-0.0351476 # DEPENDENCYPART_GRANDPAR
(26,5),(5,11),-0.33045 # DEPENDENCYPART_GRANDPAR
(26,5),(5,12),-0.180825 # DEPENDENCYPART_GRANDPAR
(26,5),(5,13),-0.370321 # DEPENDENCYPART_GRANDPAR
(26,6),(6,1),-0.280636 # DEPENDENCYPART_GRANDPAR
(26,6),(6,2),-0.450433 # DEPENDENCYPART_GRANDPAR
(26,6),(6,3),-0.386149 # DEPENDENCYPART_GRANDPAR
(26,6),(6,4),-0.47945 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),-0.78204 # DEPENDENCYPART_GRANDPAR
(26,6),(6,7),-0.304664 # DEPENDENCYPART_GRANDPAR
(26,6),(6,8),-0.47651 # DEPENDENCYPART_GRANDPAR
(26,8),(8,3),-0.275031 # DEPENDENCYPART_GRANDPAR
(26,8),(8,4),-0.494866 # DEPENDENCYPART_GRANDPAR
(26,8),(8,5),-0.828659 # DEPENDENCYPART_GRANDPAR
(26,8),(8,6),-0.651384 # DEPENDENCYPART_GRANDPAR
(26,8),(8,7),-0.555861 # DEPENDENCYPART_GRANDPAR
(26,8),(8,9),-0.0407869 # DEPENDENCYPART_GRANDPAR
(26,9),(9,1),-0.22329 # DEPENDENCYPART_GRANDPAR
(26,9),(9,2),-0.16839 # DEPENDENCYPART_GRANDPAR
(26,9),(9,4),-0.426612 # DEPENDENCYPART_GRANDPAR
(26,9),(9,5),-0.62406 # DEPENDENCYPART_GRANDPAR
(26,9),(9,6),-0.517779 # DEPENDENCYPART_GRANDPAR
(26,9),(9,7),-0.477562 # DEPENDENCYPART_GRANDPAR
(26,9),(9,8),-0.598753 # DEPENDENCYPART_GRANDPAR
(26,9),(9,10),0.0301902 # DEPENDENCYPART_GRANDPAR
(26,9),(9,11),-0.256139 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),-0.22806 # DEPENDENCYPART_GRANDPAR
(26,9),(9,13),-0.661148 # DEPENDENCYPART_GRANDPAR
(26,9),(9,17),-0.269531 # DEPENDENCYPART_GRANDPAR
(26,9),(9,18),-0.110909 # DEPENDENCYPART_GRANDPAR
(26,9),(9,19),-0.00173084 # DEPENDENCYPART_GRANDPAR
(26,9),(9,20),-0.251031 # DEPENDENCYPART_GRANDPAR
(26,9),(9,23),-0.122342 # DEPENDENCYPART_GRANDPAR
(26,9),(9,24),-0.280211 # DEPENDENCYPART_GRANDPAR
(26,9),(9,26),-1.40622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,10),(10,7),-0.688189 # DEPENDENCYPART_GRANDPAR
(26,10),(10,8),-0.784492 # DEPENDENCYPART_GRANDPAR
(26,10),(10,9),-0.313672 # DEPENDENCYPART_GRANDPAR
(26,10),(10,11),-0.352304 # DEPENDENCYPART_GRANDPAR
(26,11),(11,9),-0.313051 # DEPENDENCYPART_GRANDPAR
(26,11),(11,10),-0.0520447 # DEPENDENCYPART_GRANDPAR
(26,12),(12,1),-0.253627 # DEPENDENCYPART_GRANDPAR
(26,12),(12,2),-0.180749 # DEPENDENCYPART_GRANDPAR
(26,12),(12,3),-0.330424 # DEPENDENCYPART_GRANDPAR
(26,12),(12,4),-0.456949 # DEPENDENCYPART_GRANDPAR
(26,12),(12,5),-0.651812 # DEPENDENCYPART_GRANDPAR
(26,12),(12,6),-0.537687 # DEPENDENCYPART_GRANDPAR
(26,12),(12,7),-0.507899 # DEPENDENCYPART_GRANDPAR
(26,12),(12,8),-0.62909 # DEPENDENCYPART_GRANDPAR
(26,12),(12,9),-0.213345 # DEPENDENCYPART_GRANDPAR
(26,12),(12,10),0.233761 # DEPENDENCYPART_GRANDPAR
(26,12),(12,11),-0.208413 # DEPENDENCYPART_GRANDPAR
(26,12),(12,13),-0.608129 # DEPENDENCYPART_GRANDPAR
(26,12),(12,18),-0.0545316 # DEPENDENCYPART_GRANDPAR
(26,12),(12,19),0.0645089 # DEPENDENCYPART_GRANDPAR
(26,12),(12,21),-0.0472631 # DEPENDENCYPART_GRANDPAR
(26,12),(12,23),-0.0659644 # DEPENDENCYPART_GRANDPAR
(26,12),(12,24),-0.223833 # DEPENDENCYPART_GRANDPAR
(26,12),(12,26),-1.40885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,12),(12,30),-0.596453 # DEPENDENCYPART_GRANDPAR
(26,13),(13,2),-0.340897 # DEPENDENCYPART_GRANDPAR
(26,13),(13,5),-0.836428 # DEPENDENCYPART_GRANDPAR
(26,13),(13,6),-0.743816 # DEPENDENCYPART_GRANDPAR
(26,13),(13,9),-0.351049 # DEPENDENCYPART_GRANDPAR
(26,13),(13,10),-0.0587854 # DEPENDENCYPART_GRANDPAR
(26,13),(13,11),-0.407511 # DEPENDENCYPART_GRANDPAR
(26,13),(13,12),-0.359012 # DEPENDENCYPART_GRANDPAR
(26,13),(13,17),-0.698039 # DEPENDENCYPART_GRANDPAR
(26,13),(13,18),-0.416814 # DEPENDENCYPART_GRANDPAR
(26,13),(13,19),-0.154955 # DEPENDENCYPART_GRANDPAR
(26,13),(13,25),-0.135143 # DEPENDENCYPART_GRANDPAR
(26,13),(13,27),-0.135943 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),-0.176969 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),-0.25264 # DEPENDENCYPART_GRANDPAR
(26,18),(18,10),-0.0969437 # DEPENDENCYPART_GRANDPAR
(26,18),(18,11),-0.44593 # DEPENDENCYPART_GRANDPAR
(26,18),(18,12),-0.504529 # DEPENDENCYPART_GRANDPAR
(26,18),(18,13),-0.67855 # DEPENDENCYPART_GRANDPAR
(26,18),(18,15),-0.167409 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),-0.300307 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),-0.313773 # DEPENDENCYPART_GRANDPAR
(26,18),(18,19),0.0187206 # DEPENDENCYPART_GRANDPAR
(26,18),(18,20),-0.258019 # DEPENDENCYPART_GRANDPAR
(26,18),(18,21),-0.102864 # DEPENDENCYPART_GRANDPAR
(26,18),(18,22),-0.112476 # DEPENDENCYPART_GRANDPAR
(26,19),(19,1),-0.246991 # DEPENDENCYPART_GRANDPAR
(26,19),(19,2),-0.168148 # DEPENDENCYPART_GRANDPAR
(26,19),(19,4),-0.450313 # DEPENDENCYPART_GRANDPAR
(26,19),(19,5),-0.643637 # DEPENDENCYPART_GRANDPAR
(26,19),(19,6),-0.530447 # DEPENDENCYPART_GRANDPAR
(26,19),(19,7),-0.501263 # DEPENDENCYPART_GRANDPAR
(26,19),(19,8),-0.622454 # DEPENDENCYPART_GRANDPAR
(26,19),(19,9),-0.205374 # DEPENDENCYPART_GRANDPAR
(26,19),(19,10),0.242977 # DEPENDENCYPART_GRANDPAR
(26,19),(19,11),-0.199197 # DEPENDENCYPART_GRANDPAR
(26,19),(19,12),-0.22368 # DEPENDENCYPART_GRANDPAR
(26,19),(19,13),-0.666118 # DEPENDENCYPART_GRANDPAR
(26,19),(19,14),-0.294691 # DEPENDENCYPART_GRANDPAR
(26,19),(19,15),0.0240909 # DEPENDENCYPART_GRANDPAR
(26,19),(19,17),-0.317286 # DEPENDENCYPART_GRANDPAR
(26,19),(19,18),-0.240618 # DEPENDENCYPART_GRANDPAR
(26,19),(19,20),-0.175308 # DEPENDENCYPART_GRANDPAR
(26,19),(19,21),0.0485507 # DEPENDENCYPART_GRANDPAR
(26,19),(19,22),0.0739107 # DEPENDENCYPART_GRANDPAR
(26,19),(19,23),-0.0107702 # DEPENDENCYPART_GRANDPAR
(26,19),(19,24),-0.168639 # DEPENDENCYPART_GRANDPAR
(26,19),(19,25),-0.238112 # DEPENDENCYPART_GRANDPAR
(26,19),(19,26),-1.40897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,19),(19,27),-0.314946 # DEPENDENCYPART_GRANDPAR
(26,19),(19,28),-1.19615 # DEPENDENCYPART_GRANDPAR
(26,19),(19,29),-1.43709 # DEPENDENCYPART_GRANDPAR
(26,19),(19,30),-0.596573 # DEPENDENCYPART_GRANDPAR
(26,19),(19,31),-1.13564 # DEPENDENCYPART_GRANDPAR
(26,20),(20,18),-0.464436 # DEPENDENCYPART_GRANDPAR
(26,20),(20,19),-0.0998723 # DEPENDENCYPART_GRANDPAR
(26,20),(20,21),-0.203468 # DEPENDENCYPART_GRANDPAR
(26,20),(20,22),-0.146225 # DEPENDENCYPART_GRANDPAR
(26,20),(20,25),-0.0308185 # DEPENDENCYPART_GRANDPAR
(26,20),(20,27),0.0137302 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.310535 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.444444 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.105001 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.148254 # DEPENDENCYPART_GRANDPAR
(26,21),(21,24),-0.318676 # DEPENDENCYPART_GRANDPAR
(26,21),(21,25),-0.0850526 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.30983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,30),-0.497433 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.396912 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.312431 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.0338593 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),-0.22759 # DEPENDENCYPART_GRANDPAR
(26,22),(22,28),-0.78211 # DEPENDENCYPART_GRANDPAR
(26,23),(23,15),-0.141924 # DEPENDENCYPART_GRANDPAR
(26,23),(23,16),-0.277236 # DEPENDENCYPART_GRANDPAR
(26,23),(23,17),-0.275703 # DEPENDENCYPART_GRANDPAR
(26,23),(23,18),-0.27656 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.453128 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.209825 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.208734 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),-0.148378 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.099583 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.36739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.0892261 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.898352 # DEPENDENCYPART_GRANDPAR
(26,23),(23,30),-0.554993 # DEPENDENCYPART_GRANDPAR
(26,23),(23,31),-1.07434 # DEPENDENCYPART_GRANDPAR
(26,24),(24,16),-0.280057 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.461795 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.219981 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.198625 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.0882084 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.36743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.0893298 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.897481 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-0.555034 # DEPENDENCYPART_GRANDPAR
(26,25),(25,12),-0.359012 # DEPENDENCYPART_GRANDPAR
(26,25),(25,13),-0.75606 # DEPENDENCYPART_GRANDPAR
(26,25),(25,19),-0.117795 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.314055 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.333637 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.28675 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.44118 # DEPENDENCYPART_GRANDPAR
(26,25),(25,27),-0.135943 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.964423 # DEPENDENCYPART_GRANDPAR
(26,27),(27,1),-1.27892 # DEPENDENCYPART_GRANDPAR
(26,27),(27,13),-1.04362 # DEPENDENCYPART_GRANDPAR
(26,27),(27,18),-1.27491 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-0.977136 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-0.983433 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-1.11399 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-0.93759 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-1.17576 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-1.32707 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.704114 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.609331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),0.0652744 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.464433 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),0.177373 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-0.117188 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.459154 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),0.0112138 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.0525062 # DEPENDENCYPART_GRANDPAR
(26,29),(29,27),0.711811 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.0223178 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.118391 # DEPENDENCYPART_GRANDPAR
(26,30),(30,1),-1.00373 # DEPENDENCYPART_GRANDPAR
(26,30),(30,10),-0.365501 # DEPENDENCYPART_GRANDPAR
(26,30),(30,11),-0.667733 # DEPENDENCYPART_GRANDPAR
(26,30),(30,12),-0.966322 # DEPENDENCYPART_GRANDPAR
(26,30),(30,13),-0.873063 # DEPENDENCYPART_GRANDPAR
(26,30),(30,15),-0.643963 # DEPENDENCYPART_GRANDPAR
(26,30),(30,17),-0.979487 # DEPENDENCYPART_GRANDPAR
(26,30),(30,18),-1.00461 # DEPENDENCYPART_GRANDPAR
(26,30),(30,19),-0.732946 # DEPENDENCYPART_GRANDPAR
(26,30),(30,20),-0.735173 # DEPENDENCYPART_GRANDPAR
(26,30),(30,21),-0.852496 # DEPENDENCYPART_GRANDPAR
(26,30),(30,23),-0.906807 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-1.05167 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-0.53356 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.777373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,27),0.681581 # DEPENDENCYPART_GRANDPAR
(26,30),(30,28),-0.0301449 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),-0.440615 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),-0.10857 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.353603 # DEPENDENCYPART_GRANDPAR
(26,31),(31,28),0.0292927 # DEPENDENCYPART_GRANDPAR
(26,31),(31,29),-0.208012 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.287655 # DEPENDENCYPART_GRANDPAR
(27,1),(1,2),-1.12734 # DEPENDENCYPART_GRANDPAR
(27,1),(1,3),-1.24279 # DEPENDENCYPART_GRANDPAR
(27,1),(1,4),-0.921527 # DEPENDENCYPART_GRANDPAR
(27,1),(1,5),-0.891257 # DEPENDENCYPART_GRANDPAR
(27,1),(1,6),-0.964834 # DEPENDENCYPART_GRANDPAR
(27,1),(1,7),-1.01622 # DEPENDENCYPART_GRANDPAR
(27,1),(1,8),-1.27108 # DEPENDENCYPART_GRANDPAR
(27,13),(13,2),-1.34585 # DEPENDENCYPART_GRANDPAR
(27,13),(13,5),-1.12436 # DEPENDENCYPART_GRANDPAR
(27,13),(13,6),-1.19738 # DEPENDENCYPART_GRANDPAR
(27,13),(13,9),-2.16328 # DEPENDENCYPART_GRANDPAR
(27,13),(13,10),-1.66866 # DEPENDENCYPART_GRANDPAR
(27,13),(13,11),-1.65608 # DEPENDENCYPART_GRANDPAR
(27,13),(13,12),-2.36246 # DEPENDENCYPART_GRANDPAR
(27,13),(13,17),-1.03902 # DEPENDENCYPART_GRANDPAR
(27,13),(13,18),-1.2062 # DEPENDENCYPART_GRANDPAR
(27,13),(13,19),-1.41827 # DEPENDENCYPART_GRANDPAR
(27,13),(13,25),-0.476024 # DEPENDENCYPART_GRANDPAR
(27,13),(13,27),-2.34096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,18),(18,10),-1.5498 # DEPENDENCYPART_GRANDPAR
(27,18),(18,11),-1.53708 # DEPENDENCYPART_GRANDPAR
(27,18),(18,12),-1.5398 # DEPENDENCYPART_GRANDPAR
(27,18),(18,13),-1.2063 # DEPENDENCYPART_GRANDPAR
(27,18),(18,15),-1.57445 # DEPENDENCYPART_GRANDPAR
(27,18),(18,16),-0.383287 # DEPENDENCYPART_GRANDPAR
(27,18),(18,17),-0.591273 # DEPENDENCYPART_GRANDPAR
(27,18),(18,19),-0.743232 # DEPENDENCYPART_GRANDPAR
(27,18),(18,20),-0.821404 # DEPENDENCYPART_GRANDPAR
(27,18),(18,21),-0.60409 # DEPENDENCYPART_GRANDPAR
(27,18),(18,22),-0.0643258 # DEPENDENCYPART_GRANDPAR
(27,19),(19,1),-1.13639 # DEPENDENCYPART_GRANDPAR
(27,19),(19,2),-1.44824 # DEPENDENCYPART_GRANDPAR
(27,19),(19,4),-1.32363 # DEPENDENCYPART_GRANDPAR
(27,19),(19,5),-1.07608 # DEPENDENCYPART_GRANDPAR
(27,19),(19,6),-1.24429 # DEPENDENCYPART_GRANDPAR
(27,19),(19,7),-1.39065 # DEPENDENCYPART_GRANDPAR
(27,19),(19,8),-1.57916 # DEPENDENCYPART_GRANDPAR
(27,19),(19,9),-1.71516 # DEPENDENCYPART_GRANDPAR
(27,19),(19,10),-1.51254 # DEPENDENCYPART_GRANDPAR
(27,19),(19,11),-1.55138 # DEPENDENCYPART_GRANDPAR
(27,19),(19,12),-1.93906 # DEPENDENCYPART_GRANDPAR
(27,19),(19,13),-1.22908 # DEPENDENCYPART_GRANDPAR
(27,19),(19,14),-1.2484 # DEPENDENCYPART_GRANDPAR
(27,19),(19,15),-1.79743 # DEPENDENCYPART_GRANDPAR
(27,19),(19,17),-0.86784 # DEPENDENCYPART_GRANDPAR
(27,19),(19,18),-1.28781 # DEPENDENCYPART_GRANDPAR
