# _root_ Na setkání vedoucích pracovníků firem , které se na jeho výstavbě podílejí , se členy městské rady to uvedl ředitel společnosti Inženýring dopravních staveb Bohumil Kvasnička .
#goldHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,2,14,17,15,19,0,26,20,21,24,22,26,19,0,
#predictedHeads=19,1,4,2,4,12,12,12,12,11,9,5,12,19,14,17,15,19,0,26,20,21,24,22,26,19,0,
(19,20),(20,18),0.0917553 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.0407532 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.351463 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.776972 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.141779 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.00414563 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.332916 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.332951 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.33588 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.344001 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),0.0885519 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),1.10729 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),0.453388 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.737397 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.0398542 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.106071 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),0.434841 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),0.31907 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.325223 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.336273 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),0.0930747 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),1.14281 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.221553 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.727835 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0490123 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),0.0969127 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.425683 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.391306 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),0.207034 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),0.110426 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.174711 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.148794 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.270033 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.128488 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.200266 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),0.0930707 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),1.15498 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.233724 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.532024 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.653861 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.105455 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.434225 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.395053 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),1.13921 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.217954 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.516254 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.642741 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.00760181 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.425603 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.391306 # DEPENDENCYPART_GRANDPAR
(19,26),(26,4),-0.657653 # DEPENDENCYPART_GRANDPAR
(19,26),(26,15),-0.325223 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-0.336273 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),1.14281 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.221553 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),0.519853 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),-0.642741 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.0112001 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),0.176826 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.391306 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.268506 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.825482 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.703211 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.302146 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.228644 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.284805 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.261206 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.674056 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.886 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.562351 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-1.46013 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.375435 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.27991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,15),-1.62778 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-2.30751 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.45107 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.08197 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.04976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.23439 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.308803 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.178886 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.754027 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.716039 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-1.13731 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.6258 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.44909 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.0816 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.03388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.999881 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.312907 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.125393 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.80752 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.769533 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.503314 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-1.00473 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.08555 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.695155 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0713041 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.584118 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.349953 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.311982 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-1.0816 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.03154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),1.00222 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.222421 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.330983 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.786844 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.748856 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.503983 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-1.04466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.989096 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.209296 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.303292 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.623876 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.769612 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.503314 # DEPENDENCYPART_GRANDPAR
(20,26),(26,4),-2.26287 # DEPENDENCYPART_GRANDPAR
(20,26),(26,15),-1.6258 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-1.44909 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-1.03388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),0.999881 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.22008 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.299699 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),0.634661 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.295271 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.503314 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.87183 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.77141 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.606476 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-1.17067 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.823808 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.51257 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.36373 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.0248403 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.26535 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-1.41305 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.923394 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-2.00523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.786202 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.864261 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.816756 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-1.42703 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-1.00611 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.452168 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-1.11315 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.742229 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.375337 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.582897 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.277608 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.0906141 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.886959 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.625631 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.519664 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-1.00491 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.408186 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.270727 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-1.41529 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.922521 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.00648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.787458 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.866461 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.818012 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-1.42829 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),-1.00736 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.933875 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-1.16714 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.911071 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.537993 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.389038 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-1.30957 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.413054 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.443431 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.00657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.787547 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.865317 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.818102 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-1.42838 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-1.00745 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.29009 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.97429 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.46247 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.907654 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-2.4065 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.534173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.130553 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.128136 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.479427 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.058487 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.00286366 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-1.05166 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.907201 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.840301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.386609 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.569136 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0395845 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.381339 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.907661 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-2.40651 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.531833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.681496 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.12818 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.45875 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0378103 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),0.00219418 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-2.4065 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.544958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.668371 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.15587 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.636392 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.0585666 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.00286366 # DEPENDENCYPART_GRANDPAR
(21,26),(26,4),-2.36075 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-1.97429 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-1.46247 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-2.4065 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.534173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.679156 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.159464 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.647177 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.0425954 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.00286366 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.337713 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-2.72611 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.428562 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-1.08341 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.52278 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.412954 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.241424 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-1.0208 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.777483 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.276554 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-1.60595 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.0796514 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.146312 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-1.35213 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.122842 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.11854 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-2.379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.108028 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.386115 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-1.21273 # DEPENDENCYPART_GRANDPAR
(22,15),(15,26),-1.06877 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),-0.537909 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.260579 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.283647 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.492371 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-1.70405 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.151688 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-1.35437 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.123714 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.117667 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-2.38026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.110227 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.387371 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-1.21399 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-1.07003 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.900074 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.98323 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.330304 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-1.79662 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.354395 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.292395 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-1.70892 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.374821 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0868821 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.38035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.109083 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.387461 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-1.21408 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.07012 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.462899 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-1.68206 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.509385 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.355592 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.469884 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.38098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.111406 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.388094 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.21471 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.07075 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-0.807963 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.811441 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.56773 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.22103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),1.00822 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.183155 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.327112 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.807596 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.37007 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.60372 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.90151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.897917 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.323054 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.17908 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.191081 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-1.37006 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-1.60371 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.914635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.925607 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),1.07683 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.199836 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.190411 # DEPENDENCYPART_GRANDPAR
(22,26),(26,4),-1.81558 # DEPENDENCYPART_GRANDPAR
(22,26),(26,15),-1.38315 # DEPENDENCYPART_GRANDPAR
(22,26),(26,17),-1.41745 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-1.37006 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-1.60371 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.90385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.929201 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),1.08761 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.266689 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.190411 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.46696 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.588092 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.639363 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.378295 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.786578 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.152285 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.879736 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.640739 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.672386 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-1.34158 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.842767 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.603301 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.657753 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.142592 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-1.29088 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.421696 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-2.27775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.581592 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.771638 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.621133 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.266953 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.854539 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.669525 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.135631 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-1.30265 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.512318 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.27472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.579826 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.769872 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.619367 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.776096 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.5174 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-2.10144 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.32401 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.45988 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.43515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.0279033 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.178424 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.201746 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-2.10144 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-1.32401 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-1.45988 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.42462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.464599 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.169926 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.197823 # DEPENDENCYPART_GRANDPAR
(23,26),(26,4),-2.30694 # DEPENDENCYPART_GRANDPAR
(23,26),(26,15),-1.64827 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-1.44022 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-2.10144 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-1.32401 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-1.45988 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.42462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),0.468197 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.292086 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.197823 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.683474 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.896038 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.480834 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-1.27434 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.530855 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-1.01351 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-1.18183 # DEPENDENCYPART_GRANDPAR
