# _root_ Je to ale otázka úhlu pohledu : nejde o žádné zničení - jde o směr , směřování , které se - je - li upřímné a zásadní - brzy ztratí z dohledu .
#goldHeads=7,1,0,1,4,5,3,12,8,11,9,7,12,13,16,14,16,30,30,30,24,24,24,30,26,22,26,24,30,17,30,31,0,
#predictedHeads=3,1,0,1,4,5,3,12,8,11,9,0,12,13,14,14,16,24,22,22,24,24,24,17,26,22,26,24,30,28,30,31,0,
(24,26),(26,23),-0.529947 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.962698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.49586 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.215422 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),0.0503438 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),0.403417 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),0.0628306 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-0.133802 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),0.0232749 # DEPENDENCYPART_GRANDPAR
(24,26),(26,33),-0.253268 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.662703 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.10262 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.372327 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),0.0669764 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.112353 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),0.00301575 # DEPENDENCYPART_GRANDPAR
(24,28),(28,1),-0.193789 # DEPENDENCYPART_GRANDPAR
(24,28),(28,12),-0.885582 # DEPENDENCYPART_GRANDPAR
(24,28),(28,13),-0.205693 # DEPENDENCYPART_GRANDPAR
(24,28),(28,18),-0.879586 # DEPENDENCYPART_GRANDPAR
(24,28),(28,19),-0.745723 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-0.826721 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),0.203703 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.704801 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-1.05526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),0.39521 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.138423 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.0757015 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.25952 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.237545 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.329762 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.174433 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.356357 # DEPENDENCYPART_GRANDPAR
(24,29),(29,19),-0.642702 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.133623 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),0.173027 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.152696 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.0255727 # DEPENDENCYPART_GRANDPAR
(24,29),(29,33),-0.0606929 # DEPENDENCYPART_GRANDPAR
(24,30),(30,11),0.161363 # DEPENDENCYPART_GRANDPAR
(24,30),(30,18),0.0333584 # DEPENDENCYPART_GRANDPAR
(24,30),(30,19),0.367397 # DEPENDENCYPART_GRANDPAR
(24,30),(30,20),0.446774 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),0.152552 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.936735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),0.44503 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),0.163082 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),-0.0257571 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.044703 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),0.356386 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.21427 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-6.46739e-05 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-0.22647 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-1.08724 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.944121 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.392301 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-1.06797 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.133016 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-2.52616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.431454 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-1.36759 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.920061 # DEPENDENCYPART_GRANDPAR
(25,23),(23,29),-1.00272 # DEPENDENCYPART_GRANDPAR
(25,23),(23,30),-1.33632 # DEPENDENCYPART_GRANDPAR
(25,23),(23,31),-1.02185 # DEPENDENCYPART_GRANDPAR
(25,23),(23,32),-1.71693 # DEPENDENCYPART_GRANDPAR
(25,24),(24,11),-1.41047 # DEPENDENCYPART_GRANDPAR
(25,24),(24,15),-1.02201 # DEPENDENCYPART_GRANDPAR
(25,24),(24,17),-1.16339 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.593018 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.209991 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.745734 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.196307 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-2.43842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.341075 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-1.27985 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.833289 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-1.02162 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-1.2785 # DEPENDENCYPART_GRANDPAR
(25,24),(24,33),-1.052 # DEPENDENCYPART_GRANDPAR
(25,31),(31,28),-0.224326 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.668749 # DEPENDENCYPART_GRANDPAR
(25,31),(31,33),-0.533179 # DEPENDENCYPART_GRANDPAR
(26,6),(6,2),-0.647082 # DEPENDENCYPART_GRANDPAR
(26,6),(6,3),-0.341949 # DEPENDENCYPART_GRANDPAR
(26,6),(6,4),-0.305673 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),-0.436684 # DEPENDENCYPART_GRANDPAR
(26,6),(6,8),-0.113372 # DEPENDENCYPART_GRANDPAR
(26,7),(7,1),-0.292113 # DEPENDENCYPART_GRANDPAR
(26,7),(7,2),-0.651183 # DEPENDENCYPART_GRANDPAR
(26,7),(7,3),-0.29394 # DEPENDENCYPART_GRANDPAR
(26,7),(7,4),-0.4248 # DEPENDENCYPART_GRANDPAR
(26,7),(7,5),-0.559734 # DEPENDENCYPART_GRANDPAR
(26,7),(7,6),-0.561361 # DEPENDENCYPART_GRANDPAR
(26,7),(7,8),-0.247276 # DEPENDENCYPART_GRANDPAR
(26,7),(7,9),-0.375999 # DEPENDENCYPART_GRANDPAR
(26,7),(7,10),-0.940669 # DEPENDENCYPART_GRANDPAR
(26,7),(7,12),-0.137976 # DEPENDENCYPART_GRANDPAR
(26,7),(7,16),-0.30323 # DEPENDENCYPART_GRANDPAR
(26,7),(7,18),-0.447415 # DEPENDENCYPART_GRANDPAR
(26,7),(7,26),-1.58012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,9),(9,10),-0.714262 # DEPENDENCYPART_GRANDPAR
(26,9),(9,11),-0.365566 # DEPENDENCYPART_GRANDPAR
(26,9),(9,12),-0.189439 # DEPENDENCYPART_GRANDPAR
(26,11),(11,9),-0.275586 # DEPENDENCYPART_GRANDPAR
(26,11),(11,10),-0.894139 # DEPENDENCYPART_GRANDPAR
(26,11),(11,12),-0.165609 # DEPENDENCYPART_GRANDPAR
(26,11),(11,13),-0.138859 # DEPENDENCYPART_GRANDPAR
(26,11),(11,14),-0.21557 # DEPENDENCYPART_GRANDPAR
(26,11),(11,30),-0.585749 # DEPENDENCYPART_GRANDPAR
(26,14),(14,15),-0.317476 # DEPENDENCYPART_GRANDPAR
(26,14),(14,16),-0.175062 # DEPENDENCYPART_GRANDPAR
(26,14),(14,17),-0.231361 # DEPENDENCYPART_GRANDPAR
(26,14),(14,26),-1.60343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,15),(15,10),-0.886498 # DEPENDENCYPART_GRANDPAR
(26,15),(15,14),-0.348213 # DEPENDENCYPART_GRANDPAR
(26,15),(15,16),-0.169437 # DEPENDENCYPART_GRANDPAR
(26,15),(15,17),-0.0340649 # DEPENDENCYPART_GRANDPAR
(26,15),(15,22),0.147373 # DEPENDENCYPART_GRANDPAR
(26,15),(15,24),0.167895 # DEPENDENCYPART_GRANDPAR
(26,15),(15,26),-1.66115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,15),(15,30),-0.585749 # DEPENDENCYPART_GRANDPAR
(26,16),(16,1),-0.360297 # DEPENDENCYPART_GRANDPAR
(26,16),(16,4),-0.409638 # DEPENDENCYPART_GRANDPAR
(26,16),(16,5),-0.533027 # DEPENDENCYPART_GRANDPAR
(26,16),(16,6),-0.534604 # DEPENDENCYPART_GRANDPAR
(26,16),(16,7),-0.719669 # DEPENDENCYPART_GRANDPAR
(26,16),(16,8),-0.31107 # DEPENDENCYPART_GRANDPAR
(26,16),(16,9),-0.37813 # DEPENDENCYPART_GRANDPAR
(26,16),(16,11),-0.500999 # DEPENDENCYPART_GRANDPAR
(26,16),(16,12),-0.391591 # DEPENDENCYPART_GRANDPAR
(26,16),(16,13),-0.295433 # DEPENDENCYPART_GRANDPAR
(26,16),(16,14),-0.452898 # DEPENDENCYPART_GRANDPAR
(26,16),(16,15),-0.460501 # DEPENDENCYPART_GRANDPAR
(26,16),(16,17),-0.466254 # DEPENDENCYPART_GRANDPAR
(26,16),(16,18),-0.369337 # DEPENDENCYPART_GRANDPAR
(26,16),(16,21),-0.265629 # DEPENDENCYPART_GRANDPAR
(26,16),(16,22),-0.0743955 # DEPENDENCYPART_GRANDPAR
(26,16),(16,23),-0.191604 # DEPENDENCYPART_GRANDPAR
(26,17),(17,9),-0.261787 # DEPENDENCYPART_GRANDPAR
(26,17),(17,14),-0.336556 # DEPENDENCYPART_GRANDPAR
(26,17),(17,15),-0.35472 # DEPENDENCYPART_GRANDPAR
(26,17),(17,16),-0.381781 # DEPENDENCYPART_GRANDPAR
(26,17),(17,18),-0.307313 # DEPENDENCYPART_GRANDPAR
(26,17),(17,19),-0.489669 # DEPENDENCYPART_GRANDPAR
(26,17),(17,21),-0.170566 # DEPENDENCYPART_GRANDPAR
(26,17),(17,22),0.152426 # DEPENDENCYPART_GRANDPAR
(26,17),(17,23),-0.0965416 # DEPENDENCYPART_GRANDPAR
(26,17),(17,24),0.172981 # DEPENDENCYPART_GRANDPAR
(26,17),(17,25),0.158209 # DEPENDENCYPART_GRANDPAR
(26,17),(17,26),-1.66099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,17),(17,27),-0.528676 # DEPENDENCYPART_GRANDPAR
(26,17),(17,29),-0.355307 # DEPENDENCYPART_GRANDPAR
(26,17),(17,30),-0.585749 # DEPENDENCYPART_GRANDPAR
(26,18),(18,1),-0.360297 # DEPENDENCYPART_GRANDPAR
(26,18),(18,13),-0.295433 # DEPENDENCYPART_GRANDPAR
(26,18),(18,14),-0.452898 # DEPENDENCYPART_GRANDPAR
(26,18),(18,15),-0.460501 # DEPENDENCYPART_GRANDPAR
(26,18),(18,16),-0.506567 # DEPENDENCYPART_GRANDPAR
(26,18),(18,17),-0.361289 # DEPENDENCYPART_GRANDPAR
(26,18),(18,21),-0.265629 # DEPENDENCYPART_GRANDPAR
(26,21),(21,1),-0.308409 # DEPENDENCYPART_GRANDPAR
(26,21),(21,13),-0.242018 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.170237 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.631997 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.307702 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),0.0582462 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),0.0527042 # DEPENDENCYPART_GRANDPAR
(26,21),(21,25),-0.231467 # DEPENDENCYPART_GRANDPAR
(26,21),(21,28),-0.329676 # DEPENDENCYPART_GRANDPAR
(26,21),(21,31),-0.820406 # DEPENDENCYPART_GRANDPAR
(26,22),(22,2),-0.446682 # DEPENDENCYPART_GRANDPAR
(26,22),(22,3),-0.201512 # DEPENDENCYPART_GRANDPAR
(26,22),(22,4),-0.229705 # DEPENDENCYPART_GRANDPAR
(26,22),(22,5),-0.398416 # DEPENDENCYPART_GRANDPAR
(26,22),(22,6),-0.401331 # DEPENDENCYPART_GRANDPAR
(26,22),(22,11),-0.369301 # DEPENDENCYPART_GRANDPAR
(26,22),(22,14),-0.309922 # DEPENDENCYPART_GRANDPAR
(26,22),(22,15),-0.331156 # DEPENDENCYPART_GRANDPAR
(26,22),(22,16),-0.478303 # DEPENDENCYPART_GRANDPAR
(26,22),(22,17),-0.226996 # DEPENDENCYPART_GRANDPAR
(26,22),(22,18),-0.622488 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),-0.578951 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.171544 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.374353 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.164651 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),0.375973 # DEPENDENCYPART_GRANDPAR
(26,22),(22,25),0.139213 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.64972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,27),-0.376063 # DEPENDENCYPART_GRANDPAR
(26,22),(22,28),-0.423024 # DEPENDENCYPART_GRANDPAR
(26,22),(22,29),-0.611888 # DEPENDENCYPART_GRANDPAR
(26,22),(22,30),-0.770368 # DEPENDENCYPART_GRANDPAR
(26,22),(22,31),-1.09346 # DEPENDENCYPART_GRANDPAR
(26,22),(22,32),-1.18707 # DEPENDENCYPART_GRANDPAR
(26,22),(22,33),-0.802534 # DEPENDENCYPART_GRANDPAR
(26,23),(23,19),-0.631997 # DEPENDENCYPART_GRANDPAR
(26,23),(23,20),-0.307702 # DEPENDENCYPART_GRANDPAR
(26,23),(23,21),-0.297687 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.0285811 # DEPENDENCYPART_GRANDPAR
(26,23),(23,24),0.132333 # DEPENDENCYPART_GRANDPAR
(26,23),(23,25),-0.231467 # DEPENDENCYPART_GRANDPAR
(26,23),(23,26),-1.58842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,23),(23,27),-0.373765 # DEPENDENCYPART_GRANDPAR
(26,23),(23,28),-0.329676 # DEPENDENCYPART_GRANDPAR
(26,23),(23,29),-0.3698 # DEPENDENCYPART_GRANDPAR
(26,23),(23,30),-0.481815 # DEPENDENCYPART_GRANDPAR
(26,23),(23,31),-0.820406 # DEPENDENCYPART_GRANDPAR
(26,23),(23,32),-1.07078 # DEPENDENCYPART_GRANDPAR
(26,24),(24,11),-0.574589 # DEPENDENCYPART_GRANDPAR
(26,24),(24,15),-0.5341 # DEPENDENCYPART_GRANDPAR
(26,24),(24,17),-0.434925 # DEPENDENCYPART_GRANDPAR
(26,24),(24,18),-0.549782 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.119541 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),0.160456 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.0455161 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.0516876 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.51767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.316481 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.2587 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.390573 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-0.48957 # DEPENDENCYPART_GRANDPAR
(26,24),(24,33),-0.617472 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.271956 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.138514 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.0153392 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-0.783267 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.655925 # DEPENDENCYPART_GRANDPAR
(26,27),(27,28),0.183485 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),0.11357 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),0.153845 # DEPENDENCYPART_GRANDPAR
(26,27),(27,31),-0.165529 # DEPENDENCYPART_GRANDPAR
(26,27),(27,32),-0.191833 # DEPENDENCYPART_GRANDPAR
(26,28),(28,1),-0.797235 # DEPENDENCYPART_GRANDPAR
(26,28),(28,12),-0.717547 # DEPENDENCYPART_GRANDPAR
(26,28),(28,13),-0.835109 # DEPENDENCYPART_GRANDPAR
(26,28),(28,18),-0.914833 # DEPENDENCYPART_GRANDPAR
(26,28),(28,19),-1.06354 # DEPENDENCYPART_GRANDPAR
(26,28),(28,21),-0.725741 # DEPENDENCYPART_GRANDPAR
(26,28),(28,22),-0.517407 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-0.651716 # DEPENDENCYPART_GRANDPAR
(26,28),(28,24),-0.380048 # DEPENDENCYPART_GRANDPAR
(26,28),(28,25),-0.716335 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.962581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),0.11408 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),0.0996244 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),0.095645 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.251191 # DEPENDENCYPART_GRANDPAR
(26,28),(28,32),-0.102177 # DEPENDENCYPART_GRANDPAR
(26,28),(28,33),-0.356747 # DEPENDENCYPART_GRANDPAR
(26,29),(29,19),-1.04613 # DEPENDENCYPART_GRANDPAR
(26,29),(29,27),0.125326 # DEPENDENCYPART_GRANDPAR
(26,29),(29,28),0.142243 # DEPENDENCYPART_GRANDPAR
(26,29),(29,31),-0.306958 # DEPENDENCYPART_GRANDPAR
(26,29),(29,32),-0.348185 # DEPENDENCYPART_GRANDPAR
(26,29),(29,33),-0.220993 # DEPENDENCYPART_GRANDPAR
(26,30),(30,11),-1.40333 # DEPENDENCYPART_GRANDPAR
(26,30),(30,18),-0.938308 # DEPENDENCYPART_GRANDPAR
(26,30),(30,19),-1.19335 # DEPENDENCYPART_GRANDPAR
(26,30),(30,20),-0.967844 # DEPENDENCYPART_GRANDPAR
(26,30),(30,23),-0.758282 # DEPENDENCYPART_GRANDPAR
(26,30),(30,24),-0.596729 # DEPENDENCYPART_GRANDPAR
(26,30),(30,25),-0.860457 # DEPENDENCYPART_GRANDPAR
(26,30),(30,26),-0.901391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,30),(30,27),0.428243 # DEPENDENCYPART_GRANDPAR
(26,30),(30,28),0.144697 # DEPENDENCYPART_GRANDPAR
(26,30),(30,29),0.305407 # DEPENDENCYPART_GRANDPAR
(26,30),(30,31),0.0186769 # DEPENDENCYPART_GRANDPAR
(26,30),(30,32),-0.180266 # DEPENDENCYPART_GRANDPAR
(26,30),(30,33),-0.318509 # DEPENDENCYPART_GRANDPAR
(26,31),(31,28),0.285916 # DEPENDENCYPART_GRANDPAR
(26,31),(31,32),-0.179965 # DEPENDENCYPART_GRANDPAR
(26,31),(31,33),-0.269989 # DEPENDENCYPART_GRANDPAR
(26,32),(32,20),-0.903359 # DEPENDENCYPART_GRANDPAR
(26,32),(32,27),0.496682 # DEPENDENCYPART_GRANDPAR
(26,32),(32,29),0.096461 # DEPENDENCYPART_GRANDPAR
(26,32),(32,31),0.0980538 # DEPENDENCYPART_GRANDPAR
(26,32),(32,33),-0.266958 # DEPENDENCYPART_GRANDPAR
(27,25),(25,20),-1.36318 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.889223 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.826691 # DEPENDENCYPART_GRANDPAR
(27,25),(25,31),-0.713275 # DEPENDENCYPART_GRANDPAR
(27,28),(28,1),-2.27636 # DEPENDENCYPART_GRANDPAR
(27,28),(28,12),-1.44816 # DEPENDENCYPART_GRANDPAR
(27,28),(28,13),-2.02055 # DEPENDENCYPART_GRANDPAR
(27,28),(28,18),-1.67409 # DEPENDENCYPART_GRANDPAR
(27,28),(28,19),-1.8493 # DEPENDENCYPART_GRANDPAR
(27,28),(28,21),-1.42526 # DEPENDENCYPART_GRANDPAR
(27,28),(28,22),-1.90511 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-1.45971 # DEPENDENCYPART_GRANDPAR
(27,28),(28,24),-1.26555 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-2.06527 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.997656 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-1.75409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.395465 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.694841 # DEPENDENCYPART_GRANDPAR
(27,28),(28,31),-0.433655 # DEPENDENCYPART_GRANDPAR
(27,28),(28,32),-0.682193 # DEPENDENCYPART_GRANDPAR
(27,28),(28,33),-0.413838 # DEPENDENCYPART_GRANDPAR
(27,29),(29,19),-1.7924 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-1.7728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),0.355372 # DEPENDENCYPART_GRANDPAR
(27,29),(29,31),-0.397526 # DEPENDENCYPART_GRANDPAR
(27,29),(29,32),-0.615162 # DEPENDENCYPART_GRANDPAR
(27,29),(29,33),-0.246012 # DEPENDENCYPART_GRANDPAR
(27,30),(30,11),-2.39697 # DEPENDENCYPART_GRANDPAR
(27,30),(30,18),-1.45714 # DEPENDENCYPART_GRANDPAR
(27,30),(30,19),-1.57545 # DEPENDENCYPART_GRANDPAR
(27,30),(30,20),-1.50471 # DEPENDENCYPART_GRANDPAR
(27,30),(30,23),-1.28851 # DEPENDENCYPART_GRANDPAR
(27,30),(30,24),-1.1717 # DEPENDENCYPART_GRANDPAR
(27,30),(30,25),-1.87874 # DEPENDENCYPART_GRANDPAR
(27,30),(30,26),-0.828901 # DEPENDENCYPART_GRANDPAR
(27,30),(30,27),-1.7181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,30),(30,28),0.437267 # DEPENDENCYPART_GRANDPAR
(27,30),(30,29),-0.271228 # DEPENDENCYPART_GRANDPAR
(27,30),(30,31),-0.314663 # DEPENDENCYPART_GRANDPAR
(27,30),(30,32),-0.458719 # DEPENDENCYPART_GRANDPAR
(27,30),(30,33),-0.291946 # DEPENDENCYPART_GRANDPAR
(27,31),(31,28),0.338103 # DEPENDENCYPART_GRANDPAR
(27,31),(31,32),-0.345876 # DEPENDENCYPART_GRANDPAR
(27,31),(31,33),-0.25625 # DEPENDENCYPART_GRANDPAR
(27,32),(32,20),-1.82921 # DEPENDENCYPART_GRANDPAR
(27,32),(32,27),-1.49319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,32),(32,29),-0.296457 # DEPENDENCYPART_GRANDPAR
(27,32),(32,31),-0.0354729 # DEPENDENCYPART_GRANDPAR
(27,32),(32,33),-0.297409 # DEPENDENCYPART_GRANDPAR
(28,1),(1,2),0.286855 # DEPENDENCYPART_GRANDPAR
(28,1),(1,3),-0.0219254 # DEPENDENCYPART_GRANDPAR
(28,1),(1,4),-0.0795598 # DEPENDENCYPART_GRANDPAR
(28,1),(1,5),-0.0138262 # DEPENDENCYPART_GRANDPAR
(28,1),(1,6),-0.0681856 # DEPENDENCYPART_GRANDPAR
(28,1),(1,7),-0.608235 # DEPENDENCYPART_GRANDPAR
(28,1),(1,8),-0.117885 # DEPENDENCYPART_GRANDPAR
(28,1),(1,11),0.0513472 # DEPENDENCYPART_GRANDPAR
(28,1),(1,12),-0.559819 # DEPENDENCYPART_GRANDPAR
(28,1),(1,16),-0.19225 # DEPENDENCYPART_GRANDPAR
(28,1),(1,25),0.181822 # DEPENDENCYPART_GRANDPAR
(28,1),(1,27),0.531735 # DEPENDENCYPART_GRANDPAR
(28,12),(12,1),-0.481332 # DEPENDENCYPART_GRANDPAR
(28,12),(12,2),-0.140836 # DEPENDENCYPART_GRANDPAR
(28,12),(12,5),-0.16444 # DEPENDENCYPART_GRANDPAR
(28,12),(12,7),-0.668094 # DEPENDENCYPART_GRANDPAR
(28,12),(12,8),-0.336199 # DEPENDENCYPART_GRANDPAR
(28,12),(12,9),-0.822742 # DEPENDENCYPART_GRANDPAR
(28,12),(12,10),-0.290722 # DEPENDENCYPART_GRANDPAR
(28,12),(12,11),-0.100373 # DEPENDENCYPART_GRANDPAR
(28,12),(12,13),-0.320615 # DEPENDENCYPART_GRANDPAR
(28,12),(12,14),-0.66252 # DEPENDENCYPART_GRANDPAR
(28,12),(12,15),-0.33487 # DEPENDENCYPART_GRANDPAR
(28,13),(13,1),-0.261065 # DEPENDENCYPART_GRANDPAR
(28,13),(13,2),0.173901 # DEPENDENCYPART_GRANDPAR
(28,13),(13,3),-0.0586083 # DEPENDENCYPART_GRANDPAR
(28,13),(13,4),-0.175944 # DEPENDENCYPART_GRANDPAR
(28,13),(13,5),-0.0407866 # DEPENDENCYPART_GRANDPAR
(28,13),(13,6),-0.101126 # DEPENDENCYPART_GRANDPAR
(28,13),(13,7),-0.594009 # DEPENDENCYPART_GRANDPAR
(28,13),(13,8),-0.13308 # DEPENDENCYPART_GRANDPAR
(28,13),(13,9),-0.367365 # DEPENDENCYPART_GRANDPAR
(28,13),(13,10),-0.106022 # DEPENDENCYPART_GRANDPAR
(28,13),(13,11),0.0203345 # DEPENDENCYPART_GRANDPAR
(28,13),(13,12),-0.531435 # DEPENDENCYPART_GRANDPAR
(28,13),(13,14),-0.428834 # DEPENDENCYPART_GRANDPAR
(28,13),(13,15),-0.145798 # DEPENDENCYPART_GRANDPAR
(28,13),(13,16),-0.165193 # DEPENDENCYPART_GRANDPAR
(28,13),(13,17),-0.00990192 # DEPENDENCYPART_GRANDPAR
(28,13),(13,18),-0.142212 # DEPENDENCYPART_GRANDPAR
(28,13),(13,21),-0.24623 # DEPENDENCYPART_GRANDPAR
(28,13),(13,24),0.0304413 # DEPENDENCYPART_GRANDPAR
(28,18),(18,1),-0.263903 # DEPENDENCYPART_GRANDPAR
(28,18),(18,13),-0.0658111 # DEPENDENCYPART_GRANDPAR
(28,18),(18,14),-0.410627 # DEPENDENCYPART_GRANDPAR
(28,18),(18,15),-0.190599 # DEPENDENCYPART_GRANDPAR
(28,18),(18,16),-0.307494 # DEPENDENCYPART_GRANDPAR
(28,18),(18,17),-0.055381 # DEPENDENCYPART_GRANDPAR
(28,18),(18,21),-0.0945763 # DEPENDENCYPART_GRANDPAR
(28,21),(21,1),-0.481332 # DEPENDENCYPART_GRANDPAR
