# _root_ Najednou nebylo žádné místo mezi mým vozem a zdí , byla slova nešťastného Fittipaldiho , s nimiž však Mansell nesouhlasil :
#goldHeads=2,10,4,2,2,7,8,5,8,0,10,11,14,12,20,20,16,20,20,14,0,
#predictedHeads=2,18,4,2,4,7,8,5,8,18,18,11,14,12,18,20,16,0,20,18,0,
(18,11),(11,15),-0.353163 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.0408678 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.38712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),0.141109 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),0.227635 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.346468 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-0.421342 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.506275 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.399105 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.0972005 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.33995 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0493132 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.77933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.424453 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.134382 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.719695 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.374007 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.154532 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.195817 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.142816 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.41928 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.306916 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.272015 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.517592 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.331131 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0446993 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.77932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.424416 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.134372 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.36813 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.328894 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.34988 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.416201 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.552101 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.328291 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.456554 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.594988 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.201338 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.426316 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.643445 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.431026 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.25464 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.80492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.581837 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.173331 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.739014 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.102895 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.340903 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.152139 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.75435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.453649 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.671098 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.382124 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.33659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,21),-0.280069 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.285765 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.30877 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),0.0163889 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.406086 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.19934 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.0689284 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.103794 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.388007 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.148976 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.0544623 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.558407 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.0779092 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.290624 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),0.00783831 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.1349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.132888 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0234941 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.547038 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.393334 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.41005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.211445 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.206576 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.610905 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.652461 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0340408 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.295589 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.84498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-1.13192 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.663896 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-1.83123 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-1.03833 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-1.30422 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.72013 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.972468 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.871697 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-2.11213 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-1.31219 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.00412004 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-1.07883 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.5958 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.350687 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.70721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.925875 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.13024 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-2.4138 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-2.6134 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.773985 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.63026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.070244 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.507436 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.302052 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.702988 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.15462 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.059976 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.554786 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.113948 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.902554 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),0.0424183 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.196873 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.500227 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-1.27361 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.947788 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),0.359688 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),0.310859 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.239494 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),0.277585 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-2.19947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,21),-0.103909 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.341736 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.558462 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.561816 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.319291 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.0449662 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),0.212047 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),0.256092 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),0.0635559 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.295132 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.110719 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),0.053627 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.459685 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.172026 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.353544 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.586614 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),0.038419 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),0.159508 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.613814 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.492591 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.131574 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.900588 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),0.100456 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),0.104085 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.620926 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.268829 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.80396 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.159552 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.362778 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.39059 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-1.20666 # DEPENDENCYPART_GRANDPAR
(20,8),(8,14),-0.852857 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),0.157718 # DEPENDENCYPART_GRANDPAR
(20,8),(8,16),0.419699 # DEPENDENCYPART_GRANDPAR
(20,8),(8,19),0.390826 # DEPENDENCYPART_GRANDPAR
(20,8),(8,20),-2.6794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,8),(8,21),-0.455338 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.615936 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.287955 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),0.218607 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.0848321 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.755225 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-2.10061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,1),-0.446781 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-1.36859 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.146985 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),0.0463959 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.495528 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.324331 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.845014 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.388601 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.448036 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-1.27345 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.887861 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.310428 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.407554 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-1.11112 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.892407 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.226521 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.0730197 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.616229 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.229075 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.973085 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.332893 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.541697 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-1.29206 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.996644 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.376534 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.246476 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.265258 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.22873 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-2.22167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.130158 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.613643 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.258234 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.76042 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.529724 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.0903343 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.53947 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.310484 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.704151 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-2.10089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.058341 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.413027 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.416965 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.910322 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.452326 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.615996 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.633816 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.265905 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.846342 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.0877647 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.516212 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.340523 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.694003 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-2.10061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,1),-0.446781 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-1.36859 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.146985 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),0.0463959 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.495528 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.324331 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.845014 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.413514 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.963988 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.477235 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-1.13542 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.887078 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.412605 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.325535 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.363376 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-2.45745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.298547 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.617108 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.0554948 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.197515 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.291845 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.736266 # DEPENDENCYPART_GRANDPAR
(20,16),(16,21),-0.190481 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.440387 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.953879 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.359627 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.733928 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.3472 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-1.08341 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.460749 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.557158 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.713679 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-1.15204 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-1.12548 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.143479 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.196497 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.121593 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.54014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.348704 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.366121 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.411309 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-0.0581582 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.48073 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-1.00944 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.782655 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.212788 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.6947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,1),-0.297644 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.176361 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.196252 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.724603 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.401384 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-0.336107 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.493146 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),-0.590624 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),0.0997096 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.131307 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),-0.493144 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),-0.381108 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),-0.481841 # DEPENDENCYPART_GRANDPAR
(21,2),(2,16),-0.298048 # DEPENDENCYPART_GRANDPAR
(21,2),(2,18),-0.175084 # DEPENDENCYPART_GRANDPAR
(21,2),(2,19),-0.403164 # DEPENDENCYPART_GRANDPAR
(21,2),(2,20),-0.000598219 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.86599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,1),-0.298953 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.278802 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.129925 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.0794385 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.639776 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.245497 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.366213 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.337565 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.682424 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.100752 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.446945 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.357206 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.412855 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.289282 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),-0.147881 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),-0.379262 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.0421669 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.8663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,1),-0.461689 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.303262 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.450602 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.59129 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.427305 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.679674 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.802819 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.321086 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.304679 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.495041 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.567633 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.694036 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.325372 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.477846 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.116247 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.74576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,16),-0.254217 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.392025 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.82801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,1),-0.318462 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.213899 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.0960384 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),-0.600191 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.262132 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.400636 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.354201 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.6878 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.127527 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.0459245 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.389432 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.242365 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.579017 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.238647 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.22602 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.262398 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.86481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
