# _root_ Na to , jaké právní prostředky nápravy bude nutno v konkrétním případě předem vyčerpat , mohou vznikat nejrůznější názory .
#goldHeads=19,1,8,6,6,14,6,2,8,8,12,10,14,8,8,0,16,19,16,0,
#predictedHeads=14,1,8,6,6,14,6,2,8,14,12,10,14,16,14,0,16,19,16,0,
(17,14),(14,12),-0.145511 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.408343 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.126652 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.394589 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.84125 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.224486 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.174109 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-1.10277 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.998747 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.383556 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.115895 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.518985 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.700189 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.484125 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.09903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.51649 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.625174 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),0.0781245 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.482121 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.530254 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),0.0457305 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.405373 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.058696 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.309308 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.509715 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.921955 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.472518 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.536742 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.117054 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.390718 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.206327 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.12554 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.83865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.227513 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.178427 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.782321 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.592143 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.268167 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),0.0709192 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.946183 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.611693 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.641772 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.701523 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.668895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.454098 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.31306 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-1.10191 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.209024 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.0499352 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.390936 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-1.13004 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.530721 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0678954 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0798414 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.708743 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.0976916 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.481147 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.550143 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-1.67684 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.656854 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.699809 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.87665 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.533443 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.77499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.0430492 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.871007 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-1.05878 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-1.74773 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.706474 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-1.03429 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-1.56318 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.697866 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-1.60159 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-1.0613 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.444579 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.698594 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.736189 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.461559 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.2518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,1),-0.718907 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.960643 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.632916 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-1.32213 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-1.32892 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.662192 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.980356 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.984217 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.528518 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-1.36583 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.676272 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.494473 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.328466 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.740959 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.455737 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.270587 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.28461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,8),-1.25901 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-1.78708 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.708925 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-1.06511 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.564549 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.765575 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.573739 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.288972 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.631411 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.60851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,1),-0.719878 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.959821 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.635495 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-1.32131 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.664638 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.981854 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.983325 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.528897 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.678122 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.494021 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.591372 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.316884 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.892552 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.274831 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.28413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.896116 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.467249 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.31607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,16),-1.59391 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.31174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,1),-0.77484 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.355132 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-1.13469 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.625167 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-1.13733 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.552643 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.720933 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.760401 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.789145 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.603418 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.775668 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.571957 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.625001 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.661411 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.853332 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.51888 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.606371 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.663254 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.96556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,1),-0.908996 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.815032 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.76961 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.801722 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.945513 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.730696 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.552244 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.01918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
