# _root_ Světová návrhářská smetánka se totiž rozhodla všem , které jsou nevšímavé vůči kouzlu negližé , vyhlásit nelítostný boj a ve svých kolekcích povýšit prádlo do řad oficiálního svrchního ošacení .
#goldHeads=3,3,6,6,6,0,16,10,10,7,10,11,12,13,10,19,18,16,6,23,22,20,19,23,23,25,29,29,26,0,
#predictedHeads=3,3,6,6,6,0,6,10,10,7,10,11,12,13,10,19,18,16,10,23,22,20,19,23,24,25,29,29,26,0,
(19,15),(15,9),-0.167986 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.287144 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.318643 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.333305 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),0.0631194 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.234337 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.108207 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.538349 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.433673 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.59695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.29024 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.487057 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.07521 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.138269 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),0.123981 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.0477657 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.0813382 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.368733 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.0915216 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.175539 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.119063 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.144386 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.170167 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.127289 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.158045 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.0684333 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.749857 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.64004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.559805 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.884596 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.66581 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.829379 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-1.30944 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-1.07968 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-0.854995 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.659929 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.149259 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.14948 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),0.172384 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.125072 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.0937229 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.221454 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.82302 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.440339 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.0838572 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.199818 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.255375 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.00314468 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.01878 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.297262 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.681465 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0193721 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.076752 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),0.174405 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.294673 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.0335215 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-1.07845 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-1.01434 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.727643 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-0.743585 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-1.15154 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-1.2569 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.839267 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-1.13672 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.516955 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.7303 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-1.00799 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.358783 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.845494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.775128 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.246776 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.19047 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.00536426 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.0647377 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.096228 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.0721072 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),0.163172 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.67141 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.0093172 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),0.313237 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.299733 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.0683669 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.0338537 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.00957459 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),0.147843 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.266312 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.0522493 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.147528 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),0.168563 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.39805 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.117097 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.0338964 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.00961727 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),0.135206 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.313015 # DEPENDENCYPART_GRANDPAR
(19,27),(27,20),0.761707 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.140074 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.20643 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.0709708 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.0537044 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.149539 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),0.149943 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),0.417157 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.117659 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),0.134128 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),0.0550759 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),0.0796295 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.309606 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-2.07531 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-2.15742 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.680822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.65358 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.545233 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.76319 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.18379 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.171785 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.680822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),1.65358 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),2.08769 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.179371 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.811886 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.171789 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.311918 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-1.11635 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.251436 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),0.161164 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.182158 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.322287 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-1.15675 # DEPENDENCYPART_GRANDPAR
(20,26),(26,30),-0.356323 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.587234 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.333246 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.975668 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-1.37248 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-1.23335 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-1.21469 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.172469 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-2.54639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.703747 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.208579 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.73197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,24),-1.57493 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.6315 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-2.72028 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-2.31485 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-1.93761 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-1.32 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-1.89913 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-1.28876 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-2.17056 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-2.03144 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.60663 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.37592 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-2.10281 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.67583 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.676581 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.25606 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.40779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.0493346 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.20246 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.00142629 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.535365 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.744948 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),0.144926 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.13757 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.570582 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.06914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,25),-0.0275142 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.555116 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.581725 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.791146 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.419231 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.137563 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.177921 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.612998 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.0578229 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-1.15253 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-1.38867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,24),-0.233264 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.165025 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.288999 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.956251 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),0.11012 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.174473 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.451787 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.11305 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.737707 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.181978 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.286945 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),-0.388136 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.400935 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.680754 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.551416 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.252056 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.65987 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),-0.470429 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.408416 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-0.900831 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.741014 # DEPENDENCYPART_GRANDPAR
(23,6),(6,12),-0.384793 # DEPENDENCYPART_GRANDPAR
(23,6),(6,13),-0.380373 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),-1.01777 # DEPENDENCYPART_GRANDPAR
(23,6),(6,15),-0.163011 # DEPENDENCYPART_GRANDPAR
(23,6),(6,16),-0.816864 # DEPENDENCYPART_GRANDPAR
(23,6),(6,18),-0.399149 # DEPENDENCYPART_GRANDPAR
(23,6),(6,19),-0.116393 # DEPENDENCYPART_GRANDPAR
(23,6),(6,22),-0.129225 # DEPENDENCYPART_GRANDPAR
(23,6),(6,23),-1.8769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,6),(6,25),-0.288668 # DEPENDENCYPART_GRANDPAR
(23,6),(6,29),-0.656005 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.521788 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.36704 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-1.3304 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.645292 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-1.05862 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.739077 # DEPENDENCYPART_GRANDPAR
(23,8),(8,16),-0.921137 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.660218 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.551421 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.483021 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-0.39022 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.670039 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-0.655795 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.352619 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.708755 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.910206 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.683509 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.718889 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-1.04153 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.631922 # DEPENDENCYPART_GRANDPAR
(23,10),(10,12),-0.431024 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.386001 # DEPENDENCYPART_GRANDPAR
(23,10),(10,14),-1.0234 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-0.0810016 # DEPENDENCYPART_GRANDPAR
(23,10),(10,16),-0.817879 # DEPENDENCYPART_GRANDPAR
(23,10),(10,17),-0.551903 # DEPENDENCYPART_GRANDPAR
(23,10),(10,18),-0.404777 # DEPENDENCYPART_GRANDPAR
(23,10),(10,19),-0.0621724 # DEPENDENCYPART_GRANDPAR
(23,10),(10,20),-0.118196 # DEPENDENCYPART_GRANDPAR
(23,10),(10,22),-0.134853 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-1.94501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,24),0.356487 # DEPENDENCYPART_GRANDPAR
(23,10),(10,25),-0.376197 # DEPENDENCYPART_GRANDPAR
(23,10),(10,27),-0.826524 # DEPENDENCYPART_GRANDPAR
(23,10),(10,29),-0.743294 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.216459 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),0.0729561 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.564444 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),-0.361622 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.213242 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),0.0581937 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.370378 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.746006 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.312706 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.22142 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.579257 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.438097 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.278867 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.13984 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),0.0394958 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),0.150286 # DEPENDENCYPART_GRANDPAR
(23,13),(13,22),0.309291 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.78676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,27),-0.801115 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.370378 # DEPENDENCYPART_GRANDPAR
(23,14),(14,9),-0.746006 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.312706 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.22142 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.0770509 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.438097 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),-0.278867 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.13984 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),0.0394958 # DEPENDENCYPART_GRANDPAR
(23,14),(14,19),0.150286 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.78676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,1),-0.45682 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),-0.521788 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.849394 # DEPENDENCYPART_GRANDPAR
(23,15),(15,6),-1.3304 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.855329 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.966121 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-1.47189 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.599344 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.299076 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.284439 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.921839 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.921137 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.659059 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.307083 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.0275847 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),0.0202198 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-2.1436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,3),-0.566379 # DEPENDENCYPART_GRANDPAR
(23,16),(16,4),-0.272501 # DEPENDENCYPART_GRANDPAR
(23,16),(16,5),-0.657966 # DEPENDENCYPART_GRANDPAR
(23,16),(16,6),-0.899818 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.603145 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.695845 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.957106 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-1.09551 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.548971 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.358632 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.329491 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.966891 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.45044 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.662391 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.394954 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.114033 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.0709027 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),-0.12503 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.87221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),0.455361 # DEPENDENCYPART_GRANDPAR
(23,16),(16,25),-0.272793 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-0.688555 # DEPENDENCYPART_GRANDPAR
(23,16),(16,29),-0.64442 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.332003 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.102762 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.743241 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.0768744 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.714274 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.233884 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.293526 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.307898 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.78725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,1),-0.155087 # DEPENDENCYPART_GRANDPAR
(23,19),(19,2),-0.434449 # DEPENDENCYPART_GRANDPAR
(23,19),(19,3),-0.306652 # DEPENDENCYPART_GRANDPAR
(23,19),(19,4),-0.204631 # DEPENDENCYPART_GRANDPAR
(23,19),(19,5),-0.52858 # DEPENDENCYPART_GRANDPAR
(23,19),(19,6),-0.86881 # DEPENDENCYPART_GRANDPAR
(23,19),(19,8),-0.691018 # DEPENDENCYPART_GRANDPAR
(23,19),(19,9),-0.691316 # DEPENDENCYPART_GRANDPAR
(23,19),(19,10),-1.14721 # DEPENDENCYPART_GRANDPAR
(23,19),(19,11),-0.296753 # DEPENDENCYPART_GRANDPAR
(23,19),(19,12),-0.217045 # DEPENDENCYPART_GRANDPAR
(23,19),(19,13),-0.0651847 # DEPENDENCYPART_GRANDPAR
(23,19),(19,14),-0.702585 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.445612 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.97444 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.216735 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.0641017 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),0.16881 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.00817002 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-2.36555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),0.00863154 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.581556 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),-1.13528 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-1.2096 # DEPENDENCYPART_GRANDPAR
(23,19),(19,29),-1.09115 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0299187 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.354102 # DEPENDENCYPART_GRANDPAR
(23,20),(20,24),0.256987 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.886928 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.232688 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.103508 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.0415854 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.395908 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.78676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.699247 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.0648053 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.801115 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.116599 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.484026 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.192492 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.0173665 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.0689822 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.176818 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.42621 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.0388451 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),1.20917 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.157327 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.0665989 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),0.209037 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),1.20281 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.325181 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.172423 # DEPENDENCYPART_GRANDPAR
