# _root_ Situace na jazzové scéně , byť se v létě konal první ročník nového Agharta Jazz Festivalu , je téměř horší než za socialismu .
#goldHeads=18,1,4,2,6,18,10,10,8,6,12,10,16,16,16,12,6,0,20,18,20,21,22,0,
#predictedHeads=18,1,4,2,6,18,10,10,8,6,12,10,15,15,12,15,6,0,20,18,20,21,22,0,
(16,21),(21,23),-0.473935 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.548888 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.38591 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.223606 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.304245 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.324984 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.21145 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),0.0420465 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.314252 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.43006 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.311605 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.355276 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.408879 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.434929 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.633294 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.37435 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.570348 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.48274 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.287206 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.10208 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.341179 # DEPENDENCYPART_GRANDPAR
(17,5),(5,18),-0.694727 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.309174 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.579909 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.231568 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.438627 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.448613 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.146189 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.441434 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),0.0615378 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.2892 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.93 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.648404 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.525852 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.230794 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.169678 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.0618398 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.398026 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.337059 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.224226 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.0320903 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.137415 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.114877 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.224034 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.0304066 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-1.12813 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.141173 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.47284 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.28284 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.432536 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.233239 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.133232 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.0515663 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.245519 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.0568903 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.152418 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.309534 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.134022 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0694783 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0375225 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.99934 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.705308 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.761588 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.997668 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-1.20046 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-1.33745 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.483486 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.2169 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0192149 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.308963 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.0719075 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.151007 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.217008 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0513606 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.0210812 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.00629697 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.12949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.747214 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.686168 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-1.12813 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.982549 # DEPENDENCYPART_GRANDPAR
(17,12),(12,22),-1.09216 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),-1.38724 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.444567 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.639504 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.423611 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.146153 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.182259 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.394289 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0288326 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.0795261 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0456743 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.93277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.588039 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.638441 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.692319 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.960122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.521257 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0792037 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0453519 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.692307 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.168887 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.15905 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.286211 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0800256 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.00277258 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.12949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.747214 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.686168 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.12813 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.982549 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-1.09215 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-1.38724 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.168892 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.152184 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.286268 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.080082 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0675294 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.12949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.747214 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.686169 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.12813 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.982549 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.26227 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.41568 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.37751 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.996158 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.17072 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.885004 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.01348 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.34113 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.839739 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.18769 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.06157 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.888715 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.106 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.06975 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.32542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0952907 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0118991 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.289461 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.314383 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.301162 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.183692 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.785243 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.388882 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.298399 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.561167 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.616262 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.990886 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.681783 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.955269 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.782415 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.858011 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.821767 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.23437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),0.0982542 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.293275 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.465567 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.612664 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.28141 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.736781 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.90268 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.866437 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.987197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.195719 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.18816 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.434266 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.370211 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.404258 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.172767 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.424092 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.28526 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.0744975 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.425252 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.00129458 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.362344 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),0.410325 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),1.09134 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.568189 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.552253 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.079225 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.419126 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),0.363562 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.608343 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.207132 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.477328 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.365505 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),0.40447 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),1.08776 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.463848 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.349328 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.781731 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.229658 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),0.405929 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.0352097 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),0.516364 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),0.0945367 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-2.43301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,1),0.414945 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.271274 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.566761 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.271497 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.442517 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),0.0467847 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.47714 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),0.743935 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.0595289 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.738653 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-2.44568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,5),-0.379797 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.0629657 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.419113 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),0.50775 # DEPENDENCYPART_GRANDPAR
(18,8),(8,13),-0.0491767 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),0.286961 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.36955 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.137896 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),0.333176 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),0.422728 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.00472245 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.355493 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),0.492219 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),0.232525 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.312668 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.469079 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.451668 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.228512 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.199786 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.0796403 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.440476 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.0851303 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.0336468 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.592843 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.741719 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.105047 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.234578 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.544487 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-2.10916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.252104 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),0.626131 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.426864 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.646365 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.174802 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),0.398835 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),0.170462 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.0082182 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.786026 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.347596 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.016048 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.14507 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.358198 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.224728 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.418912 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-2.16596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.160733 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),0.49222 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.238129 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.245619 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.471211 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),0.459981 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.318643 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),0.213588 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.0848074 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),0.551642 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.188382 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.421976 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.0350131 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.16268 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.164568 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.98563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),0.0639541 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),0.0925963 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.176059 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.304713 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0331401 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.160807 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),0.0926079 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.315156 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),0.363188 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0769039 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.218348 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.222431 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.397174 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.16596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.160726 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),0.492228 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.238122 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.245596 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.471203 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.314907 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.369707 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0772567 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.218701 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.314953 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.396081 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.16596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.160729 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),0.492224 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.238124 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),0.463848 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.349328 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.524822 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),0.138304 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0134769 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.202846 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.0163317 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.191398 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.36846 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.521786 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.139716 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0178479 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.43301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.383101 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),0.343873 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.393711 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.573937 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.322007 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),1.07724 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.348938 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.0441605 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0396944 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),0.104922 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.177224 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.694216 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.844575 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.233317 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.363285 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.199048 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.353249 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.398099 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0605165 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0271566 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.796365 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.485704 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.712782 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.84275 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.588543 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0295283 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.759571 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.0896968 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.100228 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.744205 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.036595 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.695897 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.182985 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.269007 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),1.43321 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0902661 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.2087 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.585477 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.263474 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.350478 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.31071 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.177743 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0941686 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.285682 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0201051 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.59425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.365936 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.434593 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.969363 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.528009 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.855772 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.733356 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.526786 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.43441 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.61888 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.19872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0852152 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.238893 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.383807 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.280454 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.774414 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.559196 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.46682 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.614249 # DEPENDENCYPART_GRANDPAR
