# _root_ Za karty bude chybět Novotný a o tom , zda nastoupí Chovanec , rozhodne lékař až po dnešním tréninku .
#goldHeads=4,1,4,6,4,0,14,7,10,8,10,11,10,6,14,19,14,19,17,0,
#predictedHeads=4,1,4,6,4,0,6,7,10,8,10,11,10,0,14,19,14,19,17,0,
(18,16),(16,19),-0.719482 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.667172 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-1.87097 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-1.25403 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.040897 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.460707 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.0712931 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.5229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-1.00243 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-1.38842 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-1.63961 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.973859 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-1.28444 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-1.26674 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.622633 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.212854 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.37828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.904748 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-1.00047 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.100844 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.422005 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.69685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-1.02597 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.950208 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.00130732 # DEPENDENCYPART_GRANDPAR
