# _root_ Kdo má nad žáky dozor , nese odpovědnost i za eventuální zranění žáka nebo za škodu , která by žákovi vznikla .
#goldHeads=2,7,5,3,2,2,0,7,12,14,12,10,12,8,14,15,21,21,21,21,16,0,
#predictedHeads=2,7,2,3,2,2,0,7,12,14,12,10,12,7,14,15,21,21,21,21,16,0,
(14,17),(17,16),0.109819 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.196937 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.0113454 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.150659 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.185039 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.388091 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.359672 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0200626 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.384321 # DEPENDENCYPART_GRANDPAR
(14,21),(21,2),-0.754608 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-0.458415 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.389007 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.708473 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-0.694328 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.486395 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.409855 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.36176 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.58055 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.138509 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.267383 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.963737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),0.616489 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.465188 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.16584 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.206969 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.618256 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0747583 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.55998 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.080469 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.10242 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.60119 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.69356 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.0409109 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.26702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0866426 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.348416 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.111387 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.402764 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.102997 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.262813 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-1.02962 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-1.33284 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.972383 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-2.08871 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.44733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),1.45368 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.153877 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.420707 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.409919 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0903543 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.250082 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-1.63278 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-1.73979 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.631204 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-1.01872 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.967769 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-1.01242 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-1.6392 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.673923 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.357227 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-1.0287 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.440177 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-1.09831 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.146133 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.24172 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.57036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.258829 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-1.26386 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.544242 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.886685 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.362862 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.630592 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.807362 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.560333 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.254916 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.127441 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.46529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,20),-1.15879 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.379787 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.918692 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.354625 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.802224 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.531414 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.259008 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.123338 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.46528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,1),-1.57241 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-1.57615 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.571019 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.892001 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.841047 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.933961 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-1.47476 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.545927 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.426783 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.46581 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.478744 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.157773 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.806675 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.291756 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.53245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.196067 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.273603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.22595 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.530735 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-1.32199 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.65504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.220583 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.34854 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-2.40123 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-2.00528 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-2.2709 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.6383 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.09905 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.31294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,20),-0.0959686 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.162138 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.59238 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.179267 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.4536 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.656451 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.343036 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.315035 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-2.32681 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-1.28017 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-2.06092 # DEPENDENCYPART_GRANDPAR
(16,21),(21,5),-2.00732 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-2.1976 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-1.71259 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.795968 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-1.18859 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-1.69654 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-1.31565 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-1.97293 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.712617 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-1.07308 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.3254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),1.05125 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.870105 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.905635 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0164863 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.355817 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.696518 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.0497843 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.427144 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.471515 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.222235 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.113125 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.283729 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.389433 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.236362 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.356934 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.0686285 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.309605 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.271693 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.177651 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),-0.352041 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-2.35457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,20),-1.25565 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.68717 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.286148 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.654209 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.716048 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.177655 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.64608 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.483126 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.742151 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.618284 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.0189093 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.377777 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.438333 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.439995 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.285972 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.319187 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.16144 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.35102 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.0706017 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.311578 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.202214 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.10273 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.354014 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-2.34647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,20),-1.25593 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.921387 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.303862 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.28277 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.29656 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.273509 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.125076 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.107456 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.31239 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-1.3057 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.921152 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.379872 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.26749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,20),-1.13825 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.300966 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.293565 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0562043 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.314606 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.262999 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.232501 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.47661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.763258 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.947786 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.3057 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.921147 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.14432 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),-0.111175 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.189053 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.543234 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-1.34631 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.961566 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-1.39148 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-1.45315 # DEPENDENCYPART_GRANDPAR
(17,21),(21,7),-0.88389 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-1.24918 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-1.13823 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-1.13754 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-1.12947 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-1.03877 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-1.2777 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.0858 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-1.07883 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.31564 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.69651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.0114137 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.0194032 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.276909 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.518941 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.626478 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.676723 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.694142 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.536824 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.219098 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.614452 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.753845 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.56884 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.634695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.889221 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.194729 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.325501 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.93743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-1.50049 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.74123 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.02351 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-2.08016 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-2.29514 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.69743 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-2.05197 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.861138 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.955437 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-1.8389 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-1.7602 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.55908 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.516647 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.936466 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.57986 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.24244 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.740598 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.666107 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-2.02013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.672026 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.823508 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.582142 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.897476 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-1.57718 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.101814 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-1.22393 # DEPENDENCYPART_GRANDPAR
(21,2),(2,8),-1.11023 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.112535 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),-0.15143 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),-1.03965 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.809977 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),-1.00756 # DEPENDENCYPART_GRANDPAR
(21,2),(2,14),0.0371703 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),-0.168715 # DEPENDENCYPART_GRANDPAR
(21,2),(2,16),-1.007 # DEPENDENCYPART_GRANDPAR
(21,2),(2,17),0.176947 # DEPENDENCYPART_GRANDPAR
(21,2),(2,20),-0.616994 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.418871 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-1.09397 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.366942 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.721891 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.359518 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-1.11066 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.43447 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.603261 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.642127 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),0.118928 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),0.263473 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),0.0907396 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.72487 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.370747 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.553403 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.434454 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.603244 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.642103 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-2.1753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,1),0.805526 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-1.15236 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.508058 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.839007 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-1.50388 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.476953 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),-1.0956 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.111987 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.106691 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-1.05682 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.795084 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),-0.992663 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),0.037047 # DEPENDENCYPART_GRANDPAR
(21,7),(7,15),-0.123976 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),-0.992104 # DEPENDENCYPART_GRANDPAR
(21,7),(7,17),0.0773843 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),-0.6021 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-2.27065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,3),-0.340289 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.547532 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-1.21419 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.91644 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),0.146638 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),0.342964 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),-0.478602 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.322478 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.517651 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),0.325679 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-2.17107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,1),1.06253 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),-0.952996 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.300003 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.460183 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-1.12687 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.404838 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-1.13362 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.65044 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),0.31612 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.861078 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.397944 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.592578 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),0.0670326 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),0.298834 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.577861 # DEPENDENCYPART_GRANDPAR
(21,9),(9,17),-0.0265803 # DEPENDENCYPART_GRANDPAR
(21,9),(9,20),-0.188746 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-2.623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,6),-0.582372 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.763647 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.339508 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.54179 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.387576 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.604318 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),0.0652375 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.586938 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.119869 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.932379 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.185339 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),0.131053 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.589475 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.539973 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),0.0948296 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.250071 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.532917 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.145729 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-2.1753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,8),-0.770541 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.190928 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.59857 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.461585 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0898477 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.24507 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.538408 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),0.884772 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.980872 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.378947 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.535064 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-1.20175 # DEPENDENCYPART_GRANDPAR
