# _root_ zeptali jsme se JÁNA LANGOŠE , bývalého ministra vnitra ČSFR : Jaký je váš názor na policejní zákrok , k němuž došlo minulou středu na fotbalovém stadiónu Slovanu v Bratislavě ?
#goldHeads=0,1,1,5,6,1,8,6,8,8,13,13,1,15,13,15,18,16,22,22,20,18,24,22,22,27,25,27,27,29,0,
#predictedHeads=0,1,1,5,6,1,8,6,8,8,0,13,11,15,13,15,18,16,22,22,20,18,24,22,24,27,25,27,27,29,0,
(19,2),(2,3),-0.288411 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.309204 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.389757 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.170683 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.237582 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.278616 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.418692 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.376192 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.806338 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.376032 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.573595 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.654149 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.631432 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.683462 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.682787 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.784172 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.21727 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.182281 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),-0.248248 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-2.23691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,1),-0.264051 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.693768 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.472883 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.553437 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.383615 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.442455 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.450594 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.58786 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.22052 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.398929 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.203962 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-2.26262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,22),-0.612696 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.187683 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.351014 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.754719 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.152983 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.274571 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.355124 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.356868 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.0996514 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.245453 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.25257 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.385217 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.321201 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.21848 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.048547 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.00202034 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.167131 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.202319 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.173245 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.1685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.933475 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.747128 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-1.0609 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-1.23725 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-1.07667 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-1.31899 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-1.29989 # DEPENDENCYPART_GRANDPAR
(19,13),(13,28),-1.41754 # DEPENDENCYPART_GRANDPAR
(19,13),(13,29),-1.39275 # DEPENDENCYPART_GRANDPAR
(19,13),(13,30),-1.45773 # DEPENDENCYPART_GRANDPAR
(19,13),(13,31),-0.918401 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.222806 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.118584 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0206284 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.24604 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.150415 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.27589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.863867 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.715173 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-1.22275 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.960382 # DEPENDENCYPART_GRANDPAR
(19,15),(15,29),-1.24505 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.203411 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.443999 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.151217 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.07368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,24),-1.05983 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.295358 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.720405 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.228693 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.124472 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0987956 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.123197 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.262142 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.27588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.8663 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.715102 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.22231 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.21709 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.96525 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.724212 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.59686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.240772 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.231357 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.20335 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.271833 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.419744 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.05914 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.46412 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-0.869584 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.31321 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-0.899491 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.28164 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.28753 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.41225 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.857247 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.836756 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.862301 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.05348 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.02087 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.09097 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.849324 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.44967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.0944944 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.202007 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.176652 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.134662 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.4601 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.229057 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.346653 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.301662 # DEPENDENCYPART_GRANDPAR
(19,22),(22,30),-0.386553 # DEPENDENCYPART_GRANDPAR
(19,22),(22,31),-0.341775 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.0360818 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.442495 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.299771 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.504106 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.621757 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.858524 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-1.22291 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.0332024 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.23667 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.14892 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.516916 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.278575 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.396672 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.400899 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.436421 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.16049 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.474231 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.364046 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.47988 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.519152 # DEPENDENCYPART_GRANDPAR
(19,27),(27,20),0.0388491 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.236657 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.0491972 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.488758 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.389597 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.407915 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.429346 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.342462 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),-0.23673 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.169341 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.488831 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.224197 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.40333 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.423827 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.342458 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.290729 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.4345 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.456413 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.589351 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.652153 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.873849 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.113449 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.348821 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.230432 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.56875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.398111 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-1.88279 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.37617 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.555201 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),-0.758229 # DEPENDENCYPART_GRANDPAR
(20,19),(19,2),-0.668182 # DEPENDENCYPART_GRANDPAR
(20,19),(19,6),-0.66131 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.628422 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.688366 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.576472 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.791103 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.395426 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.680071 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.607714 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.92887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.693259 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-2.119 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.85655 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.932497 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-1.51079 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-2.43973 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-0.964763 # DEPENDENCYPART_GRANDPAR
(20,19),(19,31),-1.43328 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.41855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,24),-0.68052 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.41327 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.344196 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-1.27309 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-1.08913 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-1.20989 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.35074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,23),-1.47116 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0876502 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.642724 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.312276 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-1.24161 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.0247525 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-1.19881 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-1.3484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,23),-1.479 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.345759 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-1.08271 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-1.22118 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.0203553 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-1.17837 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.66463 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.431623 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-1.0337 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.904186 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-1.24766 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.386698 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-1.22497 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-1.11561 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.947135 # DEPENDENCYPART_GRANDPAR
(22,1),(1,10),-1.43167 # DEPENDENCYPART_GRANDPAR
(22,1),(1,11),-0.424625 # DEPENDENCYPART_GRANDPAR
(22,1),(1,15),-0.519902 # DEPENDENCYPART_GRANDPAR
(22,1),(1,16),-0.430061 # DEPENDENCYPART_GRANDPAR
(22,1),(1,18),-0.702591 # DEPENDENCYPART_GRANDPAR
(22,1),(1,19),0.023805 # DEPENDENCYPART_GRANDPAR
(22,1),(1,20),0.130352 # DEPENDENCYPART_GRANDPAR
(22,1),(1,24),-0.118169 # DEPENDENCYPART_GRANDPAR
(22,1),(1,25),-0.465883 # DEPENDENCYPART_GRANDPAR
(22,1),(1,29),-0.811005 # DEPENDENCYPART_GRANDPAR
(22,1),(1,31),-1.13879 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.808963 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-1.12019 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.943471 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-1.28694 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.347931 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-1.23152 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-1.15442 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-1.47095 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.239294 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.296528 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.883825 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.8295 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.674462 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.732802 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.683085 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.53125 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-1.01814 # DEPENDENCYPART_GRANDPAR
(22,4),(4,13),-0.0481023 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),-0.189863 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-2.18049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,1),-1.01919 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-1.09086 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-1.13772 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.79928 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-1.14275 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-1.19335 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-1.00707 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.831172 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-1.28004 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.597588 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.609426 # DEPENDENCYPART_GRANDPAR
(22,6),(6,18),-0.590172 # DEPENDENCYPART_GRANDPAR
(22,6),(6,19),0.0321762 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.887515 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.585927 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.929398 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.715501 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.817969 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.536922 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-1.02241 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.790477 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.0535219 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.123965 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),-0.198725 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-2.18067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,4),-0.624321 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.967792 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.812881 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-1.02099 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.78216 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.607837 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.0485849 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.190352 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-2.18049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,1),-0.239331 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.88386 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.621632 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.965102 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.815109 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.804313 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.659472 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.784357 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.607396 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.0481531 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.120106 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-2.18049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,1),-0.788611 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.86291 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.950385 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-1.29386 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-1.12789 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-1.13953 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.99703 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-1.48612 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.632882 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.470128 # DEPENDENCYPART_GRANDPAR
(22,11),(11,18),-0.636513 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.306147 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-2.34918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,15),-0.377384 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.592186 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.608188 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-1.04935 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.870276 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-1.21375 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.648983 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.958697 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-1.06036 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.917156 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-1.4061 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.793122 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.831625 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-1.11747 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.51337 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.465635 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.686629 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.694677 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.208788 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),0.108477 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-2.43674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.413213 # DEPENDENCYPART_GRANDPAR
(22,13),(13,24),-0.353637 # DEPENDENCYPART_GRANDPAR
(22,13),(13,25),-0.656252 # DEPENDENCYPART_GRANDPAR
(22,13),(13,26),-2.70656 # DEPENDENCYPART_GRANDPAR
(22,13),(13,27),-0.932767 # DEPENDENCYPART_GRANDPAR
(22,13),(13,28),-1.32456 # DEPENDENCYPART_GRANDPAR
(22,13),(13,29),-0.983479 # DEPENDENCYPART_GRANDPAR
(22,13),(13,30),-1.4256 # DEPENDENCYPART_GRANDPAR
(22,13),(13,31),-1.2954 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.532255 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-1.03587 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.216995 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.390948 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.317601 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.295353 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.418435 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-2.17898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.347828 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-0.257761 # DEPENDENCYPART_GRANDPAR
(22,15),(15,29),-0.528099 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.180058 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.398049 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.218441 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.22609 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-0.341683 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-1.16991 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.291041 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.591639 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-1.09525 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.250743 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.309279 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.447001 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.26413 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.442386 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-2.18049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.348516 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),0.131752 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.269074 # DEPENDENCYPART_GRANDPAR
(22,19),(19,1),-1.01919 # DEPENDENCYPART_GRANDPAR
(22,19),(19,2),-1.09086 # DEPENDENCYPART_GRANDPAR
