# _root_ Ať už podnět ke změnám přišel zvenčí nebo ne , určitě vzbuzuje naději , že povede ke zchlazení výbušné atmosféry v zemi .
#goldHeads=8,1,6,3,4,1,6,10,8,0,12,10,12,15,13,15,16,17,20,18,20,21,0,
#predictedHeads=6,3,6,3,4,0,8,6,8,12,12,8,12,15,13,15,16,17,20,18,20,21,0,
(12,10),(10,3),-0.055933 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.00807914 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.420112 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.48153 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0460996 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0886177 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.136634 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.146819 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.47828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.332176 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.762683 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.443709 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.24817 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-2.19027 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.08797 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.167053 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.0388563 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.103042 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.114254 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0052876 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.278129 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.114298 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-2.1289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.267961 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.538677 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.0978341 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.898792 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.0931245 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.0283204 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0130872 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.321999 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.133316 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.219181 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.517019 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-1.28183 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.756911 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.403031 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.478705 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.311772 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.6858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.512742 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.0634477 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.956231 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.263355 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.876071 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.600019 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.32029 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.72857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.247935 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.419165 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.131949 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.328639 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.867476 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-1.43396 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-1.01423 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.535769 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.464659 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.230927 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.24661 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.139942 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.58438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.449902 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.328736 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.359561 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.315889 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.766951 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-1.51935 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.912847 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.575956 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.787955 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.542886 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.423598 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-1.19205 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.570149 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.42069 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.128574 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-1.27619 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.658294 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.387797 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.525795 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.527086 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.252797 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.760891 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.839105 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.583903 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.70515 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.128783 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.392905 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-1.20622 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.384438 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.524096 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.525374 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.2088 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.354152 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.274858 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.440823 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-1.18074 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.151234 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.148848 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.0570356 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.271469 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.655219 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.134691 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.275607 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.22897 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.409442 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-1.87021 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.318338 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.00600975 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0107453 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.240375 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.616476 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.12589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.161584 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.162706 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.31094 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-2.6257 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.421109 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.16373 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.661682 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.56473 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.08195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.180724 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.164368 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.163983 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-2.72588 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-1.17127 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.662731 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.66478 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.4705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.12691 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.573696 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.14068 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.802724 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0108304 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.132251 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.337371 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.314066 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.643496 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-1.05611 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.67134 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.49162 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.09565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),1.0008 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.320117 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.108851 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.383793 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.143211 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.287736 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.239654 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.465923 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.374429 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.418662 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.175794 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.251839 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.4832 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),0.115873 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.192615 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.282729 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.410133 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-1.04221 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.34232 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.0242626 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.679003 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.253914 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.143438 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.502463 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.0864506 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.503307 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.248103 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.646047 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.41818 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.36616 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.197726 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.373977 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.182574 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),-0.117291 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),-0.0859215 # DEPENDENCYPART_GRANDPAR
(14,6),(6,13),-0.0948336 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-2.14843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,15),-0.721163 # DEPENDENCYPART_GRANDPAR
(14,6),(6,16),-0.906571 # DEPENDENCYPART_GRANDPAR
(14,6),(6,20),-1.34846 # DEPENDENCYPART_GRANDPAR
(14,6),(6,21),-1.41314 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.458621 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.348551 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.245118 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.202351 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.16011 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.164983 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.06547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,16),-0.70672 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.28842 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.625687 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.50714 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.859823 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.676223 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.365637 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.494701 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.380238 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.373491 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.36537 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.244225 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.457825 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.23908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.602318 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.862196 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-1.2057 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-1.25896 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.640059 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.961905 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.421389 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.552672 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.426973 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.403969 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.417306 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.197018 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.364568 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.0899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.454045 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.72349 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.0675455 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.478386 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.218851 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.679815 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.388929 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.293976 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.307456 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.177942 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.246819 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.334528 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.00579042 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0917906 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.1479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.721162 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.906076 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.14756 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-1.39561 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.22852 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-1.34808 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-1.41242 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.313896 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.167593 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.27805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.69511 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.905785 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.07284 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.44895 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.36128 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.994133 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.814908 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.597746 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.901478 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.930847 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.36633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0326714 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.411852 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.629827 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.405361 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.583876 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.55702 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.504267 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.887427 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.867341 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.75091 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.951255 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.05626 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.50492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.127507 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.267175 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.385284 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.34838 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.33812 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.386412 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.475184 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.543584 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.409174 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.351869 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.362672 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.491435 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.430828 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.696331 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.305565 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.369169 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.677704 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.497939 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.319083 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.614876 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.591268 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.482304 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.231847 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.399211 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.576836 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.14961 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),0.352949 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.271135 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-0.770412 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.659607 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.795556 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.75115 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.693773 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-1.12138 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.658146 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.528508 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.516988 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.357422 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.848033 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.412614 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.862666 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.494193 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.41483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),0.151164 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.790102 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.961142 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.859376 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.815415 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.671218 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.63726 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.676833 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.490758 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.767334 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.214845 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.58745 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.445875 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.24853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),0.291929 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.438087 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.705225 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.308577 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.419688 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.680715 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.518228 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.382141 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.415088 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.207299 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.573258 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.427133 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.337311 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.594611 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.14957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),0.353564 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.375358 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.339561 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.501907 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.270463 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.769035 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.549957 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.780605 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.507157 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.39526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.215987 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.512604 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.70633 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.847202 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.658146 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.357422 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.762238 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.590724 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.341837 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.696463 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.41483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.151164 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.620968 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.955637 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.630273 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.867164 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.795106 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.833988 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.615841 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.666235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.412305 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.247387 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.0401801 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.316606 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0655201 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.0930019 # DEPENDENCYPART_GRANDPAR
