# _root_ Předseda Halík považuje Wintrovo jednání za jistou odplatu Spartě z doby , kdy byl požádán , aby projednal odstupné za sparťanského hráče Františka Kučeru v Chicagu .
#goldHeads=2,3,0,5,3,3,8,6,8,8,10,15,15,15,11,17,15,17,18,19,22,24,24,20,24,25,0,
#predictedHeads=2,3,0,5,3,3,8,6,8,8,10,15,15,15,11,17,15,17,18,18,22,24,24,20,24,25,0,
(17,14),(14,12),-0.634826 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.499293 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.39793 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.401544 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.09056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),0.258464 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.125921 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.501852 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.718308 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.544357 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),0.0927064 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.55641 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.648193 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.04878 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.42004 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.17788 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-1.22311 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.00515 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.880243 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.01479 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.561399 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.639068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.440236 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.285489 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0183763 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.176238 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.0719252 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.149916 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.191163 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.130885 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0505407 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.128025 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.189243 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.272707 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.196015 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.127147 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.781257 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.422476 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0927598 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.117944 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.206706 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.127839 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.121205 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0681854 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.154576 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.0767036 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.0107786 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.47264 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0428223 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0895221 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.271674 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.194982 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.154674 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.475826 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.469199 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0895194 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.141397 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.194716 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.132456 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.475559 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.405469 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.473086 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.0432302 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.0895055 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.145284 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.0660403 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.132442 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.471296 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.405437 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.101782 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.186369 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.323284 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.337281 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.454832 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.165501 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.872322 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.101872 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.479297 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.369968 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.366878 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.28546 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.101557 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.163171 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.866092 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.122203 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.47459 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.393431 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.871419 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.577456 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.761305 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.887606 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.822161 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-1.33201 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.54389 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-1.37183 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.340262 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.368494 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.437783 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.332364 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.0256861 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.0748526 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.96786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,20),-0.203032 # DEPENDENCYPART_GRANDPAR
(18,3),(3,25),-0.737765 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.108565 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.607226 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.4845 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.945009 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.441479 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.350842 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.379611 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.896031 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.245973 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),0.0677626 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),0.237227 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.749918 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.6913 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.542799 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-1.22247 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.854339 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.201974 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0518031 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.88514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,1),-0.520234 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.998222 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.944547 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.694131 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.830184 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.909262 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-1.41878 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.634841 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-1.42958 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.698956 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.600538 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.386878 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.00588289 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.120121 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.01147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),0.180726 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.258682 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.377103 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.855092 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.874738 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.549022 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.698174 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.690013 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.766132 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-1.27565 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.496114 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-1.28645 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.622104 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.534253 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.579762 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.0286082 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0671285 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.96774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),0.282458 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.199363 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.267565 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.667895 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.562882 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.735715 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-1.30147 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.910482 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.23254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.173232 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.372929 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-1.2101 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.633168 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.338168 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.248374 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.318592 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.32049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.0269682 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.397563 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.22359 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.576775 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.977489 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.872473 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.85504 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.183449 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.29777 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.344263 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0588024 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.0502979 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.120604 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.00434 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),1.03843 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0627143 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.393253 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.00352123 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.103042 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.154662 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.17864 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.222895 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.117544 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.322779 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),1.04515 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.322292 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.205171 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0507483 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.058352 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.154179 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.343252 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),1.03659 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.212029 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.476719 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.050878 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.131934 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.350726 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.409005 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),1.04058 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.31768 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.211956 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.480706 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0863068 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.13187 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.346397 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.408933 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.272635 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.37864 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.106504 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.321287 # DEPENDENCYPART_GRANDPAR
(18,26),(26,19),1.04058 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.480703 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.0863036 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),0.189264 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.00348477 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.408933 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.44441 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.22691 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.191033 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0722493 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.137651 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.189442 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.551976 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.103433 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.156964 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.210522 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.19339 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.955011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.659526 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.195201 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.697308 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.745193 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0897131 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-1.06105 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.964563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,21),-0.195593 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0599712 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.75817 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.0765475 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-1.07402 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.325135 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.952784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.661719 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.191451 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0481926 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0718789 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.0722179 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-1.06122 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.320755 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.327338 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.390102 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.435219 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.485503 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.776568 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.889877 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.74055 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.829969 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.03106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,20),-1.6667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.125201 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),0.464161 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.0109583 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.286348 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.260106 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.48993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),1.15948 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.682781 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.410853 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.042234 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.53931 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.47952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.601175 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.587925 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.323092 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.204042 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.567352 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-1.53887 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.599496 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),1.56654 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.317208 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.229946 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.573235 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.549133 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-1.53887 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.47998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.599548 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),1.5705 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),1.10352 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.230238 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.568691 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.548822 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.673002 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.385991 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.33213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-1.50646 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-1.72545 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-1.82394 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.35024 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.626846 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.58285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.896886 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.991696 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.261297 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.77638 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-1.35023 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.58325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.412786 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.996689 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.244369 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.781373 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.306929 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.35023 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.626846 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.58324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.408907 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.621644 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.244355 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.77711 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.306897 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.654753 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.753242 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.542493 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.272677 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.265555 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.0644462 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-2.50928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-1.0921 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-1.33503 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.360071 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-1.03838 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.147652 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.371997 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.69904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-1.28186 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-1.52479 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.341585 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.47255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-1.05537 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-1.2983 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.302517 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.5415 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.956044 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.05228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.482183 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.145478 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.191057 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.211686 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.54138 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.1154 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.955922 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.0405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.397749 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.149808 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.178253 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.207306 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.137776 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.111488 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.404293 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.39388 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-1.54138 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-1.04055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.397702 # DEPENDENCYPART_GRANDPAR
