# _root_ Namísto prezidenta Borise Jelcina , jehož účast na slavnostním uvítání vojáků se původně očekávala , z tribuny k vojákům promluvil ruský premiér Viktor Černomyrdin .
#goldHeads=20,4,4,1,14,7,14,7,10,8,10,14,14,4,14,20,16,20,18,0,22,24,24,20,0,
#predictedHeads=14,4,4,1,14,7,14,7,10,8,10,14,14,15,0,20,16,17,18,15,22,24,24,20,0,
(17,19),(19,23),-1.09454 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.825946 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.23414 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-2.168 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-2.79411 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-2.81825 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.93334 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.966536 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-2.51295 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-1.29651 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-2.09278 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-2.21635 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.676801 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.796188 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-2.26934 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.28696 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-1.04411 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.02809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.0503986 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0693611 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.767145 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0606952 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.528595 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.259207 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.417086 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.241981 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0995325 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.565881 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.293903 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.971845 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.693073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.353725 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.758387 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-1.09831 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.829719 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.389941 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.361228 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.756571 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0286694 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.828017 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.386901 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.687029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.361163 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.266725 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.756636 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.0212648 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.489196 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.386213 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.47889 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-1.07145 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-1.04903 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-1.03351 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.779542 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-1.12271 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.55427 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.967862 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.932799 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.901254 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.67491 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.667832 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.777596 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.457532 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.873682 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.70644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.829062 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-2.2663 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-1.9756 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-2.21159 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-2.20953 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-1.24537 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.767247 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.817393 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),0.342606 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-2.14879 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-1.7303 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.501413 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.59506 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.124107 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.34633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.577082 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.533931 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-2.03012 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.49667 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.73182 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.72976 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.462626 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.68642 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.123984 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-1.16503 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.740362 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.976107 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.977428 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.19612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,22),-0.809705 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-1.04495 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-1.04289 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.463544 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.68908 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.13446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,21),-1.63429 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.980122 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.981443 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.457233 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.12578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,21),-1.63126 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.327153 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.979537 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.455465 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-1.68642 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-1.12578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),1.7454 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-1.63126 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.319501 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.563949 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.455465 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.949401 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.285138 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-3.50251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-1.87608 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-1.86227 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.535835 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.875917 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.381202 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.202322 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-3.29195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-1.25146 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.83353 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.65256 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-1.91788 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-1.84503 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.17137 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.78209 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-2.09561 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-2.28268 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-2.18165 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.43421 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-2.13906 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.33451 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.79877 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.95198 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.939782 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.937529 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.94902 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.63212 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.09263 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.38514 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.08647 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-2.14943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.822177 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.217121 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.48223 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.411967 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.671409 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.05902 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.252884 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.516441 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.44359 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.02037 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.45664 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.05904 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.811385 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-1.04887 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.979405 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.64221 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-1.05609 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.80957 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.182414 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.977704 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.63917 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-1.45226 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-1.05577 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-1.81236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,21),-0.809635 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.175009 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.44015 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.638482 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.0592583 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.026892 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.636765 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.114386 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.154332 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.0837909 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.681191 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.241791 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),0.517558 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.122724 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.757489 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),0.507219 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.9069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,1),-0.138637 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.274715 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.683832 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.238183 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),0.514917 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.119893 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.747544 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.0911118 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),0.509707 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.90671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,1),-0.136463 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.270528 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.218496 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.238262 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),0.515446 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.119973 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.746102 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.0519777 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),-0.207672 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),0.50963 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.90672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,1),-0.19675 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.447462 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.435542 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-1.04438 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),0.189202 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.27964 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-1.26702 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.29585 # DEPENDENCYPART_GRANDPAR
(20,5),(5,13),-0.268955 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.133168 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),0.304432 # DEPENDENCYPART_GRANDPAR
(20,5),(5,20),-2.26355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,7),0.237783 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.227465 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.372787 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.116241 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.30739 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.254569 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.865797 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.247718 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),0.436209 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.0756188 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),-0.729683 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.0653425 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.0772186 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.198087 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),0.516794 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),0.0895602 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),0.459835 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),0.194676 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.341224 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),0.411786 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.828665 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),0.0827462 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.0625806 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.231973 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.139116 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),0.442895 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.218498 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.832835 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.0883735 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.207626 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.509679 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),0.430707 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),0.165489 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.90671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,2),-0.26623 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.21341 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.824637 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),0.45 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),0.37082 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.819181 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.0776349 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.306181 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.208574 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),0.506593 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.0805998 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.438851 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.287407 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.31707 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.256266 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.427096 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.255435 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0644249 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.240981 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.522873 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.479365 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-1.08618 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.243626 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),0.128116 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),0.0995307 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.30915 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-1.07667 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.346836 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.504114 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.456926 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.212041 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.344682 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.138691 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.151842 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.170954 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.13794 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-2.0003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.0893808 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),0.188972 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.329672 # DEPENDENCYPART_GRANDPAR
(20,14),(14,24),-0.0429429 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.19675 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.447462 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.435542 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-1.04438 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.402956 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),0.147158 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.327307 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-1.12694 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.300542 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.463592 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.554789 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.343747 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.633256 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.13651 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0624616 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.0344471 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-2.26355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.386001 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.265246 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.783999 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.497269 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-1.00728 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.022155 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.195911 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.213052 # DEPENDENCYPART_GRANDPAR
(20,16),(16,21),-0.224834 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.00742642 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.227536 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.0828656 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.340657 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.165636 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.295353 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.90671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.115253 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),0.438995 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.0780763 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),0.208654 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0651155 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.546635 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.250556 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.257301 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.227586 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.00956464 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.528339 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.24161 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.34046 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.148536 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.90671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.115253 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),0.438995 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.0780763 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),0.208654 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.131992 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.635585 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.115883 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.401018 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),0.0763136 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.214345 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.0590799 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.592342 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.295053 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.576694 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.333935 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.0684537 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.601748 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.972615 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.577676 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.334632 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.219632 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.0684537 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.212531 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.601761 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.98029 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.427762 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.342256 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.345713 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.490949 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.112522 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0379277 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.0771587 # DEPENDENCYPART_GRANDPAR
