# _root_ Obávám se , že Ivanu Hlinkovi a Stanislavu Neveselému zbyla už právě jen ta slepá víra v boží zázrak , který se nepochybně sám od sebe nedostaví .
#goldHeads=0,1,4,1,6,7,10,9,7,4,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,19,0,
#predictedHeads=0,1,4,1,6,7,4,7,10,7,10,16,16,16,16,10,16,19,17,27,27,27,27,21,27,25,16,0,
(16,19),(19,13),-0.675336 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.393647 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.747792 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.535559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.380828 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.542084 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.259095 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.0536018 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.272264 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.393564 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.199421 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.542298 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.269113 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.415999 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.118628 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),0.343426 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),0.138357 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.628299 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.305017 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.713652 # DEPENDENCYPART_GRANDPAR
(16,27),(27,1),-1.46863 # DEPENDENCYPART_GRANDPAR
(16,27),(27,2),-1.51416 # DEPENDENCYPART_GRANDPAR
(16,27),(27,3),-1.77587 # DEPENDENCYPART_GRANDPAR
(16,27),(27,5),-2.00719 # DEPENDENCYPART_GRANDPAR
(16,27),(27,6),-2.63698 # DEPENDENCYPART_GRANDPAR
(16,27),(27,7),-0.805833 # DEPENDENCYPART_GRANDPAR
(16,27),(27,8),-1.73422 # DEPENDENCYPART_GRANDPAR
(16,27),(27,10),-2.40264 # DEPENDENCYPART_GRANDPAR
(16,27),(27,11),-0.667147 # DEPENDENCYPART_GRANDPAR
(16,27),(27,12),-0.880095 # DEPENDENCYPART_GRANDPAR
(16,27),(27,13),-0.802702 # DEPENDENCYPART_GRANDPAR
(16,27),(27,14),-0.305268 # DEPENDENCYPART_GRANDPAR
(16,27),(27,15),-0.684097 # DEPENDENCYPART_GRANDPAR
(16,27),(27,16),-0.88085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,27),(27,17),0.584951 # DEPENDENCYPART_GRANDPAR
(16,27),(27,18),-0.746311 # DEPENDENCYPART_GRANDPAR
(16,27),(27,19),0.259779 # DEPENDENCYPART_GRANDPAR
(16,27),(27,20),0.996603 # DEPENDENCYPART_GRANDPAR
(16,27),(27,21),0.961191 # DEPENDENCYPART_GRANDPAR
(16,27),(27,22),0.429179 # DEPENDENCYPART_GRANDPAR
(16,27),(27,23),0.233632 # DEPENDENCYPART_GRANDPAR
(16,27),(27,24),-0.00806072 # DEPENDENCYPART_GRANDPAR
(16,27),(27,25),0.466755 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.105236 # DEPENDENCYPART_GRANDPAR
(16,27),(27,28),-0.558821 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.591289 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.49385 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.281752 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.412406 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.433348 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.17434 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.5118 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.98154 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.554446 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.174305 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.685256 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.432123 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.784513 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.604671 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),0.0117233 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.30915 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.52729 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.85277 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-1.34377 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.639539 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.927245 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.879603 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.506497 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.69787 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.857698 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.722959 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.225134 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.0173927 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.297073 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-1.26464 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.854748 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.725466 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-1.30346 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.0110917 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.500082 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-1.88114 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.0462743 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.459587 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-1.07264 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.378034 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-2.23198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,9),-0.802288 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.514642 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.301599 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-1.43812 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.949102 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.188173 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.859186 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.797932 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.298271 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.278021 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.67748 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-2.15544 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-1.24795 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-1.15499 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-1.73298 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.929608 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.198119 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.532856 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.628221 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-2.14709 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-1.21043 # DEPENDENCYPART_GRANDPAR
(19,13),(13,20),-0.0825805 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-1.42958 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.558975 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-1.73896 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.935583 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.7619 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.255521 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.541996 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.504966 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-2.19211 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-1.20179 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.544304 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.04217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,11),-0.104795 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.424021 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.421067 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.535019 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.380319 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.23198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,9),-0.598341 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.262585 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.498486 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.474374 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.749008 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-1.85682 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.140569 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.276403 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.26867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,23),-0.329461 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.255203 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.465729 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-0.194701 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.516994 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-2.18138 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.86889 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.01568 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-2.94541 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.125333 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.393976 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.0875978 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.335376 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.560127 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.26958 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.612758 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.224222 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.0486946 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.121281 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.0237688 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.459672 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.665988 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.609668 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.891643 # DEPENDENCYPART_GRANDPAR
(19,27),(27,1),-2.10807 # DEPENDENCYPART_GRANDPAR
(19,27),(27,2),-1.53568 # DEPENDENCYPART_GRANDPAR
(19,27),(27,3),-1.76126 # DEPENDENCYPART_GRANDPAR
(19,27),(27,5),-2.06947 # DEPENDENCYPART_GRANDPAR
(19,27),(27,6),-2.64757 # DEPENDENCYPART_GRANDPAR
(19,27),(27,7),-0.742009 # DEPENDENCYPART_GRANDPAR
(19,27),(27,8),-1.84419 # DEPENDENCYPART_GRANDPAR
(19,27),(27,10),-2.87211 # DEPENDENCYPART_GRANDPAR
(19,27),(27,11),-0.60339 # DEPENDENCYPART_GRANDPAR
(19,27),(27,12),-0.888553 # DEPENDENCYPART_GRANDPAR
(19,27),(27,13),-0.840555 # DEPENDENCYPART_GRANDPAR
(19,27),(27,14),-1.20109 # DEPENDENCYPART_GRANDPAR
(19,27),(27,15),-2.76517 # DEPENDENCYPART_GRANDPAR
(19,27),(27,16),-2.16291 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-1.20985 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),-0.665449 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-1.12661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),1.03059 # DEPENDENCYPART_GRANDPAR
(19,27),(27,21),1.03065 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),0.241787 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.0077098 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),0.485597 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.115021 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.397717 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.731373 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.282484 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.461298 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.282725 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.227375 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.369056 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.221408 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.135859 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.378639 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.361955 # DEPENDENCYPART_GRANDPAR
(20,1),(1,12),-0.316263 # DEPENDENCYPART_GRANDPAR
(20,1),(1,13),-0.449812 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),-0.211102 # DEPENDENCYPART_GRANDPAR
(20,1),(1,16),0.0990229 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),-0.135002 # DEPENDENCYPART_GRANDPAR
(20,1),(1,19),-0.113827 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-2.28208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,23),-0.718073 # DEPENDENCYPART_GRANDPAR
(20,1),(1,25),-1.07921 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.486209 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.379212 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.468077 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.587733 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.50168 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.511818 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.22689 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.567907 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.484285 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.625975 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.291036 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.449437 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-2.22966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,27),-0.620254 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.415467 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.156955 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.570165 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.297105 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.165631 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.307321 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.216974 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.0741236 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.267144 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.167229 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.316559 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.450229 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.215464 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.297912 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),0.0931888 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.124075 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.25397 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.119662 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-2.28208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,23),-0.718067 # DEPENDENCYPART_GRANDPAR
(20,10),(10,25),-1.07921 # DEPENDENCYPART_GRANDPAR
(20,10),(10,27),-0.669833 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.0377952 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.602814 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.45974 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.0891572 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.345835 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.102121 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-1.69297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,26),-0.868439 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.397176 # DEPENDENCYPART_GRANDPAR
(20,27),(27,1),-1.1702 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-0.870998 # DEPENDENCYPART_GRANDPAR
(20,27),(27,3),-1.105 # DEPENDENCYPART_GRANDPAR
(20,27),(27,5),-1.19188 # DEPENDENCYPART_GRANDPAR
(20,27),(27,6),-1.33358 # DEPENDENCYPART_GRANDPAR
(20,27),(27,7),-1.13385 # DEPENDENCYPART_GRANDPAR
(20,27),(27,8),-1.10038 # DEPENDENCYPART_GRANDPAR
(20,27),(27,10),-1.21949 # DEPENDENCYPART_GRANDPAR
(20,27),(27,11),-0.799426 # DEPENDENCYPART_GRANDPAR
(20,27),(27,12),-0.811054 # DEPENDENCYPART_GRANDPAR
(20,27),(27,13),-0.975162 # DEPENDENCYPART_GRANDPAR
(20,27),(27,14),-0.88648 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-1.07686 # DEPENDENCYPART_GRANDPAR
(20,27),(27,16),-0.863234 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-1.20174 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-1.03294 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-1.0818 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-1.63763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),0.278591 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),-0.325724 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.0909731 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.313864 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.119422 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.66928 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.327443 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.534095 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-1.108 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),0.0237096 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.562593 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.551049 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.839746 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.389066 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-1.21989 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.088272 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.0885771 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.525494 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.086398 # DEPENDENCYPART_GRANDPAR
(23,21),(21,24),-0.202192 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.36728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.0775896 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.178881 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.489593 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.0209063 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.511662 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.436287 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.75472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.475811 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-1.13289 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),-0.1225 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.617186 # DEPENDENCYPART_GRANDPAR
(24,27),(27,1),-1.19657 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-0.507572 # DEPENDENCYPART_GRANDPAR
(24,27),(27,3),-2.15759 # DEPENDENCYPART_GRANDPAR
(24,27),(27,5),-1.31778 # DEPENDENCYPART_GRANDPAR
(24,27),(27,6),-1.52263 # DEPENDENCYPART_GRANDPAR
(24,27),(27,7),-0.729781 # DEPENDENCYPART_GRANDPAR
(24,27),(27,8),-1.37252 # DEPENDENCYPART_GRANDPAR
(24,27),(27,10),-1.20113 # DEPENDENCYPART_GRANDPAR
(24,27),(27,11),-0.967767 # DEPENDENCYPART_GRANDPAR
(24,27),(27,12),-0.940015 # DEPENDENCYPART_GRANDPAR
(24,27),(27,13),-0.876837 # DEPENDENCYPART_GRANDPAR
(24,27),(27,14),-0.888106 # DEPENDENCYPART_GRANDPAR
(24,27),(27,15),-1.21679 # DEPENDENCYPART_GRANDPAR
(24,27),(27,16),-1.11639 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-0.864672 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-1.2411 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-1.21168 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-1.16135 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.818059 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.664313 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.638478 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-1.16599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.0631391 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.0875502 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.551477 # DEPENDENCYPART_GRANDPAR
(25,20),(20,1),-0.518977 # DEPENDENCYPART_GRANDPAR
(25,20),(20,3),-0.294431 # DEPENDENCYPART_GRANDPAR
(25,20),(20,4),-0.738166 # DEPENDENCYPART_GRANDPAR
(25,20),(20,10),-0.523914 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.30097 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),-0.222102 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.89687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,27),-0.547262 # DEPENDENCYPART_GRANDPAR
(27,1),(1,2),-0.583742 # DEPENDENCYPART_GRANDPAR
(27,1),(1,3),-0.00739444 # DEPENDENCYPART_GRANDPAR
(27,1),(1,4),-0.0351137 # DEPENDENCYPART_GRANDPAR
(27,1),(1,5),-0.367634 # DEPENDENCYPART_GRANDPAR
(27,1),(1,6),-0.423255 # DEPENDENCYPART_GRANDPAR
(27,1),(1,7),-0.0600432 # DEPENDENCYPART_GRANDPAR
(27,1),(1,8),-0.137469 # DEPENDENCYPART_GRANDPAR
(27,1),(1,9),-0.874942 # DEPENDENCYPART_GRANDPAR
(27,1),(1,10),-0.0803381 # DEPENDENCYPART_GRANDPAR
(27,1),(1,12),0.0116396 # DEPENDENCYPART_GRANDPAR
(27,1),(1,13),-0.10467 # DEPENDENCYPART_GRANDPAR
(27,1),(1,14),-0.659211 # DEPENDENCYPART_GRANDPAR
(27,1),(1,16),-0.00907765 # DEPENDENCYPART_GRANDPAR
(27,1),(1,17),-0.337242 # DEPENDENCYPART_GRANDPAR
(27,1),(1,19),-0.279415 # DEPENDENCYPART_GRANDPAR
(27,1),(1,20),0.222104 # DEPENDENCYPART_GRANDPAR
(27,1),(1,23),-0.0598468 # DEPENDENCYPART_GRANDPAR
(27,1),(1,25),0.432076 # DEPENDENCYPART_GRANDPAR
(27,3),(3,1),-0.895221 # DEPENDENCYPART_GRANDPAR
(27,3),(3,2),-0.694173 # DEPENDENCYPART_GRANDPAR
(27,3),(3,4),-0.0675591 # DEPENDENCYPART_GRANDPAR
(27,3),(3,5),-0.27905 # DEPENDENCYPART_GRANDPAR
(27,3),(3,7),0.0297771 # DEPENDENCYPART_GRANDPAR
(27,3),(3,10),-0.165179 # DEPENDENCYPART_GRANDPAR
(27,5),(5,2),-0.408397 # DEPENDENCYPART_GRANDPAR
(27,5),(5,3),-0.292952 # DEPENDENCYPART_GRANDPAR
(27,5),(5,4),-0.098369 # DEPENDENCYPART_GRANDPAR
(27,5),(5,6),0.0113124 # DEPENDENCYPART_GRANDPAR
(27,5),(5,7),0.207621 # DEPENDENCYPART_GRANDPAR
(27,5),(5,8),0.297099 # DEPENDENCYPART_GRANDPAR
(27,5),(5,9),-0.348995 # DEPENDENCYPART_GRANDPAR
(27,5),(5,10),0.477091 # DEPENDENCYPART_GRANDPAR
(27,5),(5,15),0.434056 # DEPENDENCYPART_GRANDPAR
(27,5),(5,17),0.0475546 # DEPENDENCYPART_GRANDPAR
(27,5),(5,27),-2.01564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,6),(6,4),-0.0983638 # DEPENDENCYPART_GRANDPAR
(27,6),(6,5),-0.0690478 # DEPENDENCYPART_GRANDPAR
(27,6),(6,8),0.297187 # DEPENDENCYPART_GRANDPAR
(27,7),(7,1),-0.436705 # DEPENDENCYPART_GRANDPAR
(27,7),(7,2),-0.531764 # DEPENDENCYPART_GRANDPAR
(27,7),(7,3),-0.28136 # DEPENDENCYPART_GRANDPAR
(27,7),(7,4),-0.221635 # DEPENDENCYPART_GRANDPAR
(27,7),(7,5),-0.0581968 # DEPENDENCYPART_GRANDPAR
(27,7),(7,6),-0.111927 # DEPENDENCYPART_GRANDPAR
(27,7),(7,8),-0.0202734 # DEPENDENCYPART_GRANDPAR
(27,7),(7,9),-0.807589 # DEPENDENCYPART_GRANDPAR
(27,7),(7,10),-0.0439043 # DEPENDENCYPART_GRANDPAR
(27,7),(7,11),-0.436221 # DEPENDENCYPART_GRANDPAR
