# _root_ Povstání zkomplikovalo plány nacistů na obranu Karpat , připoutalo nemalé nacistické jednotky na Slovensko , rozrušilo komunikační systém v týlu fronty a vytvořilo nebezpečné ohnisko nepokojů .
#goldHeads=22,22,2,3,3,5,6,22,22,12,12,9,9,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
#predictedHeads=2,8,2,3,3,5,6,22,22,12,12,9,12,13,22,22,18,16,18,19,20,0,22,25,23,25,0,
(18,14),(14,22),-0.316163 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.965697 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.16707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.0980935 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.18053 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.237332 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.368314 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.637415 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),1.01335 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.210741 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.369839 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.250333 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.74014 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.860194 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.41353 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-1.74478 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.637418 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.727374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),1.01087 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.25904 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.244008 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.844118 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.397454 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-2.82217 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-3.27901 # DEPENDENCYPART_GRANDPAR
(18,22),(22,3),-1.62235 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-2.16604 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-1.47388 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.90873 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-2.55256 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-1.96956 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-3.1045 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-2.6771 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-1.55289 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-1.30164 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-1.93052 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.70215 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-2.97222 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.811853 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.26705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.642213 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.287677 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.170002 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.265346 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.392823 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.509761 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.0631145 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.538332 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-2.56885 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-3.02343 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-1.29991 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-2.71664 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-1.04529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.626799 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.0784771 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0505531 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.660888 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.247626 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.198215 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.334196 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.0823821 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.337162 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.109484 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.686333 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.41353 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.322575 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),0.263021 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),0.388299 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.686333 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.249437 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.325067 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.95403 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.962974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.26074 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.0683192 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.50418 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-1.22991 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-1.17734 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-1.0514 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-2.21933 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.95403 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.95376 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.964902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),1.7055 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.500156 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-1.16887 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-1.04293 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.408483 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.530753 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.39262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,20),-2.66458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.232587 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-2.44947 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.48835 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.56849 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.26295 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.95818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.368935 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.735498 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.341498 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-3.06058 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-3.26547 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-2.14038 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-2.47155 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-1.71689 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-2.43778 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-2.93375 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-2.20946 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-3.19769 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-3.32091 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-2.15409 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-1.61647 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-2.63589 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.878 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-2.9475 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.6636 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-1.75502 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.41189 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.47503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.943679 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.382594 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.976247 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.377752 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),0.0162292 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.652154 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-2.80704 # DEPENDENCYPART_GRANDPAR
(20,23),(23,2),-3.00958 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-1.90088 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-2.69161 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-1.50526 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-1.36149 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.29077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),1.1393 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-1.29125 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.182173 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),0.211003 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.500556 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),1.1582 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.220683 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.173298 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-1.27462 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.357574 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.469658 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.954198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),1.47212 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-1.27462 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.145439 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.47215 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-1.1711 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-1.31722 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.770703 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.593475 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.0767588 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-1.08931 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.615138 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.198224 # DEPENDENCYPART_GRANDPAR
(21,14),(14,22),-0.450147 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-1.45567 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.122521 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.121148 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.130316 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-1.15976 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-1.51365 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.674444 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.109124 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.191258 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-2.27376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.450559 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-1.45592 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-2.3225 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-1.74597 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-1.57051 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0636697 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-2.50877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,17),-0.677808 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.349697 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.27354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.450147 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-1.45567 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-2.32083 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-1.74575 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-1.57029 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-2.57439 # DEPENDENCYPART_GRANDPAR
(21,23),(23,2),-2.51056 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-1.57328 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-2.2098 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-1.22245 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.951888 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-1.22434 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.13324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),-1.3153 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.304916 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.130263 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.640279 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-1.29471 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.704184 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.612653 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-1.29146 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.794077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,24),-1.29471 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.261113 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.615144 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.112165 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),0.1456 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),0.0434824 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.311397 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.537494 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),0.0610333 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.0380105 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.286432 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.13203 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.286875 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-0.311361 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),0.0491137 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.174727 # DEPENDENCYPART_GRANDPAR
(22,2),(2,13),0.0343869 # DEPENDENCYPART_GRANDPAR
(22,2),(2,14),-0.128868 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),-0.206573 # DEPENDENCYPART_GRANDPAR
(22,2),(2,18),0.247286 # DEPENDENCYPART_GRANDPAR
(22,2),(2,19),0.34369 # DEPENDENCYPART_GRANDPAR
(22,2),(2,21),0.0606787 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-1.59585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,25),-0.986263 # DEPENDENCYPART_GRANDPAR
(22,2),(2,26),-1.01162 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.546157 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.389016 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),0.0433997 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.307025 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.0537689 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.20511 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),0.030858 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),0.103859 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),0.0173041 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),0.0137946 # DEPENDENCYPART_GRANDPAR
(22,3),(3,16),0.147732 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.55439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,1),-0.556876 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.397173 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.0724502 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.309251 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.0534155 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.204757 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),0.0308587 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),0.104099 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.108672 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.200356 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-0.351455 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.0848267 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.455763 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.20944 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.126219 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),0.0307923 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),0.102201 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),0.0156461 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.0943386 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),0.0113254 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),0.147666 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.55443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,3),-0.0691864 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.170585 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.455723 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.265963 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.126063 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),0.0308587 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),0.104208 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),0.0176531 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.654396 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.288239 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.169859 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.271725 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.433833 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.3667 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.52048 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.167425 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.0730796 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.548121 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-0.160878 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.0506005 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.156647 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.258316 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.251937 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.404968 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.377761 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),0.02682 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.0435683 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.179759 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),0.0344046 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.1339 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.206563 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),0.165997 # DEPENDENCYPART_GRANDPAR
(22,9),(9,17),-0.127759 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),0.242254 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),0.343718 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),0.151893 # DEPENDENCYPART_GRANDPAR
(22,9),(9,21),0.0556468 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.59585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,23),-0.56234 # DEPENDENCYPART_GRANDPAR
(22,9),(9,25),-0.986262 # DEPENDENCYPART_GRANDPAR
(22,9),(9,26),-1.01161 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.138136 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.417166 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.333864 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),0.0064265 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.0603503 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),0.0111512 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.0386025 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.0170748 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),0.153425 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.0628236 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),0.228996 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.55439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,23),-0.336872 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.24959 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.211983 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),0.0199617 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.396538 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.166946 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.0203899 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.0871667 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.319258 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.147294 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.0301026 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),0.141815 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.0679969 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.307708 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.55439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.336876 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.654396 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.288239 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.169859 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-0.271725 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.3667 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.459283 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.148069 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.335297 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.414436 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.113014 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.360825 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.0505516 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.603534 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.0934205 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.179979 # DEPENDENCYPART_GRANDPAR
(22,15),(15,23),-0.383591 # DEPENDENCYPART_GRANDPAR
(22,16),(16,1),-0.548121 # DEPENDENCYPART_GRANDPAR
(22,16),(16,2),-0.160878 # DEPENDENCYPART_GRANDPAR
(22,16),(16,3),-0.0506005 # DEPENDENCYPART_GRANDPAR
(22,16),(16,4),-0.156647 # DEPENDENCYPART_GRANDPAR
(22,16),(16,5),-0.258316 # DEPENDENCYPART_GRANDPAR
(22,16),(16,6),-0.251937 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.404968 # DEPENDENCYPART_GRANDPAR
(22,16),(16,9),-0.0207081 # DEPENDENCYPART_GRANDPAR
(22,16),(16,10),-0.0658045 # DEPENDENCYPART_GRANDPAR
(22,16),(16,11),-0.125606 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.315278 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),0.0625035 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.263723 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.272972 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.127759 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),0.242254 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.343718 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.151893 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.0556468 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.59585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.56234 # DEPENDENCYPART_GRANDPAR
(22,16),(16,24),-0.811953 # DEPENDENCYPART_GRANDPAR
(22,16),(16,25),-0.986262 # DEPENDENCYPART_GRANDPAR
(22,16),(16,26),-1.01161 # DEPENDENCYPART_GRANDPAR
(22,16),(16,27),-0.989501 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.122559 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.329797 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.0458948 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),0.0537146 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.242989 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.0944165 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.251994 # DEPENDENCYPART_GRANDPAR
