# _root_ Doposud jsme byli zvyklí na to , že školy organizovaly nejrůznější soutěže , zájezdy nebo přehlídky a peníze na ně byly vždy nějakým způsobem zajištěny .
#goldHeads=3,3,0,3,4,5,8,6,10,17,15,15,15,15,10,15,8,25,18,19,25,25,24,25,17,0,
#predictedHeads=3,3,0,3,4,5,8,6,10,8,12,10,15,15,10,15,15,17,25,19,25,25,24,25,17,0,
(17,13),(13,5),-0.301501 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.336579 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.277397 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.199855 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0128091 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.364954 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0843998 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0383092 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.10186 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0181803 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.51672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.365897 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.759215 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.581416 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.54087 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-0.532996 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.101988 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.00752066 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0435161 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.39862 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.237251 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.662532 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.119777 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.0713071 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),0.202771 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.114427 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.355734 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.224718 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.26922 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.260732 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),0.348822 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),0.135095 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.168944 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.0948148 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0871308 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.24336 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.107916 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.36581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.0544195 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.611896 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.536517 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.397256 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.963819 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.488116 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.170487 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0657166 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.237222 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.750022 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.109335 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.047983 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.10526 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.264972 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.00229398 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.742711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.7615 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.511261 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0309203 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.169042 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.01653 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.709338 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.989316 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.99415 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.43307 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.835288 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.71743 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.819626 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.716487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.882265 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.318177 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.185813 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.185336 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.289508 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.19933 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.00617902 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.205104 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.336741 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.383142 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),0.174892 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.260956 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.0741808 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.231006 # DEPENDENCYPART_GRANDPAR
(17,25),(25,2),-1.02621 # DEPENDENCYPART_GRANDPAR
(17,25),(25,3),-0.850055 # DEPENDENCYPART_GRANDPAR
(17,25),(25,5),-1.3677 # DEPENDENCYPART_GRANDPAR
(17,25),(25,9),-0.706985 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-0.864302 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.990968 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.442047 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-0.832935 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-0.725709 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.817273 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.765622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),0.883078 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),0.279574 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.411516 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),0.140331 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.11021 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.00813708 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.285505 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-1.55202 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-1.09157 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.8636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,16),-2.53162 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.47279 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.536053 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.408171 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.240946 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.5414 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-2.38952 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-2.84758 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-2.47463 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-2.191 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-2.37669 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-1.59324 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-2.26318 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.41642 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.71472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.137121 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.339486 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.986178 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.373183 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.313572 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.205578 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.147778 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-1.21231 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.709194 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.297083 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.506024 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.458233 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.940684 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-2.09504 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-2.97265 # DEPENDENCYPART_GRANDPAR
(18,25),(25,5),-2.03899 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-2.37362 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-2.65668 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-2.45831 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-2.18932 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-2.36079 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-1.59119 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-2.24728 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-1.41425 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-1.68425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.174236 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.0482133 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.297616 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.923805 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.562312 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.972463 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.974629 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.543348 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.318008 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-1.02224 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.63278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.649795 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.390312 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.52104 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.699035 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.43547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.183003 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.106637 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.52077 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.220152 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-1.38275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,22),-0.302511 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0532203 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.576474 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.533337 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),-0.983822 # DEPENDENCYPART_GRANDPAR
(21,1),(1,5),-0.0390013 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.585185 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.451774 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.464374 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.507501 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.267642 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.830359 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.599938 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.060553 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.492158 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.0704906 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.258494 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),0.0417027 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.212888 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.184809 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-2.45658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,25),-0.981018 # DEPENDENCYPART_GRANDPAR
(21,13),(13,1),-0.394063 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),-1.38864 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-1.33344 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.280453 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.210157 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.650345 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.137785 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-1.51607 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.763838 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.780697 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.581713 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.0300923 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.53059 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),0.0789962 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.385392 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.130949 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-2.79721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.71163 # DEPENDENCYPART_GRANDPAR
(21,13),(13,25),-1.32148 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.506104 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.59051 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0767147 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.209012 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.718684 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.268509 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),-0.177128 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.83844 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.715736 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),-0.745512 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.145587 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.641477 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.154408 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.581155 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),0.119866 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.918185 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.493795 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.476129 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.000399958 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.299032 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.460522 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.0485845 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.471001 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.163459 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-2.89454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.705788 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-1.03263 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-1.4196 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.392721 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.192012 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.719065 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.066969 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.987749 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.836276 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.689473 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-0.64786 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.00571157 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.528581 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),0.0806959 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-1.04177 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.438452 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.48679 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.148296 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.323536 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.204265 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.268736 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.459182 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.226229 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-3.02277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.747538 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-1.14337 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-1.54755 # DEPENDENCYPART_GRANDPAR
(21,17),(17,26),-1.46167 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.344335 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.273237 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-2.4388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.438059 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.439235 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.963236 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.264723 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.661321 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.459758 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.635988 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.920791 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.103246 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.64418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.509025 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.209358 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.435014 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),0.248472 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),-0.218002 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.286717 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),0.0374056 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),-0.282196 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.414195 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-1.43537 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-1.4129 # DEPENDENCYPART_GRANDPAR
(21,25),(25,5),-0.452796 # DEPENDENCYPART_GRANDPAR
(21,25),(25,9),-0.612162 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-1.58692 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-1.24449 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.49042 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-1.02602 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.58323 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.981974 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.493985 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.0283563 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.149794 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.91227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.37805 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.548283 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.315911 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.667357 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.159768 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.00556781 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.0846202 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.67867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-0.58823 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.433751 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.411851 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.427776 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.315568 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.401973 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.484176 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.205449 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.322444 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.0998137 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.160202 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.0577881 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.60759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.0634475 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.343392 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.569132 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.595098 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.18453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.0776327 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.340365 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.36939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.0760587 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.986352 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-0.781736 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-0.491261 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-0.833739 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-0.804474 # DEPENDENCYPART_GRANDPAR
(22,25),(25,12),-0.755112 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-0.790288 # DEPENDENCYPART_GRANDPAR
(22,25),(25,14),-0.91357 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-0.599727 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-0.751387 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.499055 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.57706 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.317991 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.587905 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-1.11858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.283984 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.162967 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.241126 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.166644 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.0105356 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.0529675 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),0.0424582 # DEPENDENCYPART_GRANDPAR
(23,18),(18,24),-0.834885 # DEPENDENCYPART_GRANDPAR
(23,18),(18,25),-0.33499 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.257223 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0470935 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.43457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.801866 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.321208 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.577615 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.305202 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.9585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,16),-0.518833 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-1.04055 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.396152 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.517061 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-2.92695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,19),-0.606034 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-1.58458 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.169136 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-2.60954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.735637 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-1.46409 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.3631 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-2.48801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,2),(2,1),-0.697932 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-1.07347 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.968271 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),-0.348485 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),-0.934371 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),-0.341093 # DEPENDENCYPART_GRANDPAR
