# _root_ Ne tak kvůli ní samé , jako kvůli ekonomické i politické transformaci , jíž je garantem a která tou dobou ještě nebude zcela u konce .
#goldHeads=2,0,0,3,4,7,0,7,10,12,10,8,17,16,17,15,12,22,20,22,22,17,22,22,24,0,
#predictedHeads=2,0,6,3,3,7,0,7,10,12,10,8,17,17,17,15,12,22,20,22,22,17,25,22,24,0,
(19,16),(16,18),-0.967551 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.67094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.643955 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-1.60344 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.921197 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-1.49137 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.728438 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.787271 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-1.1252 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.878752 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-1.08685 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-1.08759 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.011 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.960525 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.873288 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-1.07987 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-1.04017 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.75715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.809639 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.547391 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-1.85962 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.562618 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.651847 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-1.09856 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.16433 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.54931 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.70736 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.4934 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.13982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.080784 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-1.00335 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.112573 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.0413975 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.373283 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.46652 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.18556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0885247 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.136894 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.124147 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.40896 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-1.53369 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-1.51996 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.37357 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-1.67159 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-1.19499 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.26073 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.77583 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.32349 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-1.7519 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.68898 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.93524 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-1.47502 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.51718 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.6803 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.38819 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.44655 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-1.03678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.0383574 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0490896 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.127734 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.129646 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.33072 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.365966 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-1.46627 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.18371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.0830979 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.00425596 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.999276 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.118541 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.401704 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.0478642 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.187408 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.275652 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.380675 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.410725 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.637033 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.887578 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.428845 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-1.16265 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.156799 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.840154 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-1.17149 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-1.27174 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.851554 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.914215 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.812792 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.111728 # DEPENDENCYPART_GRANDPAR
(20,10),(10,21),-0.254409 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.580213 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.585168 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.732281 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-2.34241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,14),-0.0685449 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.396983 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.189384 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.649834 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.56415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),-1.12347 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.33853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,25),-0.926234 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.977561 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.785588 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.00238883 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.34241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.120441 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-1.02303 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.454691 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.43881 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.655126 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.101761 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.59425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.25255 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0111584 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.130556 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.922129 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-1.01901 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-1.51593 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-1.00514 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.404643 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-1.41999 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-1.88117 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-1.12024 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-1.83944 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-2.15919 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-1.74972 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.509306 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-1.63085 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-1.70033 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.696034 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.673304 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.0943528 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.43037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.188028 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0608637 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.175212 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.245508 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.350758 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.655039 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.101675 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.58459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.149946 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.267215 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.0160425 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.123405 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.37968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,23),-0.397613 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.145455 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.450414 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.730828 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.170025 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),0.163069 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.186949 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.341857 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.323295 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.0867308 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.8487 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.0903726 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.353768 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.0744137 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0844855 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.85513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.398709 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.682024 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.799433 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.166882 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.309867 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.410045 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.228894 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.2714 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.7583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.431657 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.634823 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.765463 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.972388 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.583159 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.658914 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.576636 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.34608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.120216 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.409917 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.456302 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.740723 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.336657 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.330826 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.543386 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.638039 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.708788 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.55232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,23),-0.413335 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.374917 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.520227 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.5635 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.0457533 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.611826 # DEPENDENCYPART_GRANDPAR
(22,1),(1,13),-0.498813 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.431979 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),0.0893642 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.675119 # DEPENDENCYPART_GRANDPAR
(22,2),(2,12),-0.583437 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.574639 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.66147 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.317352 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.670754 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.236642 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.31367 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.0386812 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.861001 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),0.0250612 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.510182 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),0.134844 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.721816 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.0560991 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-1.86617 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.0505759 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-1.40709 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),-0.931004 # DEPENDENCYPART_GRANDPAR
(22,7),(7,13),-0.499454 # DEPENDENCYPART_GRANDPAR
(22,7),(7,15),-0.516965 # DEPENDENCYPART_GRANDPAR
(22,7),(7,17),-0.205006 # DEPENDENCYPART_GRANDPAR
(22,7),(7,22),-2.84657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,6),-0.78513 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-1.33576 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.0133879 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.872437 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.31367 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.557741 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),-0.337586 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.0680629 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.769725 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.345332 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.160068 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.000954664 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-1.11113 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.415446 # DEPENDENCYPART_GRANDPAR
(22,10),(10,1),-0.297989 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.552962 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),0.0381702 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.575377 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.721335 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.323716 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-1.36042 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-1.14856 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.388047 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.529152 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.437954 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.411933 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.167388 # DEPENDENCYPART_GRANDPAR
(22,10),(10,21),0.0194891 # DEPENDENCYPART_GRANDPAR
(22,10),(10,23),-0.510737 # DEPENDENCYPART_GRANDPAR
(22,10),(10,24),-0.630765 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.76798 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-1.59076 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.292873 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.451094 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.766886 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.670336 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.393044 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-1.37732 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.183215 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.901129 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.685179 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.0324812 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.388306 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.003883 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.0180009 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-2.40397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,1),-0.511097 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.108021 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.940382 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.517307 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.0655867 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-1.65051 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.27669 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-1.1864 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.711567 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.630349 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.721418 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.178612 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),-0.0702762 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-2.76377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.504357 # DEPENDENCYPART_GRANDPAR
(22,13),(13,24),-0.595871 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.672533 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),-0.0675628 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.565156 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.754744 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.197156 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.947734 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.794172 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.395338 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.154722 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-1.56448 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.321244 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-1.11416 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.829893 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.681159 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.614793 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.803129 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.215307 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),0.00634187 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.190423 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.123524 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-2.64994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.464146 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.570915 # DEPENDENCYPART_GRANDPAR
(22,15),(15,25),-1.03413 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.35078 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.00420387 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.632135 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.0383794 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.216681 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-2.40397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,1),-0.371499 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.791603 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.487645 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),0.00704797 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-1.35791 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.247294 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.882974 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.531786 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.67859 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.379277 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.737647 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.556655 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.804097 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.191388 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.105275 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.0401819 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-2.98581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.53715 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.697238 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-1.24579 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0763485 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.528327 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.4306 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.780478 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.304027 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.0682155 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.0188477 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-2.38469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.23502 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.283601 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.209129 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.350926 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.550877 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.66444 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.0272467 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.012632 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.230617 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.197957 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.555157 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.853558 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.200235 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.16123 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.288922 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.315457 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.660954 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.724456 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.0656886 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.406618 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.335499 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.62568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.11582 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.374723 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.742286 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.0786875 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.0861653 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.442482 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.764546 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-0.098218 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.203464 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.013099 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0862837 # DEPENDENCYPART_GRANDPAR
