# _root_ Kdo tomu věří i dnes , vidí - stejně jako dřív - svět jako rejdiště ideologů , a útočných záměrů .
#goldHeads=3,3,7,5,3,3,0,9,7,9,10,9,7,15,13,18,18,15,20,18,0,
#predictedHeads=3,3,6,5,3,0,6,9,7,9,10,9,18,9,14,15,18,15,20,18,0,
(12,14),(14,21),-0.432641 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.462464 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.413107 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.0963359 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.368992 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.323989 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.236145 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.76615 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.565245 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.413107 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0963359 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.00748336 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.323989 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.236145 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.76615 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.565245 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.216202 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.755904 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.655973 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.57419 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),-0.873039 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.592795 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.947144 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.808584 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.785808 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.580007 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.571724 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.332232 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-1.14959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.453514 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.249258 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.000771659 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0919089 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.0561916 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.755249 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.350167 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.413019 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.566772 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.495875 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.00748376 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.098621 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.248017 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0112724 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.82922 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.435226 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.289592 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.435136 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-1.46839 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.325341 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.500265 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.948987 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.227956 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.40727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),0.0396852 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.25334 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-1.0252 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.713705 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.481388 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-0.997745 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-1.12342 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.778284 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.4694 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.556444 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.41035 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.645355 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.525483 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.254478 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.2227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.156887 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-1.06961 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.814014 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-1.05124 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.756952 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-1.82398 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.419732 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-1.76277 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.326882 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.605624 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.47716 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.789815 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.46295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.0391 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-1.30974 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-1.0816 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.81893 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.563237 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-1.30218 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.05415 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.19839 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.15648 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.459924 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.70682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0293625 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),0.198779 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.247183 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.0892102 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.222822 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.233627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.939802 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.843063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),1.58417 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.0826229 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.0684425 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.158405 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.312057 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.0608565 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.843063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),1.58417 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.307697 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.0684425 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.158405 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.312057 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.0608565 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),0.468924 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.252615 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.304702 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.532844 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.408056 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.593356 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.256226 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.120662 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.691681 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.556555 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.82453 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.81057 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.603629 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.580659 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.334631 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.129241 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.35503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),0.0879734 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.457129 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.864922 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.851805 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.781597 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.542404 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.651496 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.74242 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.604797 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.586865 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.433692 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.148987 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.48457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.034378 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.448994 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.446314 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.396809 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.985204 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.579481 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.918828 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.606082 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.445388 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.554131 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.58438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.102905 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.517521 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.14383 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.648008 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.767963 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.795831 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.605622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.108749 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.153814 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0374156 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.298208 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.0228333 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.795831 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.605622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.920921 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.153814 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0374156 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.298208 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0228333 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0148279 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.474928 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.22941 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.18055 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.268 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.997085 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.00427 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-1.14892 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.02737 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.766457 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.885988 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.635572 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.734501 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.573291 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-1.1547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.663889 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.249273 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.210662 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.296318 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.197343 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.567418 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.92092 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.506304 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.163086 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.429919 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.22668 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.560827 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-1.10979 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.6868 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-1.02075 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.892292 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.919455 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.782245 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.748257 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.953917 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.23899 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.32887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,20),-0.774874 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-1.20358 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.623852 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.797881 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.783894 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.614777 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.42985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.501739 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-1.57168 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.875857 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.661387 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.649044 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.785461 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.5126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.584487 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.983274 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.757203 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.958605 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.27576 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.94103 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.965769 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.95469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.20574 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.126255 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.613191 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0125166 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.650809 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.536838 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-2.52017 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.60591 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-2.64822 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.43757 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-2.07943 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-2.50382 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.7554 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.29086 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.02733 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.21005 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.60729 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-2.12832 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.982325 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.47553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.452588 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0176317 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.25592 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.363581 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.463901 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.524338 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.398521 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.957686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.970427 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.143275 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.31787 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.546392 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.276286 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.166773 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.475161 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.415737 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.701805 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0242173 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.32795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-1.21161 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-1.094 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.338666 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.280886 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.937677 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.850094 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.4107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.663536 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.665053 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-1.17675 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.19811 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.477597 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-1.20669 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.485755 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.32794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.68045 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.686163 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.21161 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.09399 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.17541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),-0.176769 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.98079 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.35159 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.71853 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.26403 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.80164 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.60721 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.44369 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.02467 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.570254 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.887332 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.23913 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-2.28053 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.895297 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.63163 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.37363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.302106 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.104148 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.145438 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.386254 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.306194 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.320873 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.44518 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.855788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.463012 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.410019 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.186323 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.198638 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.194171 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.0115142 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0835859 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.41461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.761494 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.27972 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.10455 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.328915 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.546639 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.103862 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.224294 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.0593494 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.499617 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.39503 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.17229 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.100031 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.140725 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),0.0951617 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.192615 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.296259 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),0.0347179 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),0.0663702 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.5444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,1),-0.678936 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.642511 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.449924 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.344206 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.0303851 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.129264 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.255916 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.631706 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.239943 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.333223 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.0484112 # DEPENDENCYPART_GRANDPAR
(18,4),(4,19),-0.372146 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.588539 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.260064 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.420727 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.214393 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.115832 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.185239 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.699046 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.225565 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.534593 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.431293 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.135606 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.338284 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),0.0671244 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.164193 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.186478 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.299776 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),0.034426 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.0567922 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),0.0210268 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.0150942 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),0.0692359 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.208915 # DEPENDENCYPART_GRANDPAR
