# _root_ V Brémách budou přestupovat na vlak do Ostende , kde se nalodí na parník Bretaň , který je po osmi dnech vyloží v sídle OSN .
#goldHeads=4,1,4,0,4,5,6,7,12,12,12,8,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
#predictedHeads=4,1,4,0,4,5,6,7,12,12,12,6,12,13,14,22,22,22,22,21,19,14,22,23,24,0,
(16,20),(20,19),0.0179478 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0774478 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.0834524 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.408074 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-1.26776 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.162377 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.1261 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.057071 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.249327 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.470661 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.40757 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.285938 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.36638 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-1.47854 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.982266 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.18011 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.16833 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.28627 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-1.40448 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.50942 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.984551 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-0.912487 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-0.69147 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.03808 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.964707 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-1.21796 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-1.17154 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.61036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.305867 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.042228 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.0526347 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.139184 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.0810191 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.39237 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.355071 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.261144 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.489482 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.42706 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.326885 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.323269 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.0883568 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.475 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.314621 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.196505 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.542984 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.759618 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.165711 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.29532 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.70752 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.911593 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.958318 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.530433 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.00724 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.14915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.379162 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.294777 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.140414 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.0349496 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.426437 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.497199 # DEPENDENCYPART_GRANDPAR
(17,24),(24,18),0.379217 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),0.292338 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.143159 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),0.161588 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.497757 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.436741 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-1.14909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),0.379216 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.127647 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.163379 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.176924 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.444455 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.992775 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.751063 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.787083 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.576356 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.752579 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-1.02468 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.12304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.5323 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-1.09508 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-1.57281 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.925239 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.62951 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.173454 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.291895 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.25511 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.519008 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-1.37235 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-1.75323 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-1.40649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.100275 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.143793 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.322755 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.28426 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.527859 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-1.40643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.0978392 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.146535 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.189669 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.528414 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.512428 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-1.75323 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-1.40643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,21),-0.148299 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.187881 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.140926 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.521372 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.446005 # DEPENDENCYPART_GRANDPAR
(19,16),(16,4),-0.549239 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.636716 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.304776 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.293341 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-1.08081 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-1.19113 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.779247 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.44768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),0.150697 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),0.461408 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.623501 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.492624 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.717616 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.833233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),1.67059 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0155563 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.340351 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.9124 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.958171 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.80045 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.897201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.925144 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.44388 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.407982 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.365053 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.805024 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.898323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.9209 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.168076 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.354137 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.179731 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.965424 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.807703 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),2.15773 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.16969 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.818197 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.158635 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.42906 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.180976 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),-0.453582 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.897676 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.23985 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.552099 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.12717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.636241 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.08032 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-1.42332 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.913809 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.835457 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.772626 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.397998 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.61921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,23),-0.320582 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.391934 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.714481 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.511406 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-0.234511 # DEPENDENCYPART_GRANDPAR
(20,22),(22,3),-0.962121 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.982065 # DEPENDENCYPART_GRANDPAR
(20,22),(22,5),-0.550928 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.755804 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.660524 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.514842 # DEPENDENCYPART_GRANDPAR
(20,22),(22,9),-0.9252 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.982117 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.677587 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-0.860475 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.638842 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.971084 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.809563 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.903983 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.755423 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.678945 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.584352 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.51469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.031443 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.367777 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.422065 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.77184 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.143959 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.772623 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.397995 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.62195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,23),-0.231854 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.714795 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.0665792 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.664837 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.67894 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.299312 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.623134 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-1.27786 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.62489 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.0812951 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.164951 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-2.79011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-1.24302 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.89227 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-1.7002 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.190298 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.54974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,24),-1.8934 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-1.45982 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-1.78509 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.488616 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-2.61776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,24),-1.96142 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-1.52783 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.425834 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.0311198 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-2.96599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,24),-2.30963 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-1.8777 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.298593 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.606169 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.56846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-1.16885 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-1.91212 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.688345 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.23688 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.745127 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.927182 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.498182 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0706376 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.799876 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.654942 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-1.54357 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-0.745129 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.32063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,23),0.0712316 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.662489 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.682557 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.323384 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.105702 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),0.583145 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.167929 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),0.127962 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),0.223239 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.2748 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.463561 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-1.01709 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.409136 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.640685 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.101441 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.694343 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-1.07358 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.0674197 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-0.0182859 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.213537 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.597816 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.998945 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.353229 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.892853 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.595579 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.570675 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.0356288 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.608042 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-1.00777 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.00720389 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),0.0523703 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),-0.142762 # DEPENDENCYPART_GRANDPAR
(22,4),(4,13),-0.527805 # DEPENDENCYPART_GRANDPAR
(22,4),(4,14),-0.148714 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.933133 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),0.121638 # DEPENDENCYPART_GRANDPAR
(22,4),(4,19),0.096705 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-2.23257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,23),-0.300531 # DEPENDENCYPART_GRANDPAR
(22,4),(4,25),-0.623412 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),0.436806 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.535335 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.1763 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.228231 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.114405 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.415262 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.274811 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.569627 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.271785 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.0296208 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),0.417006 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-2.14047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,7),(7,2),-0.39807 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.141388 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),0.500143 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.561375 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.259523 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.0212278 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),0.105147 # DEPENDENCYPART_GRANDPAR
(22,7),(7,14),0.29768 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.167929 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.114404 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.411076 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),0.258494 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.559987 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.266752 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.0296172 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),0.41701 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.252626 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-2.14047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,1),-0.243032 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-1.04456 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.917052 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.507937 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),0.0627513 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.53847 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.912114 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.0766296 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.225286 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.411825 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.0565635 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.840982 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),0.085547 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-2.49731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,1),-0.243102 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.486367 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.376865 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.510898 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),0.0895974 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.602702 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.877416 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.514405 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),0.102227 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.31714 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),0.0237688 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.76065 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.0275494 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.351269 # DEPENDENCYPART_GRANDPAR
(22,12),(12,2),-0.890617 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.593899 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.492204 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.489108 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),0.0117511 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.53205 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.955261 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.278469 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.0729424 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.333362 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.517173 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.145128 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.929547 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),0.129287 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.0731753 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),0.107337 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),-0.506593 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.10907 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-2.23251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,23),-0.300468 # DEPENDENCYPART_GRANDPAR
(22,12),(12,24),-0.431496 # DEPENDENCYPART_GRANDPAR
(22,12),(12,25),-0.623223 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.32372 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.461414 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.108209 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.411076 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.116059 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.146145 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.368206 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.494897 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.0676388 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.0735687 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),0.294802 # DEPENDENCYPART_GRANDPAR
(22,14),(14,21),0.544619 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-2.14047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),-0.0218979 # DEPENDENCYPART_GRANDPAR
(22,14),(14,25),-0.372841 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.116061 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.146148 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.36826 # DEPENDENCYPART_GRANDPAR
