# _root_ Ale také na úseku průmyslové a stavební výroby , kde dosud dominovalo Polsko , dochází i v České republice k významnému pokroku .
#goldHeads=0,4,15,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
#predictedHeads=0,4,1,3,6,8,6,4,12,12,12,8,12,12,1,19,15,19,17,15,22,20,0,
(12,9),(9,13),-0.44604 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.74491 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.95475 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.626816 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.730149 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.414934 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-1.28063 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.217511 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.641384 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.230719 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.218251 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-2.01197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.151802 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.522061 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.631069 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.257965 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.720965 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.813346 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.794456 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.00902601 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),0.154133 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.174097 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.159025 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0325418 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.146749 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.0346787 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0309821 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-1.887 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.0717807 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.773714 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.458754 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.436174 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.56293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.387985 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.686949 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.0716784 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.112614 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.450361 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.0362437 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.559032 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.212004 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.410653 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.512151 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.866139 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.60822 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.533161 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.08598 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.543466 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.299759 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.264012 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-1.49299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.301503 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.287353 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0298328 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.229252 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-2.11329 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.515253 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.00419011 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-1.45837 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.603012 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.397801 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.405421 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.797142 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-1.94314 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-1.42629 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),-0.899836 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.465364 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.442409 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.35188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.755214 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.20177 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0304512 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.10855 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-1.86675 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.112182 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.184369 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-1.21273 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.208006 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.241414 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.137726 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.228022 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.65989 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.0602384 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-1.0054 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.102759 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.294581 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),-0.561233 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.321593 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.0889386 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-1.80298 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.0659966 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-1.19857 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.375023 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.377303 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.227669 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-1.09592 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.231269 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.279901 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.329566 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.100881 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-1.7574 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.135681 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.220422 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-1.12043 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.386215 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.842266 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-1.13064 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.111867 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.996509 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.389086 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.136972 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.833381 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.20984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.305036 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-1.09124 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.482015 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-1.76743 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-2.47177 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-1.35758 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.367734 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-2.20932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,9),-1.29272 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.622258 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.505949 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-1.76566 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.19568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.617238 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0971747 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.414147 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.797123 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.00320253 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-1.5143 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.439749 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.05742 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-1.0755 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.81745 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.84513 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.439254 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.97016 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-1.1853 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.644954 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.512439 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-1.69247 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.17474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.86795 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.182585 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.209408 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.890513 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.425429 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.130101 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-1.03126 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-1.12615 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.426707 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.396745 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-1.13411 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-1.96529 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-2.14066 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-1.30871 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.624348 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.507713 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-1.83773 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-1.35066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.572332 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.412641 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.294302 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.80379 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.748393 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.0116172 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.946295 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-1.45618 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.550008 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.439158 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.327232 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.916307 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.335149 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-1.05753 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-1.10196 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.61159 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.164303 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-1.18286 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.621472 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-1.04612 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-1.14883 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.523469 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.407987 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.332108 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.375553 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.413269 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.398133 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.338613 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.223178 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.393336 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.390093 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0558536 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.102906 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.149312 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-2.09711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.573988 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.828758 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.954946 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.427448 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.488477 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.365041 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.408102 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.317494 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.110312 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0611376 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.0401267 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.94794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.447873 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-0.655283 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.920576 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.924629 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.713955 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.30212 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.032946 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.20143 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0560959 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.21796 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.124412 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.209472 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.109316 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0345096 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.104998 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.217403 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0501562 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.314544 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.242304 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.00594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.628755 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.920471 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.1084 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.13032 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-1.11201 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-1.1402 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.802051 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.196511 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.0944838 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.13609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.628465 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.766593 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.98565 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.30807 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.06712 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.09202 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.832316 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.13058 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.16686 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.09793 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.02751 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.1315 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.753116 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.71088 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.435161 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.811104 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.707868 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.27055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0802478 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0805314 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.299807 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.122831 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.247861 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.46095 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.113461 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.24818 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.835484 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.961337 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.00592 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-1.01924 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.701658 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.540768 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.280997 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.732913 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.597787 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.19429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.203812 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.119803 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.309946 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.143113 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.31711 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.472605 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.139875 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.240564 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.37502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,16),-0.224417 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.265116 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.151959 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.427261 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.191487 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.325574 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-1.05049 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.072779 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.00903825 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.30664 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.330377 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.51065 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.198835 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.296514 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.26183 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.494595 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.181138 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.286171 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.0597689 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0185158 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.309269 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.151771 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.161948 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.483043 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.308894 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.00630286 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.166085 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.423987 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-1.31272 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.10956 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.811623 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.533925 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.0872642 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.12854 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),0.520494 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),0.41093 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-2.34254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,16),-0.567653 # DEPENDENCYPART_GRANDPAR
(15,1),(1,17),-0.706453 # DEPENDENCYPART_GRANDPAR
(15,1),(1,23),-1.19623 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.356848 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.166651 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.372505 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.0769424 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.0839405 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.933025 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.192045 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.201171 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.446269 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.0213374 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.248195 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.861837 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.305402 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.374708 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.245844 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.12114 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),0.0945711 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),0.981349 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.13723 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.092095 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.353404 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.101388 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.352649 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.423885 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.325236 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),0.161529 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.225981 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.247574 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.931374 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.80972 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.558418 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.0467843 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.137772 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.134005 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.466519 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.422243 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),0.276881 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.50813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,17),-0.798567 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-2.55652 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.602254 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),-1.83242 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.448233 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),0.0234583 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.262134 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.971503 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.0281736 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.418343 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.122184 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0934567 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.101962 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.978166 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.136538 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.93038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
