# _root_ Během SNP působily na území Slovenska vojenské mise Spojenců , a to sovětská , britská a americká .
#goldHeads=3,1,0,3,4,5,8,3,8,16,12,16,16,16,16,8,16,0,
#predictedHeads=3,1,0,3,4,5,8,3,8,11,3,11,16,16,16,11,16,0,
(16,11),(11,18),-0.606055 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.00276371 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.352595 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.125108 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.152611 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.60916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,18),-0.682673 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.367781 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.38061 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.475512 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.356713 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.15015 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.00860173 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0173529 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.652341 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.407822 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.546056 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.524577 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.625478 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.527873 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.480193 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.371033 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.423539 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.482893 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.624291 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.455006 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.231857 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.497867 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.471712 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.73705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.55282 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.807875 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.15015 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.364881 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.252535 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.428758 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.652341 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.606271 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.735022 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.332636 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.0344733 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.047628 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-1.27104 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.829456 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-1.18008 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.346081 # DEPENDENCYPART_GRANDPAR
(17,12),(12,18),-0.602858 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-1.32356 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-1.32634 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.908959 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.25991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.606539 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.87395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,12),-0.594622 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.604678 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.94518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
