# _root_ Dříve byly ty slabší lacinější , ale když slyšíte , kolik teď stojí připravit špičkový šestnáctkový motor . . .
#goldHeads=2,7,2,3,2,7,0,7,8,13,13,13,9,13,17,17,14,0,0,0,
#predictedHeads=2,7,2,3,2,7,0,13,8,8,13,13,7,13,17,17,14,0,0,0,
(18,17),(17,12),-0.316346 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.104006 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.21828 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.12757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.637471 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.866727 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.898722 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.890699 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.00486 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.302143 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.365357 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.147695 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.602841 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.572729 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.546194 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.146107 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.197013 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.330901 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.440427 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.226095 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.171351 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.205349 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.248405 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.267487 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.334101 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.0819482 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.03081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.711824 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.314782 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.171126 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.224272 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.352306 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.455898 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.252023 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.184486 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.232502 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.246356 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.265438 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.322566 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.0799004 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.03272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.713737 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.312594 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.65289 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.623696 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.552296 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.360323 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.190899 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.209981 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.00225025 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.0869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.76792 # DEPENDENCYPART_GRANDPAR
