# _root_ Regulované a centrálně stanovené ceny se zjišťují na příslušných orgánech ( tisk , energie , pojištění aj . ) .
#goldHeads=2,5,4,2,7,7,0,7,10,8,17,17,17,17,17,17,10,17,17,0,
#predictedHeads=2,5,4,2,7,7,0,7,10,8,17,7,17,15,17,17,12,17,17,0,
(15,8),(8,5),-0.137047 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.215293 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0775815 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.275185 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),0.0548421 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.24953 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.180919 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.98669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,3),-0.560263 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.385943 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.261092 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.372104 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.432402 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.237956 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.18657 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.287884 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.165317 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0258125 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.012093 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.0585541 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.215473 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.173419 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.18889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.694169 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.968052 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.83483 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.494556 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.526286 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.531014 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.473738 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.252716 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.369122 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.384516 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.257962 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.306324 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.28774 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.315669 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.166014 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.12804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.640575 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.737706 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.777074 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.368455 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.292106 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.168437 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0386998 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.113422 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.341671 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.223012 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.154662 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),-0.694169 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.968052 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.817825 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.83483 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.395137 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.554913 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.477161 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.374319 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.297678 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.335825 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.306274 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.158551 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.345827 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.511307 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.210073 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.219398 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-2.14992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.765104 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.814087 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.756344 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.787902 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.957064 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0432265 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.134077 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.00268684 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.321739 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.18889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.694311 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.968052 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.817826 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.834832 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.99617 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.86357 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.41007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.0219395 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.213049 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.202939 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.413769 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.891549 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.830719 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.905187 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.694925 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.76843 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.801079 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.635402 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.25475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.34553 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.115926 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.194547 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.316646 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.117007 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.30502 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.788376 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),-0.103749 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.375574 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.390181 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.567654 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.385162 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.830792 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.560007 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-1.42023 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-1.39258 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.367935 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.191693 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.630893 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-2.36732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.218731 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-1.03973 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.905936 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-1.43776 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-1.42781 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-1.25358 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.570789 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.173679 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.36774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.218872 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.03987 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.906077 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-1.50274 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.401436 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-1.77105 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-1.42155 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-1.0135 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.423351 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-1.33522 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-1.2086 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.356899 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-1.03538 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.584418 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.972166 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.62269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.250177 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.10075 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.966104 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-1.11388 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-2.43038 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.938945 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-2.24262 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.973986 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-2.06811 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.295 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-2.03885 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.913775 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.14139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0757116 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.101839 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.088836 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.31785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.533864 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-2.16298 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.51225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.487574 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.300938 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.360829 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.567547 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.413959 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.635378 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.516797 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.688384 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.373985 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.141498 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.312242 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.459116 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),0.0190157 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.711573 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-1.10536 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.503955 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.41887 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.0570148 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.67476 # DEPENDENCYPART_GRANDPAR
(17,8),(8,13),-0.150231 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.547453 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.0864677 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.568278 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.408143 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.633906 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.518632 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.796198 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.586342 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.443961 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.435682 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),0.0230816 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.70529 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.102736 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.586202 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.0389735 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.336832 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-2.95791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.889781 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.831209 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.456609 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.702211 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.783887 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-1.48994 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.771787 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.504091 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.698497 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.93532 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-1.07974 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0726445 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.956691 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.00888146 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.716853 # DEPENDENCYPART_GRANDPAR
(17,11),(11,18),-0.623636 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.865284 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.400305 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.586376 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.442163 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.441771 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.722463 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.145412 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.105463 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.596764 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.347393 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.95791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.661773 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.889781 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.819367 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.570757 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.724798 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.772045 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-1.56035 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.889109 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.513604 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.686659 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-1.00036 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.312857 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-1.25298 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-1.01668 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.115066 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.776053 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.93139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.654492 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.888521 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.996732 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.446545 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.743105 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.99472 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.322788 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0507176 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.341629 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.95791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.661775 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.889783 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.819367 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.570757 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.772045 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-1.56035 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.889109 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.513604 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.686659 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-1.00036 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.312857 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-1.25298 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.477158 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-1.09932 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.776053 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.93139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.654492 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.888521 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.996732 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.9888 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.857004 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.253531 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.95795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.661773 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.889781 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.00401 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.46789 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-2.43653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,14),-1.69898 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.46501 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-2.42528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0554751 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.566532 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.562943 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.554693 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.383705 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0253139 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.15596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.539793 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.0088 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.525674 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.415551 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.666055 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.519795 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.558896 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.466806 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.550393 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.359101 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.574991 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.01597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.415467 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.868807 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.680199 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.742755 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.602213 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.482066 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.246771 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.206223 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.30397 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.0269459 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.12296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,12),-0.591485 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.536299 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.407191 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.331155 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.0289734 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.12296 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.949305 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.570616 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.415259 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.699561 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.445395 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.559023 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.424606 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.503583 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.360386 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.393417 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.157012 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.0066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.817287 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.348715 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.458113 # DEPENDENCYPART_GRANDPAR
