# _root_ Lékaři mi to udělali jakousi zrychlenou metodou , trénoval jsem už po dvou týdnech místo šesti , jenže stejně jsem přišel o část letní přípravy .
#goldHeads=4,4,4,18,7,7,4,18,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
#predictedHeads=4,4,4,18,7,7,4,4,18,9,14,9,14,12,9,15,18,0,21,21,18,21,22,25,23,0,
(18,11),(11,13),-0.00786876 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.480573 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.160503 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),0.0765115 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.390464 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.355394 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.4578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,23),-0.937358 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.116442 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),0.332187 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.210874 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.0421234 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.176235 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.150111 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0889081 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.263112 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0394075 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.48764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.176384 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.30554 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.826519 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.155104 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.110292 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.404902 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.45998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.338853 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.104937 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.233127 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.936839 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.782504 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.124238 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0745733 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.133338 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.197596 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.38419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.0941106 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.0879006 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.0945739 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),0.210271 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.049321 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0173117 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.0450267 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0399824 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.35062 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.22816 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.34341 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.934567 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.445613 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.321988 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.143475 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.907912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.339498 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.233175 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.36602 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.438235 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.276134 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.158317 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.3575 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.407093 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.491099 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-0.613435 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.213619 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.418248 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.44276 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.292409 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.207592 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.262923 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.30781 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),0.0179559 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.0877944 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.296083 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.260474 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.113982 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.275707 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.051955 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.158192 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.408994 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.498715 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.435912 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.316775 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.221339 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.41554 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.447348 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.295038 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.207467 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.266561 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.310439 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),0.0179098 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.871047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0697364 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.707417 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.120321 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.0859411 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.284459 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.0799961 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.264018 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.408153 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.108287 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),-0.0123815 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.231978 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.32255 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.181531 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.538431 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.199013 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.151807 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.195844 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.0983508 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.233682 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.0432793 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.27294 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.524934 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.620911 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.4394 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.573821 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.339158 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.385454 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.0265466 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.963123 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.444425 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.249103 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.375586 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.0246938 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.8897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.325922 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.588057 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.961187 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-1.03609 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-1.08492 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.919611 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-1.00475 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.612547 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.888708 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.789152 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.589435 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.91462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.49002 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.74511 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.775615 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.398207 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.256736 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.610585 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.269611 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.330225 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.32391 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.438098 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.450898 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.618776 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.23699 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.241146 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.444309 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.271878 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.167879 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.150486 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.290518 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.79414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.389804 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.65687 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.656718 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.849268 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.03678 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-0.925484 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-0.499629 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.07372 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.771068 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.599145 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.20347 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.697847 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.16071 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.778328 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.750324 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.04627 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.947648 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.649445 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.748679 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.737367 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.33847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.236704 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.357551 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.287901 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.538084 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.369892 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.06911 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.596819 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.20226 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.992698 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-1.03808 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.15955 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.773402 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.749508 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.04459 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.943045 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.648154 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.747 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.73363 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.405103 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.32698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.244591 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.25431 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.266551 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.555499 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.348542 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.252834 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.542031 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.330904 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.58741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,22),-0.229642 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.473483 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.484981 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.184092 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.220495 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.329547 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.483364 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.179524 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.664819 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),0.0158309 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.237667 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-1.01504 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.667177 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.164361 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.366112 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-1.26488 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.533505 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.0654864 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.42026 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.366676 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-1.26368 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.601778 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.762209 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.731781 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-1.42257 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.369271 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.715235 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.422551 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.600633 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.390992 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),-1.18482 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),-0.308765 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),0.117812 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),-0.165056 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),-0.134821 # DEPENDENCYPART_GRANDPAR
(20,4),(4,21),-0.954838 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.464461 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-1.26452 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.708659 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.32875 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.149749 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.612482 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-1.50466 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.846838 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.954808 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-1.11415 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.726963 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-1.59558 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.803332 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-1.13884 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.660091 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.473744 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-1.22319 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.67617 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.388107 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-1.09019 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),-0.186673 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.194278 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-2.19129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.974268 # DEPENDENCYPART_GRANDPAR
(20,10),(10,25),-1.41598 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-1.32311 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.879994 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.0565545 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-1.01963 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.767646 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.354503 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.947418 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.106613 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.0839326 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.130753 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-1.2223 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.159751 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.260167 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.024083 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.289293 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.414186 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.293356 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-1.04686 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.0768707 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.832912 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.148671 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-2.06902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.862241 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.144921 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.323222 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.750203 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0641875 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.109465 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.036447 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-2.17718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.96984 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-1.21963 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-1.57255 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.175117 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.225895 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.11297 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.11274 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.0813041 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.00497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,4),-1.10963 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-1.29061 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-1.01863 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.365413 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-1.16379 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.523408 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-1.04519 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.116309 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.42768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-1.21261 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.612312 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.345576 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.212495 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.197075 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.141636 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.0787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.871217 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.362237 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.895536 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-1.25111 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-0.717899 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.511203 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.16236 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.70681 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.34834 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.12342 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.782222 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.724765 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.45126 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.930973 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.521894 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.34013 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.725931 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.711535 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.377268 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.46825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.356267 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.689423 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-1.30995 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-1.05455 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.584365 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-1.14228 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.950533 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.312516 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.081544 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-1.0167 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.786915 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.627153 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.273671 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.0924684 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.697135 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.950343 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.0730992 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.344542 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.983504 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.635389 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.571555 # DEPENDENCYPART_GRANDPAR
(21,1),(1,4),0.134472 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.204749 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.391195 # DEPENDENCYPART_GRANDPAR
(21,1),(1,8),-0.789576 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.329672 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.26518 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),0.068126 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.378428 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.0777298 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-1.00887 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.46744 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.802352 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.683739 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.785557 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.459785 # DEPENDENCYPART_GRANDPAR
