# _root_ Řešení by se však hledat mělo , protože oba festivaly měly jednak vysokou úroveň , jednak lákaly do Prahy řadu turistů .
#goldHeads=6,6,6,6,6,0,8,6,10,16,16,16,14,11,16,8,16,17,18,17,20,0,
#predictedHeads=6,6,6,0,6,4,8,6,10,11,16,16,14,11,16,8,16,17,18,17,20,0,
(13,12),(12,16),-0.425767 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.11529 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.74529 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.85884 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-1.49927 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.879132 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.73985 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.281564 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-1.47085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.158177 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0931874 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.485295 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.293156 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-1.17771 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-1.09313 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.728067 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-2.41084 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.810801 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-0.911341 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.643247 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.76271 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.485248 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.67637 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-1.50481 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-1.25424 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.173392 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-1.70737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.163679 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.283311 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.226232 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.228708 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-1.08806 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-1.0321 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.658584 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.44564 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.11997 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.745511 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.521681 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.477255 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0677775 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.718191 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.41505 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.959175 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.36264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,1),-1.76153 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.693857 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.439322 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.284564 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.722806 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-1.8703 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.269737 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.0262872 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.551354 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.697005 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-1.64477 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.560277 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.42736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.594938 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.333175 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.568451 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.8887 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-2.0627 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-1.69685 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0191814 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.3214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.403255 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-3.16289 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.48774 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-2.63309 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-2.09836 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-2.42034 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.56357 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.0955236 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.20185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0763712 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.111689 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.227482 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.477808 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.946957 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.569022 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-2.97164 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.36065 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-1.13152 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.660759 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-1.54385 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-2.69044 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.31588 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.397403 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-1.33497 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-1.90709 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-2.47651 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.474207 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.0939701 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.5204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.478168 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.252983 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.145544 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.415223 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.854745 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.498948 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.553786 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-2.83376 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-1.20749 # DEPENDENCYPART_GRANDPAR
(14,17),(17,3),-0.996144 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.734435 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.41447 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.450513 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-1.30985 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-1.77543 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-2.34694 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.539889 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.00331056 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.24257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.662653 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.222769 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0233027 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.116836 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.586876 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.200507 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.332286 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.777258 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.412353 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0453225 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-1.14978 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.779814 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.058287 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0625277 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.773469 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.482509 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.880637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,18),0.0635499 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0687375 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.513587 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.486493 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.0954117 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.397729 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.210234 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.0129193 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.308285 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.344859 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.267981 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.01953 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.198155 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.345721 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.0863573 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.169341 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.0353093 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-2.11036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.603446 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.32297 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),0.11818 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.367738 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.278996 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.129413 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.209471 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.381642 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.0520979 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.20778 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.0251047 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0981427 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.456171 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.0827651 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-2.11204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.605708 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.693991 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.435013 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.280004 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.43342 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0359964 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0593963 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.346748 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.0142806 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.319282 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),0.143425 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.375455 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.275218 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),0.124803 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0861095 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.334195 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.266716 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.0277728 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.126223 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0585241 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.439618 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.0644518 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.1132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.606169 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.700901 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.971773 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-1.31101 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-1.37095 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-1.28686 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.418967 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.0671634 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.528457 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.481631 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),0.0765437 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.105902 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.331889 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.486783 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0254459 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.23117 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.07768 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.540204 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.142669 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.04364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.338558 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.616978 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.774434 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-1.22915 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-1.14203 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.340358 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0369868 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.534441 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0241979 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.157019 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.149981 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.382689 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.24022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.541563 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.694758 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.870172 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-1.35566 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.41764 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-1.33052 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.18081 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.613312 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.03406 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.967479 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.563134 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.778665 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.771025 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.952998 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.642346 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.993909 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.728262 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.737899 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.10302 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.854643 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.2313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0275314 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.159727 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.405776 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.470054 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.379734 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.417543 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.31079 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.668816 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-1.0573 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.2394 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.641308 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-1.20552 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.784926 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.13012 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.806226 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-1.0018 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.20495 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.985931 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.46561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.339616 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0362815 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.280091 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.372766 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.247961 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.387414 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.466308 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.365921 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.011704 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.406901 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.299902 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.00528222 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.279832 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.320173 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.471586 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-1.04026 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.0196402 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.31391 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.367544 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.474948 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.106704 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.156222 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.341989 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.300302 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.254988 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.387954 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.0728386 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.310863 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.25802 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.00241103 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.038532 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),0.000421997 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.075458 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.250283 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.35985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,17),-0.0449192 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.0905814 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.0537388 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.0594712 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.32821 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.398716 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.112981 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),0.0993891 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.099619 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.072174 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.150843 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.33697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,1),-0.0704027 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.200048 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.0724363 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0498601 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.392944 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.378016 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.11912 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.10848 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.113303 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.0241132 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.0683319 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.089883 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.203133 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.130144 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.34292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),0.0476405 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.306809 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.0553869 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.253907 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.517702 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.451611 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.183564 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.306471 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.205084 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.333853 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.415113 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.025172 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.146003 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.0124286 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0887253 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.0397097 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.277444 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.37 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.0568416 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.725878 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.673524 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.606079 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.435153 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.0161999 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.122842 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.0327756 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.412349 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.09442 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0373447 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.0113945 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.151655 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.293788 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.0684876 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.167587 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.037942 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.0539818 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.393109 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.394327 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.405503 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.162059 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.0891003 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0573572 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0525005 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0590386 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.140203 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.125414 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.34044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.0414423 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.69415 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.680323 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.528687 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.467342 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.157441 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.366291 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.0549668 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.202091 # DEPENDENCYPART_GRANDPAR
