# _root_ Německá spolková republika dosud v četných případech politických uprchlíků , kteří se stali německými státními příslušníky , dvojí občanství tolerovala a ještě toleruje .
#goldHeads=3,3,21,21,21,7,5,9,7,13,13,13,9,16,16,13,13,19,21,21,0,23,21,0,
#predictedHeads=3,3,21,6,20,7,5,9,7,13,13,13,9,16,16,13,21,19,20,21,0,23,21,0,
(20,10),(10,3),-0.33689 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.149073 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.896871 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.726928 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.212111 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.302404 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-2.40696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,23),-1.34012 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.22233 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),0.255198 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.27569 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.156605 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.506069 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),0.0399158 # DEPENDENCYPART_GRANDPAR
(20,11),(11,21),-0.352803 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.0787194 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.412832 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.374352 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.677994 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.36638 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.193437 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.848607 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.774201 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.269717 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.607183 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.176751 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.54853 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.429445 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.668826 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.331065 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.117956 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-2.14218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.454349 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.750199 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-1.07533 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.11617 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.191378 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.598595 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.0526485 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.403305 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.624429 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.989234 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.118224 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.329709 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),0.155 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.926775 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.612029 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.339784 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),0.0207485 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.116662 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.00254851 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0788146 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.319299 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-2.05013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.486604 # DEPENDENCYPART_GRANDPAR
(20,16),(16,22),-0.604709 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.983282 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.136171 # DEPENDENCYPART_GRANDPAR
(20,17),(17,2),-0.459134 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.33689 # DEPENDENCYPART_GRANDPAR
(20,17),(17,5),-0.254501 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.149073 # DEPENDENCYPART_GRANDPAR
(20,17),(17,8),-0.896871 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.726928 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.426743 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.623247 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.712086 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.401386 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.282327 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.572231 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.0293787 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.40696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.696341 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.922938 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-1.34012 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-1.23483 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.339732 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),0.0207999 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.120298 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.00108804 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.35662 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0586873 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.00722417 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.05031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.605731 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.20765 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.19164 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.23008 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.985408 # DEPENDENCYPART_GRANDPAR
(20,21),(21,6),-1.96035 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.00881 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-1.64661 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.57626 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.28473 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.798667 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.392647 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.22686 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-1.15348 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.03399 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.42134 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.950862 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.864953 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.49053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.283112 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.58539 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.586677 # DEPENDENCYPART_GRANDPAR
(20,23),(23,3),-0.751778 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-1.02345 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.778126 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-0.568234 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-1.21075 # DEPENDENCYPART_GRANDPAR
(20,23),(23,9),-1.13568 # DEPENDENCYPART_GRANDPAR
(20,23),(23,10),-0.813334 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-0.397624 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),0.131084 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.740099 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.717606 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.59813 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.98018 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.47947 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.424686 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.52696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.0370328 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.575394 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.597585 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.0313455 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),0.178744 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.128387 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),0.144501 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.0485429 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),0.0743775 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),0.202605 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),0.0414149 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),0.111102 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.0590136 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),0.0306845 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.149081 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.131475 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.382 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.128587 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.179618 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.147258 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),0.0135671 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.0205835 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),0.012575 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.106883 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.108327 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.138272 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),0.0610903 # DEPENDENCYPART_GRANDPAR
(21,7),(7,1),0.118283 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),0.130434 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.216186 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.0731188 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),0.0926677 # DEPENDENCYPART_GRANDPAR
(21,7),(7,8),0.0991045 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),-0.0655915 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.284141 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),0.0279776 # DEPENDENCYPART_GRANDPAR
(21,7),(7,16),0.151903 # DEPENDENCYPART_GRANDPAR
(21,7),(7,17),-0.00159886 # DEPENDENCYPART_GRANDPAR
(21,7),(7,19),0.317569 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),0.522464 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-1.45868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,6),-0.0424539 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.171767 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.265232 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),0.118447 # DEPENDENCYPART_GRANDPAR
(21,9),(9,2),0.130598 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.0729614 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),0.0928311 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.172465 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.0112822 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.281922 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.0564523 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),0.0307908 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),0.278289 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),0.27423 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),0.15628 # DEPENDENCYPART_GRANDPAR
(21,9),(9,17),0.000620456 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),0.321946 # DEPENDENCYPART_GRANDPAR
(21,9),(9,20),0.525277 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.45865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.0717608 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),-0.206787 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.324154 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.273347 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.259663 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.378276 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.172121 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),-0.0507735 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.327605 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),-0.2535 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.438481 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),0.0141338 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),0.0223151 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.0189986 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.115822 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.042092 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.30766 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,1),0.060835 # DEPENDENCYPART_GRANDPAR
(21,13),(13,2),0.0663213 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.194834 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),0.210312 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),0.121519 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.144126 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),-0.045162 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.251127 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.530263 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.0669716 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),0.140179 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.251204 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.247887 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.0938009 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.164131 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.271647 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),0.566914 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.50011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.458039 # DEPENDENCYPART_GRANDPAR
(21,13),(13,23),-0.432251 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.0283703 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.18631 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0362707 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.121539 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.31176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.131963 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.129552 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.0304245 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0443408 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),0.12161 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),0.0959941 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),0.0144451 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.126413 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),0.0117109 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.18697 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.184896 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.00737358 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.299545 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.518793 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.45865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.0717608 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.206782 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.173909 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.145893 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.324154 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.042155 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.273347 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.259663 # DEPENDENCYPART_GRANDPAR
(21,17),(17,9),-0.378276 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.614731 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.155215 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.148476 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.0879182 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.0909102 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.149718 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.105171 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.327605 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.45205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.188567 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.2535 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.750314 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.132384 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),0.00573954 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),0.177038 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),0.174964 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.0454134 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.216711 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0275688 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.520534 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.0726882 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),0.0570401 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.209959 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),0.205948 # DEPENDENCYPART_GRANDPAR
(21,20),(20,5),0.117992 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.159251 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.266252 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.533208 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.0669814 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.145014 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.020499 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.121773 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),0.118781 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.0051953 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.250666 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0647886 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0936243 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.50011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.458038 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.43225 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-1.21377 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.799683 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-1.14331 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-1.17571 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.900628 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-1.27769 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.902287 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.769167 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.724258 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.998628 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.732203 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.735545 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.06461 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.619745 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.913862 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.504531 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.700592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.395915 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.319609 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.452007 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),0.00422206 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.275202 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.721755 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.0973388 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.787133 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),0.340976 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.652792 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.36407 # DEPENDENCYPART_GRANDPAR
(23,3),(3,13),0.499102 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.223973 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.509154 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.0621922 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.183857 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-1.13268 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),0.341276 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.603813 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.783271 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),0.564068 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.643726 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.192917 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.30922 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),0.0262212 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.257162 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),0.100452 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.757294 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.900651 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.670683 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),-0.377095 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.403864 # DEPENDENCYPART_GRANDPAR
(23,7),(7,13),0.482276 # DEPENDENCYPART_GRANDPAR
(23,7),(7,16),-0.382292 # DEPENDENCYPART_GRANDPAR
(23,7),(7,17),-0.0938661 # DEPENDENCYPART_GRANDPAR
(23,7),(7,19),0.223833 # DEPENDENCYPART_GRANDPAR
(23,7),(7,20),0.285975 # DEPENDENCYPART_GRANDPAR
(23,7),(7,21),0.185929 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-1.10978 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),0.0224317 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.745045 # DEPENDENCYPART_GRANDPAR
(23,9),(9,1),0.0282639 # DEPENDENCYPART_GRANDPAR
(23,9),(9,2),-0.25512 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.75521 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.898609 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),0.191463 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.756532 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.406218 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.740901 # DEPENDENCYPART_GRANDPAR
(23,9),(9,13),0.481084 # DEPENDENCYPART_GRANDPAR
(23,9),(9,14),-0.451271 # DEPENDENCYPART_GRANDPAR
(23,9),(9,15),-0.250541 # DEPENDENCYPART_GRANDPAR
(23,9),(9,16),-0.382333 # DEPENDENCYPART_GRANDPAR
(23,9),(9,17),-0.0962204 # DEPENDENCYPART_GRANDPAR
(23,9),(9,19),0.223792 # DEPENDENCYPART_GRANDPAR
(23,9),(9,20),0.284782 # DEPENDENCYPART_GRANDPAR
(23,9),(9,21),0.184075 # DEPENDENCYPART_GRANDPAR
(23,9),(9,22),0.551182 # DEPENDENCYPART_GRANDPAR
(23,9),(9,23),-1.94968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,10),(10,3),-0.112953 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.0142139 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-1.04181 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.718964 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.160436 # DEPENDENCYPART_GRANDPAR
(23,10),(10,17),0.132247 # DEPENDENCYPART_GRANDPAR
(23,10),(10,20),-0.352042 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-2.30651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,11),(11,10),-0.368621 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),0.306873 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.697797 # DEPENDENCYPART_GRANDPAR
(23,11),(11,15),-0.495908 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),-0.656168 # DEPENDENCYPART_GRANDPAR
(23,11),(11,19),-0.0453932 # DEPENDENCYPART_GRANDPAR
