# _root_ Měl jsem pocit , že je motor obsahem handicapován a nasadil dvojité zapalování , ale se zvýšením výkonu mi nedošly jiné souvislosti .
#goldHeads=15,1,1,5,3,10,6,9,6,5,10,13,11,15,0,20,16,17,20,15,22,20,0,
#predictedHeads=15,1,1,5,3,5,6,9,10,15,10,13,11,15,0,20,16,17,20,15,22,20,0,
(13,14),(14,18),-0.176523 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),0.250025 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.9322 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-2.87291 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-1.76106 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-2.13549 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-1.93127 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.661117 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-1.90845 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-2.52776 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-1.70244 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-2.4719 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.526815 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-2.58647 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.258429 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.54471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.610275 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.137775 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.511174 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0635527 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.394045 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.891781 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.822221 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.569941 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.159922 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.273679 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.199804 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.623084 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.265761 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.45293 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.0919536 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.392824 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.43305 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-1.19248 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-1.15938 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-1.00311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,17),-0.226655 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.43278 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-1.2005 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-1.14671 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.556737 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-2.78219 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-1.6779 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-1.8105 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-2.41499 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-1.58605 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-2.3774 # DEPENDENCYPART_GRANDPAR
(13,20),(20,10),-0.555308 # DEPENDENCYPART_GRANDPAR
(13,20),(20,11),-2.49196 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.201865 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-1.33003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,14),0.702657 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.0719449 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.212156 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.557206 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.114718 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.682886 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-1.12795 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.56606 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.585413 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),0.0413305 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.392572 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.21467 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.329805 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),0.147273 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.222472 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.278748 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),0.0349197 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.130567 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.0693713 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-2.13826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.792978 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.279174 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.270241 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.674974 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.573091 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0798238 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.0019004 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.108043 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.676665 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.405007 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.0784694 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.551033 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.613982 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.111463 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.252066 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.074916 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-2.08333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.54037 # DEPENDENCYPART_GRANDPAR
(14,5),(5,20),-0.74704 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.235364 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.303245 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.42651 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.410122 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.401679 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.0360894 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.250363 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.303591 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),0.00978763 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.351612 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.125651 # DEPENDENCYPART_GRANDPAR
(14,9),(9,15),-0.790222 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-1.01969 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-1.18252 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-1.12599 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.0287632 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.245812 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.29904 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.124853 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.178183 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.346996 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.115355 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.13575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.790222 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.01969 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.12642 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.18252 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.796619 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-1.22536 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-1.12599 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.123071 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.224633 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.288555 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.2659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.744822 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.98387 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.17618 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.23231 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.796329 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.59997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.165715 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.212409 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.182975 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-1.25848 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.147757 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.166669 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.246222 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.0674966 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.438394 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.18439 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-1.12967 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.125109 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0636398 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.44243 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.164882 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.459555 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.972783 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.01216 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.759119 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-1.26467 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-1.31627 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.879359 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.09488 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.844966 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-1.12572 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-1.07984 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-1.4913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.0805673 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.130406 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.161364 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.21378 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.251808 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.370933 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0834138 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.431881 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.103811 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.16279 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.152122 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.368082 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.465836 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.380692 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.0937055 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.38373 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.559406 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.23242 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),0.0444643 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.0731609 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.219344 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),0.140283 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),0.275115 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.0737721 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-1.25006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,1),-0.444949 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.132205 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.427608 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.563379 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.162674 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.424968 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.492794 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.0996587 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.0439044 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.0838406 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.300177 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.349949 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.0145298 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.263617 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),0.33221 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.0493392 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.186605 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),0.0473557 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.343562 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.487926 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.237593 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.216638 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.340931 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.128633 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.151975 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),0.187434 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.00292625 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-1.37528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,20),-0.31587 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.400443 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.0445001 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.0319949 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.366013 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.554533 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),0.00273332 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.114812 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),0.199476 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.18439 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.255247 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.161535 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.226979 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.0944065 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.09207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.0321764 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),0.0479387 # DEPENDENCYPART_GRANDPAR
(15,6),(6,21),0.0873342 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.0786435 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.102977 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.297071 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.15876 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.0815775 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.261246 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.135381 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.00595871 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.104812 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.411639 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0575757 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.0500594 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.371699 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.526755 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.152174 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.069643 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0464452 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),0.258083 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.0734842 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.23681 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.23032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.16678 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.307229 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.257194 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.0904458 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),0.115577 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.0411513 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.391153 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.38141 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.303482 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.0991612 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.021752 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.330513 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.204386 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0454858 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.282521 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-8.11019e-06 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.28216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.232487 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.280743 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.207459 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.152443 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0701575 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0459307 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.0808821 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.00332184 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0632958 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.230168 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.129075 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.23032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.166781 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.0762558 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.30723 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.0792955 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.15589 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.257194 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.183662 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.046819 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0367955 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.110523 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.4775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.335452 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.487586 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.718594 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.273626 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.349949 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.50638 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.378002 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.10143 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.153296 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0976643 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0842349 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.393978 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.623547 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.854039 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.298939 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.803947 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.498275 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.306677 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.0969617 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.0969426 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.732929 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.728957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.438855 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.005046 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.250264 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.174776 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.03476 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.49944 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.251216 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.235038 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.143707 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.0283237 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.348224 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.827066 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.446532 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.257114 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.311406 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.432156 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.353165 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.235435 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.299396 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.336315 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.0880348 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.253467 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.746581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.4833 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.240538 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.031447 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.097501 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.167042 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.129953 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.366152 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.564725 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0125547 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0115752 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.270647 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.0458788 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0796979 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.325117 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.340014 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.97837 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.77192 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.682239 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.867942 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.828983 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-1.09584 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-1.10466 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.75935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.453456 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-1.43299 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.715441 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-1.79917 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.6379 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),0.064734 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.17677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.221398 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.195467 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.952043 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.601919 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.93945 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),2.18238 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.217018 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.938873 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.552557 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.466162 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),2.18788 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.285841 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.249628 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-1.31174 # DEPENDENCYPART_GRANDPAR
