# _root_ Přestože je chemická struktura molekuly známa již od let sedmdesátých , nenašli chemici levný způsob , jak tuto molekulu syntetizovat .
#goldHeads=12,1,4,2,4,2,9,2,8,9,1,0,12,15,12,20,20,19,20,15,0,
#predictedHeads=12,1,4,2,4,2,9,12,8,9,1,0,12,15,12,20,20,19,20,15,0,
(16,1),(1,12),0.111286 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-1.88108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,20),-0.475031 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.562985 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.301771 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.124054 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.224119 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.151983 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.238554 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.0253047 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),0.0601185 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.14011 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.17349 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.191711 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),0.0799018 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),0.0885411 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.254834 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),0.0924615 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-1.97291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.42783 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.827041 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.584421 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.335808 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.362495 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.183531 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.146998 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.269273 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.112374 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),0.0995298 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.235158 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),0.048934 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.270036 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.552395 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.348773 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.182891 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.273092 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.290394 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.113065 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.088032 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.253171 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.414845 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.222005 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),0.0359103 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.0690628 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.48686 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.518363 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.455147 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.0900921 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.521143 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.483807 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.412761 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.310207 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.504525 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.429862 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.439417 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.311837 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.186198 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.477896 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.577999 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.105879 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.333035 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.682893 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.321409 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.04132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,1),-0.231696 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.300093 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.122226 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.216144 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.14376 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.259765 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.226384 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0159293 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.219663 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.326251 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.331599 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0250671 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.364278 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0275142 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.95014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.41181 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.33217 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.757092 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.552702 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.667309 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.435597 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.284154 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0724863 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.08033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.413668 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.438575 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.806883 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.552395 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.211884 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0251738 # DEPENDENCYPART_GRANDPAR
(16,14),(14,17),-0.305612 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.257921 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.579046 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.24194 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.443681 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.00543846 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.324919 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.08074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.414544 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.439017 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.807994 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.552841 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.766199 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.888288 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.723283 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.0032 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.713313 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.45376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0405788 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.034197 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0247994 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.0589389 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0467336 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.133031 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.1984 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.27588 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.021233 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.274589 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.180755 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.165426 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.14163 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.02952 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.23171 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-1.17196 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.882962 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-1.21954 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.865625 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.813329 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.937187 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.922754 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.3057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.021412 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.312591 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.211852 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.137084 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.379718 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.396776 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.227903 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.340925 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.287468 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.125064 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.153065 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.221627 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.166943 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.185874 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.0935489 # DEPENDENCYPART_GRANDPAR
(17,2),(2,13),-0.117143 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.0224655 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),0.0982088 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.00546025 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.3692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,19),-0.115156 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.244861 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.252436 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.00608074 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.11392 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.217656 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.37388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.130687 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.212786 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.272627 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.173713 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.0638084 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.40871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.087746 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.182682 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.255033 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.252529 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.226885 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0102668 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.193106 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.37432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.130692 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.213021 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.27264 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.625153 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.515647 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.425419 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.489717 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.603979 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.406978 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.54494 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.408467 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.388193 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.241632 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.175484 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.4978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.204602 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.51104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.417515 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.700142 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.975924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.293907 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.106426 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.745777 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.630676 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.21577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.187664 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.222371 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.194353 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-1.2601 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.992067 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.380106 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.464294 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.558703 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.87746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.778572 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.31335 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-1.39543 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.909105 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.768428 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.3688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.249315 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.649009 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.831838 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.933297 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.62744 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-2.00556 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-1.04118 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.296113 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.21624 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.78493 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.35489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,2),-1.70183 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.35213 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.741799 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.361679 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.614962 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.551102 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.29159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-1.45506 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.378828 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.1704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-1.40508 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.99545 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-2.35235 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-2.33848 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.81764 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.21605 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-1.80075 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-1.59455 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-2.84947 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-2.3773 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.38135 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.45033 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.75119 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.0270904 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.24866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.56715 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.131443 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.533565 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.338249 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.32975 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.925528 # DEPENDENCYPART_GRANDPAR
(20,1),(1,11),0.112173 # DEPENDENCYPART_GRANDPAR
(20,1),(1,12),-0.2399 # DEPENDENCYPART_GRANDPAR
(20,1),(1,16),0.498102 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-2.21228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,21),-0.855395 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.0934009 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.488355 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.448683 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.426787 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.86382 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.295567 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.478891 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.508537 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.605987 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),0.05755 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.548011 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.740153 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.344304 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.511599 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),0.443479 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),0.14726 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),0.282104 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-2.0388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,1),0.130397 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.270697 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.230466 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.00226662 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.519131 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.216948 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.164007 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.142847 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.0421234 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),0.0170521 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.78169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,1),0.143643 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.184434 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.107024 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.509854 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.176429 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.142993 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.119572 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.447912 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.387408 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.0258989 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.0723896 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.0832584 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.0865972 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.385761 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.2862 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.286109 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),0.14564 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.623451 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.193304 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.331813 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.412312 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.0238726 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.30876 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.00194791 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.0798674 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),0.012552 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.710431 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),0.0130347 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-1.11136 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.502337 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.358108 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.323036 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.894192 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.347278 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.364554 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.413513 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.683832 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.674388 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.655055 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.498018 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.419581 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.216517 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),0.143731 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.626461 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.451643 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.398844 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.361659 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.851818 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.310115 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.439196 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.4734 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.746091 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.404862 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.745633 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.505097 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.519146 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.26177 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.172842 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),0.491515 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.276625 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.87363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.610964 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.550905 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0211975 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.0800756 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.00694014 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.00167607 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.661115 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.710223 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.78159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,7),-0.187349 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.543836 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.450781 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0755206 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.0503788 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0119219 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.666638 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.729783 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.78177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.591569 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),0.0130347 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-1.11136 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.358108 # DEPENDENCYPART_GRANDPAR
