# _root_ Neuspěje - li ani do této doby , je to signál , že cena byla špatně stanovena a je na místě úvaha o jejím snížení .
#goldHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,17,17,17,18,13,18,19,20,19,22,25,23,0,
#predictedHeads=3,3,9,7,1,7,5,3,0,9,9,13,11,15,18,17,18,13,18,19,20,19,22,25,23,0,
(17,5),(5,2),-0.423892 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.265092 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.733902 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.938931 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-1.29928 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.607694 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.465254 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.476271 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.571969 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.435128 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-1.38638 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.448624 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.576303 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.666712 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.824179 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.773932 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-1.17184 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.935612 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.82113 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-1.73867 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.181163 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.38934 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-1.11428 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.524023 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.582351 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-2.24582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.487237 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-1.23708 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.702988 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-1.52417 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.375884 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.915437 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.96511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,6),-0.556882 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.97675 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.430885 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.705804 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.104158 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.99137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.35868 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-1.81372 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.658363 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-1.11743 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-1.53761 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-1.22056 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-1.65144 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-1.01172 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.70462 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.514245 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.34527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.565546 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-1.40325 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.975668 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-1.23901 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.867007 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.620606 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-1.77255 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.548566 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-1.31464 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.799572 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.63953 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.46437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.576834 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-1.49595 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.790846 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.772774 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.531129 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0813131 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.452779 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.98914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,23),-0.242928 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.61865 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.87765 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-1.23894 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.20525 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-1.10816 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-1.79136 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.725882 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.735164 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-1.18366 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.602024 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.10963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.360413 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.09975 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.56311 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.07973 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-1.27115 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.379748 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-1.31135 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.975281 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.627136 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.0509 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.476967 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.457971 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.953893 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-1.15077 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.67657 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.41182 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.943905 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.4301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.368509 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.619496 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.8513 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.61515 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.903536 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.162787 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.51486 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.559587 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.71033 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.130788 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.577996 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.39477 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.622325 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.116335 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.257942 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.392046 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.628509 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.703547 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.35097 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.524746 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-1.233 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.704547 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.630489 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.0881747 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.238498 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.425909 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.157625 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-1.16763 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.713004 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.101756 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),0.017581 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.064355 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.191555 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.322742 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.173856 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.306429 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.149771 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.0699263 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.212891 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.304703 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.181103 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),-0.0376056 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-1.45592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,1),-0.204399 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.201499 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.0866694 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.504541 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.254544 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.165831 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.34189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),-0.0959164 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),0.03187 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0760973 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.405064 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),0.129937 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),0.260296 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),0.131663 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.27114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,1),-0.380402 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.282797 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.426549 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.577459 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.547336 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.430218 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.261439 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),0.0281496 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.406917 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.259713 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.27004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,2),-0.150272 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.450849 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.160925 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.109623 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.261608 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.188954 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.181721 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.370544 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.177585 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.37115 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.143522 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.508236 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.358848 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.261031 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.248374 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.39399 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.226209 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-0.49995 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.522116 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.400836 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.105325 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.531994 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.540822 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.17122 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.177338 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.222942 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.260841 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.0611185 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.21125 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.462981 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.252703 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.426098 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.0059336 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.230021 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.330277 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.160545 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),0.147148 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.261608 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.103454 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.256076 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.40319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),-0.519836 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.937959 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.352419 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.331337 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.035704 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.370481 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.51449 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.391592 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.365051 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),0.177648 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),0.122747 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.282749 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.41446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,1),-0.261031 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.248374 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.454361 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.111399 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.383056 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.440015 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.200043 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0145446 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.390271 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),0.0952862 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.40785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.391444 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),0.00833631 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.487951 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.472779 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),0.220749 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.518035 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.471053 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.281232 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.136253 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.265346 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.299654 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.29134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.398654 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.681538 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.808765 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.407992 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.103243 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.233666 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.262514 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.810419 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.233376 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.198446 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.293098 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.0636696 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.111267 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.348191 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.3691 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.17182 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0542725 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0348391 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.41988 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.45959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.548495 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.997955 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-1.08191 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-1.00818 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-1.04282 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-1.1365 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.211832 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.128906 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.280558 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.663704 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.787986 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.097272 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.227576 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.326255 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),0.030216 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.183572 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.381348 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.403762 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.226356 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0936535 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0654155 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0319675 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.558682 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.984298 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.06506 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.991331 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.02991 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-1.11965 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.856081 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.895686 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.05089 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.941337 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.888483 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.692693 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.241465 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0198913 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.0430634 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0868702 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.089644 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0574672 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.0729834 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.0533289 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.643433 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.2 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.00835669 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.134378 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.121634 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.205712 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.145153 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.123699 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.119638 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.295295 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.0523746 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.0451813 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.517664 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.15866 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.21642 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.237446 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.165303 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),0.246031 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.0215884 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.399068 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.286786 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-1.37913 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.291561 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.60272 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.479864 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.751925 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.812983 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.545409 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),-0.293226 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-1.07743 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.312796 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.808956 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.503691 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.507644 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.30396 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.76651 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.476076 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.0266997 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.818005 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.851508 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-1.91155 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-1.66299 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-1.01878 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-1.43278 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-1.36191 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.787329 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-1.16323 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.937724 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-1.04756 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.411547 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.32013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.122881 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-0.485077 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.584394 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.129118 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.984593 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.817502 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.828967 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.17914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),0.081984 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.099738 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.837089 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.734388 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-1.83166 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-1.51819 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.978706 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-1.35289 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-1.27824 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.749745 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-1.086 # DEPENDENCYPART_GRANDPAR
