# _root_ Tento počet zahrnuje vedle dětí osvojených i děti , pro něž měli otevřenou náruč , a hlavně srdce pěstouni .
#goldHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,16,16,12,18,16,12,0,
#predictedHeads=2,3,0,3,4,5,8,3,12,12,10,8,14,12,16,12,18,16,18,0,
(16,4),(4,2),-0.27901 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.238664 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.332765 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.125074 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.159964 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.114621 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),0.299169 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.305361 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.415006 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.31035 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0284165 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.161797 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.0621181 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.136144 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.0975517 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.028055 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),0.134424 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.250665 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.27866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),0.214174 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.45784 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.248301 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.284042 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.180202 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.272743 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.195522 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.280636 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.143699 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.103979 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),0.0223681 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.0437286 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),0.154853 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.351156 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.480743 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.521929 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.266489 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.446957 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.187816 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.2466 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.441954 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.254439 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.214349 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.12792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,1),0.329702 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.304189 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.146445 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.104199 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.116622 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.151454 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.119049 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.0355254 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.117197 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.0735714 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.28392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.206679 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),0.189583 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.409848 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.295017 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.33481 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.287425 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.400659 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.188693 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.258175 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.476142 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.221536 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.409107 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.182178 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.0337124 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.27202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.0866392 # DEPENDENCYPART_GRANDPAR
(16,9),(9,18),-0.608059 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.586302 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.233217 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.452646 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.112957 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.164668 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.0858366 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.10985 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.20761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,18),-0.451028 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),0.2689 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.355374 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.118808 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.12359 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.203451 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.187726 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0943174 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.110854 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.39132 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.242705 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.0423239 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),0.13892 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.13589 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.31476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.150077 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.53709 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.515099 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.71708 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.359382 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0437303 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.301995 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.128092 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.133023 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.40804 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0591242 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.085517 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.27863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.210217 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.479584 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.457826 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.295017 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.472728 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.200057 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.225143 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0788796 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),0.0866392 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.608059 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.586302 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.409628 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.286706 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.308418 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.128132 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.888626 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.535303 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.42589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.650216 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.486894 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.176128 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.920095 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.647801 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.669195 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.180402 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.439917 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-1.45468 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.12813 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-1.27063 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.712182 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-1.07551 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.10805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.859688 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-1.19863 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.06832 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.22971 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.760748 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.73249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.453754 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.451748 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.34591 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.73124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0213954 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.450184 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.48174 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.141973 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.576527 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-2.29073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,3),-1.4651 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.779916 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-1.93714 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.451598 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.679288 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0193104 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-2.58299 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-1.21459 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-1.44074 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-1.75572 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-1.29497 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-0.499448 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.956727 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-1.4757 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.491753 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.651897 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.586329 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.356264 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-1.73972 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.169509 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.501768 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.362265 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.10666 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.51391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-1.1455 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.28511 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.459863 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.22664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.858242 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.06698 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.73762 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.173485 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.854688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.148457 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.0787332 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-1.73577 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.857285 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.42532 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-1.67295 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.250816 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.389653 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.232842 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.136723 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.57029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,15),-0.548332 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.361238 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.46947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.818708 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-1.66841 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.604676 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0582214 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.355467 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.57029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.892504 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.52901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,14),-0.86337 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.659079 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.692581 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.99851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
