# _root_ Přesto se zdá , že největší nadějí na zmírnění vlny je bouřlivé počasí , které meteorologové čekají ode dneška .
#goldHeads=3,3,0,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
#predictedHeads=0,3,1,5,3,7,11,7,8,9,5,13,11,17,17,17,13,17,18,0,
(17,19),(19,15),0.205802 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),0.238735 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.474405 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.356065 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.619157 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.4696 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.648465 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-1.16478 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.894752 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-1.12025 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.520251 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.835068 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.834422 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.894089 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.289529 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.75969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),0.0716799 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.552933 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.290044 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.67931 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.14878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.129441 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.509999 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-1.14478 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-2.19967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,9),-1.03177 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-1.80706 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-1.94389 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.70381 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.300919 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.714769 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0150824 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-2.42786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,14),-0.720225 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.59954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.985044 # DEPENDENCYPART_GRANDPAR
