# _root_ Mají - li totiž mít nějaký smysl , je ho do nich třeba vnést z vnějšku , to jest z historikovy současnosti .
#goldHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,19,15,19,19,14,19,22,20,0,
#predictedHeads=3,3,9,1,1,7,5,3,0,14,14,11,9,9,14,15,19,19,16,19,22,20,0,
(17,14),(14,7),-0.286467 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.470212 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.136064 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.205445 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.159391 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.00395156 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.218721 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.24634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.368016 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.72927 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.989088 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-1.13972 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.916178 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.298039 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.16129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,11),-0.274473 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.109192 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0192721 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-2.37649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.43226 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.72898 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.889882 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.29149 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.1895 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.710776 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.900252 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.68976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.0638302 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.16506 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.337726 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-1.23374 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.912144 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.00564 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.823492 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-1.15367 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.946909 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.32741 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-1.00569 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.867232 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.814734 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.09478 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.954076 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.90524 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.928002 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.18404 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.58 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.383013 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0781754 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.138911 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.369171 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.318563 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.325477 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.326266 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.419298 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.828015 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.174266 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.0189467 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.300227 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.414201 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.283614 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.158031 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.0551578 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),0.276668 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.0110346 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.0292088 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.153393 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.545997 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.230196 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.11206 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0689891 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.331213 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.239991 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.914729 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-2.03419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.825191 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.782923 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.872208 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-1.18573 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.0477325 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0311922 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.202229 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.357245 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.04129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.760647 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.665129 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.97816 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.877058 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.454778 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.659734 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),0.08232 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.113596 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.468551 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.712337 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.0066884 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.145781 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.158758 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.075554 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.479243 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.07878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.8332 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.772517 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.978548 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-1.11154 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.17711 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.06495 # DEPENDENCYPART_GRANDPAR
(18,19),(19,2),-1.33831 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.731048 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.668124 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.529411 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-0.517188 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-0.755429 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.3543 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-1.26802 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.728414 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.458254 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.707744 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.451478 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.347525 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.960419 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.566284 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.39467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.278774 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.174203 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.35365 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.4913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.326199 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.27519 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.509867 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.229724 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-1.71225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,20),-0.0872653 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.249983 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.407248 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),0.676252 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),0.202262 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.593406 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.0455869 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.233949 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.225504 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),0.0627707 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),0.0166449 # DEPENDENCYPART_GRANDPAR
(19,1),(1,11),0.234295 # DEPENDENCYPART_GRANDPAR
(19,1),(1,14),0.184611 # DEPENDENCYPART_GRANDPAR
(19,1),(1,15),-0.0308471 # DEPENDENCYPART_GRANDPAR
(19,1),(1,17),0.735598 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.341487 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.200914 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.568125 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.0398646 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),-0.121523 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.170724 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.24107 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-1.58997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,1),0.403158 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.574528 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.461307 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.333019 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),0.307914 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),0.425735 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),0.980742 # DEPENDENCYPART_GRANDPAR
(19,3),(3,23),-0.921827 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.0338189 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.184465 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.188668 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.205987 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.0671341 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.0909649 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.322697 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.0646454 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.443196 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.309818 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.371179 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.106347 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.0519866 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),0.150256 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),0.121031 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.104934 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.314893 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),0.566481 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.54659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),-0.178091 # DEPENDENCYPART_GRANDPAR
(19,5),(5,22),-0.305828 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.180583 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),0.352585 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),0.413249 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),0.196256 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),0.174855 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.533566 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.0963664 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),0.50522 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),0.636766 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),0.688249 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.42507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,1),-0.529492 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.114336 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.0727 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.667278 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.703216 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.409397 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.251327 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.101549 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.303116 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),0.0440625 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.78053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,1),-0.0750837 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),0.331728 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),0.0440087 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.491212 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.228008 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.351241 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.306387 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.308618 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.273042 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),0.181756 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.0214033 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),0.170484 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.103217 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.27907 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),0.807119 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),0.607856 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.67589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.286163 # DEPENDENCYPART_GRANDPAR
(19,9),(9,22),-0.520943 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.125446 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.102124 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.170029 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.552904 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.169821 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.308217 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.234112 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.207401 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.0812213 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),0.0655447 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.477995 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.247561 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.363443 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.286745 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.335274 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.138474 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.509934 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.270156 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.167247 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.0515506 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.282017 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.623896 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.458519 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.51067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.0990084 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.28462 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.857489 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0669911 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.401833 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.250768 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.423372 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.136849 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.362075 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.324236 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.42484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),0.0955163 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-1.57712 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.041484 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.529492 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),0.114336 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.703216 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.409397 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.498085 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.628229 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),0.26119 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),0.114713 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.452484 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0625609 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.207086 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.424132 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.78053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.291241 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.84619 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.745414 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-1.06007 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.095374 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.406966 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.238169 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.40068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.00742932 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.0242869 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.217031 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.888477 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.415371 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.37376 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.11341 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),0.394974 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.445878 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.86017 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.387477 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.196781 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-1.38586 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.463815 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.23193 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.71701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),0.29886 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.540803 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),0.000632956 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.31389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.743014 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.173291 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.777571 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.874806 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.496393 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.898608 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.580352 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.78415 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.523813 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-2.09124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,18),-0.632485 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.369581 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.51442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-1.20142 # DEPENDENCYPART_GRANDPAR
