# _root_ Strana demokratické levice po přehodnocení faktu , že vedoucí silou SNP byla komunistická strana , se jednoznačně staví za antifašistický a demokratický odkaz povstání .
#goldHeads=18,3,1,18,4,5,8,6,10,12,10,8,14,12,8,18,18,0,18,21,23,21,19,23,0,
#predictedHeads=0,3,1,3,4,5,8,6,10,12,10,8,14,12,18,18,18,14,18,21,23,21,19,23,0,
(14,10),(10,9),-0.234698 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.239124 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-1.30697 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.273388 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-2.04251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),0.0573335 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.0167155 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.390502 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-1.44982 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.492937 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-1.06251 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-1.10136 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-1.60062 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.231043 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.732043 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-1.30659 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.272811 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.04251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,14),-2.00745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,17),-0.200996 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.379497 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-2.15842 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.37019 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-2.11251 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.945416 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.97377 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-2.53513 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.80277 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.899162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),0.193366 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.126137 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.0437926 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.437389 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),0.128304 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.436985 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.21653 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.405886 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.05545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.921595 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0421122 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.67767 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.432974 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.212459 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.83671 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-2.04437 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.34884 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.882 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-2.005 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-1.09769 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.51101 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.65134 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-2.45774 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.710873 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.836892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),1.34181 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.11927 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.32542 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.260099 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.428702 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.136212 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.734978 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.0218417 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),0.197385 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.200535 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.865265 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.456662 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),0.0219435 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.772567 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.0940141 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),0.126501 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),-0.398444 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.283462 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.362909 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.306842 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.0949189 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-2.09027 # DEPENDENCYPART_GRANDPAR
(14,21),(21,3),-2.29842 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-2.13605 # DEPENDENCYPART_GRANDPAR
(14,21),(21,6),-2.6335 # DEPENDENCYPART_GRANDPAR
(14,21),(21,7),-2.24792 # DEPENDENCYPART_GRANDPAR
(14,21),(21,8),-0.912044 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-1.76495 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-1.90539 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-2.71898 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.950028 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-1.06315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),1.06502 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.0617963 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.110245 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.50317 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.21756 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.619227 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.453351 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.233627 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.0144861 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.380252 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.774429 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.140889 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.200476 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.438424 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.402459 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.626732 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.715876 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.414618 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.208478 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),0.200429 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.393715 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),0.626917 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.707131 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.00176441 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.210942 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.463511 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.0454547 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.127974 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.250624 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),-0.327536 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.333073 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),-0.314915 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),-0.211191 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),-0.0617833 # DEPENDENCYPART_GRANDPAR
(15,1),(1,11),-0.0852897 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.63166 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.0209299 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.253155 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.33055 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.397039 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.505627 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.48407 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.640708 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.235327 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.331536 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.583259 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.645238 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.239218 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-2.24549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,3),-0.207038 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.476429 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.554761 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.435389 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.546548 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.347813 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.23169 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-2.1019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,18),-0.578667 # DEPENDENCYPART_GRANDPAR
(15,8),(8,21),-0.653252 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.256262 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.280307 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.357507 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.26938 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0966062 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.105109 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.142679 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.00731641 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.206248 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),0.0677752 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.206706 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.201012 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.280426 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.449791 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.35726 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0146825 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0404733 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.171596 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.019613 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.15684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,17),-0.55632 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.623173 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-1.02008 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-1.06501 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.8614 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-1.29134 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-1.29916 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0492545 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.434862 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.467707 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.258646 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.114037 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.138724 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.152154 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.28708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,17),-0.516301 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.63166 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.904907 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-1.20074 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.887397 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-1.32682 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.33463 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.802635 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.57973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,19),-0.368327 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.449114 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.548636 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.552617 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.23054 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.970818 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.03475 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.24232 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.97249 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.10697 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.05162 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-1.08083 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.928522 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-1.00053 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.01856 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.48892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.184554 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0721814 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0542794 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.174236 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.0410768 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.348802 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.24525 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.246637 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.339166 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.54523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,20),-0.192664 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.16253 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.399416 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.374688 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.378669 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.462114 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.359074 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.258452 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0424827 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.547168 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.13801 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.878779 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-1.15028 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-1.22862 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.962069 # DEPENDENCYPART_GRANDPAR
(15,21),(21,8),-0.950128 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.959472 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.988795 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.901419 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.944691 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.926028 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-1.3551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.0632997 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.00165758 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.220151 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.209919 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.425433 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.330575 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.322354 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.327016 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.354757 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-1.13318 # DEPENDENCYPART_GRANDPAR
(15,23),(23,16),0.116679 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.054387 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.0385049 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.205634 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.19668 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.429715 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.316725 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.369237 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.052955 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.199737 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.195507 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.423818 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.266512 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.369295 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.519124 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.0247373 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.321242 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.359008 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0468087 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.116225 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.91649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.486324 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.707796 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-1.22606 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.65744 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-1.21986 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.985175 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.627409 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.420535 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.502648 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.377621 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.537713 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.392863 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.27156 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.136062 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.04851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.624122 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.881188 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-1.27943 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.724279 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-1.51326 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-1.27857 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.823089 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.491297 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.543271 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.19708 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.581622 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.540353 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.305666 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.372921 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.238832 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.49306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.292178 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.697476 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.625168 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.304734 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-1.68947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,19),-0.324469 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.565826 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0789565 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.601685 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.518672 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.316318 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-1.68947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,20),-0.557023 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.0786984 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.592882 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.626727 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.312837 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.691503 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.40566 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.0668325 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.369322 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.692226 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.441008 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.179701 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),0.412519 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.319666 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.330915 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-2.19869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,1),-0.131623 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.788598 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0723894 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.379338 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.702242 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.196132 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),0.424606 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.353957 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.223992 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.547812 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.326731 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.152587 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.777095 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.178159 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.700624 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.448198 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.195729 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.420713 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.328064 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.339313 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),0.465895 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-2.19298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,1),-0.324541 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-1.05564 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.734118 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.270525 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-1.00352 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.121654 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.124906 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),0.0954505 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.685362 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.701518 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.511978 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),0.0405363 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.294919 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),0.296766 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.341709 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.467217 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.144694 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.16412 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.145302 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.00686366 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-2.19317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,20),-0.821408 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.381366 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.130269 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.482143 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.79827 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.302065 # DEPENDENCYPART_GRANDPAR
