# _root_ Jestliže však byla tak váhavá dokonce i země , která ostatní Evropany k unii před lety vyzvala a potom tlačila , neznamená to snad konec snu o integraci ?
#goldHeads=22,0,1,5,3,8,8,3,18,18,12,18,18,13,17,15,18,8,20,18,1,2,22,22,22,25,26,27,0,
#predictedHeads=22,3,1,5,3,8,8,3,18,17,12,17,17,13,14,15,18,1,20,18,1,0,22,22,22,25,26,27,0,
(21,20),(20,14),-0.0371746 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.193566 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.0745391 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.119622 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.201212 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.138298 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.1305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.594759 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.547577 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.823049 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-1.18648 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-1.20028 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.943313 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-1.24576 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-0.669767 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-0.993668 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-1.06937 # DEPENDENCYPART_GRANDPAR
(21,22),(22,3),-0.844237 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.930317 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.967584 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-0.949886 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-1.09669 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-1.09405 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-1.05224 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-1.05886 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.63648 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.716739 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.565858 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.644423 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.4935 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.197033 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.107848 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.184323 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.181722 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.152231 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.223723 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.0970415 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.414329 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.57393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.349706 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.255539 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.394329 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.400516 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.290854 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.442521 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.47113 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.000324491 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.481641 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.484892 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.423129 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.526891 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.00590011 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.157687 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.267283 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.261354 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.310206 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.134131 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.00503847 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.171182 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.183826 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.235596 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.284118 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.10423 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.190513 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.197019 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.390645 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.179426 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.0870529 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),0.163833 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.359432 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.509568 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.103575 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),0.139013 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.101563 # DEPENDENCYPART_GRANDPAR
(22,1),(1,17),0.343593 # DEPENDENCYPART_GRANDPAR
(22,1),(1,18),0.04581 # DEPENDENCYPART_GRANDPAR
(22,1),(1,20),0.503061 # DEPENDENCYPART_GRANDPAR
(22,1),(1,21),0.740812 # DEPENDENCYPART_GRANDPAR
(22,1),(1,22),-2.65629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,1),(1,29),-1.07894 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.0379427 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.130935 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.484828 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.630259 # DEPENDENCYPART_GRANDPAR
(22,2),(2,9),-0.271115 # DEPENDENCYPART_GRANDPAR
(22,2),(2,17),0.0511864 # DEPENDENCYPART_GRANDPAR
(22,2),(2,18),-0.152137 # DEPENDENCYPART_GRANDPAR
(22,2),(2,20),0.210654 # DEPENDENCYPART_GRANDPAR
(22,2),(2,21),0.571259 # DEPENDENCYPART_GRANDPAR
(22,2),(2,22),-2.65943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,2),(2,29),-1.07734 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),0.117013 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.168932 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.445186 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.613529 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.245601 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),0.0278013 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.683991 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.314359 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-0.537484 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.332545 # DEPENDENCYPART_GRANDPAR
(22,3),(3,13),-0.499993 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.651028 # DEPENDENCYPART_GRANDPAR
(22,3),(3,15),-0.668559 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),-0.0894862 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),-0.129701 # DEPENDENCYPART_GRANDPAR
(22,3),(3,21),0.528016 # DEPENDENCYPART_GRANDPAR
(22,3),(3,24),-0.416712 # DEPENDENCYPART_GRANDPAR
(22,7),(7,1),0.219194 # DEPENDENCYPART_GRANDPAR
(22,7),(7,2),-0.0707209 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.287303 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.155991 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.00750964 # DEPENDENCYPART_GRANDPAR
(22,7),(7,8),-0.261252 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),-0.44051 # DEPENDENCYPART_GRANDPAR
(22,7),(7,10),-0.843863 # DEPENDENCYPART_GRANDPAR
(22,7),(7,11),-0.343155 # DEPENDENCYPART_GRANDPAR
(22,7),(7,12),0.107212 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),0.143518 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.52401 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.163063 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.18967 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.0637269 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.597402 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.840725 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.0253479 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),0.129167 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.134376 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.353804 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),0.558782 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),0.195635 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),0.714845 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.264837 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.159434 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.462358 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.165536 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.182139 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.0625164 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.3062 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.87916 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.0888869 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.114715 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.175481 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.337739 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),0.106284 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.226583 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.472118 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.871168 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.0834869 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.284626 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.343159 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.439787 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),0.545556 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.194083 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.0138969 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),0.70162 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.0676772 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.105122 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.36861 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),0.0318936 # DEPENDENCYPART_GRANDPAR
(22,17),(17,1),0.161652 # DEPENDENCYPART_GRANDPAR
(22,17),(17,2),-0.124058 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.271319 # DEPENDENCYPART_GRANDPAR
(22,17),(17,4),-0.463913 # DEPENDENCYPART_GRANDPAR
(22,17),(17,5),-0.401544 # DEPENDENCYPART_GRANDPAR
(22,17),(17,6),-0.233838 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.108542 # DEPENDENCYPART_GRANDPAR
(22,17),(17,8),-0.600543 # DEPENDENCYPART_GRANDPAR
(22,17),(17,9),-0.617349 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-1.11798 # DEPENDENCYPART_GRANDPAR
(22,17),(17,11),-0.344308 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.257413 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.319729 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.555789 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.509762 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.847149 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.0757727 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.107853 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.144708 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.505777 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-2.31203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),0.563851 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.37454 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.144527 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-0.454285 # DEPENDENCYPART_GRANDPAR
(22,17),(17,27),0.143609 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),0.100032 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-0.178767 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.314947 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.290318 # DEPENDENCYPART_GRANDPAR
(22,18),(18,6),-0.0409294 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.105895 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.320988 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-0.609536 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.871292 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.0973422 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),0.00485265 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.222568 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.297701 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.437741 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.594704 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.12476 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.043854 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.181249 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.303148 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-2.79869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),0.16079 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.553828 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.582489 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.8949 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.376569 # DEPENDENCYPART_GRANDPAR
(22,18),(18,29),-1.18083 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-2.22713 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,1),0.155341 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-0.130369 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),-0.271319 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-0.461903 # DEPENDENCYPART_GRANDPAR
(22,20),(20,5),-0.401543 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.231828 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.114853 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-0.6036 # DEPENDENCYPART_GRANDPAR
(22,20),(20,9),-0.616322 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-1.11798 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.344307 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.260469 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.320269 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.558846 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.504321 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.850206 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.162743 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.145963 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.0327806 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.50716 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-2.31203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),0.563851 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.37454 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.144526 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.454284 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),0.143609 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.608051 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-0.821709 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.786173 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.518487 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.592926 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.278661 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.130579 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.43779 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.57692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),0.257692 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.521255 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.597904 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.910311 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.241291 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.238978 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.301063 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.23479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.127831 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0645651 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.244175 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.0858284 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.399053 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.307067 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),0.665392 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.293419 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.00944555 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.071672 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.164315 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.453341 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0506747 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.206847 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.0939043 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.0506812 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.28928 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),0.444756 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.0370237 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.609595 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.0937256 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),0.0105189 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.292149 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.520673 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.220461 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.05142 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.28924 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),0.444684 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.0369327 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),0.609521 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.303507 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.297262 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.294856 # DEPENDENCYPART_GRANDPAR
(22,29),(29,22),-1.75326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,29),(29,23),0.597693 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.229417 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.616426 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.828815 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.34976 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.665653 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.305414 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.339832 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.623103 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.499696 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-2.38074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.568266 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-1.10944 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-1.31206 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.748653 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.390199 # DEPENDENCYPART_GRANDPAR
(23,22),(22,2),-0.22009 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),-0.613092 # DEPENDENCYPART_GRANDPAR
(23,22),(22,7),-0.423318 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-0.48369 # DEPENDENCYPART_GRANDPAR
(23,22),(22,10),-0.405789 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.518778 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.21279 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.557628 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.242796 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.507729 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.460687 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.294882 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.464192 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0586386 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.33424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.641547 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.872365 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-1.0727 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.657937 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-1.27565 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-1.44324 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-0.840478 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.90892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.372884 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.581653 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.309834 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.784491 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-2.01512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.120059 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.547183 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.252103 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.750944 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.689545 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-2.0142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.121674 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.0710866 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.245507 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.756087 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.683279 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.155273 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.356418 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.737475 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.791419 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-2.0142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),-0.121693 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.0710884 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.276836 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.111655 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.683283 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.152432 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.0623325 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.107714 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.0524495 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.84786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.476951 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.609618 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.750024 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.796678 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.405164 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.55652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.265498 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.3678 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.451185 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.404895 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.405165 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.55813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.00182313 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.35929 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.452497 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.396718 # DEPENDENCYPART_GRANDPAR
