# _root_ " Podnikám a nezakrývám , že závodění a firma někdy nejdou dohromady , jedno druhému zabírá čas .
#goldHeads=3,3,0,3,6,4,8,11,8,11,13,11,6,16,16,13,16,0,
#predictedHeads=3,3,0,3,6,4,8,11,8,11,6,11,11,16,16,13,16,0,
(16,15),(15,16),-1.80959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.525633 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.4931 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.287128 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.23604 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.715967 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.069624 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.580003 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-1.30032 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-1.27921 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.437854 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-1.41319 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.0913638 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.708183 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.965283 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.906468 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.11465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,12),-0.315536 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.127781 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.937854 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.99423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.557636 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),0.07921 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.952292 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.217478 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-1.2603 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0646312 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0266182 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.36941 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.791021 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-2.17689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.61639 # DEPENDENCYPART_GRANDPAR
