# _root_ Mezi pašeráky byli v Průhonicích u Prahy zadrženi i dva policisté z Bratislavy , kteří - jak se po prvním výslechu ukázalo - nepřísluší ke kriminální , ale k dopravní policii .
#goldHeads=8,1,8,8,4,5,6,0,11,11,8,11,12,24,24,22,22,22,22,21,19,24,22,11,28,25,28,24,28,31,29,0,
#predictedHeads=8,1,8,3,4,5,6,0,11,11,8,11,12,22,22,22,22,22,22,21,19,13,22,0,28,25,28,24,28,31,29,0,
(22,28),(28,9),-0.884568 # DEPENDENCYPART_GRANDPAR
(22,28),(28,11),-1.23681 # DEPENDENCYPART_GRANDPAR
(22,28),(28,12),-1.10413 # DEPENDENCYPART_GRANDPAR
(22,28),(28,13),-2.11402 # DEPENDENCYPART_GRANDPAR
(22,28),(28,14),-1.18082 # DEPENDENCYPART_GRANDPAR
(22,28),(28,15),-1.31424 # DEPENDENCYPART_GRANDPAR
(22,28),(28,16),-0.781195 # DEPENDENCYPART_GRANDPAR
(22,28),(28,17),-0.410269 # DEPENDENCYPART_GRANDPAR
(22,28),(28,18),-0.58895 # DEPENDENCYPART_GRANDPAR
(22,28),(28,19),-0.55981 # DEPENDENCYPART_GRANDPAR
(22,28),(28,20),-1.03969 # DEPENDENCYPART_GRANDPAR
(22,28),(28,21),-0.817805 # DEPENDENCYPART_GRANDPAR
(22,28),(28,22),-1.53494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,28),(28,23),-0.0484963 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),-0.268527 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.091073 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.970377 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.063846 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.0995715 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-1.33359 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.858797 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),-0.425207 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),-0.223981 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-1.18048 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.762664 # DEPENDENCYPART_GRANDPAR
(22,29),(29,32),-0.390199 # DEPENDENCYPART_GRANDPAR
(22,31),(31,20),-0.790639 # DEPENDENCYPART_GRANDPAR
(22,31),(31,25),-0.025831 # DEPENDENCYPART_GRANDPAR
(22,31),(31,26),-0.493806 # DEPENDENCYPART_GRANDPAR
(22,31),(31,27),-0.233856 # DEPENDENCYPART_GRANDPAR
(22,31),(31,28),-0.0663446 # DEPENDENCYPART_GRANDPAR
(22,31),(31,29),-0.0186797 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),-1.20917 # DEPENDENCYPART_GRANDPAR
(22,31),(31,32),-0.498628 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.646768 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.442188 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.38747 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.33794 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.611951 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.424967 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.0925059 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.0595367 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),-0.280787 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.221266 # DEPENDENCYPART_GRANDPAR
(23,3),(3,12),-0.499582 # DEPENDENCYPART_GRANDPAR
(23,3),(3,14),-0.40805 # DEPENDENCYPART_GRANDPAR
(23,3),(3,17),-0.335948 # DEPENDENCYPART_GRANDPAR
(23,3),(3,19),-0.336849 # DEPENDENCYPART_GRANDPAR
(23,3),(3,22),0.054856 # DEPENDENCYPART_GRANDPAR
(23,3),(3,23),-1.99046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,3),(3,27),-0.762695 # DEPENDENCYPART_GRANDPAR
(23,3),(3,28),-1.06658 # DEPENDENCYPART_GRANDPAR
(23,3),(3,29),-0.952688 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),-0.635645 # DEPENDENCYPART_GRANDPAR
(23,8),(8,2),-0.42472 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.156935 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.32674 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.379681 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.568709 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.465356 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.103868 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.255208 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.537248 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.37527 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),-0.423694 # DEPENDENCYPART_GRANDPAR
(23,8),(8,17),-0.375765 # DEPENDENCYPART_GRANDPAR
(23,8),(8,19),-0.386797 # DEPENDENCYPART_GRANDPAR
(23,8),(8,22),0.0387501 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-1.9898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,25),-1.05704 # DEPENDENCYPART_GRANDPAR
(23,8),(8,28),-1.06406 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.507583 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.406578 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.412666 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),-0.171464 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),-0.179116 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-1.88832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,16),-0.50971 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.250198 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.0987326 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.89065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.368605 # DEPENDENCYPART_GRANDPAR
(23,19),(19,31),-1.2363 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0800326 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.00814112 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.314553 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.554329 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.50169 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.201065 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.483354 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.0687318 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.994134 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-1.24655 # DEPENDENCYPART_GRANDPAR
(23,22),(22,1),-0.647909 # DEPENDENCYPART_GRANDPAR
(23,22),(22,2),-0.437326 # DEPENDENCYPART_GRANDPAR
(23,22),(22,3),-0.163435 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.339003 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.392286 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.580972 # DEPENDENCYPART_GRANDPAR
(23,22),(22,7),-0.477962 # DEPENDENCYPART_GRANDPAR
(23,22),(22,8),-0.141911 # DEPENDENCYPART_GRANDPAR
(23,22),(22,10),-0.128471 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.313153 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.486261 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.522603 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.27005 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.437049 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.298412 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.0859425 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.376997 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.0817853 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.163806 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.99038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.54703 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-1.05905 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-1.11349 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.76283 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-1.06514 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.953261 # DEPENDENCYPART_GRANDPAR
(23,22),(22,31),-1.29184 # DEPENDENCYPART_GRANDPAR
(23,24),(24,1),-1.56062 # DEPENDENCYPART_GRANDPAR
(23,24),(24,2),-1.26317 # DEPENDENCYPART_GRANDPAR
(23,24),(24,3),-0.889989 # DEPENDENCYPART_GRANDPAR
(23,24),(24,4),-1.32652 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-1.21816 # DEPENDENCYPART_GRANDPAR
(23,24),(24,6),-1.43589 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-1.30287 # DEPENDENCYPART_GRANDPAR
(23,24),(24,8),-0.858123 # DEPENDENCYPART_GRANDPAR
(23,24),(24,9),-0.781323 # DEPENDENCYPART_GRANDPAR
(23,24),(24,10),-0.914582 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-1.11138 # DEPENDENCYPART_GRANDPAR
(23,24),(24,13),-1.22151 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-1.08632 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-0.780288 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-1.00312 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-0.929472 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.65421 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.20724 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.989556 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.716273 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.46329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.234081 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.296431 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.193265 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.312233 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.131012 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.457478 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.401803 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.53206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,26),-0.33608 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.28627 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.410934 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.584268 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.994499 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.22192 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.257033 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.334873 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.337023 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.68254 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.222048 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.710044 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.611574 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.439241 # DEPENDENCYPART_GRANDPAR
(23,31),(31,20),-0.904208 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),-0.274811 # DEPENDENCYPART_GRANDPAR
(23,31),(31,26),-0.33511 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),-0.155685 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),-0.227755 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.172852 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.706919 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-0.438851 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),-0.428033 # DEPENDENCYPART_GRANDPAR
(24,1),(1,5),-0.235191 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),0.341739 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),0.68092 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.266559 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),-0.246431 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),0.193981 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.896229 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.629685 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.710047 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-0.550468 # DEPENDENCYPART_GRANDPAR
(24,3),(3,7),-0.785052 # DEPENDENCYPART_GRANDPAR
(24,3),(3,8),0.0475945 # DEPENDENCYPART_GRANDPAR
(24,3),(3,9),0.0586064 # DEPENDENCYPART_GRANDPAR
(24,3),(3,10),-0.260881 # DEPENDENCYPART_GRANDPAR
(24,3),(3,11),-0.11981 # DEPENDENCYPART_GRANDPAR
(24,3),(3,12),-0.252753 # DEPENDENCYPART_GRANDPAR
(24,3),(3,14),-0.187363 # DEPENDENCYPART_GRANDPAR
(24,3),(3,17),0.279327 # DEPENDENCYPART_GRANDPAR
(24,3),(3,19),0.0803857 # DEPENDENCYPART_GRANDPAR
(24,3),(3,22),0.104067 # DEPENDENCYPART_GRANDPAR
(24,3),(3,23),0.306053 # DEPENDENCYPART_GRANDPAR
(24,3),(3,27),-0.521596 # DEPENDENCYPART_GRANDPAR
(24,3),(3,28),-0.495792 # DEPENDENCYPART_GRANDPAR
(24,3),(3,29),-0.12312 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),-0.0892658 # DEPENDENCYPART_GRANDPAR
(24,4),(4,7),-0.16242 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),0.342585 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),-0.593025 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.407593 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-0.246424 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.350738 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),0.604746 # DEPENDENCYPART_GRANDPAR
(24,5),(5,9),0.240462 # DEPENDENCYPART_GRANDPAR
(24,5),(5,12),0.0318274 # DEPENDENCYPART_GRANDPAR
(24,6),(6,2),-0.458958 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),-0.253837 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.273844 # DEPENDENCYPART_GRANDPAR
(24,6),(6,7),-0.320243 # DEPENDENCYPART_GRANDPAR
(24,6),(6,9),0.0770343 # DEPENDENCYPART_GRANDPAR
(24,6),(6,10),0.0618217 # DEPENDENCYPART_GRANDPAR
(24,6),(6,11),0.330112 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.412632 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.405052 # DEPENDENCYPART_GRANDPAR
(24,8),(8,1),0.235021 # DEPENDENCYPART_GRANDPAR
(24,8),(8,2),-0.843561 # DEPENDENCYPART_GRANDPAR
(24,8),(8,3),-0.000684596 # DEPENDENCYPART_GRANDPAR
(24,8),(8,4),-0.593017 # DEPENDENCYPART_GRANDPAR
(24,8),(8,5),-0.655531 # DEPENDENCYPART_GRANDPAR
(24,8),(8,6),-0.453206 # DEPENDENCYPART_GRANDPAR
(24,8),(8,7),-0.718481 # DEPENDENCYPART_GRANDPAR
(24,8),(8,9),0.0348522 # DEPENDENCYPART_GRANDPAR
(24,8),(8,11),-0.118608 # DEPENDENCYPART_GRANDPAR
(24,8),(8,12),-0.255198 # DEPENDENCYPART_GRANDPAR
(24,8),(8,13),-0.618553 # DEPENDENCYPART_GRANDPAR
(24,8),(8,14),-0.193461 # DEPENDENCYPART_GRANDPAR
(24,8),(8,17),0.260529 # DEPENDENCYPART_GRANDPAR
(24,8),(8,19),0.0720352 # DEPENDENCYPART_GRANDPAR
(24,8),(8,22),0.107288 # DEPENDENCYPART_GRANDPAR
(24,8),(8,23),0.29703 # DEPENDENCYPART_GRANDPAR
(24,8),(8,25),0.0739311 # DEPENDENCYPART_GRANDPAR
(24,8),(8,28),-0.487117 # DEPENDENCYPART_GRANDPAR
(24,9),(9,1),0.383255 # DEPENDENCYPART_GRANDPAR
(24,9),(9,2),-0.458532 # DEPENDENCYPART_GRANDPAR
(24,9),(9,3),0.193909 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.261532 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),-0.270503 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.210965 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),-0.334087 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),0.0879537 # DEPENDENCYPART_GRANDPAR
(24,9),(9,10),-0.049254 # DEPENDENCYPART_GRANDPAR
(24,9),(9,11),0.300665 # DEPENDENCYPART_GRANDPAR
(24,9),(9,12),0.131191 # DEPENDENCYPART_GRANDPAR
(24,9),(9,13),-0.212974 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.305625 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.355513 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),0.08305 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),0.237426 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),0.155269 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),-0.250184 # DEPENDENCYPART_GRANDPAR
(24,11),(11,1),0.33642 # DEPENDENCYPART_GRANDPAR
(24,11),(11,6),-0.343116 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),-0.497202 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-0.0843748 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.0823079 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),0.0454308 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.182724 # DEPENDENCYPART_GRANDPAR
(24,11),(11,17),0.0873669 # DEPENDENCYPART_GRANDPAR
(24,11),(11,22),0.663015 # DEPENDENCYPART_GRANDPAR
(24,11),(11,24),-2.35411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,11),(11,28),-0.448009 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-0.0678921 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.0749845 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.0779266 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.460658 # DEPENDENCYPART_GRANDPAR
(24,13),(13,15),-0.594088 # DEPENDENCYPART_GRANDPAR
(24,13),(13,16),0.328987 # DEPENDENCYPART_GRANDPAR
(24,13),(13,17),0.0831584 # DEPENDENCYPART_GRANDPAR
(24,13),(13,21),0.164602 # DEPENDENCYPART_GRANDPAR
(24,13),(13,22),0.662193 # DEPENDENCYPART_GRANDPAR
(24,13),(13,24),-2.35357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,13),(13,26),-0.656099 # DEPENDENCYPART_GRANDPAR
(24,13),(13,28),-0.446393 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.448601 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.534727 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.255376 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.0349541 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.525437 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),0.304361 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),-0.624988 # DEPENDENCYPART_GRANDPAR
(24,14),(14,22),0.000767084 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.428071 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),0.312811 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),0.186822 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.397694 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),-0.114429 # DEPENDENCYPART_GRANDPAR
(24,15),(15,23),0.0470887 # DEPENDENCYPART_GRANDPAR
(24,16),(16,3),-0.258945 # DEPENDENCYPART_GRANDPAR
(24,16),(16,8),-0.343117 # DEPENDENCYPART_GRANDPAR
(24,16),(16,10),-0.221726 # DEPENDENCYPART_GRANDPAR
(24,16),(16,11),-0.0353038 # DEPENDENCYPART_GRANDPAR
(24,16),(16,13),-0.526009 # DEPENDENCYPART_GRANDPAR
(24,16),(16,14),-0.438276 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-0.850076 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),0.105198 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),0.2625 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.370354 # DEPENDENCYPART_GRANDPAR
(24,16),(16,21),-0.102452 # DEPENDENCYPART_GRANDPAR
(24,16),(16,22),0.144432 # DEPENDENCYPART_GRANDPAR
(24,16),(16,23),0.254677 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-2.51999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,26),-0.800049 # DEPENDENCYPART_GRANDPAR
(24,16),(16,27),-0.682969 # DEPENDENCYPART_GRANDPAR
(24,16),(16,28),-0.577139 # DEPENDENCYPART_GRANDPAR
(24,16),(16,29),-0.209998 # DEPENDENCYPART_GRANDPAR
(24,16),(16,31),-0.969817 # DEPENDENCYPART_GRANDPAR
(24,17),(17,12),-0.254071 # DEPENDENCYPART_GRANDPAR
(24,17),(17,13),-0.455504 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.792934 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),0.106743 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.35224 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.183825 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),0.261841 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.257707 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),0.288786 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.085678 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-2.4683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,31),-0.994044 # DEPENDENCYPART_GRANDPAR
(24,21),(21,9),-0.0684561 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.619042 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),0.139568 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),0.059726 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),0.164436 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.157778 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.456617 # DEPENDENCYPART_GRANDPAR
(24,21),(21,25),0.249799 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.656099 # DEPENDENCYPART_GRANDPAR
(24,22),(22,1),0.254898 # DEPENDENCYPART_GRANDPAR
(24,22),(22,2),-0.823428 # DEPENDENCYPART_GRANDPAR
(24,22),(22,3),0.0249595 # DEPENDENCYPART_GRANDPAR
(24,22),(22,4),-0.57314 # DEPENDENCYPART_GRANDPAR
(24,22),(22,5),-0.635398 # DEPENDENCYPART_GRANDPAR
(24,22),(22,6),-0.433329 # DEPENDENCYPART_GRANDPAR
(24,22),(22,7),-0.698348 # DEPENDENCYPART_GRANDPAR
(24,22),(22,8),-0.0876231 # DEPENDENCYPART_GRANDPAR
(24,22),(22,10),-0.287871 # DEPENDENCYPART_GRANDPAR
(24,22),(22,11),-0.0733308 # DEPENDENCYPART_GRANDPAR
(24,22),(22,12),-0.177227 # DEPENDENCYPART_GRANDPAR
(24,22),(22,14),-0.435326 # DEPENDENCYPART_GRANDPAR
(24,22),(22,15),-0.846037 # DEPENDENCYPART_GRANDPAR
(24,22),(22,16),0.312326 # DEPENDENCYPART_GRANDPAR
(24,22),(22,17),0.485618 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),0.0286314 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),0.05762 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.637699 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.186449 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.358577 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-2.44613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),0.0722628 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.629207 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.516018 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.488316 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.114963 # DEPENDENCYPART_GRANDPAR
(24,22),(22,31),-0.808944 # DEPENDENCYPART_GRANDPAR
(24,23),(23,3),-0.258945 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),-0.343117 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.850076 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),0.0833068 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.55742 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.163889 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.297451 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-2.51999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),0.00596466 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.800049 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.209998 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-0.969817 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.59724 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.0648492 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.0409228 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.0759938 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.131802 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-0.0617661 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.66566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.314708 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.133311 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.0165069 # DEPENDENCYPART_GRANDPAR
