# _root_ Úřad slovenského prezidenta nejdříve vyvrátil slova Hornovy mluvčí , za několik dní však vydal prohlášení , v němž svoji původní verzi odvolal .
#goldHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
#predictedHeads=5,3,1,5,13,5,8,6,13,14,10,11,0,13,14,22,22,17,21,21,22,15,0,
(14,16),(16,9),-0.73458 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.36681 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.39711 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.61345 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.32064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.917214 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.215371 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.404739 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.240941 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.73224 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.179516 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.308534 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0721343 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.086404 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),0.216185 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.149457 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.204824 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.211768 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.434721 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.0896908 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0677894 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.299453 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.894248 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.583229 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-0.81432 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.867029 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-1.17863 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.502374 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.193257 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.16261 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.941129 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.423187 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.24199 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.814265 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.494011 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.0312905 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.580151 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.345762 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0841661 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-1.14083 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.427131 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.351231 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.0439174 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-1.48211 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.91238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,1),-2.66055 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-2.67995 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-2.4959 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.31212 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.978318 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.70545 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.742124 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-2.40586 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.986026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.408148 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.128869 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0078853 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.494763 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.538356 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.883276 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.502413 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.090228 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.43628 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.646288 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0869772 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.339677 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.892087 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.0751587 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.10398 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-2.33812 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-1.89217 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-1.00297 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-2.60669 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.02939 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-1.97306 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.20458 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.951027 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.408497 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-1.38284 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.726532 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-2.3326 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-1.01147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),1.2689 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.463336 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.286792 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.061402 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.387599 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.377299 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.263589 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.0521001 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.106566 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.0670784 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.116861 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.0525343 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.253301 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.34573 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.293793 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.0136348 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.130295 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.489045 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.183847 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.269267 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.0585839 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.287185 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.204457 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.100951 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),0.0169197 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),0.102724 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-2.05568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-1.01456 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-1.03803 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.609537 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.581928 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.342887 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.545002 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.534661 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.549047 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.18744 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.284206 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.346976 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.566342 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.410536 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.379788 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.560299 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.345152 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.146812 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.25791 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.14686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),-0.861103 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.565658 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.543131 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.309861 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.225124 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.2721 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.105301 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.0806553 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.97671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,7),-0.43159 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.190989 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.182573 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.401624 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.153009 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-1.09193 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.60981 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.497857 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.444227 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.527422 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.109655 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.286782 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.301292 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.369797 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.428113 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.264923 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.403226 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.368649 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.0890539 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0678567 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.99987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.765742 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.8973 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.541627 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.662053 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.295102 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.382438 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.335594 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.0252015 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.256995 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.082235 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.184737 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.41603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.122425 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.282352 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.179405 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0654519 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0985417 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.05572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-1.01461 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.842148 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-1.03807 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.609636 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.396361 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.18583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.891819 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.974797 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-1.09213 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.609963 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.42477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.282006 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0806256 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0962199 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.00618624 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.119842 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.317481 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.0752301 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.0163047 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0112269 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.27705 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.3034 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.68425 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-0.969708 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.07661 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.14402 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.913716 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.03284 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.08734 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.16121 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.984992 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.838728 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.862157 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.42029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.0420757 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.0730427 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.087273 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.227549 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-1.45095 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.797919 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-1.70978 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.959519 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.604252 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-1.37896 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.862035 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.695937 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-1.06077 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.95568 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,20),-1.99542 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.99393 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.03555 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-1.12664 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.43678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,19),-0.233899 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.708144 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.23919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,19),-0.0231685 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-1.08106 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.447106 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.460189 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-2.32667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-1.19681 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.905088 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.968839 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.5898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,16),-0.816288 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.0463178 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.0128066 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.59267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,17),-0.116238 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.633337 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.32113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,1),(1,2),-0.65819 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.22724 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.423555 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),0.0470651 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.280982 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.532753 # DEPENDENCYPART_GRANDPAR
(22,1),(1,10),-0.0643027 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),0.230574 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.770556 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.427439 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),0.0341595 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-1.49157 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.536666 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),0.109834 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.992718 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.560482 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.24339 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.517016 # DEPENDENCYPART_GRANDPAR
(22,5),(5,1),-0.000265114 # DEPENDENCYPART_GRANDPAR
(22,5),(5,2),-0.991948 # DEPENDENCYPART_GRANDPAR
(22,5),(5,3),-0.676619 # DEPENDENCYPART_GRANDPAR
(22,5),(5,4),-0.419315 # DEPENDENCYPART_GRANDPAR
(22,5),(5,6),-0.735566 # DEPENDENCYPART_GRANDPAR
(22,5),(5,7),-2.00934 # DEPENDENCYPART_GRANDPAR
(22,5),(5,8),-0.997156 # DEPENDENCYPART_GRANDPAR
(22,5),(5,9),-0.0658821 # DEPENDENCYPART_GRANDPAR
(22,5),(5,10),-0.40459 # DEPENDENCYPART_GRANDPAR
(22,5),(5,11),-0.293808 # DEPENDENCYPART_GRANDPAR
(22,5),(5,12),-0.80113 # DEPENDENCYPART_GRANDPAR
(22,5),(5,13),-0.242698 # DEPENDENCYPART_GRANDPAR
(22,5),(5,14),-0.197327 # DEPENDENCYPART_GRANDPAR
(22,5),(5,15),-0.957526 # DEPENDENCYPART_GRANDPAR
(22,5),(5,16),0.20395 # DEPENDENCYPART_GRANDPAR
(22,5),(5,17),-0.132854 # DEPENDENCYPART_GRANDPAR
(22,5),(5,21),0.0875219 # DEPENDENCYPART_GRANDPAR
(22,5),(5,22),-2.07948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,2),-0.746494 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.443759 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.29678 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-1.48926 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.53018 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.329371 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.0418599 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.34641 # DEPENDENCYPART_GRANDPAR
(22,6),(6,13),-0.299249 # DEPENDENCYPART_GRANDPAR
(22,6),(6,14),0.366779 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),-0.501738 # DEPENDENCYPART_GRANDPAR
(22,6),(6,16),-0.0595389 # DEPENDENCYPART_GRANDPAR
(22,6),(6,17),0.272929 # DEPENDENCYPART_GRANDPAR
(22,6),(6,21),0.535367 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.98829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,2),-0.776618 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.464294 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.500441 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-1.58576 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.339972 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.0710291 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.348076 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.337918 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),0.354157 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.98946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,1),0.0383599 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-1.0435 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.602193 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.554596 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-1.10493 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.683584 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-1.86183 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.903162 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.299196 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.708637 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.314595 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.295504 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.870182 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),0.16021 # DEPENDENCYPART_GRANDPAR
(22,9),(9,17),0.00393915 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-2.34429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,9),-0.451522 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),0.0966209 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.392571 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.246068 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),0.0873244 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),-0.543732 # DEPENDENCYPART_GRANDPAR
(22,10),(10,16),-0.00355211 # DEPENDENCYPART_GRANDPAR
(22,11),(11,8),-0.618795 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.448759 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.403944 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.182608 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),0.0650366 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.581289 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-1.57489 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.692957 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.2133 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.176374 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.50475 # DEPENDENCYPART_GRANDPAR
(22,12),(12,21),0.532355 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.98802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,1),-0.209698 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-1.06552 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.868497 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.557097 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.701292 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.928613 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-1.15842 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.559963 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.42177 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.38686 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.938057 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.130281 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-1.11874 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),0.258624 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.0448983 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),-0.072337 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-2.42698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.834128 # DEPENDENCYPART_GRANDPAR
(22,14),(14,1),-0.000253972 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.994416 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.676608 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.420055 # DEPENDENCYPART_GRANDPAR
(22,14),(14,5),-0.683113 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.712393 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.97158 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.34198 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.293669 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.317325 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.749327 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.324477 # DEPENDENCYPART_GRANDPAR
