# _root_ Jestliže rada jednou jmenovala komisi a schválila její závěr , nemůže se zříci odpovědnosti , trvá na svém ředitel Sadil .
#goldHeads=11,6,4,6,4,1,6,9,7,1,15,13,11,13,0,15,16,17,20,16,0,
#predictedHeads=16,4,4,6,4,1,6,9,7,1,16,13,11,13,1,0,16,17,20,16,0,
(16,1),(1,5),-0.837724 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),0.354668 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),0.440986 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.533306 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),0.0333769 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),0.342807 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),0.903974 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),0.70794 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-2.51829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,1),0.101681 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.470452 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),0.434744 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.479667 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.486785 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.193708 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.467372 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.643075 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),0.123081 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.593558 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.538745 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.939076 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),0.224365 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),0.0697385 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.625737 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.228756 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.024748 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.602084 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.445807 # DEPENDENCYPART_GRANDPAR
(16,4),(4,20),-0.0342585 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.340606 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.607903 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.130116 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),0.0713085 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.309431 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.364543 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.233509 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.611334 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),0.115223 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.497366 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.409076 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.0120406 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),0.573522 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.265487 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-2.6607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,1),0.121597 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.603985 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.540257 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.278329 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.872231 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.155423 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.363427 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.61814 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.227006 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.0243486 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.542725 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.594487 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.447557 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-2.17413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),0.101062 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.162716 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.034251 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),0.317409 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.273731 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.443811 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.593204 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),1.14773 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.08444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,4),-0.702499 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.827314 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),0.0320807 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.496344 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.559813 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.504634 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.0950011 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.449023 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.503471 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.39375 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.4389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.147859 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.490107 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),0.115182 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.614175 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.550983 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.254836 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.881104 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),0.158414 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.0528576 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.545604 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.526202 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.267355 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.567221 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.574002 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.458693 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-2.1802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.090285 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.176923 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.0484576 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),0.125532 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.586962 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.534692 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.274018 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.85389 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),0.159063 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0720398 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.518391 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.514747 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.128958 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.273476 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.596151 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.446138 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.17407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),0.101065 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.162716 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.0342508 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.280939 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0883614 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.772152 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.21825 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.08304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.299705 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),0.0890046 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),0.215521 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.00739219 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.702499 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),0.0320807 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.496344 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.504634 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.675039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.547552 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.370986 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0289073 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.48073 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.4389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.147859 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.616503 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.490107 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.10773 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.113766 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.566523 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.65701 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.635247 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.500192 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0476735 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.484375 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.436658 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.633721 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.545063 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0176091 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.687025 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.405368 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-1.10165 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.479202 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.00996488 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.153819 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.409122 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.1214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.997399 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-1.05261 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-2.05493 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.856759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),1.70293 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.246341 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.173754 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-2.05465 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.845861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),1.70456 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.287115 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.175246 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-1.61727 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.656037 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.851772 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.794365 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.517624 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.211812 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.44663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.917286 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.612305 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.409345 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.66263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-1.1335 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-2.0773 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.10561 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.27371 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.984801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0467891 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-1.4375 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.491574 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.828894 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.531369 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.41197 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.081056 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.726912 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-2.84096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,14),-0.31947 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.26767 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.628187 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-3.05724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,14),-0.967091 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.441813 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.629278 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.84135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.881786 # DEPENDENCYPART_GRANDPAR
