# _root_ Ve Francii mi říkali , že kdyby moje auto šlapalo tak jako mistru Evropy Dubourgovi , koukali by se mi všichni na záda s kilometrovým odstupem .
#goldHeads=4,1,4,0,6,4,17,9,10,7,10,11,15,15,12,7,6,17,17,17,17,17,22,17,26,24,0,
#predictedHeads=4,1,4,0,6,4,17,9,10,7,10,13,15,13,10,7,6,17,17,17,17,17,22,23,26,24,0,
(14,23),(23,21),-0.687098 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.244185 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.714625 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-1.31338 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-1.41946 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.961149 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.837441 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.965458 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-1.33033 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.863598 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.92939 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-1.51333 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-1.76829 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.432077 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.04807 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-1.25117 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-1.71945 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.399189 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),0.263432 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-3.73882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.563743 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-1.69367 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-1.96503 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.800636 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.349147 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.187283 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.799212 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.492042 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.150963 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.790267 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.424947 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-2.06051 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.64548 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.228043 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.908423 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-1.81725 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.376542 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0707852 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.271038 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-3.56173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-1.44265 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.839468 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-1.66684 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.116012 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.387453 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.731043 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-3.74051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.469867 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-1.66372 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-1.43121 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-1.33683 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.801851 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.231217 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0388445 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.146027 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-3.65775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.486781 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-1.50116 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.795593 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-1.32673 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-1.20526 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.244493 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0533287 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.141033 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-3.65974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.488768 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.50315 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.797585 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-1.32872 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-2.57076 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-1.20725 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.10347 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-2.78213 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.66909 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.847302 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.663721 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-2.25149 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-2.53887 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.603596 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.478593 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.2417 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.57801 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-2.50521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.967974 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.088432 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.788577 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.785044 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.10993 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-2.45878 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-2.70882 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.813474 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.636497 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.92788 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-2.46557 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.61234 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.471588 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.919047 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.25536 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-2.52136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.737043 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.21229 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-1.01468 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.467177 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0260949 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.677368 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-1.1273 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.638564 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-1.68812 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.519794 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.902886 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.861288 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.78593 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.99326 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-1.39777 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-1.7513 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.514319 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.833905 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.51452 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.103528 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.220712 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.418681 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.57026 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.00501555 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.267409 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.188722 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.130552 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),0.127911 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.133676 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.148115 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.0166645 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.0354479 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),0.0362165 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.95063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,1),-0.361322 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.710148 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.300222 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.45108 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.451707 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.0219542 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.678244 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.0420373 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.112357 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.26341 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.396289 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),0.0404265 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.158974 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.103267 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),-0.22068 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.89821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.568628 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.559143 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.246813 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.168814 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.442756 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.281449 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),0.198319 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.104678 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.0901064 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.120014 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.175084 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.105839 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-1.88175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.544686 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.252158 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.093146 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.313874 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.310665 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.23773 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),0.0789099 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.0234899 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.768535 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.220707 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.41867 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.570242 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.231133 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.114756 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.280248 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.211144 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.217779 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.0482867 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.133653 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.146432 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.0166918 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0354206 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.0362438 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.95063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.618207 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.913223 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-1.29645 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-1.08786 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.522083 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.437023 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.190581 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.494583 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.370529 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.180922 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.1475 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.28768 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.341002 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.269879 # DEPENDENCYPART_GRANDPAR
(16,11),(11,17),-0.434438 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.181485 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0678538 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0468836 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.276337 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.331407 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.262162 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.80502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.544109 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.741721 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.961581 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.234643 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.109517 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.143286 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.00252566 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.0757686 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.08078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.617917 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.773865 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.82947 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-1.04909 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.109639 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.144067 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.010119 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0883552 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.08078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.61792 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.773869 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.82947 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-1.34623 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-1.04909 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.310675 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.234643 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.111823 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.109517 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.143286 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0155568 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.0158567 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.08078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.617917 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.833604 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.773865 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.04909 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-1.2153 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-1.43521 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.985724 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-1.13208 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.10531 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-1.10041 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.729623 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.642998 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.966373 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.946082 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.99342 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.928281 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.30813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0430961 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.311246 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.0713844 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.00374923 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.000594313 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.269953 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.184608 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.306466 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.0437903 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.194886 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.0974348 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.309289 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.429181 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.195421 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.306869 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.339169 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.461705 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.240552 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.256102 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.858851 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.601482 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.263215 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),0.335155 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.598297 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.22245 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),0.0644501 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),0.136229 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),0.471399 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.338996 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-1.3059 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-1.08081 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.329883 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.265833 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),0.0746012 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.305713 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-0.0923221 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.345049 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.0336804 # DEPENDENCYPART_GRANDPAR
(17,4),(4,13),-0.746504 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.885128 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),-0.209254 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.467272 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-1.3864 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.0350005 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.520329 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.116402 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.501344 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.204272 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.472138 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.165767 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.383361 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.630272 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-2.30156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,2),-1.14519 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.0995577 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.650511 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.476661 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.216022 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.315373 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.260247 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.0284244 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.626285 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.766934 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.0980391 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.822256 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-2.26516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,4),-0.0131831 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.630241 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.342493 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.140642 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.0266126 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.283845 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.412848 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),0.151832 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.338994 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-1.30589 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-1.0808 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.380207 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.608763 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.486179 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.103786 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.252507 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.291482 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.345014 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.0319801 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.746465 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.885088 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.209215 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),0.467303 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.91765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,22),-0.200624 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.333152 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.18578 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.303301 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.354809 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.81623 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.164363 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.17666 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.223255 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.148917 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.509108 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.649038 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),0.0263905 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.85098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,9),0.0619271 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0799735 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.168873 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.865826 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-1.00647 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.33758 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),0.385531 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-2.26539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,22),-0.474131 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.542974 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.0105673 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.437629 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.106709 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.444634 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.21989 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),0.198259 # DEPENDENCYPART_GRANDPAR
