# _root_ V něm si několik prostitutek najalo vysloužilé zabijáky , aby se pomstily dvěma zákazníkům , kteří v opilosti jednu z nich zohavili .
#goldHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,22,19,20,14,0,
#predictedHeads=6,1,6,6,4,0,8,6,10,6,12,10,14,12,22,22,22,17,16,19,20,14,0,
(22,9),(9,1),0.0260833 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.684316 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-1.16937 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.44326 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.708009 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.36158 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.400902 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.38791 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.876612 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),0.127788 # DEPENDENCYPART_GRANDPAR
(22,9),(9,20),0.35285 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-2.16259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,5),-0.635959 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),-0.330234 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.24786 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.659651 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.520382 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.187817 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.989685 # DEPENDENCYPART_GRANDPAR
(22,10),(10,15),0.395657 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),0.12663 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),0.467607 # DEPENDENCYPART_GRANDPAR
(22,10),(10,22),-2.25054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,23),-0.759592 # DEPENDENCYPART_GRANDPAR
(22,12),(12,1),-0.0821535 # DEPENDENCYPART_GRANDPAR
(22,12),(12,3),-0.817908 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),0.0925051 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.727463 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.743434 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.392291 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.751156 # DEPENDENCYPART_GRANDPAR
(22,12),(12,9),-0.509554 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.492724 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),0.00389468 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.336243 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.977614 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),0.171528 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),-0.0510466 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.285982 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),0.156014 # DEPENDENCYPART_GRANDPAR
(22,12),(12,20),0.357004 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.89779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,14),-0.578898 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),0.352781 # DEPENDENCYPART_GRANDPAR
(22,13),(13,20),0.784704 # DEPENDENCYPART_GRANDPAR
(22,14),(14,1),0.111774 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.607015 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.364912 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.152875 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.512901 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.460624 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),0.195189 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.0938827 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.165757 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.0997015 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.22971 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),0.324705 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),0.142549 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),0.369776 # DEPENDENCYPART_GRANDPAR
(22,14),(14,20),0.637513 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.80576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,6),-1.16937 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.669663 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.623805 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.0946694 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.898341 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.329232 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.875347 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.0857468 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.197418 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),0.107643 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),0.35285 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-2.16259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,15),-0.0630822 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.130558 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.130362 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.332933 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.0961062 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.329206 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.538816 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.169802 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.663184 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.250608 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.192737 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.373372 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.646585 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.80575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.500892 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.162267 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),0.168647 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),0.13779 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.803901 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.74779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.395499 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.590246 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.155482 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),0.0916258 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.472469 # DEPENDENCYPART_GRANDPAR
