# _root_ V prvním poločase , kdy se domácí celek ujal ve 28 . minutě vedení brankou z kopačky Kellyho , rozpoutali podnapilí výtržníci z Anglie na horní části tribuny nepokoje .
#goldHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,9,9,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
#predictedHeads=20,3,1,9,9,9,8,9,3,9,13,11,10,13,14,15,16,17,9,0,22,20,22,23,20,27,25,27,20,0,
(20,4),(4,20),-2.25378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,5),(5,1),0.0495841 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.53648 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.446318 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.559201 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.0557549 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),0.221332 # DEPENDENCYPART_GRANDPAR
(20,5),(5,12),-0.330139 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),0.114208 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.0587036 # DEPENDENCYPART_GRANDPAR
(20,8),(8,3),-0.344362 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.219678 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.235346 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),0.184649 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.273131 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.54589 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.0862602 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.286487 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.372338 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.0758589 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.260764 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.610514 # DEPENDENCYPART_GRANDPAR
(20,9),(9,4),-0.224763 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.23297 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),0.00230944 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.521457 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.162135 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.445712 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.503992 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.183481 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.497315 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.447546 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.333597 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.168743 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.428675 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),-0.175102 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.53435 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.98898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,22),0.131466 # DEPENDENCYPART_GRANDPAR
(20,9),(9,23),-0.220351 # DEPENDENCYPART_GRANDPAR
(20,9),(9,24),-0.920937 # DEPENDENCYPART_GRANDPAR
(20,9),(9,25),-0.334629 # DEPENDENCYPART_GRANDPAR
(20,9),(9,27),-0.501598 # DEPENDENCYPART_GRANDPAR
(20,9),(9,28),-0.877957 # DEPENDENCYPART_GRANDPAR
(20,9),(9,29),-0.199113 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.193429 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.44266 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),0.000250502 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.00846816 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.146041 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),0.269728 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.291063 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),0.199369 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.217385 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.162355 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.11133 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.0984495 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),0.0477089 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),0.254691 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.83897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,3),-0.650018 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.334198 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.428351 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.420986 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.0763623 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.227863 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.244005 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),0.180381 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.28739 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),0.0776887 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),0.207857 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.347344 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.381153 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.447797 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0549638 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),0.0985161 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.114778 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),0.0100971 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.259396 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.89697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),0.0605477 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.00864756 # DEPENDENCYPART_GRANDPAR
(20,13),(13,25),-0.134978 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.330445 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.357032 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.15186 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),0.124907 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),0.12241 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.0364877 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.285786 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.295186 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.90017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),0.0559787 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.0164289 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.14276 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),0.0877068 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.335397 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.366935 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.18551 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.164989 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.117051 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),0.0101594 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.259458 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.89694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),0.060578 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.00860882 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.134934 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.051831 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0799354 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.173601 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),0.31611 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.00999023 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.260134 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.89694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),0.0605783 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),0.381514 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.00860879 # DEPENDENCYPART_GRANDPAR
(20,17),(17,25),-0.134934 # DEPENDENCYPART_GRANDPAR
(20,17),(17,28),-0.627908 # DEPENDENCYPART_GRANDPAR
(20,17),(17,29),0.0509355 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.192102 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.171581 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.0327254 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.0105076 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.137665 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.274893 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.89694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),0.0605783 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),0.381514 # DEPENDENCYPART_GRANDPAR
(20,19),(19,1),0.0402375 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),-0.568164 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.374192 # DEPENDENCYPART_GRANDPAR
(20,19),(19,5),-0.340358 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),-0.116524 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.591579 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.299572 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.496163 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.400918 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.383497 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.239149 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.177807 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.337482 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0811916 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-2.25378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.210224 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.32441 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.37543 # DEPENDENCYPART_GRANDPAR
(20,19),(19,29),-0.654988 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.30582 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.274737 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.577815 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.0835593 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.473965 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.492572 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.240392 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.292275 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.782766 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.246318 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.307648 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.0523718 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-1.6677 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),0.111179 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.261319 # DEPENDENCYPART_GRANDPAR
(20,22),(22,29),0.417525 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.795507 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.227042 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.194176 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.183169 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),0.782233 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.882462 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.353333 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0548865 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-1.67018 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.108599 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.263899 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),0.414945 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.917494 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.266758 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.134863 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-1.58897 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.181849 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.194229 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),0.484615 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.449172 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.431715 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),0.247129 # DEPENDENCYPART_GRANDPAR
(20,27),(27,21),0.78387 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.182703 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),0.054979 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-1.55785 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.236127 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),0.442717 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.498099 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),-0.169886 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-1.55896 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),0.260094 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),0.417525 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.487346 # DEPENDENCYPART_GRANDPAR
(20,29),(29,13),-0.55624 # DEPENDENCYPART_GRANDPAR
(20,29),(29,14),-0.540517 # DEPENDENCYPART_GRANDPAR
(20,29),(29,15),-0.400801 # DEPENDENCYPART_GRANDPAR
(20,29),(29,17),-0.492572 # DEPENDENCYPART_GRANDPAR
(20,29),(29,18),-0.240392 # DEPENDENCYPART_GRANDPAR
(20,29),(29,22),0.883297 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),-0.169886 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),0.0632082 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),-1.55896 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),0.260094 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.126126 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.487346 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.0437838 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),0.0341244 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.254121 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.292267 # DEPENDENCYPART_GRANDPAR
(21,19),(19,1),-0.588286 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.831201 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.883418 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.993113 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-1.0949 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-1.23233 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.613949 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.66788 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.526596 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.611681 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.406121 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.304316 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.423556 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.712099 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-1.07478 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-2.2735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-1.20554 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-1.38784 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-1.72321 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.953671 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.24221 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.04169 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.4548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.00432996 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.397546 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.180639 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.793591 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.758246 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.652754 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),-0.729249 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),-0.0130017 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.20528 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.567699 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.464169 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-1.4548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.0563213 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.236767 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.18064 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.793579 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.75828 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.652788 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.729283 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.378556 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.529609 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.69856 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.31434 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-2.32475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.265734 # DEPENDENCYPART_GRANDPAR
(22,17),(17,25),-0.538136 # DEPENDENCYPART_GRANDPAR
(22,17),(17,28),-1.36604 # DEPENDENCYPART_GRANDPAR
(22,17),(17,29),-1.76501 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.729256 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.951337 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.980836 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.378382 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.805495 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.54999 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.699184 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.312576 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-2.32475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,1),-0.48871 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-1.09606 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-1.58738 # DEPENDENCYPART_GRANDPAR
(22,19),(19,5),-0.873083 # DEPENDENCYPART_GRANDPAR
(22,19),(19,8),-0.761595 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-1.92141 # DEPENDENCYPART_GRANDPAR
(22,19),(19,10),-0.434576 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.709524 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.531016 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.754893 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.780856 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.47452 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.602677 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.937335 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.772102 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.29335 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-2.58028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,24),-1.22042 # DEPENDENCYPART_GRANDPAR
(22,19),(19,29),-2.02054 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.228786 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.748403 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-2.28802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.253063 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.928156 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.15762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.385432 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.00294318 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.0210159 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.715671 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.852378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.563708 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.134525 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-1.44887 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.466614 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.497073 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.896038 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.940368 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.109591 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.419543 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-1.42051 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.152386 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),0.118598 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.280367 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.373808 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),0.0372684 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.361697 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.71651 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.512335 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.381254 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-1.31194 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.431696 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.830661 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.232832 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.509272 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-1.33738 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.107456 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.895996 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.226605 # DEPENDENCYPART_GRANDPAR
(22,29),(29,13),-1.60861 # DEPENDENCYPART_GRANDPAR
(22,29),(29,14),-1.81663 # DEPENDENCYPART_GRANDPAR
(22,29),(29,15),-1.84949 # DEPENDENCYPART_GRANDPAR
(22,29),(29,17),-1.67131 # DEPENDENCYPART_GRANDPAR
(22,29),(29,18),-2.00538 # DEPENDENCYPART_GRANDPAR
(22,29),(29,22),-0.849599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,29),(29,24),0.509272 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),0.376091 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),-1.33738 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),0.107456 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.109104 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.226605 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-1.79164 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-1.70897 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.824146 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.889778 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.46238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),0.239486 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.138201 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-1.07455 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.989247 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-1.07634 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-1.96301 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.74412 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-2.0187 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.14438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.183967 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.224904 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.315243 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.396671 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-1.28334 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-1.74273 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),1.53634 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.177524 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.430351 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.353497 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-1.24016 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.475418 # DEPENDENCYPART_GRANDPAR
(23,28),(28,24),1.5284 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.462442 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.297631 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-1.2833 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.46751 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.318612 # DEPENDENCYPART_GRANDPAR
