# _root_ Jakmile bude toto perspektivně levné vozidlo předvedeno potencionálním zájemcům in natura , bude jim jasné , že na něco podobného vlastně čekali .
#goldHeads=13,7,6,5,6,7,1,9,7,11,7,1,0,13,13,17,13,22,18,19,22,17,0,
#predictedHeads=13,7,6,5,6,7,1,9,7,9,10,1,0,15,13,17,13,22,18,19,22,17,0,
(13,20),(20,22),-0.0866013 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.779897 # DEPENDENCYPART_GRANDPAR
(13,21),(21,14),0.150565 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.28294 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.352138 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-1.31152 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.295009 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-1.15433 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.191513 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-0.698413 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-1.04767 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-1.03287 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-0.62353 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-1.61383 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.599375 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.689494 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.935155 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.24081 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-1.85617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.0766006 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.0173947 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),0.235662 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),0.350663 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.50615 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.469328 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-1.49625 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.3124 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.585953 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.353805 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.600634 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.0905361 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.741883 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-2.22611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-1.34727 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.381569 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-1.68448 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.919371 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.057455 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-1.22804 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.721336 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.481483 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.541989 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.287641 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-1.22406 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.496967 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.689937 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.185503 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.916121 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.868194 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-2.25026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-1.34789 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.10409 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.410386 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.991728 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.206893 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-1.05532 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.701553 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.515367 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.191644 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-1.14339 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.422066 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.59421 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.206157 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.819497 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0722382 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-2.13981 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-1.27947 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.05592 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.418226 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.865637 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.02116 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.61631 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-1.03466 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-0.961219 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.938489 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.473532 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.33806 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.886513 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.69486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.312554 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.151063 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.423366 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.5937 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-1.65613 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-1.70408 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.5424 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.77134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.780728 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.476726 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.667023 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-1.13032 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.610999 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.503569 # DEPENDENCYPART_GRANDPAR
(14,22),(22,1),-0.600281 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-1.58585 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-1.04113 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.903333 # DEPENDENCYPART_GRANDPAR
(14,22),(22,5),-1.02663 # DEPENDENCYPART_GRANDPAR
(14,22),(22,6),-0.737369 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-1.66636 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.984738 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-1.12999 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.591848 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-1.36587 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.961534 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-1.47212 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-1.55004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),-0.777571 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.16028 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.304399 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.292423 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.432547 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-1.10527 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.429788 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.867313 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.544865 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.664276 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0645106 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.28653 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.216475 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.453136 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.163652 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-2.04056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,8),0.262765 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.329704 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0955301 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.50857 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0421573 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-2.13803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,17),-0.427819 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.950676 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.839379 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.514983 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-1.27146 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-1.05273 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.647424 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.729678 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-1.49449 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-1.37047 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),0.0120283 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.593316 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.211493 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.909736 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.768356 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.165023 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-2.11001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.218554 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.420982 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.885904 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.698353 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.150567 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.6167 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-2.00081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0825975 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.752655 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.799379 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.54697 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.69865 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.34125 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.554229 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.63182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.181161 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.421445 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.466998 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.197644 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.549584 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.42301 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.833826 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-1.37788 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.73521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.754064 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0885835 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.19942 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.198887 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.0494793 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.0553483 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.135885 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.517763 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.313853 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.231773 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.102884 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.363638 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.352288 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.543191 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.831314 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.673034 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.196917 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.105491 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-2.04453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,1),-0.165728 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.331945 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.434214 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.719236 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.466655 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.215179 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.60646 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.347757 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.382916 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.444216 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.314294 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.329866 # DEPENDENCYPART_GRANDPAR
(16,2),(2,17),-0.810001 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-1.02719 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.981769 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.204303 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.323146 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.308653 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.437321 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.605345 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.484752 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.594764 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.423615 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.39703 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.520074 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.364852 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),0.0298102 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-2.11387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.80214 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-1.23189 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.165728 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.309196 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.294786 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.450638 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.551706 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.322481 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.378614 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.436073 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.372561 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.527424 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.478327 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.382598 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.329866 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-2.11601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.810001 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-1.23851 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.849105 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-1.02719 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.981769 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.945842 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.682975 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.458481 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.168904 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.334266 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.01731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,22),-0.743621 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.794033 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.622103 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.75964 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.636625 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.564059 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.0473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.540224 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-1.00157 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.49575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.345136 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.155018 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.493905 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.437644 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.218012 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.429311 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.133789 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.929436 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.323492 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0980879 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.575728 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.312431 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.448249 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.926392 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),-0.45062 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.33088 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.445061 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.10856 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-1.14755 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-0.958494 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.1424 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.49552 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.50823 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-1.09103 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.37428 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-1.37661 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.34544 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.4846 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-1.0093 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.938677 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.986745 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-1.04516 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-1.4781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.0621777 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),-0.317806 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.123619 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.254088 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.307206 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.32015 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.70884 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.813557 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.70421 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.0721128 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.569876 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.585268 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.57782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,20),-0.658599 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.136241 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.591014 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.944029 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.617386 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.744281 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.673613 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.835751 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.668322 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.688617 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.708099 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.547155 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.732009 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.361032 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.810424 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.995923 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.254329 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.59858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,22),-0.201556 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.292685 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.586426 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.40613 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.522371 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.364147 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.42992 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.244497 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.237397 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.195509 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.25997 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.518086 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.302408 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.553452 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.258999 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.35421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.0476778 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.225139 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.325851 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.186737 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.0220604 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.698176 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.5578 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.649945 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.682168 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.515186 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.136114 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.43904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.10558 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.591014 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.944029 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.668322 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.407142 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.500935 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.650561 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.28706 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.539564 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.60206 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.340497 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.201556 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.677961 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.205265 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0429873 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0319108 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.334217 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0592364 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0614383 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.462588 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.948159 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.496639 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.00658146 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.100671 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.54185 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.321454 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.950395 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.372733 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.103639 # DEPENDENCYPART_GRANDPAR
