# _root_ Poslanec FS Aleš Mucha ( LSU ) nevidí důvod , proč by stahoval svůj návrh kandidatury Jiřího Kotase na funkci prezidenta ČSFR , přestože se v minulých dnech LSU od kandidatury J . Kotase distancovala .
#goldHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,16,19,20,21,24,8,35,35,28,26,35,35,30,34,32,31,24,0,
#predictedHeads=4,1,4,8,4,4,4,0,8,13,13,13,9,15,13,15,18,16,15,19,20,21,24,13,35,35,28,26,28,35,30,34,32,31,24,0,
(21,26),(26,29),0.387147 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),0.0033339 # DEPENDENCYPART_GRANDPAR
(21,26),(26,33),-0.724997 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),-0.404736 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),0.251477 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-1.02688 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.190909 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.415452 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.577102 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-1.13619 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.545623 # DEPENDENCYPART_GRANDPAR
(21,28),(28,34),-0.642941 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),-0.405251 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-1.02266 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.0883022 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.412207 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.588607 # DEPENDENCYPART_GRANDPAR
(21,29),(29,32),-1.1477 # DEPENDENCYPART_GRANDPAR
(21,29),(29,33),-0.550162 # DEPENDENCYPART_GRANDPAR
(21,29),(29,34),-0.654446 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.304994 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),0.147047 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.173945 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.716134 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.749935 # DEPENDENCYPART_GRANDPAR
(21,30),(30,34),-0.239627 # DEPENDENCYPART_GRANDPAR
(21,32),(32,28),-0.0677436 # DEPENDENCYPART_GRANDPAR
(21,32),(32,29),0.406654 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),-0.0523573 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),0.0270332 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.61548 # DEPENDENCYPART_GRANDPAR
(21,32),(32,34),-0.659575 # DEPENDENCYPART_GRANDPAR
(21,32),(32,35),-0.549209 # DEPENDENCYPART_GRANDPAR
(21,32),(32,36),-0.964636 # DEPENDENCYPART_GRANDPAR
(21,34),(34,16),-1.47878 # DEPENDENCYPART_GRANDPAR
(21,34),(34,17),-2.12361 # DEPENDENCYPART_GRANDPAR
(21,34),(34,21),-0.85016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,34),(34,28),-0.0843471 # DEPENDENCYPART_GRANDPAR
(21,34),(34,29),0.39005 # DEPENDENCYPART_GRANDPAR
(21,34),(34,30),-0.0650231 # DEPENDENCYPART_GRANDPAR
(21,34),(34,31),0.0104296 # DEPENDENCYPART_GRANDPAR
(21,34),(34,32),-0.444818 # DEPENDENCYPART_GRANDPAR
(21,34),(34,33),-0.364882 # DEPENDENCYPART_GRANDPAR
(21,34),(34,36),-0.895097 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.680591 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.818865 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.139858 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.52098 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.61028 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.0780694 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.723657 # DEPENDENCYPART_GRANDPAR
(22,15),(15,26),-1.08256 # DEPENDENCYPART_GRANDPAR
(22,15),(15,35),-1.93596 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.817889 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.417248 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),-0.533737 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.623038 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),-0.0872767 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),-0.0460805 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),-0.0389473 # DEPENDENCYPART_GRANDPAR
(22,16),(16,26),-1.07903 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.823434 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.437616 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.768227 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.628327 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.088448 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.0513703 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.0442371 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-3.1485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,26),-1.07916 # DEPENDENCYPART_GRANDPAR
(22,18),(18,1),-1.60733 # DEPENDENCYPART_GRANDPAR
(22,18),(18,9),-1.10106 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.820735 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.422737 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.753348 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-1.1391 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.0862101 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0428818 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.0357486 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-3.14823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,24),-0.723191 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.607627 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.134518 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.184739 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-3.36544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.935307 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.84814 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.596912 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0391374 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-3.14823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.864495 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.721492 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.07903 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-2.45607 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-1.33208 # DEPENDENCYPART_GRANDPAR
(22,20),(20,34),-2.72238 # DEPENDENCYPART_GRANDPAR
(22,20),(20,35),-1.93428 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.754483 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-1.14023 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.594365 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.63238 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-3.14897 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.865237 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.724437 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.08008 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-2.45681 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-2.72695 # DEPENDENCYPART_GRANDPAR
(22,21),(21,30),-1.33297 # DEPENDENCYPART_GRANDPAR
(22,21),(21,32),-3.10607 # DEPENDENCYPART_GRANDPAR
(22,21),(21,34),-2.72312 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.34681 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-2.13107 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-2.73873 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.52311 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.87621 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-2.26601 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-2.34749 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.76571 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.96813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.327433 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.579026 # DEPENDENCYPART_GRANDPAR
(22,23),(23,35),-1.40056 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-2.79506 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-2.15541 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.57358 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.65393 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-2.3549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),0.23103 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.493904 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-1.10247 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-1.37516 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-1.62431 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-1.50903 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-2.01587 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),-0.782661 # DEPENDENCYPART_GRANDPAR
(22,24),(24,35),-1.25071 # DEPENDENCYPART_GRANDPAR
(22,24),(24,36),-0.953141 # DEPENDENCYPART_GRANDPAR
(22,35),(35,9),-1.9057 # DEPENDENCYPART_GRANDPAR
(22,35),(35,10),-2.02344 # DEPENDENCYPART_GRANDPAR
(22,35),(35,11),-1.04535 # DEPENDENCYPART_GRANDPAR
(22,35),(35,12),-1.08537 # DEPENDENCYPART_GRANDPAR
(22,35),(35,13),-2.66542 # DEPENDENCYPART_GRANDPAR
(22,35),(35,15),-1.20469 # DEPENDENCYPART_GRANDPAR
(22,35),(35,16),-1.55356 # DEPENDENCYPART_GRANDPAR
(22,35),(35,17),-1.94336 # DEPENDENCYPART_GRANDPAR
(22,35),(35,18),-2.02484 # DEPENDENCYPART_GRANDPAR
(22,35),(35,19),-1.04755 # DEPENDENCYPART_GRANDPAR
(22,35),(35,20),-1.44302 # DEPENDENCYPART_GRANDPAR
(22,35),(35,21),-1.52332 # DEPENDENCYPART_GRANDPAR
(22,35),(35,22),-2.0148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,35),(35,23),0.356973 # DEPENDENCYPART_GRANDPAR
(22,35),(35,24),-0.158546 # DEPENDENCYPART_GRANDPAR
(22,35),(35,25),-0.627048 # DEPENDENCYPART_GRANDPAR
(22,35),(35,26),-0.502947 # DEPENDENCYPART_GRANDPAR
(22,35),(35,27),-1.5752 # DEPENDENCYPART_GRANDPAR
(22,35),(35,28),-1.32091 # DEPENDENCYPART_GRANDPAR
(22,35),(35,29),-1.59853 # DEPENDENCYPART_GRANDPAR
(22,35),(35,30),-0.759633 # DEPENDENCYPART_GRANDPAR
(22,35),(35,31),-1.48001 # DEPENDENCYPART_GRANDPAR
(22,35),(35,32),-1.95234 # DEPENDENCYPART_GRANDPAR
(22,35),(35,33),-0.872699 # DEPENDENCYPART_GRANDPAR
(22,35),(35,34),-1.58435 # DEPENDENCYPART_GRANDPAR
(22,35),(35,36),-0.899096 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-1.00683 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.853569 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-1.13981 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-1.08949 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-1.0448 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.439566 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.391663 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.909322 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.378571 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),-0.533504 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),-0.360665 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-1.02887 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.893113 # DEPENDENCYPART_GRANDPAR
(23,10),(10,3),-1.17931 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-1.12832 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.482885 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.965097 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.39863 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.325001 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.871277 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.601985 # DEPENDENCYPART_GRANDPAR
(23,10),(10,13),-0.278144 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-1.03009 # DEPENDENCYPART_GRANDPAR
(23,10),(10,23),-1.84578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,1),-0.760025 # DEPENDENCYPART_GRANDPAR
(23,13),(13,2),-0.616505 # DEPENDENCYPART_GRANDPAR
(23,13),(13,3),-0.892476 # DEPENDENCYPART_GRANDPAR
(23,13),(13,4),-0.84068 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.236436 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.680307 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.261125 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.259771 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.587934 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.395852 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.3013 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),0.137129 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.337006 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.655591 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.35083 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.203574 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),-0.281114 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.27731 # DEPENDENCYPART_GRANDPAR
(23,13),(13,20),-0.212044 # DEPENDENCYPART_GRANDPAR
(23,13),(13,21),-0.296233 # DEPENDENCYPART_GRANDPAR
(23,13),(13,22),-0.190007 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.7546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,24),-0.210161 # DEPENDENCYPART_GRANDPAR
(23,13),(13,26),-0.757324 # DEPENDENCYPART_GRANDPAR
(23,13),(13,28),-0.775992 # DEPENDENCYPART_GRANDPAR
(23,13),(13,29),-0.966606 # DEPENDENCYPART_GRANDPAR
(23,13),(13,30),-0.882806 # DEPENDENCYPART_GRANDPAR
(23,13),(13,31),-1.0141 # DEPENDENCYPART_GRANDPAR
(23,13),(13,32),-0.970834 # DEPENDENCYPART_GRANDPAR
(23,13),(13,34),-0.990492 # DEPENDENCYPART_GRANDPAR
(23,13),(13,35),-0.639854 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.435003 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.380868 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.296061 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.153345 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),-0.224938 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.195643 # DEPENDENCYPART_GRANDPAR
(23,15),(15,24),-0.146155 # DEPENDENCYPART_GRANDPAR
(23,15),(15,26),-0.637521 # DEPENDENCYPART_GRANDPAR
(23,15),(15,35),-0.640913 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.366091 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.685087 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.166743 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.238336 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.192849 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.170652 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),-0.225585 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-0.63457 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.365841 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.692918 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.361074 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.242171 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.192951 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.174486 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.22942 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.161525 # DEPENDENCYPART_GRANDPAR
(23,17),(17,26),-0.634588 # DEPENDENCYPART_GRANDPAR
(23,18),(18,1),-0.841255 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.644775 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.365763 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.686621 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.354777 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.164322 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.192849 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.169586 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.22452 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.156625 # DEPENDENCYPART_GRANDPAR
(23,18),(18,24),-0.14601 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.298695 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.227486 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.15959 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.88475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.144311 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.63457 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.825781 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.799795 # DEPENDENCYPART_GRANDPAR
(23,20),(20,34),-1.04029 # DEPENDENCYPART_GRANDPAR
(23,20),(20,35),-0.639564 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.696067 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.364222 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.173768 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.294147 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.301022 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.22992 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.325567 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.88475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.146699 # DEPENDENCYPART_GRANDPAR
(23,22),(22,35),-0.639564 # DEPENDENCYPART_GRANDPAR
(23,24),(24,13),-0.908159 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.1081 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.04173 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.11177 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.00705 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.823661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,26),0.143978 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.0918979 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.103448 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.0951853 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.13146 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.109287 # DEPENDENCYPART_GRANDPAR
(23,24),(24,33),-0.146238 # DEPENDENCYPART_GRANDPAR
(23,24),(24,35),0.0855893 # DEPENDENCYPART_GRANDPAR
(23,24),(24,36),-0.275114 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.193565 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),0.111264 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.0223315 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.0663453 # DEPENDENCYPART_GRANDPAR
(23,26),(26,33),-0.210639 # DEPENDENCYPART_GRANDPAR
(23,35),(35,9),-1.59857 # DEPENDENCYPART_GRANDPAR
(23,35),(35,10),-0.930547 # DEPENDENCYPART_GRANDPAR
(23,35),(35,11),-0.9467 # DEPENDENCYPART_GRANDPAR
(23,35),(35,12),-0.631108 # DEPENDENCYPART_GRANDPAR
(23,35),(35,13),-0.985813 # DEPENDENCYPART_GRANDPAR
(23,35),(35,15),-1.64367 # DEPENDENCYPART_GRANDPAR
(23,35),(35,16),-1.31535 # DEPENDENCYPART_GRANDPAR
(23,35),(35,17),-1.16584 # DEPENDENCYPART_GRANDPAR
(23,35),(35,18),-1.24512 # DEPENDENCYPART_GRANDPAR
(23,35),(35,19),-1.19303 # DEPENDENCYPART_GRANDPAR
(23,35),(35,20),-1.17877 # DEPENDENCYPART_GRANDPAR
(23,35),(35,21),-1.2488 # DEPENDENCYPART_GRANDPAR
(23,35),(35,22),-1.14408 # DEPENDENCYPART_GRANDPAR
(23,35),(35,23),-1.11015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,35),(35,24),0.749029 # DEPENDENCYPART_GRANDPAR
(23,35),(35,25),0.213567 # DEPENDENCYPART_GRANDPAR
(23,35),(35,26),0.309411 # DEPENDENCYPART_GRANDPAR
(23,35),(35,27),0.0501406 # DEPENDENCYPART_GRANDPAR
(23,35),(35,28),0.187289 # DEPENDENCYPART_GRANDPAR
(23,35),(35,29),-0.00907273 # DEPENDENCYPART_GRANDPAR
(23,35),(35,30),0.0769832 # DEPENDENCYPART_GRANDPAR
(23,35),(35,31),-0.0495748 # DEPENDENCYPART_GRANDPAR
(23,35),(35,32),-0.00956599 # DEPENDENCYPART_GRANDPAR
(23,35),(35,33),-0.21838 # DEPENDENCYPART_GRANDPAR
(23,35),(35,34),-0.0264848 # DEPENDENCYPART_GRANDPAR
(23,35),(35,36),-0.285767 # DEPENDENCYPART_GRANDPAR
(24,13),(13,1),-0.376057 # DEPENDENCYPART_GRANDPAR
(24,13),(13,2),-0.660128 # DEPENDENCYPART_GRANDPAR
(24,13),(13,3),-0.628808 # DEPENDENCYPART_GRANDPAR
(24,13),(13,4),-0.564257 # DEPENDENCYPART_GRANDPAR
(24,13),(13,5),-0.761759 # DEPENDENCYPART_GRANDPAR
(24,13),(13,6),-0.59555 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),-0.711832 # DEPENDENCYPART_GRANDPAR
(24,13),(13,8),-0.226878 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-0.331821 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.799126 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.350409 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.453739 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.473257 # DEPENDENCYPART_GRANDPAR
(24,13),(13,15),-0.451553 # DEPENDENCYPART_GRANDPAR
(24,13),(13,16),-0.37791 # DEPENDENCYPART_GRANDPAR
(24,13),(13,17),-0.359267 # DEPENDENCYPART_GRANDPAR
(24,13),(13,18),-0.203654 # DEPENDENCYPART_GRANDPAR
(24,13),(13,19),-0.451913 # DEPENDENCYPART_GRANDPAR
(24,13),(13,20),-0.383138 # DEPENDENCYPART_GRANDPAR
(24,13),(13,21),-0.270248 # DEPENDENCYPART_GRANDPAR
(24,13),(13,22),-0.144169 # DEPENDENCYPART_GRANDPAR
(24,13),(13,23),-0.666444 # DEPENDENCYPART_GRANDPAR
(24,13),(13,24),-1.26803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,13),(13,26),-0.479301 # DEPENDENCYPART_GRANDPAR
(24,13),(13,28),-0.296702 # DEPENDENCYPART_GRANDPAR
(24,13),(13,29),-0.368654 # DEPENDENCYPART_GRANDPAR
(24,13),(13,30),-0.447589 # DEPENDENCYPART_GRANDPAR
(24,13),(13,31),-0.745769 # DEPENDENCYPART_GRANDPAR
(24,13),(13,32),-0.464282 # DEPENDENCYPART_GRANDPAR
(24,13),(13,34),-0.905473 # DEPENDENCYPART_GRANDPAR
(24,13),(13,35),-0.442589 # DEPENDENCYPART_GRANDPAR
(24,18),(18,1),-0.649298 # DEPENDENCYPART_GRANDPAR
(24,18),(18,9),-0.599225 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.596906 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.671708 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.57636 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.551264 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.404953 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.326348 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.184217 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),-0.0813129 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.4017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,19),-0.550724 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.187114 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.084209 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.595311 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.4 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,26),-0.534368 # DEPENDENCYPART_GRANDPAR
(24,20),(20,28),-0.588136 # DEPENDENCYPART_GRANDPAR
(24,20),(20,30),-0.532729 # DEPENDENCYPART_GRANDPAR
(24,20),(20,34),-1.19692 # DEPENDENCYPART_GRANDPAR
(24,20),(20,35),-0.535517 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.584733 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.559637 # DEPENDENCYPART_GRANDPAR
