# _root_ Manažer si musí najít čas , kdy je zcela sám , kdy ho nikdo neruší při přemýšlení či analyzování situace podniku .
#goldHeads=3,4,0,3,4,11,8,11,10,8,5,15,15,15,11,15,18,16,18,19,20,0,
#predictedHeads=3,4,0,3,4,8,8,5,10,8,15,15,15,15,10,15,18,16,18,19,20,0,
(15,14),(14,16),0.21548 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.199006 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.324349 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.252537 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.446391 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0568774 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0972558 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.525966 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.268088 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.12635 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.611778 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.133695 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.231433 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.298218 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.129566 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.880424 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-1.38595 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.38238 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.48579 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-1.30905 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.19447 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.11014 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.00639 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.913896 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.708258 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.551377 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.413112 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.52822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.458681 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0832365 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.248997 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.26909 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.114953 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.458337 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.12635 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.246561 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.298216 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.129564 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.250824 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.253215 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.370892 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.139011 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.465193 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.603525 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.247039 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.248741 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.367107 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.110543 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.478484 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-1.14606 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-1.16586 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.799626 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.874925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.240206 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),1.21714 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.35216 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.338333 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-2.12516 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.733683 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.965558 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-2.09732 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.06938 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.808904 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.608612 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.81548 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.03677 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.624976 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.30422 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.935669 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.38076 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.01825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.66768 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),1.80919 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.254546 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.258485 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.262395 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.799626 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),2.10588 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.352159 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.338332 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),2.10978 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.563438 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),1.60836 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.357449 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.185157 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.877204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),2.11182 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.562221 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),1.6104 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.0730519 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.181861 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.643112 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.758918 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.924699 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.724405 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-2.63695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-1.44898 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-1.05747 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.717117 # DEPENDENCYPART_GRANDPAR
(17,14),(14,18),-0.409336 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-3.04356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.614931 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.85559 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.46436 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.51417 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-3.63542 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-2.21594 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.75549 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-2.94118 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.87488 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.2174 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-2.1073 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.05094 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.66856 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.00062 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.26779 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.59848 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-2.00378 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.40369 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.8206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.430832 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0528386 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0731812 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.803837 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.56905 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.38478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.436329 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.459763 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.39539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.410874 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.20923 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.466019 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.686387 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-1.31609 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.36791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.426766 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.181751 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.217829 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.718655 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.570364 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.172458 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.0752011 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),0.170942 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.264101 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.23477 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.529038 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.211434 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.123134 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.421838 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.30493 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.107173 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.338832 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.365636 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.25201 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.0721697 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.589456 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.251473 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.481178 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.432976 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.121519 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.423909 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.302428 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.1312 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.334594 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.367706 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.249508 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.0963522 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.0554938 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.564381 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.567608 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.204218 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.480645 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.219183 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.239554 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.38231 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),0.0178258 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.229245 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.280717 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.183351 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.32939 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),0.0733358 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.53735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,1),-0.458 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.60501 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.407885 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.321414 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.228842 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.665128 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.333124 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.512813 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.621392 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.226304 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.612208 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.280063 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.432624 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.375106 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.265994 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.202044 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.538008 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.097364 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.425757 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.24275 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.538745 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.462155 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-0.292273 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),0.0139919 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.513048 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.412326 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.363532 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.298236 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.342037 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.27519 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.0968507 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.0976817 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.0109615 # DEPENDENCYPART_GRANDPAR
(18,8),(8,17),-0.123255 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.32675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),0.100501 # DEPENDENCYPART_GRANDPAR
(18,8),(8,20),-0.532051 # DEPENDENCYPART_GRANDPAR
(18,8),(8,21),-0.522254 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.519453 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.478797 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.422049 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.394616 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.0434619 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.458 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.407885 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.321414 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.228842 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.56587 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.498699 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.245957 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.341744 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.414317 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.612208 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.424984 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.280063 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.167179 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.56061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,3),-0.375106 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.469694 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.199434 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.300237 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.481805 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.0108999 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.166029 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.41274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.04558 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.631666 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.668327 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0916324 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),0.0216456 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.564497 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.018607 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.43487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,1),-0.250035 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.470968 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.426009 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.257383 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),0.00698602 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.476606 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.400893 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.165607 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.258504 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.371175 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.420403 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.347973 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.240107 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0917652 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0698922 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.0774316 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.41954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),0.0516138 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.567913 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.57114 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.134489 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.50309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.204371 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.790783 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.827118 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.254923 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.150478 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.0483071 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0420829 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.53712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.21529 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.801394 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.838092 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.704996 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.740424 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.000188349 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.0488083 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.740841 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.773704 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.71321 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0675211 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.302541 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.579509 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.740452 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.782642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.708599 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.157828 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.301967 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.785115 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.313164 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-1.72312 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-1.02612 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-1.24773 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.915161 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0863772 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-2.46119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.634498 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.894324 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-2.24655 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.83544 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.996656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0278983 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.33203 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.38409 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-2.24628 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.835444 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.969177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.86555 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.364298 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-1.30713 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.738866 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-1.0769 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.509555 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.0290405 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.18595 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.96284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.166301 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-2.18754 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-1.24671 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.80093 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-1.55059 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.882622 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.616148 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-1.29572 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.457965 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.760176 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.450296 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.453368 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.788962 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-1.05709 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.312977 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.69689 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.59571 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-2.04273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.24629 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-1.15327 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-1.0769 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-1.08615 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.96284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.166301 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.987425 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.95662 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.877165 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.65871 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.463762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.144249 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.599059 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.245886 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.305783 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.225791 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-2.61172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,10),-1.2471 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.28749 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.748613 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.29139 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.261923 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.078392 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.000428441 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.42999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,1),-1.91906 # DEPENDENCYPART_GRANDPAR
