# _root_ Se Zlínem jsem loni uhrál v Ostravě bezbrankovou remízu , proto si myslím , že ani s Brnem nejsem bez šancí .
#goldHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
#predictedHeads=5,1,5,5,11,5,6,9,5,11,0,13,11,15,13,18,19,17,15,19,20,0,
(16,5),(5,4),-0.338358 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.489024 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.39013 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.542736 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.493159 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.771404 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.416497 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.482911 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.583278 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.125253 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.92854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.368965 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.47319 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.81407 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.200078 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.491261 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.283205 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.853162 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.773362 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.432388 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.57728 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.599766 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.675228 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.545591 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.710059 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.424672 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.302128 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-2.03324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,19),-0.561386 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.933555 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.307974 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.67169 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.894138 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.323052 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.74641 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.368717 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.378524 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.507489 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.489602 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.716527 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.213283 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.426528 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.569112 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0755039 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.94206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.375544 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.480601 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.820649 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.853162 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.773362 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.57728 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.830496 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.508071 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.03324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.532138 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.561386 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.933555 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.744049 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.564442 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.731626 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.822862 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.37656 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.373556 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.634736 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.91185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.415793 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.565373 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.825364 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.896883 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.906034 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.50793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.082114 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.125021 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.07426 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.3968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.182406 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0388089 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.30409 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.21904 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.04704 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.29727 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.741836 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.19943 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.08342 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.910077 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.987113 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.0169 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.809563 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.872336 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.01211 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.75849 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.526142 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.43723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0320545 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.108129 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.185378 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.175984 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.600873 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0258812 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.232225 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.564518 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-1.39814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.181564 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.198416 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.484302 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.688517 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.818746 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-1.57367 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.450836 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0615616 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.629799 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-2.05035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.575393 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-1.22473 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.419992 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.824104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.303136 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.571387 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.147831 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.578425 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.542992 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.181886 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.89543 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),0.493078 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.488539 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-1.07741 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.7795 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.963805 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.536186 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.620138 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.45382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.44478 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.557158 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.881537 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),0.620094 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.45661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,20),-0.608567 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.334864 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.688848 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-1.83935 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.729239 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.62911 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.935542 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.198155 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.443286 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.00840974 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.157723 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-2.58592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-1.10178 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.853509 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-1.75015 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-1.54067 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.498152 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.0740326 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-2.72113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,21),-1.88624 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-1.23253 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.10527 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.940151 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-2.45408 # DEPENDENCYPART_GRANDPAR
(18,19),(19,6),-1.37639 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-3.19326 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-2.62933 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-2.67664 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.49592 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.444 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.809343 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-1.34458 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.431777 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.308322 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.776694 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.36922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.100321 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.257451 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.547573 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.34169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.40937 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.712442 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.134311 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.741774 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.113848 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.515942 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.920077 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.363876 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-1.59726 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.916982 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-1.08056 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.973417 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-1.31705 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.978731 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.907296 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.306599 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.477047 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.374596 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.094374 # DEPENDENCYPART_GRANDPAR
(19,3),(3,15),-0.503436 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.069208 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.786283 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.0608709 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-1.36264 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.967912 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.846336 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.890923 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-1.28242 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.949778 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.872671 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),-0.284885 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.45537 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.32097 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.0726601 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),-0.477595 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.0783373 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),0.159877 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-2.7047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),0.0985695 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.699059 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.396414 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.253893 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.0297654 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.828232 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.645842 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.41429 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.43634 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.539043 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.430411 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),0.238016 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.421611 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.387944 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.195758 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.849346 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.824206 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-1.1209 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.800064 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.444136 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),-0.487772 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.826617 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.63894 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.953732 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.514476 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.537805 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.429039 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.239276 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.420239 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-2.6124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,1),-0.195064 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-1.32811 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.885585 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.683494 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-1.04673 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.715594 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-1.17094 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.671201 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.77634 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.609193 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.252281 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.216434 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.103661 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.487668 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.0658257 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.168237 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-3.05342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.155289 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-1.22818 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.0603917 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-1.35939 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.965758 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.835993 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-1.18202 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.825788 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-1.20437 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.745997 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.81066 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.544796 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.49525 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.331906 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.00044606 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.426871 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.11005 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.17242 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-2.70846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),0.0963234 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-1.33514 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-1.60717 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-1.17246 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.737566 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.390223 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0428096 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.272118 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-2.96924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.133259 # DEPENDENCYPART_GRANDPAR
(19,15),(15,3),-0.621507 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.783279 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.897156 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.496611 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.557536 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.0921346 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.284385 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.00029331 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0898167 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-3.08834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.165435 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-1.24015 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.13693 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-1.04108 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.649036 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.601199 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.206689 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.352221 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.388974 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.645231 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.348568 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.341812 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-3.04147 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.14811 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-1.20598 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-1.21298 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.370581 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0253039 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0954941 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.13075 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.110995 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.0981641 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.2579 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-2.6124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.264668 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.673473 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.05598 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.204445 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.461433 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.290239 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),0.234555 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.552919 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.516985 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.300972 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.0489026 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.176154 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.0661686 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.71592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),0.252132 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.0177761 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.125583 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.45029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.106293 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.873896 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-1.87349 # DEPENDENCYPART_GRANDPAR
(21,16),(16,6),-0.933427 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-1.15927 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-1.19344 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.523521 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.87904 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.093692 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.407598 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.98472 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.0906318 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.426053 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-2.46209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.922942 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.929294 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.00863299 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.662458 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-2.59775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,18),-0.5361 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-2.56121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.915513 # DEPENDENCYPART_GRANDPAR
